spectrum,cluster,map_file,Fe,Ca,K,Ti,Mn,S,Si,P
FeXANES_GT15_Fe_5.001,5,2x2_10um_rectangles_gt15_1_001.h5,112630.1484375,201.80348205566406,131.13092041015625,5427.220703125,1954.5247802734375,23.561874389648438,13.317769050598145,21.510805130004883
FeXANES_GT15_Fe_6.001,4,2x2_10um_rectangles_gt15_1_001.h5,131262.671875,587.7709350585938,184.2657928466797,11867.251953125,1566.6558837890625,28.82090187072754,28.812246322631836,20.580921173095703
FeXANES_GT15_rectangles_Fe_1.001,3,2x2_10um_rectangles_gt15_1_001.h5,46921.12890625,608.6971435546875,65.71798706054688,617.79736328125,696.6814575195312,13.14553451538086,10.107779502868652,10.110754013061523
FeXANES_GT15_rectangles_Fe_2.001,3,2x2_10um_rectangles_gt15_1_001.h5,66815.0390625,210.04820251464844,66.96810150146484,450.5207824707031,963.9539184570312,13.193216323852539,10.14443588256836,11.156889915466309
FeXANES_GT15_rectangles_Fe_3.001,3,2x2_10um_rectangles_gt15_1_001.h5,58616.75390625,455.08172607421875,144.94558715820312,1117.9332275390625,848.3173217773438,14.191906929016113,9.120261192321777,2.027144193649292
FeXANES_GT15_rectangles_Fe_4.001,1,2x2_10um_rectangles_gt15_1_001.h5,44088.1328125,61.62997055053711,32.33186721801758,162.66712951660156,674.9347534179688,12.12489128112793,14.144819259643555,6.062081813812256
FeXANES_GT15_rectangles_Fe_5.001,1,2x2_10um_rectangles_gt15_1_001.h5,45627.421875,77.81959533691406,40.42374801635742,168.77407836914062,701.3822021484375,9.094225883483887,7.0744194984436035,6.064019680023193
FeXANES_GT15_rectangles_Fe_6.001,1,2x2_10um_rectangles_gt15_1_001.h5,40827.296875,99.97297668457031,32.31448745727539,253.46839904785156,591.7670288085938,15.148262023925781,12.118078231811523,6.058990001678467
FeXANES_GT15_FeTiXRD_striated2_1.001,4,2x2_10um_striated_gt15_2_001.h5,67359.34375,1381.9820556640625,595.831787109375,242431.140625,9283.318359375,100.88450622558594,99.80732727050781,66.96003723144531
FeXANES_GT15_FeTiXRD_striated2_2.001,4,2x2_10um_striated_gt15_2_001.h5,113116.7578125,3759.5146484375,522.0736083984375,137562.875,10704.8525390625,84.21208953857422,74.70543670654297,59.96229553222656
FeXANES_GT15_FeTiXRD_striated2_3.001,4,2x2_10um_striated_gt15_2_001.h5,114731.25,2683.312255859375,626.6700439453125,133058.859375,10053.212890625,88.36720275878906,74.64008331298828,51.53142547607422
FeXANES_GT15_FeTiXRD_striated2_5.001,5,2x2_10um_striated_gt15_2_001.h5,96538.1015625,9082.7080078125,1728.345458984375,4237.962890625,4106.0537109375,36.822967529296875,31.6956729888916,32.73372268676758
FeXANES_GT15_FeTiXRD_striated2_6.001,3,2x2_10um_striated_gt15_2_001.h5,61380.05078125,3349.104248046875,432.84442138671875,3679.219970703125,14894.4423828125,24.39103126525879,35.56123352050781,17.274250030517578
FeXANES_GT15_FeTiXRD_striated2_7.001,4,2x2_10um_striated_gt15_2_001.h5,85931.578125,6350.392578125,1467.3499755859375,90441.921875,9988.689453125,68.50116729736328,50.8525390625,64.30733489990234
FeXANES_GT15_FeTiXRD_striated2_8.001,3,2x2_10um_striated_gt15_2_001.h5,61884.7421875,1953.4517822265625,329.12921142578125,3189.6015625,14383.6376953125,14.222856521606445,22.34035873413086,19.30447006225586
FeXANES_GT15_Fe_striated2_1.001,5,2x2_10um_striated_gt15_2_001.h5,44967.8984375,2269.787353515625,1892.6519775390625,1916.8916015625,2547.80029296875,22.243255615234375,20.222869873046875,22.24592399597168
FeXANES_GT15_super_dark_Fe_1.001,1,2x2_10um_super_dark_gt15_4_001.h5,52759.07421875,2291.6083984375,85.13290405273438,4358.17236328125,2570.3173828125,15.201811790466309,18.241436004638672,16.217220306396484
FeXANES_GT15_super_dark_Fe_10.001,1,2x2_10um_super_dark_gt15_4_001.h5,18273.498046875,247.4259490966797,127.74346160888672,499.8872985839844,323.8725891113281,7.041358947753906,8.047794342041016,4.022878646850586
FeXANES_GT15_super_dark_Fe_11.001,5,2x2_10um_super_dark_gt15_4_001.h5,28792.712890625,650.211181640625,202.62930297851562,1404.25341796875,428.4307861328125,12.09668254852295,10.080554008483887,11.089292526245117
FeXANES_GT15_super_dark_Fe_12.001,5,2x2_10um_super_dark_gt15_4_001.h5,12956.203125,135.65769958496094,270.32025146484375,150.73634338378906,350.720703125,4.020359039306641,8.03892707824707,2.009441614151001
FeXANES_GT15_super_dark_Fe_13.001,5,2x2_10um_super_dark_gt15_4_001.h5,13835.72265625,135.6800994873047,259.3078918457031,182.92015075683594,383.9349060058594,4.019960880279541,11.055830955505371,1.0048152208328247
FeXANES_GT15_super_dark_Fe_14.001,3,2x2_10um_super_dark_gt15_4_001.h5,24443.44921875,63.43975067138672,187.30538940429688,619.314453125,661.6256103515625,6.042104721069336,3.0218310356140137,2.01395320892334
FeXANES_GT15_super_dark_Fe_15.001,2,2x2_10um_super_dark_gt15_4_001.h5,11738.986328125,131.61614990234375,272.2814025878906,193.91656494140625,337.5906066894531,4.018579483032227,9.041842460632324,3.0145645141601562
FeXANES_GT15_super_dark_Fe_16.001,2,2x2_10um_super_dark_gt15_4_001.h5,16805.240234375,1708.9765625,103.60430908203125,549.2186889648438,306.7922058105469,8.046058654785156,10.060172080993652,10.060568809509277
FeXANES_GT15_super_dark_Fe_17.001,2,2x2_10um_super_dark_gt15_4_001.h5,18887.890625,488.96661376953125,177.08514404296875,626.82080078125,325.9913330078125,6.036870956420898,4.024378776550293,6.036980628967285
FeXANES_GT15_super_dark_Fe_18.001,3,2x2_10um_super_dark_gt15_4_001.h5,48152.4140625,194.18016052246094,97.09444427490234,313.52984619140625,736.3047485351562,15.170452117919922,12.136747360229492,4.045807838439941
FeXANES_GT15_super_dark_Fe_19.001,1,2x2_10um_super_dark_gt15_4_001.h5,24205.1875,961.9172973632812,130.94329833984375,1138.172119140625,434.1210021972656,7.050591945648193,10.07243537902832,7.051890850067139
FeXANES_GT15_super_dark_Fe_2.001,1,2x2_10um_super_dark_gt15_4_001.h5,30914.65625,1393.6129150390625,129.07933044433594,571.7771606445312,700.8464965820312,9.076626777648926,9.076415061950684,12.101553916931152
FeXANES_GT15_super_dark_Fe_20.001,2,2x2_10um_super_dark_gt15_4_001.h5,18328.20703125,498.9372253417969,135.79591369628906,401.36993408203125,429.5356750488281,6.035709381103516,3.0172343254089355,5.029217720031738
FeXANES_GT15_super_dark_Fe_21.001,5,2x2_10um_super_dark_gt15_4_001.h5,20743.064453125,860.6106567382812,146.95950317382812,1035.735595703125,380.4825744628906,10.06515121459961,6.040022850036621,3.0195183753967285
FeXANES_GT15_super_dark_Fe_22.001,2,2x2_10um_super_dark_gt15_4_001.h5,30914.65625,1393.6129150390625,129.07933044433594,571.7771606445312,700.8464965820312,9.076626777648926,9.076415061950684,12.101553916931152
FeXANES_GT15_super_dark_Fe_23.001,1,2x2_10um_super_dark_gt15_4_001.h5,20630.021484375,979.4197998046875,161.0558319091797,989.4730834960938,351.2966003417969,6.038619041442871,6.03857946395874,6.039514541625977
FeXANES_GT15_super_dark_Fe_24.001,2,2x2_10um_super_dark_gt15_4_001.h5,20286.349609375,359.2822265625,120.77132415771484,1126.19580078125,500.1854248046875,10.064348220825195,7.0458574295043945,6.038681507110596
FeXANES_GT15_super_dark_Fe_3.001,2,2x2_10um_super_dark_gt15_4_001.h5,32423.96484375,91.74853515625,131.065185546875,120.9836654663086,141.15565490722656,7.057613372802734,7.056874752044678,6.04939603805542
FeXANES_GT15_super_dark_Fe_4.001,2,2x2_10um_super_dark_gt15_4_001.h5,29774.22265625,113.87240600585938,123.94744873046875,155.1890106201172,175.34432983398438,7.053083419799805,9.069073677062988,5.039409637451172
FeXANES_GT15_super_dark_Fe_6.001,1,2x2_10um_super_dark_gt15_4_001.h5,17656.302734375,553.2910766601562,124.74549102783203,623.6592407226562,327.93798828125,7.041688442230225,4.023438453674316,5.029087066650391
FeXANES_GT15_super_dark_Fe_7.001,2,2x2_10um_super_dark_gt15_4_001.h5,10444.1171875,177.7852783203125,143.63348388671875,752.3303833007812,287.2653503417969,7.030836582183838,9.039999008178711,5.022397518157959
FeXANES_GT15_super_dark_Fe_8.001,3,2x2_10um_super_dark_gt15_4_001.h5,62874.1484375,110.51438903808594,75.02804565429688,365.0096435546875,1114.2652587890625,18.252378463745117,10.138676643371582,4.055978298187256
FeXANES_GT15_super_dark_Fe_9.001,5,2x2_10um_super_dark_gt15_4_001.h5,21430.640625,845.657958984375,139.9401397705078,1035.9390869140625,421.8238525390625,9.059732437133789,12.081924438476562,8.053481101989746
FeXANES_GT5_white_gray_particles_Fe_1.001,5,2x2_10um_white_gray_particles_002.h5,70935.6171875,1540.9478759765625,667.1726684570312,1265.2100830078125,10063.8349609375,22.3731746673584,19.3189754486084,13.222465515136719
FeXANES_GT5_white_gray_particles_Fe_2.001,2,2x2_10um_white_gray_particles_002.h5,53224.0390625,1378.437744140625,827.690673828125,7826.48779296875,6501.88720703125,21.30293083190918,36.51359176635742,14.199959754943848
FeXANES_GT5_white_gray_particles_Fe_3.001,5,2x2_10um_white_gray_particles_002.h5,49734.80859375,906.1296997070312,487.97015380859375,1719.0186767578125,6272.767578125,21.26082420349121,15.184412956237793,13.160226821899414
FeXANES_GT5_white_gray_particles_Fe_4.001,3,2x2_10um_white_gray_particles_002.h5,43657.8828125,1122.799072265625,544.1996459960938,3595.9580078125,8650.568359375,11.12663459777832,18.205188751220703,10.113578796386719
FeXANES_GT5_white_gray_particles_Fe_5.001,3,2x2_10um_white_gray_particles_002.h5,61829.2109375,1464.9306640625,683.1475830078125,7504.45068359375,14322.7431640625,25.41556167602539,18.30052375793457,19.313838958740234
