#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#Siderite-n: Siderite-n
#------------------------------------------
# energy, Siderite-n
 7134.25000,  1.13443784
 7134.50000,  1.14052105
 7134.75000,  1.14516814
 7135.00000,  1.14792117
 7135.25000,  1.15052678
 7135.50000,  1.15284960
 7135.75000,  1.15393588
 7136.00000,  1.15510527
 7136.25000,  1.15438157
 7136.50000,  1.15338384
 7136.75000,  1.15151843
 7137.00000,  1.14795136
 7137.25000,  1.14457756
 7137.50000,  1.13888904
 7137.75000,  1.13290033
 7138.00000,  1.12605891
 7138.25000,  1.11856285
 7138.50000,  1.10847507
 7138.75000,  1.09718627
 7139.00000,  1.08495648
 7139.25000,  1.07286168
 7139.50000,  1.05822958
 7139.75000,  1.04559389
 7140.00000,  1.03096143
 7140.25000,  1.01917747
 7140.50000,  1.00644553
 7140.75000,  0.99511977
 7141.00000,  0.98325934
 7141.25000,  0.97305339
 7141.50000,  0.96187732
 7141.75000,  0.95155202
 7142.00000,  0.94129908
 7142.25000,  0.93185781
 7142.50000,  0.92105522
 7142.75000,  0.91149084
 7143.00000,  0.90208114
 7143.25000,  0.89225260
 7143.50000,  0.88259388
 7143.75000,  0.87238256
 7144.00000,  0.86311799
 7144.25000,  0.85413208
 7144.50000,  0.84512499
 7144.75000,  0.83663954
 7145.00000,  0.82918063
 7145.25000,  0.82206286
 7145.50000,  0.81597295
 7145.75000,  0.80986108
 7146.00000,  0.80444039
 7146.25000,  0.79997320
 7146.50000,  0.79614926
 7146.75000,  0.79230624
 7147.00000,  0.78902754
 7147.25000,  0.78613381
 7147.50000,  0.78405184
 7147.75000,  0.78215360
 7148.00000,  0.78078276
 7148.25000,  0.77965156
 7148.50000,  0.77867452
 7148.75000,  0.77798147
 7149.00000,  0.77778959
 7149.25000,  0.77769805
 7149.50000,  0.77851022
 7149.75000,  0.77950683
 7150.00000,  0.78050037
 7150.25000,  0.78196050
 7150.50000,  0.78332631
 7150.75000,  0.78571019
 7151.00000,  0.78774234
 7151.25000,  0.79016900
 7151.50000,  0.79150697
 7151.75000,  0.79478072
 7152.00000,  0.79683901
 7152.25000,  0.80010383
 7152.50000,  0.80269014
 7152.75000,  0.80577987
 7153.00000,  0.80913261
 7153.25000,  0.81250319
 7153.50000,  0.81603799
 7153.75000,  0.82049225
 7154.00000,  0.82447605
 7154.25000,  0.82954136
 7154.50000,  0.83434960
 7154.75000,  0.84008973
 7155.00000,  0.84548128
 7155.25000,  0.85202073
 7155.50000,  0.85832273
 7155.75000,  0.86552721
 7156.00000,  0.87206228
 7156.25000,  0.87986862
 7156.50000,  0.88680466
 7156.75000,  0.89567657
 7157.00000,  0.90246088
 7157.25000,  0.91095805
 7157.50000,  0.91862114
 7157.75000,  0.92629035
 7158.00000,  0.93315558
 7158.25000,  0.94064209
 7158.50000,  0.94726802
 7158.75000,  0.95381047
 7159.00000,  0.96030471
 7159.25000,  0.96619254
 7159.50000,  0.97082360
 7159.75000,  0.97571338
 7160.00000,  0.97996708
 7161.09473,  0.99417619
 7162.20947,  1.00485935
 7163.34326,  1.01662425
 7164.49707,  1.03210763
 7165.67041,  1.04829877
 7166.86377,  1.06316640
 7168.07617,  1.07520675
 7169.30859,  1.08463551
 7170.56006,  1.09132771
 7171.83154,  1.09245077
 7173.12305,  1.08345812
 7174.43359,  1.06832820
 7175.76367,  1.05106073
 7177.11377,  1.03461259
 7178.48340,  1.02308697
 7179.87256,  1.01607851
 7181.28174,  1.01324332
 7182.70996,  1.01225537
 7184.15820,  1.01312053
 7185.62598,  1.01443755
 7187.11328,  1.01551610
 7188.62012,  1.01519469
 7190.14648,  1.01291118
 7191.69287,  1.00879687
 7193.25879,  1.00176554
 7194.84424,  0.99235387
 7196.44922,  0.98114981
 7198.07373,  0.97081725
 7199.71826,  0.96344279
 7201.38184,  0.96009564
 7203.06543,  0.96085465
 7204.76855,  0.96418442
 7206.49170,  0.96896248
 7208.23389,  0.97114722
 7209.99609,  0.97148706
 7211.77783,  0.97099198
 7213.57910,  0.97166415
 7215.39990,  0.97435671
 7217.24023,  0.97944719
 7219.10059,  0.98433420
 7220.98047,  0.98768210
 7222.87988,  0.98928465
 7224.79883,  0.99018258
 7226.73730,  0.99253416
 7228.69580,  0.99684708
 7230.67334,  1.00238539
 7232.67090,  1.00682407
 7234.68799,  1.00967904
 7236.72510,  1.01145406
 7238.78125,  1.01384496
 7240.85742,  1.01601523
 7242.95312,  1.01744126
 7245.06836,  1.01822164
 7247.20312,  1.01974742
 7249.35742,  1.02239016
 7251.53174,  1.02611396
 7253.72559,  1.03034716
 7255.93896,  1.03042427
 7258.17188,  1.03069332
 7260.42432,  1.02181951
 7262.69678,  1.01789880
 7264.98828,  1.01049053
 7267.29980,  1.00409789
 7269.63086,  0.99919240
 7271.98193,  0.99526630
 7274.35205,  0.99202444
 7276.74219,  0.99051255
 7279.15186,  0.99165537
 7281.58105,  0.99553924
 7284.02979,  1.00048526
 7286.49805,  1.00345021
 7288.98633,  1.00430125
 7291.49414,  1.00287680
 7294.02148,  1.00133469
 7296.56836,  1.00069350
 7299.13477,  1.00082775
 7301.72119,  1.00044050
 7304.32666,  0.99928656
 7306.95215,  0.99807698
 7309.59717,  0.99774955
 7312.26221,  0.99713618
 7314.94629,  0.99685420
 7317.65039,  0.99668873
 7320.37354,  0.99800980
 7323.11670,  1.00088443
 7325.87988,  1.00379697
 7328.66211,  1.00560139
 7331.46436,  1.00610865
 7334.28564,  1.00673635
 7337.12695,  1.00787883
 7339.98828,  1.01012789
 7342.86865,  1.01314253
 7345.76855,  1.01551443
 7348.68848,  1.01675557
 7351.62793,  1.01684560
 7354.58691,  1.01570288
 7357.56543,  1.01295064
 7360.56396,  1.00936421
 7363.58154,  1.00459821
 7366.61914,  1.00046490
 7369.67627,  0.99728094
 7372.75293,  0.99565220
 7375.84961,  0.99504685
 7378.96533,  0.99549653
 7382.10107,  0.99588195
 7385.25635,  0.99619141
 7388.43115,  0.99698196
 7391.62598,  0.99668523
 7394.83984,  0.99596388
 7398.07373,  0.99525107
 7401.32715,  0.99615094
 7404.60010,  0.99709647
 7407.89258,  0.99872817
 7411.20459,  1.00075171
 7414.53662,  1.00182945
 7417.88818,  1.00317887
 7421.25928,  1.00402118
 7424.64990,  1.00407919
 7428.06006,  1.00313940
 7431.49023,  1.00140106
 7434.93994,  0.99987913
 7438.40918,  0.99882347
 7441.89795,  0.99846268
 7445.40625,  0.99873996
 7448.93457,  0.99947590
 7452.48193,  1.00035900
 7456.04932,  1.00108758
 7459.63623,  1.00145360
 7463.24316,  1.00209002
 7466.86914,  1.00272332
 7470.51514,  1.00276447
 7474.18018,  1.00238276
 7477.86523,  1.00209159
 7481.57031,  1.00113877
 7485.29443,  1.00073019
 7489.03857,  1.00007376
 7492.80176,  0.99904828
 7496.58496,  0.99855187
 7500.38770,  0.99843012
 7504.21045,  0.99852583
 7508.05225,  0.99818935
 7511.91406,  0.99794826
 7515.79541,  0.99743343
 7519.69629,  0.99698914
 7523.61670,  0.99732434
 7527.55713,  0.99724712
 7531.51660,  0.99766583
 7535.49609,  0.99818279
 7539.49512,  0.99858437
 7543.51367,  0.99922989
 7547.55176,  0.99911220
 7551.60986,  0.99919637
 7555.68750,  0.99993214
 7559.78467,  0.99936876
 7563.90137,  0.99898938
 7568.03760,  0.99861532
 7572.19385,  0.99869695
 7576.36914,  0.99934536
 7580.56445,  1.00001107
 7584.77930,  1.00048789
 7589.01367,  1.00114546
 7593.26807,  1.00155430
 7597.54199,  1.00142194
 7601.83496,  1.00130374
 7606.14795,  1.00047453
 7610.48047,  1.00027840
 7614.83301,  1.00027669
 7619.20459,  0.99998082
 7623.59619,  0.99970452
 7628.00732,  0.99943504
 7632.43799,  0.99993977
 7636.88818,  0.99929733
 7641.35840,  0.99912445
 7645.84814,  0.99936333
 7650.35742,  0.99938512
 7654.88623,  0.99924231
 7659.43457,  0.99925536
 7664.00244,  0.99923501
 7668.59033,  0.99906963
 7673.19775,  0.99895813
 7677.82471,  0.99924241
 7682.47119,  0.99935899
 7687.13721,  0.99972083
 7691.82324,  1.00025147
 7696.52832,  1.00043976
 7701.25342,  1.00072857
 7705.99805,  1.00041535
 7710.76270,  1.00078733
 7715.54639,  1.00082397
 7720.35010,  1.00078177
 7725.17334,  1.00067887
 7730.01611,  1.00054483
 7734.87842,  1.00055329
 7739.76025,  1.00054885
 7744.66211,  1.00060536
 7749.58350,  1.00083381
 7754.52441,  1.00069459
 7759.48486,  1.00054431
 7764.46484,  1.00045015
 7769.46484,  1.00053521
 7774.48438,  1.00055770
 7779.52344,  1.00034988
 7784.58203,  1.00050439
 7789.66016,  1.00067817
 7794.75781,  1.00053328
 7799.87549,  1.00045812
 7805.01270,  1.00038098
 7810.16943,  1.00037525
 7815.34570,  1.00020860
 7820.54199,  1.00004606
 7825.75732,  0.99994897
 7830.99268,  0.99975664
 7836.24756,  0.99960725
 7841.52197,  0.99954821
 7846.81592,  0.99977608
 7852.12988,  0.99978412
 7857.46338,  0.99988122
 7862.81641,  0.99988649
 7868.18896,  0.99990894
 7873.58105,  0.99987198
 7878.99268,  1.00006143
 7884.42432,  1.00013109
 7889.87549,  1.00018861
 7895.34619,  1.00024210
 7900.83643,  0.99988767
 7906.34668,  1.00015705
 7911.87598,  1.00035956
 7917.42529,  1.00058957
 7922.99414,  1.00051341
 7928.58252,  1.00039108
 7934.19043,  1.00039063
 7939.81836,  1.00035310
 7945.46582,  1.00025849
 7951.13281,  1.00042812
 7956.81934,  1.00025119
 7962.52539,  1.00034231
 7968.25098,  1.00027641
 7973.99658,  1.00019044
 7979.76172,  1.00032125
 7985.54639,  1.00026427
 7991.35059,  1.00032552
 7997.17480,  1.00024374
 8003.01807,  1.00026971
 8008.88135,  1.00021559
 8014.76416,  1.00002299
 8020.66650,  1.00003992
 8026.58838,  0.99989556
 8032.53027,  0.99991172
 8038.49170,  0.99982655
 8044.47217,  0.99983705
 8050.47314,  0.99974440
 8056.49316,  0.99952784
 8062.53271,  0.99974585
 8068.59229,  0.99954641
 8074.67139,  0.99933141
 8080.77002,  0.99946481
 8086.88818,  0.99924295
 8093.02588,  0.99915979
 8099.18359,  0.99924387
 8105.36084,  0.99909921
