#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#Vivianite: Vivianite
#------------------------------------------
# energy, Vivianite
 7107.75000,  0.02030025
 7108.00000,  0.02109979
 7108.25000,  0.02191388
 7108.50000,  0.02289913
 7108.75000,  0.02398467
 7109.00000,  0.02545003
 7109.25000,  0.02708008
 7109.50000,  0.02917876
 7109.75000,  0.03169263
 7110.00000,  0.03462796
 7110.25000,  0.03780734
 7110.50000,  0.04068831
 7110.75000,  0.04334176
 7111.00000,  0.04533274
 7111.25000,  0.04681453
 7111.50000,  0.04787512
 7111.75000,  0.04897057
 7112.00000,  0.05014735
 7112.25000,  0.05153483
 7112.50000,  0.05279119
 7112.75000,  0.05408688
 7113.00000,  0.05493986
 7113.25000,  0.05589614
 7113.50000,  0.05649945
 7113.75000,  0.05733100
 7114.00000,  0.05812980
 7114.25000,  0.05965809
 7114.50000,  0.06112067
 7114.75000,  0.06342089
 7115.00000,  0.06627069
 7115.25000,  0.07043337
 7115.50000,  0.07474354
 7115.75000,  0.08097901
 7116.00000,  0.08817693
 7116.25000,  0.09765783
 7116.50000,  0.10774553
 7116.75000,  0.12149880
 7117.00000,  0.13694223
 7117.25000,  0.15566555
 7117.50000,  0.17665562
 7117.75000,  0.20303769
 7118.00000,  0.23119403
 7118.25000,  0.26375080
 7118.50000,  0.29820506
 7118.75000,  0.33845605
 7119.00000,  0.38181463
 7119.25000,  0.42618211
 7119.50000,  0.47330121
 7119.75000,  0.52291221
 7120.00000,  0.57458186
 7120.25000,  0.62305996
 7120.50000,  0.67083973
 7120.75000,  0.71691731
 7121.00000,  0.76086348
 7121.25000,  0.79825941
 7121.50000,  0.83698538
 7121.75000,  0.87417786
 7122.00000,  0.91322889
 7122.25000,  0.94851736
 7122.50000,  0.98976647
 7122.75000,  1.02990538
 7123.00000,  1.07358902
 7123.25000,  1.11290066
 7123.50000,  1.15739958
 7123.75000,  1.19749752
 7124.00000,  1.23816532
 7124.25000,  1.27116350
 7124.50000,  1.30489753
 7124.75000,  1.33369324
 7125.00000,  1.35982086
 7125.25000,  1.37755140
 7125.50000,  1.39237767
 7125.75000,  1.39958941
 7126.00000,  1.40010073
 7126.25000,  1.39428744
 7126.50000,  1.38197331
 7126.75000,  1.36624739
 7127.00000,  1.34770701
 7127.25000,  1.32982618
 7127.50000,  1.30833596
 7127.75000,  1.29084247
 7128.00000,  1.27373490
 7128.25000,  1.26099233
 7128.50000,  1.24889266
 7128.75000,  1.23923628
 7129.00000,  1.23224571
 7129.25000,  1.22593062
 7129.50000,  1.22032191
 7129.75000,  1.21368550
 7130.00000,  1.20754164
 7130.25000,  1.20151408
 7130.50000,  1.19313203
 7130.75000,  1.18396073
 7131.00000,  1.17409599
 7131.25000,  1.16400303
 7131.50000,  1.15342925
 7131.75000,  1.14195866
 7132.00000,  1.13061106
 7132.25000,  1.11955793
 7132.50000,  1.10966550
 7132.75000,  1.09924229
 7133.00000,  1.09026165
 7133.25000,  1.08322293
 7133.50000,  1.07675364
 7133.75000,  1.07086210
 7134.00000,  1.06674676
 7134.25000,  1.06398219
 7134.50000,  1.06179950
 7134.75000,  1.06107884
 7135.00000,  1.06063704
 7135.25000,  1.06069790
 7135.50000,  1.06092738
 7135.75000,  1.06109962
 7136.00000,  1.06154183
 7136.25000,  1.06210012
 7136.50000,  1.06180340
 7136.75000,  1.06165336
 7137.00000,  1.06094235
 7137.25000,  1.05963570
 7137.50000,  1.05754187
 7137.75000,  1.05506130
 7138.00000,  1.05289327
 7138.25000,  1.04973847
 7138.50000,  1.04715495
 7138.75000,  1.04403493
 7139.00000,  1.04137523
 7139.25000,  1.03877473
 7139.50000,  1.03631944
 7139.75000,  1.03375173
 7140.00000,  1.03107547
 7140.25000,  1.02914780
 7140.50000,  1.02681375
 7140.75000,  1.02431049
 7141.00000,  1.02185292
 7141.25000,  1.01800998
 7141.50000,  1.01475084
 7141.75000,  1.01135922
 7142.00000,  1.00676814
 7142.25000,  1.00162506
 7142.50000,  0.99725960
 7142.75000,  0.99204525
 7143.00000,  0.98613439
 7143.25000,  0.98035841
 7143.50000,  0.97413377
 7143.75000,  0.96825071
 7144.00000,  0.96190242
 7144.25000,  0.95529509
 7144.50000,  0.94815020
 7144.75000,  0.94158719
 7145.00000,  0.93473525
 7145.25000,  0.92752862
 7145.50000,  0.92053445
 7145.75000,  0.91369829
 7146.00000,  0.90740934
 7146.25000,  0.90103120
 7146.50000,  0.89464464
 7146.75000,  0.88886659
 7147.00000,  0.88231339
 7147.25000,  0.87740399
 7147.50000,  0.87152206
 7147.75000,  0.86669201
 7148.00000,  0.86153794
 7148.25000,  0.85658601
 7148.50000,  0.85175557
 7148.75000,  0.84813297
 7149.00000,  0.84391843
 7149.25000,  0.84003408
 7149.50000,  0.83661652
 7149.75000,  0.83342160
 7150.00000,  0.83068143
 7150.25000,  0.82768785
 7150.50000,  0.82519515
 7150.75000,  0.82335025
 7151.00000,  0.82173468
 7151.25000,  0.82033114
 7151.50000,  0.81985108
 7151.75000,  0.81945998
 7152.00000,  0.81964613
 7152.25000,  0.81975562
 7152.50000,  0.81999948
 7152.75000,  0.82079377
 7153.00000,  0.82250305
 7153.25000,  0.82420372
 7153.50000,  0.82614588
 7153.75000,  0.82847554
 7154.00000,  0.83111859
 7154.25000,  0.83356767
 7154.50000,  0.83637320
 7154.75000,  0.83927403
 7155.00000,  0.84317969
 7155.25000,  0.84659805
 7155.50000,  0.85016168
 7155.75000,  0.85337794
 7156.00000,  0.85742898
 7156.25000,  0.86129779
 7156.50000,  0.86538077
 7156.75000,  0.86794605
 7157.00000,  0.87236484
 7157.25000,  0.87599245
 7157.50000,  0.88045919
 7157.75000,  0.88431406
 7158.00000,  0.88772142
 7158.25000,  0.89136201
 7158.50000,  0.89597086
 7158.75000,  0.89985145
 7159.00000,  0.90410025
 7159.25000,  0.90788566
 7159.50000,  0.91220690
 7159.75000,  0.91599969
 7160.00000,  0.92060498
 7161.09473,  0.93700801
 7162.20947,  0.95391183
 7163.34326,  0.97003167
 7164.49707,  0.98358905
 7165.67041,  0.99696580
 7166.86377,  1.00872698
 7168.07617,  1.01912387
 7169.30859,  1.03001166
 7170.56006,  1.04178114
 7171.83154,  1.05043098
 7173.12305,  1.05478072
 7174.43359,  1.05557470
 7175.76367,  1.05232134
 7177.11377,  1.04734654
 7178.48340,  1.04179664
 7179.87256,  1.03698839
 7181.28174,  1.03392162
 7182.70996,  1.03209823
 7184.15820,  1.03027772
 7185.62598,  1.02747313
 7187.11328,  1.02474459
 7188.62012,  1.02011264
 7190.14648,  1.01516388
 7191.69287,  1.00997513
 7193.25879,  1.00254292
 7194.84424,  0.99523799
 7196.44922,  0.98753533
 7198.07373,  0.98077757
 7199.71826,  0.97449226
 7201.38184,  0.96944759
 7203.06543,  0.96611443
 7204.76855,  0.96371728
 7206.49170,  0.96282462
 7208.23389,  0.96231476
 7209.99609,  0.96283913
 7211.77783,  0.96467705
 7213.57910,  0.96746834
 7215.39990,  0.97147172
 7217.24023,  0.97590441
 7219.10059,  0.98050193
 7220.98047,  0.98545291
 7222.87988,  0.98940507
 7224.79883,  0.99247449
 7226.73730,  0.99426210
 7228.69580,  0.99588340
 7230.67334,  0.99557593
 7232.67090,  0.99516895
 7234.68799,  0.99484439
 7236.72510,  0.99401519
 7238.78125,  0.99396952
 7240.85742,  0.99438052
 7242.95312,  0.99587472
 7245.06836,  0.99938185
 7247.20312,  1.00423884
 7249.35742,  1.01000195
 7251.53174,  1.01438349
 7253.72559,  1.01736779
 7255.93896,  1.02183898
 7258.17188,  1.01860695
 7260.42432,  1.01894945
 7262.69678,  1.01709426
 7264.98828,  1.01616336
 7267.29980,  1.01412748
 7269.63086,  1.01160018
 7271.98193,  1.00891747
 7274.35205,  1.00615959
 7276.74219,  1.00449089
 7279.15186,  1.00225546
 7281.58105,  1.00142493
 7284.02979,  1.00007930
 7286.49805,  0.99848013
 7288.98633,  0.99689861
 7291.49414,  0.99530174
 7294.02148,  0.99395499
 7296.56836,  0.99305166
 7299.13477,  0.99249335
 7301.72119,  0.99195272
 7304.32666,  0.99266073
 7306.95215,  0.99340052
 7309.59717,  0.99408464
 7312.26221,  0.99502238
 7314.94629,  0.99618757
 7317.65039,  0.99719753
 7320.37354,  0.99885407
 7323.11670,  1.00046353
 7325.87988,  1.00256983
 7328.66211,  1.00384957
 7331.46436,  1.00517460
 7334.28564,  1.00573195
 7337.12695,  1.00653841
 7339.98828,  1.00615859
 7342.86865,  1.00583072
 7345.76855,  1.00458285
 7348.68848,  1.00334387
 7351.62793,  1.00260002
 7354.58691,  1.00190576
 7357.56543,  1.00157482
 7360.56396,  1.00154045
 7363.58154,  1.00167305
 7366.61914,  1.00168462
 7369.67627,  1.00164982
 7372.75293,  1.00131579
 7375.84961,  1.00080648
 7378.96533,  1.00056457
 7382.10107,  0.99994722
 7385.25635,  0.99983364
 7388.43115,  0.99920779
 7391.62598,  0.99886966
 7394.83984,  0.99887231
 7398.07373,  0.99854022
 7401.32715,  0.99881232
 7404.60010,  0.99828813
 7407.89258,  0.99800983
 7411.20459,  0.99754802
 7414.53662,  0.99745542
 7417.88818,  0.99714657
 7421.25928,  0.99705067
 7424.64990,  0.99714227
 7428.06006,  0.99737591
 7431.49023,  0.99814836
 7434.93994,  0.99833662
 7438.40918,  0.99858569
 7441.89795,  0.99878598
 7445.40625,  0.99860342
 7448.93457,  0.99882241
 7452.48193,  0.99880969
 7456.04932,  0.99886939
 7459.63623,  0.99926665
 7463.24316,  0.99953388
 7466.86914,  0.99987685
 7470.51514,  1.00048718
 7474.18018,  1.00107133
 7477.86523,  1.00116214
 7481.57031,  1.00141011
 7485.29443,  1.00063846
 7489.03857,  1.00030341
 7492.80176,  0.99990675
 7496.58496,  0.99949748
 7500.38770,  0.99894768
 7504.21045,  0.99859182
 7508.05225,  0.99814090
 7511.91406,  0.99823290
 7515.79541,  0.99829478
 7519.69629,  0.99808946
 7523.61670,  0.99815140
 7527.55713,  0.99811308
 7531.51660,  0.99865489
 7535.49609,  0.99863661
 7539.49512,  0.99856385
 7543.51367,  0.99869123
 7547.55176,  0.99863472
 7551.60986,  0.99878720
 7555.68750,  0.99909295
 7559.78467,  0.99927434
 7563.90137,  0.99915122
 7568.03760,  0.99960962
 7572.19385,  0.99964338
 7576.36914,  0.99958548
 7580.56445,  0.99960809
 7584.77930,  0.99964268
 7589.01367,  0.99979641
 7593.26807,  0.99953156
 7597.54199,  0.99949261
 7601.83496,  0.99953258
 7606.14795,  0.99967936
 7610.48047,  0.99953757
 7614.83301,  0.99967512
 7619.20459,  1.00009108
 7623.59619,  1.00052606
 7628.00732,  0.99907788
 7632.43799,  0.99641500
 7636.88818,  0.99978974
 7641.35840,  1.00035849
 7645.84814,  1.00033040
 7650.35742,  1.00003399
 7654.88623,  1.00028052
 7659.43457,  1.00037282
 7664.00244,  1.00022328
 7668.59033,  0.99984092
 7673.19775,  1.00000659
 7677.82471,  0.99995578
 7682.47119,  1.00029589
 7687.13721,  1.00038483
 7691.82324,  1.00036742
 7696.52832,  1.00023405
 7701.25342,  1.00034117
 7705.99805,  1.00039468
 7710.76270,  1.00025666
 7715.54639,  1.00052881
 7720.35010,  1.00054072
 7725.17334,  1.00075565
 7730.01611,  1.00070077
 7734.87842,  1.00080255
 7739.76025,  1.00099545
 7744.66211,  1.00052515
 7749.58350,  1.00067616
 7754.52441,  1.00075984
 7759.48486,  1.00085175
 7764.46484,  1.00061672
 7769.46484,  1.00090323
 7774.48438,  1.00077431
 7779.52344,  1.00101571
 7784.58203,  1.00079246
 7789.66016,  1.00070042
 7794.75781,  1.00052700
 7799.87549,  1.00060434
 7805.01270,  1.00075410
 7810.16943,  1.00068438
 7815.34570,  1.00047571
 7820.54199,  1.00070865
 7825.75732,  1.00064900
 7830.99268,  1.00063126
 7836.24756,  1.00046682
 7841.52197,  1.00081120
 7846.81592,  1.00096236
 7852.12988,  1.00076146
 7857.46338,  1.00042561
 7862.81641,  1.00046740
 7868.18896,  1.00054469
 7873.58105,  1.00044430
 7878.99268,  1.00066744
 7884.42432,  1.00042431
 7889.87549,  1.00040296
 7895.34619,  1.00054211
 7900.83643,  1.00067701
 7906.34668,  1.00057319
 7911.87598,  1.00063408
 7917.42529,  1.00081646
 7922.99414,  1.00058451
 7928.58252,  1.00068785
 7934.19043,  1.00076426
 7939.81836,  1.00114502
 7945.46582,  1.00107978
 7951.13281,  1.00126405
 7956.81934,  1.00127226
 7962.52539,  1.00113012
 7968.25098,  1.00106764
 7973.99658,  1.00110374
 7979.76172,  1.00115689
 7985.54639,  1.00079496
 7991.35059,  1.00089755
 7997.17480,  1.00035153
 8003.01807,  1.00034232
 8008.88135,  1.00011062
 8014.76416,  0.99985220
 8020.66650,  0.99975663
 8026.58838,  0.99983852
 8032.53027,  0.99972630
 8038.49170,  0.99962073
 8044.47217,  0.99942219
 8050.47314,  0.99922189
 8056.49316,  0.99886430
 8062.53271,  0.99876610
 8068.59229,  0.99838447
 8074.67139,  0.99795774
 8080.77002,  0.99785600
 8086.88818,  0.99764954
 8093.02588,  0.99764010
 8099.18359,  0.99701267
 8105.36084,  0.99678857
