#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#Hematite: Hematite
#------------------------------------------
# energy, Hematite
 7139.50000,  1.10268257
 7139.75000,  1.09431640
 7140.00000,  1.08657001
 7140.25000,  1.07832125
 7140.50000,  1.07118843
 7140.75000,  1.06388186
 7141.00000,  1.05742910
 7141.25000,  1.05061184
 7141.50000,  1.04654014
 7141.75000,  1.03942122
 7142.00000,  1.03513258
 7142.25000,  1.03146665
 7142.50000,  1.02725920
 7142.75000,  1.02399529
 7143.00000,  1.02216123
 7143.25000,  1.02010989
 7143.50000,  1.01805428
 7143.75000,  1.01848162
 7144.00000,  1.01796964
 7144.25000,  1.01757497
 7144.50000,  1.01750720
 7144.75000,  1.01826200
 7145.00000,  1.01844865
 7145.25000,  1.01881875
 7145.50000,  1.01973168
 7145.75000,  1.02055438
 7146.00000,  1.01958757
 7146.25000,  1.01937124
 7146.50000,  1.01862251
 7146.75000,  1.01718333
 7147.00000,  1.01556821
 7147.25000,  1.01309900
 7147.50000,  1.01103305
 7147.75000,  1.00638017
 7148.00000,  1.00327166
 7148.25000,  0.99981336
 7148.50000,  0.99502803
 7148.75000,  0.99118065
 7149.00000,  0.98705995
 7149.25000,  0.98109419
 7149.50000,  0.97697807
 7149.75000,  0.97183183
 7150.00000,  0.96877206
 7150.25000,  0.96440205
 7150.50000,  0.95975142
 7150.75000,  0.95593370
 7151.00000,  0.95173178
 7151.25000,  0.94734699
 7151.50000,  0.94480639
 7151.75000,  0.94141084
 7152.00000,  0.93763638
 7152.25000,  0.93413794
 7152.50000,  0.93110549
 7152.75000,  0.92742296
 7153.00000,  0.92437443
 7153.25000,  0.92068146
 7153.50000,  0.91688709
 7153.75000,  0.91393711
 7154.00000,  0.91087885
 7154.25000,  0.90791772
 7154.50000,  0.90411981
 7154.75000,  0.90087647
 7155.00000,  0.89723707
 7155.25000,  0.89413198
 7155.50000,  0.88997208
 7155.75000,  0.88730622
 7156.00000,  0.88457901
 7156.25000,  0.88129854
 7156.50000,  0.87784257
 7156.75000,  0.87531755
 7157.00000,  0.87233186
 7157.25000,  0.87062964
 7157.50000,  0.86831563
 7157.75000,  0.86640773
 7158.00000,  0.86447556
 7158.25000,  0.86320846
 7158.50000,  0.86159394
 7158.75000,  0.86116374
 7159.00000,  0.86060387
 7159.25000,  0.86011504
 7159.50000,  0.86038495
 7159.75000,  0.86008465
 7160.00000,  0.86031417
 7161.09473,  0.86217225
 7162.20947,  0.86709514
 7163.34326,  0.87372708
 7164.49707,  0.88215969
 7165.67041,  0.89070217
 7166.86377,  0.90015956
 7168.07617,  0.91285127
 7169.30859,  0.93024430
 7170.56006,  0.95073892
 7171.83154,  0.97427851
 7173.12305,  1.00019602
 7174.43359,  1.02365883
 7175.76367,  1.03974546
 7177.11377,  1.04968256
 7178.48340,  1.05632865
 7179.87256,  1.06021367
 7181.28174,  1.06020119
 7182.70996,  1.05975947
 7184.15820,  1.05684132
 7185.62598,  1.05386246
 7187.11328,  1.05157971
 7188.62012,  1.04959086
 7190.14648,  1.04769820
 7191.69287,  1.04313167
 7193.25879,  1.03710656
 7194.84424,  1.03065066
 7196.44922,  1.02471298
 7198.07373,  1.01822470
 7199.71826,  1.01150345
 7201.38184,  1.00396851
 7203.06543,  0.99655603
 7204.76855,  0.98967391
 7206.49170,  0.98576749
 7208.23389,  0.98279191
 7209.99609,  0.98124757
 7211.77783,  0.98063215
 7213.57910,  0.98148639
 7215.39990,  0.98380577
 7217.24023,  0.98837710
 7219.10059,  0.99375536
 7220.98047,  0.99816167
 7222.87988,  0.99981478
 7224.79883,  1.00024871
 7226.73730,  0.99938769
 7228.69580,  0.99664954
 7230.67334,  0.99400945
 7232.67090,  0.99273316
 7234.68799,  0.99409748
 7236.72510,  0.99606897
 7238.78125,  0.99811226
 7240.85742,  0.99906436
 7242.95312,  0.99722610
 7245.06836,  0.99430101
 7247.20312,  0.98972760
 7249.35742,  0.98678064
 7251.53174,  0.98585625
 7253.72559,  0.98664493
 7255.93896,  0.98962358
 7258.17188,  0.99507083
 7260.42432,  1.00048483
 7262.69678,  1.00649114
 7264.98828,  1.01147005
 7267.29980,  1.01514034
 7269.63086,  1.01619752
 7271.98193,  1.01685989
 7274.35205,  1.01869126
 7276.74219,  1.02312876
 7279.15186,  1.02730064
 7281.58105,  1.02956486
 7284.02979,  1.03018956
 7286.49805,  1.02928524
 7288.98633,  1.02776471
 7291.49414,  1.02579079
 7294.02148,  1.02327360
 7296.56836,  1.02062693
 7299.13477,  1.01688519
 7301.72119,  1.01191139
 7304.32666,  1.00608760
 7306.95215,  1.00015723
 7309.59717,  0.99467030
 7312.26221,  0.98949579
 7314.94629,  0.98343271
 7317.65039,  0.97830017
 7320.37354,  0.97573881
 7323.11670,  0.97745906
 7325.87988,  0.98109293
 7328.66211,  0.98789832
 7331.46436,  0.99538481
 7334.28564,  1.00321414
 7337.12695,  1.01006399
 7339.98828,  1.01701745
 7342.86865,  1.02129572
 7345.76855,  1.02205581
 7348.68848,  1.02156573
 7351.62793,  1.01874530
 7354.58691,  1.01633640
 7357.56543,  1.01394374
 7360.56396,  1.01140270
 7363.58154,  1.00738042
 7366.61914,  1.00387142
 7369.67627,  0.99938226
 7372.75293,  0.99585900
 7375.84961,  0.99396981
 7378.96533,  0.99352635
 7382.10107,  0.99259097
 7385.25635,  0.99149331
 7388.43115,  0.99133431
 7391.62598,  0.99105163
 7394.83984,  0.99309367
 7398.07373,  0.99743412
 7401.32715,  1.00206309
 7404.60010,  1.00753272
 7407.89258,  1.01187197
 7411.20459,  1.01567286
 7414.53662,  1.01695504
 7417.88818,  1.01752953
 7421.25928,  1.01691908
 7424.64990,  1.01447431
 7428.06006,  1.01086409
 7431.49023,  1.00715475
 7434.93994,  1.00309793
 7438.40918,  0.99900119
 7441.89795,  0.99470579
 7445.40625,  0.99183122
 7448.93457,  0.98972947
 7452.48193,  0.98881836
 7456.04932,  0.98958717
 7459.63623,  0.99172418
 7463.24316,  0.99390689
 7466.86914,  0.99529492
 7470.51514,  0.99710761
 7474.18018,  0.99990698
 7477.86523,  1.00193312
 7481.57031,  1.00326682
 7485.29443,  1.00397810
 7489.03857,  1.00416192
 7492.80176,  1.00276372
 7496.58496,  1.00209688
 7500.38770,  1.00141141
 7504.21045,  1.00056106
 7508.05225,  1.00077031
 7511.91406,  0.99954419
 7515.79541,  0.99848887
 7519.69629,  0.99868452
 7523.61670,  0.99882788
 7527.55713,  0.99871055
 7531.51660,  0.99864618
 7535.49609,  0.99861340
 7539.49512,  0.99883496
 7543.51367,  0.99899639
 7547.55176,  0.99938031
 7551.60986,  1.00008881
 7555.68750,  0.99983892
 7559.78467,  1.00007186
 7563.90137,  0.99972852
 7568.03760,  1.00013050
 7572.19385,  0.99959053
 7576.36914,  0.99920948
 7580.56445,  0.99956447
 7584.77930,  0.99906421
 7589.01367,  0.99878958
 7593.26807,  0.99842869
 7597.54199,  0.99816091
 7601.83496,  0.99768936
 7606.14795,  0.99718863
 7610.48047,  0.99743586
 7614.83301,  0.99814251
 7619.20459,  0.99947053
 7623.59619,  1.00095291
 7628.00732,  1.00206182
 7632.43799,  1.00117910
 7636.88818,  1.00024313
 7641.35840,  0.99957529
 7645.84814,  0.99821493
 7650.35742,  0.99749202
 7654.88623,  0.99746899
 7659.43457,  0.99751745
 7664.00244,  0.99749912
 7668.59033,  0.99727655
 7673.19775,  0.99716624
 7677.82471,  0.99766319
 7682.47119,  0.99816563
 7687.13721,  0.99885478
 7691.82324,  0.99911904
 7696.52832,  1.00045115
 7701.25342,  1.00107071
 7705.99805,  1.00168982
 7710.76270,  1.00208350
 7715.54639,  1.00251512
 7720.35010,  1.00201360
 7725.17334,  1.00186002
 7730.01611,  1.00152144
 7734.87842,  1.00124350
 7739.76025,  1.00109821
 7744.66211,  1.00063337
 7749.58350,  1.00032985
 7754.52441,  1.00000922
 7759.48486,  0.99995250
 7764.46484,  0.99956825
 7769.46484,  0.99914140
 7774.48438,  0.99920617
 7779.52344,  0.99926149
 7784.58203,  0.99921852
 7789.66016,  0.99950088
 7794.75781,  0.99963458
 7799.87549,  0.99992545
 7805.01270,  1.00008575
 7810.16943,  1.00008780
 7815.34570,  1.00036580
 7820.54199,  1.00057281
 7825.75732,  1.00030524
 7830.99268,  1.00055908
 7836.24756,  1.00076140
 7841.52197,  1.00097994
 7846.81592,  1.00111835
 7852.12988,  1.00129677
 7857.46338,  1.00080925
 7862.81641,  1.00093835
 7868.18896,  1.00056938
 7873.58105,  1.00151057
 7878.99268,  1.00159403
 7884.42432,  1.00228951
 7889.87549,  1.00265606
 7895.34619,  1.00212208
 7900.83643,  1.00140051
 7906.34668,  1.00103581
 7911.87598,  1.00056387
 7917.42529,  1.00074454
 7922.99414,  1.00021866
 7928.58252,  1.00059593
 7934.19043,  1.00033674
 7939.81836,  1.00017799
 7945.46582,  1.00037140
 7951.13281,  1.00070886
 7956.81934,  1.00123297
 7962.52539,  1.00132978
 7968.25098,  1.00181659
 7973.99658,  1.00186643
 7979.76172,  1.00166866
 7985.54639,  1.00120058
 7991.35059,  1.00065236
 7997.17480,  1.00019374
 8003.01807,  0.99953508
 8008.88135,  0.99881667
 8014.76416,  0.99860085
 8020.66650,  0.99820342
 8026.58838,  0.99819814
 8032.53027,  0.99861468
 8038.49170,  0.99835865
 8044.47217,  0.99842657
 8050.47314,  0.99824247
 8056.49316,  0.99854686
 8062.53271,  0.99833431
 8068.59229,  0.99867264
 8074.67139,  0.99871316
 8080.77002,  0.99872119
 8086.88818,  0.99867233
 8093.02588,  0.99890616
 8099.18359,  0.99862040
 8105.36084,  0.99850663
