#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#Biotite: Biotite
#------------------------------------------
# energy, Biotite
 7125.50000,  1.37370792
 7125.75000,  1.36505399
 7126.00000,  1.35427267
 7126.25000,  1.34587489
 7126.50000,  1.33917913
 7126.75000,  1.34049691
 7127.00000,  1.34660294
 7127.25000,  1.35833757
 7127.50000,  1.37548719
 7127.75000,  1.39869681
 7128.00000,  1.42318171
 7128.25000,  1.44294459
 7128.50000,  1.46475888
 7128.75000,  1.47662325
 7129.00000,  1.48117302
 7129.25000,  1.47604097
 7129.50000,  1.46065871
 7129.75000,  1.43769234
 7130.00000,  1.40684483
 7130.25000,  1.37397304
 7130.50000,  1.33024894
 7130.75000,  1.29251141
 7131.00000,  1.25132472
 7131.25000,  1.21768095
 7131.50000,  1.18389132
 7131.75000,  1.15378609
 7132.00000,  1.12648851
 7132.25000,  1.10720168
 7132.50000,  1.08744591
 7132.75000,  1.07051189
 7133.00000,  1.05338078
 7133.25000,  1.04154306
 7133.50000,  1.02923976
 7133.75000,  1.01756700
 7134.00000,  1.00622392
 7134.25000,  0.99658428
 7134.50000,  0.98502907
 7134.75000,  0.97497227
 7135.00000,  0.96506149
 7135.25000,  0.95518393
 7135.50000,  0.94398171
 7135.75000,  0.93573384
 7136.00000,  0.92640963
 7136.25000,  0.91829808
 7136.50000,  0.91051621
 7136.75000,  0.90429266
 7137.00000,  0.89909551
 7137.25000,  0.89605046
 7137.50000,  0.89409135
 7137.75000,  0.89322975
 7138.00000,  0.89439931
 7138.25000,  0.89500484
 7138.50000,  0.89959031
 7138.75000,  0.90403289
 7139.00000,  0.90921306
 7139.25000,  0.91649400
 7139.50000,  0.92295447
 7139.75000,  0.93149304
 7140.00000,  0.93886633
 7140.25000,  0.94773626
 7140.50000,  0.95515469
 7140.75000,  0.96311232
 7141.00000,  0.97015354
 7141.25000,  0.97847433
 7141.50000,  0.98129258
 7141.75000,  0.98536167
 7142.00000,  0.98750605
 7142.25000,  0.98765946
 7142.50000,  0.98651555
 7142.75000,  0.98484092
 7143.00000,  0.98152761
 7143.25000,  0.97785959
 7143.50000,  0.97353785
 7143.75000,  0.96836411
 7144.00000,  0.96374093
 7144.25000,  0.95771078
 7144.50000,  0.95119154
 7144.75000,  0.94387609
 7145.00000,  0.93764695
 7145.25000,  0.93092480
 7145.50000,  0.92447784
 7145.75000,  0.91563911
 7146.00000,  0.90921806
 7146.25000,  0.90011727
 7146.50000,  0.89362733
 7146.75000,  0.88427633
 7147.00000,  0.87752182
 7147.25000,  0.86849106
 7147.50000,  0.86178505
 7147.75000,  0.85386029
 7148.00000,  0.84719270
 7148.25000,  0.83904087
 7148.50000,  0.83334499
 7148.75000,  0.82679355
 7149.00000,  0.82290130
 7149.25000,  0.81816694
 7149.50000,  0.81577729
 7149.75000,  0.81297283
 7150.00000,  0.81112404
 7150.25000,  0.80969563
 7150.50000,  0.80949752
 7150.75000,  0.80836389
 7151.00000,  0.80944581
 7151.25000,  0.81075160
 7151.50000,  0.81269912
 7151.75000,  0.81472801
 7152.00000,  0.81714938
 7152.25000,  0.81979826
 7152.50000,  0.82321943
 7152.75000,  0.82730706
 7153.00000,  0.82957386
 7153.25000,  0.83318518
 7153.50000,  0.83742396
 7153.75000,  0.84097338
 7154.00000,  0.84424592
 7154.25000,  0.84974382
 7154.50000,  0.85254041
 7154.75000,  0.85629874
 7155.00000,  0.86010231
 7155.25000,  0.86416818
 7155.50000,  0.86788719
 7155.75000,  0.87138987
 7156.00000,  0.87512751
 7156.25000,  0.87902304
 7156.50000,  0.88266921
 7156.75000,  0.88614152
 7157.00000,  0.89056921
 7157.25000,  0.89345386
 7157.50000,  0.89757610
 7157.75000,  0.90106694
 7158.00000,  0.90466423
 7158.25000,  0.90968724
 7158.50000,  0.91422741
 7158.75000,  0.91780769
 7159.00000,  0.92275013
 7159.25000,  0.92691056
 7159.50000,  0.93059700
 7159.75000,  0.93567024
 7160.00000,  0.94091378
 7161.09473,  0.96283626
 7162.20947,  0.98255796
 7163.34326,  0.99868656
 7164.49707,  1.00879492
 7165.67041,  1.01426796
 7166.86377,  1.01747681
 7168.07617,  1.02111147
 7169.30859,  1.02651047
 7170.56006,  1.03639079
 7171.83154,  1.04410008
 7173.12305,  1.05058477
 7174.43359,  1.05642643
 7175.76367,  1.06176763
 7177.11377,  1.06556877
 7178.48340,  1.06719789
 7179.87256,  1.06664538
 7181.28174,  1.06353363
 7182.70996,  1.05987516
 7184.15820,  1.05502082
 7185.62598,  1.04705038
 7187.11328,  1.03697110
 7188.62012,  1.02444535
 7190.14648,  1.01152827
 7191.69287,  0.99801816
 7193.25879,  0.98579036
 7194.84424,  0.97306983
 7196.44922,  0.96198216
 7198.07373,  0.95269915
 7199.71826,  0.94611671
 7201.38184,  0.94388528
 7203.06543,  0.94360458
 7204.76855,  0.94608432
 7206.49170,  0.95036973
 7208.23389,  0.95559343
 7209.99609,  0.96132685
 7211.77783,  0.96798385
 7213.57910,  0.97642183
 7215.39990,  0.98703532
 7217.24023,  0.99678490
 7219.10059,  1.00252722
 7220.98047,  1.00540597
 7222.87988,  1.00352948
 7224.79883,  0.99820828
 7226.73730,  0.99179148
 7228.69580,  0.98553379
 7230.67334,  0.98145110
 7232.67090,  0.97906332
 7234.68799,  0.97929532
 7236.72510,  0.98194440
 7238.78125,  0.98740742
 7240.85742,  0.99535700
 7242.95312,  1.00500419
 7245.06836,  1.01538183
 7247.20312,  1.02319352
 7249.35742,  1.02849520
 7251.53174,  1.03137440
 7253.72559,  1.03191517
 7255.93896,  1.03127399
 7258.17188,  1.03005181
 7260.42432,  1.02489912
 7262.69678,  1.02327167
 7264.98828,  1.02026165
 7267.29980,  1.01725143
 7269.63086,  1.01454298
 7271.98193,  1.01124572
 7274.35205,  1.00747295
 7276.74219,  1.00422349
 7279.15186,  0.99648845
 7281.58105,  0.99439121
 7284.02979,  0.99055863
 7286.49805,  0.98715102
 7288.98633,  0.98560571
 7291.49414,  0.98447338
 7294.02148,  0.98494566
 7296.56836,  0.98697746
 7299.13477,  0.98844726
 7301.72119,  0.99106954
 7304.32666,  0.99280326
 7306.95215,  0.99522702
 7309.59717,  0.99682196
 7312.26221,  0.99921373
 7314.94629,  1.00184543
 7317.65039,  1.00428948
 7320.37354,  1.00686189
 7323.11670,  1.00918249
 7325.87988,  1.01135494
 7328.66211,  1.01210535
 7331.46436,  1.01141182
 7334.28564,  1.01019047
 7337.12695,  1.00784352
 7339.98828,  1.00516630
 7342.86865,  1.00317552
 7345.76855,  1.00178595
 7348.68848,  1.00139533
 7351.62793,  1.00118348
 7354.58691,  1.00132676
 7357.56543,  1.00096323
 7360.56396,  1.00045146
 7363.58154,  1.00017157
 7366.61914,  0.99978602
 7369.67627,  1.00039934
 7372.75293,  1.00108558
 7375.84961,  1.00215338
 7378.96533,  1.00316985
 7382.10107,  1.00444390
 7385.25635,  1.00459963
 7388.43115,  1.00443627
 7391.62598,  1.00308647
 7394.83984,  1.00188152
 7398.07373,  1.00013667
 7401.32715,  0.99817310
 7404.60010,  0.99600190
 7407.89258,  0.99470113
 7411.20459,  0.99361837
 7414.53662,  0.99302942
 7417.88818,  0.99348100
 7421.25928,  0.99487260
 7424.64990,  0.99606391
 7428.06006,  0.99686331
 7431.49023,  0.99730285
 7434.93994,  0.99748768
 7438.40918,  0.99892991
 7441.89795,  0.99927749
 7445.40625,  1.00011131
 7448.93457,  1.00143866
 7452.48193,  1.00203365
 7456.04932,  1.00266111
 7459.63623,  1.00288905
 7463.24316,  1.00352230
 7466.86914,  1.00371951
 7470.51514,  1.00358425
 7474.18018,  1.00315053
 7477.86523,  1.00218513
 7481.57031,  1.00099875
 7485.29443,  0.99980542
 7489.03857,  0.99821057
 7492.80176,  0.99773419
 7496.58496,  0.99668777
 7500.38770,  0.99673649
 7504.21045,  0.99628740
 7508.05225,  0.99638964
 7511.91406,  0.99673354
 7515.79541,  0.99710523
 7519.69629,  0.99757660
 7523.61670,  0.99756327
 7527.55713,  0.99842004
 7531.51660,  0.99866626
 7535.49609,  0.99937731
 7539.49512,  0.99962168
 7543.51367,  0.99999686
 7547.55176,  0.99996518
 7551.60986,  0.99994249
 7555.68750,  1.00014427
 7559.78467,  1.00009640
 7563.90137,  0.99979036
 7568.03760,  0.99966088
 7572.19385,  0.99915056
 7576.36914,  0.99914403
 7580.56445,  0.99892875
 7584.77930,  0.99901994
 7589.01367,  0.99912659
 7593.26807,  0.99944560
 7597.54199,  0.99921868
 7601.83496,  0.99969339
 7606.14795,  0.99980455
 7610.48047,  0.99990016
 7614.83301,  0.99977911
 7619.20459,  1.00050939
 7623.59619,  1.00057163
 7628.00732,  1.00039921
 7632.43799,  1.00040147
 7636.88818,  1.00079085
 7641.35840,  1.00053170
 7645.84814,  1.00068543
 7650.35742,  1.00023322
 7654.88623,  1.00044232
 7659.43457,  1.00007739
 7664.00244,  0.99964364
 7668.59033,  0.99956247
 7673.19775,  0.99919448
 7677.82471,  0.99939498
 7682.47119,  0.99919936
 7687.13721,  0.99893552
 7691.82324,  0.99905081
 7696.52832,  0.99911416
 7701.25342,  0.99873449
 7705.99805,  0.99922024
 7710.76270,  0.99928164
 7715.54639,  0.99964934
 7720.35010,  1.00008540
 7725.17334,  1.00020657
 7730.01611,  1.00007962
 7734.87842,  1.00021785
 7739.76025,  1.00082332
 7744.66211,  1.00066357
 7749.58350,  1.00027714
 7754.52441,  1.00058785
 7759.48486,  1.00057220
 7764.46484,  1.00056667
 7769.46484,  1.00019973
 7774.48438,  1.00023575
 7779.52344,  1.00054722
 7784.58203,  1.00047479
 7789.66016,  1.00022473
 7794.75781,  1.00031519
 7799.87549,  1.00030120
 7805.01270,  1.00016682
 7810.16943,  1.00024057
 7815.34570,  1.00027117
 7820.54199,  1.00019749
 7825.75732,  1.00022938
 7830.99268,  1.00034967
 7836.24756,  1.00061165
 7841.52197,  1.00046348
 7846.81592,  1.00038253
 7852.12988,  1.00028402
 7857.46338,  1.00038280
 7862.81641,  1.00034678
 7868.18896,  1.00044970
 7873.58105,  1.00057281
 7878.99268,  1.00049525
 7884.42432,  0.99993247
 7889.87549,  1.00023154
 7895.34619,  1.00035198
 7900.83643,  1.00033173
 7906.34668,  1.00043689
 7911.87598,  1.00077179
 7917.42529,  1.00108855
 7922.99414,  1.00094123
 7928.58252,  1.00107790
 7934.19043,  1.00112812
 7939.81836,  1.00128624
 7945.46582,  1.00144280
 7951.13281,  1.00115795
 7956.81934,  1.00126635
 7962.52539,  1.00120738
 7968.25098,  1.00131955
 7973.99658,  1.00107761
 7979.76172,  1.00112296
 7985.54639,  1.00101620
 7991.35059,  1.00073011
 7997.17480,  1.00072266
 8003.01807,  1.00089791
 8008.88135,  1.00064460
 8014.76416,  1.00042523
 8020.66650,  0.99950794
 8026.58838,  1.00013027
 8032.53027,  0.99998634
 8038.49170,  0.99979204
 8044.47217,  0.99976639
 8050.47314,  0.99939659
 8056.49316,  0.99906187
 8062.53271,  0.99905223
 8068.59229,  0.99861155
 8074.67139,  0.99843226
 8080.77002,  0.99816725
 8086.88818,  0.99786200
 8093.02588,  0.99747801
 8099.18359,  0.99748917
 8105.36084,  0.99703772
