#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#Nontronite: Nontronite
#------------------------------------------
# energy, Nontronite
 7196.44922,  1.03121350
 7198.07373,  1.02800492
 7199.71826,  1.02452260
 7201.38184,  1.02001869
 7203.06543,  1.01506047
 7204.76855,  1.01001336
 7206.49170,  1.00469712
 7208.23389,  0.99917467
 7209.99609,  0.99408519
 7211.77783,  0.98913210
 7213.57910,  0.98539796
 7215.39990,  0.98276690
 7217.24023,  0.98208338
 7219.10059,  0.98350848
 7220.98047,  0.98584013
 7222.87988,  0.98852376
 7224.79883,  0.99053550
 7226.73730,  0.99070043
 7228.69580,  0.98991627
 7230.67334,  0.98782561
 7232.67090,  0.98523632
 7234.68799,  0.98186216
 7236.72510,  0.97826379
 7238.78125,  0.97571640
 7240.85742,  0.97429249
 7242.95312,  0.97409713
 7245.06836,  0.97582750
 7247.20312,  0.97852258
 7249.35742,  0.98330460
 7251.53174,  0.98892953
 7253.72559,  0.99540622
 7255.93896,  1.00173408
 7258.17188,  1.00839512
 7260.42432,  1.01383663
 7262.69678,  1.01876478
 7264.98828,  1.02205201
 7267.29980,  1.02468235
 7269.63086,  1.02560250
 7271.98193,  1.02624327
 7274.35205,  1.02700752
 7276.74219,  1.02670738
 7279.15186,  1.02658555
 7281.58105,  1.02502198
 7284.02979,  1.02251899
 7286.49805,  1.01984693
 7288.98633,  1.01584710
 7291.49414,  1.01178171
 7294.02148,  1.00688584
 7296.56836,  1.00192353
 7299.13477,  0.99743896
 7301.72119,  0.99354526
 7304.32666,  0.99049561
 7306.95215,  0.98877595
 7309.59717,  0.98861407
 7312.26221,  0.98929029
 7314.94629,  0.99144205
 7317.65039,  0.99366285
 7320.37354,  0.99660856
 7323.11670,  0.99895091
 7325.87988,  1.00089769
 7328.66211,  1.00278846
 7331.46436,  1.00387586
 7334.28564,  1.00440929
 7337.12695,  1.00430628
 7339.98828,  1.00374901
 7342.86865,  1.00297108
 7345.76855,  1.00199718
 7348.68848,  1.00107092
 7351.62793,  1.00028109
 7354.58691,  0.99942363
 7357.56543,  0.99869450
 7360.56396,  0.99857095
 7363.58154,  0.99788871
 7366.61914,  0.99783606
 7369.67627,  0.99853574
 7372.75293,  0.99929933
 7375.84961,  1.00080639
 7378.96533,  1.00252494
 7382.10107,  1.00486842
 7385.25635,  1.00651110
 7388.43115,  1.00847108
 7391.62598,  1.00994609
 7394.83984,  1.01067243
 7398.07373,  1.01094939
 7401.32715,  1.01044116
 7404.60010,  1.00901388
 7407.89258,  1.00741734
 7411.20459,  1.00477308
 7414.53662,  1.00193189
 7417.88818,  0.99986318
 7421.25928,  0.99767022
 7424.64990,  0.99577265
 7428.06006,  0.99461656
 7431.49023,  0.99367954
 7434.93994,  0.99297262
 7438.40918,  0.99247304
 7441.89795,  0.99286778
 7445.40625,  0.99312271
 7448.93457,  0.99389755
 7452.48193,  0.99397024
 7456.04932,  0.99505454
 7459.63623,  0.99615598
 7463.24316,  0.99762461
 7466.86914,  0.99906666
 7470.51514,  1.00050534
 7474.18018,  1.00204662
 7477.86523,  1.00303505
 7481.57031,  1.00354780
 7485.29443,  1.00376122
 7489.03857,  1.00372262
 7492.80176,  1.00301322
 7496.58496,  1.00252561
 7500.38770,  1.00144113
 7504.21045,  1.00053384
 7508.05225,  0.99955448
 7511.91406,  0.99856422
 7515.79541,  0.99852592
 7519.69629,  0.99811749
 7523.61670,  0.99784305
 7527.55713,  0.99820230
 7531.51660,  0.99873441
 7535.49609,  0.99909864
 7539.49512,  0.99953290
 7543.51367,  0.99974202
 7547.55176,  0.99994617
 7551.60986,  1.00024625
 7555.68750,  1.00043069
 7559.78467,  1.00022854
 7563.90137,  1.00010561
 7568.03760,  0.99992583
 7572.19385,  0.99969262
 7576.36914,  0.99926387
 7580.56445,  0.99914069
 7584.77930,  0.99867910
 7589.01367,  0.99869566
 7593.26807,  0.99810352
 7597.54199,  0.99780040
 7601.83496,  0.99736554
 7606.14795,  0.99721629
 7610.48047,  0.99728261
 7614.83301,  0.99757789
 7619.20459,  0.99784683
 7623.59619,  0.99818130
 7628.00732,  0.99859027
 7632.43799,  0.99940274
 7636.88818,  1.00010012
 7641.35840,  1.00106007
 7645.84814,  1.00137036
 7650.35742,  1.00174156
 7654.88623,  1.00195914
 7659.43457,  1.00218659
 7664.00244,  1.00236879
 7668.59033,  1.00175163
 7673.19775,  1.00164054
 7677.82471,  1.00088970
 7682.47119,  1.00173187
 7687.13721,  1.00075272
 7691.82324,  1.00051410
 7696.52832,  1.00024540
 7701.25342,  1.00010670
 7705.99805,  0.99987841
 7710.76270,  0.99992910
 7715.54639,  1.00165540
 7720.35010,  0.99868442
 7725.17334,  0.99930279
 7730.01611,  0.99954282
 7734.87842,  0.99925039
 7739.76025,  0.99946618
 7744.66211,  0.99960966
 7749.58350,  0.99984603
 7754.52441,  0.99992085
 7759.48486,  0.99997524
 7764.46484,  0.99988560
 7769.46484,  1.00009207
 7774.48438,  1.00029248
 7779.52344,  1.00034248
 7784.58203,  1.00052564
 7789.66016,  1.00045193
 7794.75781,  1.00030332
 7799.87549,  1.00035351
 7805.01270,  1.00037959
 7810.16943,  1.00042242
 7815.34570,  1.00032436
 7820.54199,  0.99997983
 7825.75732,  1.00006302
 7830.99268,  1.00015319
 7836.24756,  1.00007525
 7841.52197,  1.00008339
 7846.81592,  1.00004578
 7852.12988,  1.00004033
 7857.46338,  1.00010424
 7862.81641,  1.00022151
 7868.18896,  1.00022657
 7873.58105,  1.00024356
 7878.99268,  1.00028583
 7884.42432,  1.00023585
 7889.87549,  1.00017375
 7895.34619,  0.99996822
 7900.83643,  0.99999368
 7906.34668,  0.99973314
 7911.87598,  0.99960927
 7917.42529,  0.99954287
 7922.99414,  0.99965544
 7928.58252,  0.99948620
 7934.19043,  0.99941652
 7939.81836,  0.99944050
 7945.46582,  0.99974019
 7951.13281,  0.99950820
 7956.81934,  0.99975787
 7962.52539,  0.99993357
 7968.25098,  1.00015737
 7973.99658,  1.00015403
 7979.76172,  1.00038365
 7985.54639,  1.00044895
 7991.35059,  1.00060404
 7997.17480,  1.00054316
 8003.01807,  1.00080085
 8008.88135,  1.00089357
 8014.76416,  1.00102474
 8020.66650,  1.00109964
 8026.58838,  1.00097220
 8032.53027,  1.00069246
 8038.49170,  1.00060430
 8044.47217,  1.00054011
 8050.47314,  1.00035478
 8056.49316,  1.00035739
 8062.53271,  1.00007336
 8068.59229,  0.99978840
 8074.67139,  0.99934613
 8080.77002,  0.99907873
 8086.88818,  0.99858482
 8093.02588,  0.99846748
 8099.18359,  0.99838827
 8105.36084,  0.99825401
