#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#Augite: Augite
#------------------------------------------
# energy, Augite
 7129.37500,  1.31782933
 7129.62500,  1.32169775
 7129.87500,  1.32271567
 7130.12500,  1.32101010
 7130.37500,  1.31762680
 7130.62500,  1.31259950
 7130.87500,  1.30619772
 7131.12500,  1.30309278
 7131.37500,  1.29548355
 7131.62500,  1.28818383
 7131.87500,  1.28142891
 7132.12500,  1.27488432
 7132.37500,  1.26631677
 7132.62500,  1.25510548
 7132.87500,  1.24230966
 7133.12500,  1.23120878
 7133.37500,  1.21925943
 7133.62500,  1.20453906
 7133.87500,  1.19096236
 7134.12500,  1.17777908
 7134.37500,  1.16569062
 7134.62500,  1.15249464
 7134.87500,  1.14165809
 7135.12500,  1.12991441
 7135.37500,  1.11993413
 7135.62500,  1.11022684
 7135.87500,  1.10164126
 7136.12500,  1.09415459
 7136.37500,  1.08683782
 7136.62500,  1.07899453
 7136.87500,  1.07203637
 7137.12500,  1.06789036
 7137.37500,  1.05962672
 7137.62500,  1.05482477
 7137.87500,  1.04907845
 7138.12500,  1.04563395
 7138.37500,  1.04209338
 7138.62500,  1.03967703
 7138.87500,  1.03657601
 7139.12500,  1.03446385
 7139.37500,  1.03346262
 7139.62500,  1.03235190
 7139.87500,  1.03193482
 7140.12500,  1.03152744
 7140.37500,  1.03159827
 7140.62500,  1.03101032
 7140.87500,  1.02965240
 7141.12500,  1.02924766
 7141.37500,  1.02835339
 7141.62500,  1.02719549
 7141.87500,  1.02524925
 7142.12500,  1.02504507
 7142.37500,  1.02363755
 7142.62500,  1.02151292
 7142.87500,  1.01961179
 7143.12500,  1.01823608
 7143.37500,  1.01565948
 7143.62500,  1.01338586
 7143.87500,  1.01068750
 7144.12500,  1.00855281
 7144.37500,  1.00579168
 7144.62500,  1.00259103
 7144.87500,  0.99780946
 7145.12500,  0.99598791
 7145.37500,  0.99218040
 7145.62500,  0.98911611
 7145.87500,  0.98481286
 7146.12500,  0.98138534
 7146.37500,  0.97649543
 7146.62500,  0.97151049
 7146.87500,  0.96613774
 7147.12500,  0.96204093
 7147.37500,  0.95634726
 7147.62500,  0.95008254
 7147.87500,  0.94469642
 7148.12500,  0.93865134
 7148.37500,  0.93219019
 7148.62500,  0.92595547
 7148.87500,  0.91996761
 7149.12500,  0.91436002
 7149.37500,  0.90796653
 7149.62500,  0.90264866
 7149.87500,  0.89706953
 7150.12500,  0.89154798
 7150.37500,  0.88564948
 7150.62500,  0.88052483
 7150.87500,  0.87600731
 7151.12500,  0.87170070
 7151.37500,  0.86759529
 7151.62500,  0.86375429
 7151.87500,  0.86023801
 7152.12500,  0.85682824
 7152.37500,  0.85334836
 7152.62500,  0.85133689
 7152.87500,  0.84867595
 7153.12500,  0.84643897
 7153.37500,  0.84447083
 7153.62500,  0.84285362
 7153.87500,  0.84211827
 7154.12500,  0.84110196
 7154.37500,  0.83996236
 7154.62500,  0.83926380
 7154.87500,  0.83912719
 7155.12500,  0.83921031
 7155.37500,  0.83883643
 7155.62500,  0.83922653
 7155.87500,  0.83979151
 7156.12500,  0.84071322
 7156.37500,  0.84095663
 7156.62500,  0.84210869
 7156.87500,  0.84293298
 7157.12500,  0.84420639
 7157.37500,  0.84579815
 7157.62500,  0.84695978
 7157.87500,  0.84878474
 7158.12500,  0.85028643
 7158.37500,  0.85201782
 7158.62500,  0.85489411
 7158.87500,  0.85668339
 7159.12500,  0.85964836
 7159.37500,  0.86146432
 7159.62500,  0.86461634
 7159.87500,  0.86719348
 7160.12500,  0.87060827
 7161.21973,  0.88588847
 7162.33447,  0.90312568
 7163.46826,  0.92204881
 7164.62207,  0.94080777
 7165.79541,  0.95702802
 7166.98877,  0.97161214
 7168.20117,  0.98300752
 7169.43359,  0.99199089
 7170.68506,  1.00222064
 7171.95654,  1.01021310
 7173.24805,  1.01787363
 7174.55859,  1.02543281
 7175.88867,  1.03141138
 7177.23877,  1.03441113
 7178.60840,  1.03649130
 7179.99756,  1.03816610
 7181.40674,  1.03920308
 7182.83496,  1.03953889
 7184.28320,  1.03904036
 7185.75098,  1.03724275
 7187.23828,  1.03368072
 7188.74512,  1.02824062
 7190.27148,  1.02141266
 7191.81787,  1.01576919
 7193.38379,  1.00989214
 7194.96924,  1.00511558
 7196.57422,  1.00101160
 7198.19873,  0.99798112
 7199.84326,  0.99295750
 7201.50684,  0.98821135
 7203.19043,  0.98333608
 7204.89355,  0.97924951
 7206.61670,  0.97628979
 7208.35889,  0.97474687
 7210.12109,  0.97462566
 7211.90283,  0.97431993
 7213.70410,  0.97507079
 7215.52490,  0.97462785
 7217.36523,  0.97562982
 7219.22559,  0.97649801
 7221.10547,  0.97774841
 7223.00488,  0.97821081
 7224.92383,  0.97834644
 7226.86230,  0.97847352
 7228.82080,  0.97909956
 7230.79834,  0.97968689
 7232.79590,  0.98107055
 7234.81299,  0.98300181
 7236.85010,  0.98482974
 7238.90625,  0.98790951
 7240.98242,  0.99215849
 7243.07812,  0.99704096
 7245.19336,  1.00161988
 7247.32812,  1.00689218
 7249.48242,  1.01094010
 7251.65674,  1.01457438
 7253.85059,  1.01661700
 7256.06396,  1.01762206
 7258.29688,  1.01796760
 7260.54932,  1.01738327
 7262.82178,  1.01852783
 7265.11328,  1.00906789
 7267.42480,  1.01219942
 7269.75586,  1.01043811
 7272.10693,  1.00901549
 7274.47705,  1.00754632
 7276.86719,  1.00642311
 7279.27686,  1.00679315
 7281.70605,  1.00515736
 7284.15479,  1.00487562
 7286.62305,  1.00407926
 7289.11133,  1.00296877
 7291.61914,  1.00077256
 7294.14648,  0.99923930
 7296.69336,  0.99724053
 7299.25977,  0.99566741
 7301.84619,  0.99484653
 7304.45166,  0.99428656
 7307.07715,  0.99390423
 7309.72217,  0.99433623
 7312.38721,  0.99538871
 7315.07129,  0.99687416
 7317.77539,  0.99943022
 7320.49854,  1.00100890
 7323.24170,  1.00207745
 7326.00488,  1.00319075
 7328.78711,  1.00342654
 7331.58936,  1.00319014
 7334.41064,  1.00234663
 7337.25195,  1.00288722
 7340.11328,  1.00269006
 7342.99365,  1.00313091
 7345.89355,  1.00348155
 7348.81348,  1.00353693
 7351.75293,  1.00324689
 7354.71191,  1.00267951
 7357.69043,  1.00218538
 7360.68896,  1.00170198
 7363.70654,  1.00165917
 7366.74414,  1.00156123
 7369.80127,  1.00217700
 7372.87793,  1.00249482
 7375.97461,  1.00258035
 7379.09033,  1.00294792
 7382.22607,  1.00376418
 7385.38135,  1.00378945
 7388.55615,  1.00376155
 7391.75098,  1.00332270
 7394.96484,  1.00285710
 7398.19873,  1.00156767
 7401.45215,  1.00110804
 7404.72510,  0.99947923
 7408.01758,  0.99839934
 7411.32959,  0.99763339
 7414.66162,  0.99709351
 7418.01318,  0.99682049
 7421.38428,  0.99691574
 7424.77490,  0.99678562
 7428.18506,  0.99705144
 7431.61523,  0.99708439
 7435.06494,  0.99821859
 7438.53418,  0.99853397
 7442.02295,  0.99904192
 7445.53125,  0.99968707
 7449.05957,  1.00024107
 7452.60693,  1.00081900
 7456.17432,  1.00116278
 7459.76123,  1.00101486
 7463.36816,  1.00101705
 7466.99414,  1.00111345
 7470.64014,  1.00102174
 7474.30518,  1.00088477
 7477.99023,  1.00089165
 7481.69531,  1.00073205
 7485.41943,  1.00027125
 7489.16357,  0.99964263
 7492.92676,  0.99928415
 7496.70996,  0.99850776
 7500.51270,  0.99860894
 7504.33545,  0.99830256
 7508.17725,  0.99841901
 7512.03906,  0.99824926
 7515.92041,  0.99836711
 7519.82129,  0.99856641
 7523.74170,  0.99906415
 7527.68213,  0.99902751
 7531.64160,  0.99914826
 7535.62109,  0.99930106
 7539.62012,  0.99964087
 7543.63867,  0.99954588
 7547.67676,  0.99985680
 7551.73486,  0.99968503
 7555.81250,  0.99913946
 7559.90967,  0.99887977
 7564.02637,  0.99871288
 7568.16260,  0.99870506
 7572.31885,  0.99877127
 7576.49414,  0.99862121
 7580.68945,  0.99860838
 7584.90430,  0.99871458
 7589.13867,  0.99837648
 7593.39307,  0.99878475
 7597.66699,  0.99906369
 7601.95996,  0.99914655
 7606.27295,  0.99930564
 7610.60547,  0.99910172
 7614.95801,  0.99940384
 7619.32959,  1.00007756
 7623.72119,  1.00218726
 7628.13232,  1.00032321
 7632.56299,  0.99951628
 7637.01318,  0.99967826
 7641.48340,  0.99955903
 7645.97314,  0.99954615
 7650.48242,  0.99971593
 7655.01123,  0.99941665
 7659.55957,  0.99932384
 7664.12744,  0.99945686
 7668.71533,  0.99930385
 7673.32275,  0.99975021
 7677.94971,  0.99938470
 7682.59619,  0.99972797
 7687.26221,  0.99968632
 7691.94824,  0.99993675
 7696.65332,  0.99994241
 7701.37842,  1.00020389
 7706.12305,  1.00028195
 7710.88770,  1.00024212
 7715.67139,  1.00072555
 7720.47510,  1.00113162
 7725.29834,  1.00087102
 7730.14111,  1.00090887
 7735.00342,  1.00118711
 7739.88525,  1.00118193
 7744.78711,  1.00121470
 7749.70850,  1.00121576
 7754.64941,  1.00126069
 7759.60986,  1.00121117
 7764.58984,  1.00120954
 7769.58984,  1.00109174
 7774.60938,  1.00094023
 7779.64844,  1.00104362
 7784.70703,  1.00106429
 7789.78516,  1.00118263
 7794.88281,  1.00107349
 7800.00049,  1.00089781
 7805.13770,  1.00096824
 7810.29443,  1.00131052
 7815.47070,  1.00097441
 7820.66699,  1.00083498
 7825.88232,  1.00077407
 7831.11768,  1.00074776
 7836.37256,  1.00065699
 7841.64697,  1.00064914
 7846.94092,  1.00058362
 7852.25488,  1.00039962
 7857.58838,  1.00042524
 7862.94141,  1.00036273
 7868.31396,  1.00027735
 7873.70605,  1.00020301
 7879.11768,  1.00010564
 7884.54932,  0.99989437
 7890.00049,  0.99976072
 7895.47119,  0.99983057
 7900.96143,  0.99953862
 7906.47168,  0.99946647
 7912.00098,  0.99926595
 7917.55029,  0.99931448
 7923.11914,  0.99984172
 7928.70752,  0.99911851
 7934.31543,  0.99892638
 7939.94336,  0.99879090
 7945.59082,  0.99874111
 7951.25781,  0.99834853
 7956.94434,  0.99840173
 7962.65039,  0.99822953
 7968.37598,  0.99822314
 7974.12158,  0.99800829
 7979.88672,  0.99748771
 7985.67139,  0.99729951
 7991.47559,  0.99695605
 7997.29980,  0.99585840
 8003.14307,  0.99412853
 8009.00635,  0.99261610
 8014.88916,  0.99077822
 8020.79150,  0.98904485
 8026.71338,  0.98750517
 8032.65527,  0.98525210
 8038.61670,  0.98297704
 8044.59717,  0.97974956
 8050.59814,  0.97631421
 8056.61816,  0.97327558
 8062.65771, -0.18280080
 8068.71729, -0.17295759
 8074.79639, -0.16327284
 8080.89502, -0.15381797
 8087.01318, -0.14451600
 8093.15088, -0.13533289
 8099.30859, -0.12614723
 8105.48584, -0.11735044
