#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#Green Rust - Carbonate: Green Rust - Carbonate
#------------------------------------------
# energy, Green Rust - Carbonate
 7139.25000,  1.10705098
 7139.50000,  1.09931404
 7139.75000,  1.09152666
 7140.00000,  1.08341955
 7140.25000,  1.07585630
 7140.50000,  1.06812028
 7140.75000,  1.06149620
 7141.00000,  1.05389499
 7141.25000,  1.04765101
 7141.50000,  1.04098477
 7141.75000,  1.03461075
 7142.00000,  1.02736161
 7142.25000,  1.02193372
 7142.50000,  1.01617663
 7142.75000,  1.01070953
 7143.00000,  1.00493760
 7143.25000,  0.99948012
 7143.50000,  0.99431317
 7143.75000,  0.98954455
 7144.00000,  0.98403617
 7144.25000,  0.98015014
 7144.50000,  0.97500125
 7144.75000,  0.97135889
 7145.00000,  0.96681329
 7145.25000,  0.96339398
 7145.50000,  0.95889851
 7145.75000,  0.95484508
 7146.00000,  0.95080539
 7146.25000,  0.94750275
 7146.50000,  0.94327707
 7146.75000,  0.93953663
 7147.00000,  0.93538070
 7147.25000,  0.93192025
 7147.50000,  0.92774502
 7147.75000,  0.92385568
 7148.00000,  0.91996732
 7148.25000,  0.91637207
 7148.50000,  0.91253883
 7148.75000,  0.90858154
 7149.00000,  0.90560241
 7149.25000,  0.90294443
 7149.50000,  0.89956810
 7149.75000,  0.89637505
 7150.00000,  0.89368927
 7150.25000,  0.89085893
 7150.50000,  0.88828262
 7150.75000,  0.88538247
 7151.00000,  0.88357006
 7151.25000,  0.88120422
 7151.50000,  0.87929408
 7151.75000,  0.87751581
 7152.00000,  0.87589227
 7152.25000,  0.87481250
 7152.50000,  0.87411518
 7152.75000,  0.87256557
 7153.00000,  0.87132103
 7153.25000,  0.87063036
 7153.50000,  0.86994664
 7153.75000,  0.86921945
 7154.00000,  0.86850893
 7154.25000,  0.86751955
 7154.50000,  0.86804391
 7154.75000,  0.86768074
 7155.00000,  0.86835178
 7155.25000,  0.86879365
 7155.50000,  0.86908051
 7155.75000,  0.86968040
 7156.00000,  0.87041313
 7156.25000,  0.87106787
 7156.50000,  0.87224934
 7156.75000,  0.87360346
 7157.00000,  0.87495008
 7157.25000,  0.87627741
 7157.50000,  0.87735763
 7157.75000,  0.87903857
 7158.00000,  0.88058698
 7158.25000,  0.88161970
 7158.50000,  0.88289012
 7158.75000,  0.88510124
 7159.00000,  0.88631140
 7159.25000,  0.88783486
 7159.50000,  0.88945315
 7159.75000,  0.89068755
 7160.00000,  0.89246957
 7161.09473,  0.89976183
 7162.20947,  0.90893507
 7163.34326,  0.91923161
 7164.49707,  0.93136601
 7165.67041,  0.94474731
 7166.86377,  0.95927693
 7168.07617,  0.97429998
 7169.30859,  0.98836603
 7170.56006,  1.00210596
 7171.83154,  1.01405426
 7173.12305,  1.02385763
 7174.43359,  1.03058438
 7175.76367,  1.03420527
 7177.11377,  1.03529740
 7178.48340,  1.03580574
 7179.87256,  1.03619080
 7181.28174,  1.03612289
 7182.70996,  1.03587703
 7184.15820,  1.03539964
 7185.62598,  1.03415759
 7187.11328,  1.03215863
 7188.62012,  1.02932429
 7190.14648,  1.02604845
 7191.69287,  1.02153220
 7193.25879,  1.01618017
 7194.84424,  1.01077010
 7196.44922,  1.00594535
 7198.07373,  1.00166985
 7199.71826,  0.99880097
 7201.38184,  0.99601306
 7203.06543,  0.99392973
 7204.76855,  0.99145933
 7206.49170,  0.98960352
 7208.23389,  0.98685078
 7209.99609,  0.98453171
 7211.77783,  0.98235777
 7213.57910,  0.98101773
 7215.39990,  0.98107356
 7217.24023,  0.98156590
 7219.10059,  0.98221125
 7220.98047,  0.98265602
 7222.87988,  0.98277919
 7224.79883,  0.98332538
 7226.73730,  0.98451534
 7228.69580,  0.98557097
 7230.67334,  0.98630218
 7232.67090,  0.98729147
 7234.68799,  0.98797212
 7236.72510,  0.98905303
 7238.78125,  0.99024731
 7240.85742,  0.99138081
 7242.95312,  0.99315825
 7245.06836,  0.99507062
 7247.20312,  0.99778543
 7249.35742,  1.00120979
 7251.53174,  1.00424754
 7253.72559,  1.01121942
 7255.93896,  1.01153906
 7258.17188,  1.01301681
 7260.42432,  1.01682168
 7262.69678,  1.01891183
 7264.98828,  1.01462205
 7267.29980,  1.01374693
 7269.63086,  1.01190414
 7271.98193,  1.01067534
 7274.35205,  1.00950150
 7276.74219,  1.00907393
 7279.15186,  1.00901451
 7281.58105,  1.00940903
 7284.02979,  1.00926726
 7286.49805,  1.00783842
 7288.98633,  1.00619048
 7291.49414,  1.00418015
 7294.02148,  1.00201996
 7296.56836,  1.00050298
 7299.13477,  0.99920508
 7301.72119,  0.99782854
 7304.32666,  0.99733746
 7306.95215,  0.99731809
 7309.59717,  0.99604789
 7312.26221,  0.99609937
 7314.94629,  0.99655701
 7317.65039,  0.99693342
 7320.37354,  0.99793142
 7323.11670,  0.99962116
 7325.87988,  1.00095527
 7328.66211,  1.00143228
 7331.46436,  1.00159713
 7334.28564,  1.00208324
 7337.12695,  1.00291398
 7339.98828,  1.00368169
 7342.86865,  1.00429789
 7345.76855,  1.00440338
 7348.68848,  1.00439650
 7351.62793,  1.00363389
 7354.58691,  1.00270411
 7357.56543,  1.00210194
 7360.56396,  1.00120628
 7363.58154,  1.00077992
 7366.61914,  1.00046521
 7369.67627,  1.00055265
 7372.75293,  1.00003207
 7375.84961,  1.00051091
 7378.96533,  1.00093124
 7382.10107,  1.00123593
 7385.25635,  1.00164472
 7388.43115,  1.00198108
 7391.62598,  1.00189704
 7394.83984,  1.00138140
 7398.07373,  1.00116318
 7401.32715,  1.00134307
 7404.60010,  1.00151699
 7407.89258,  1.00177770
 7411.20459,  1.00181498
 7414.53662,  1.00159606
 7417.88818,  1.00105834
 7421.25928,  1.00043191
 7424.64990,  0.99947776
 7428.06006,  0.99900948
 7431.49023,  0.99870625
 7434.93994,  0.99770799
 7438.40918,  0.99700791
 7441.89795,  0.99709890
 7445.40625,  0.99778496
 7448.93457,  0.99820807
 7452.48193,  0.99878821
 7456.04932,  0.99895291
 7459.63623,  0.99942187
 7463.24316,  0.99949406
 7466.86914,  0.99944807
 7470.51514,  0.99944246
 7474.18018,  0.99931887
 7477.86523,  0.99898294
 7481.57031,  0.99888393
 7485.29443,  0.99869866
 7489.03857,  0.99881285
 7492.80176,  0.99855882
 7496.58496,  0.99871008
 7500.38770,  0.99886799
 7504.21045,  0.99854171
 7508.05225,  0.99841571
 7511.91406,  0.99853367
 7515.79541,  0.99885797
 7519.69629,  0.99879178
 7523.61670,  0.99923514
 7527.55713,  0.99914149
 7531.51660,  0.99891615
 7535.49609,  0.99926734
 7539.49512,  0.99918461
 7543.51367,  0.99876652
 7547.55176,  0.99880301
 7551.60986,  0.99895877
 7555.68750,  0.99939929
 7559.78467,  0.99878736
 7563.90137,  0.99905804
 7568.03760,  0.99904331
 7572.19385,  0.99934018
 7576.36914,  0.99897418
 7580.56445,  0.99881455
 7584.77930,  0.99901618
 7589.01367,  0.99873146
 7593.26807,  0.99868955
 7597.54199,  0.99913805
 7601.83496,  0.99944137
 7606.14795,  0.99967165
 7610.48047,  0.99976388
 7614.83301,  0.99983418
 7619.20459,  0.99957467
 7623.59619,  0.99770039
 7628.00732,  1.00131975
 7632.43799,  0.99884820
 7636.88818,  1.00033492
 7641.35840,  0.99970374
 7645.84814,  0.99939321
 7650.35742,  1.00016201
 7654.88623,  1.00011059
 7659.43457,  0.99966873
 7664.00244,  0.99927513
 7668.59033,  0.99919466
 7673.19775,  0.99966786
 7677.82471,  1.00004433
 7682.47119,  1.00045431
 7687.13721,  1.00120666
 7691.82324,  1.00069190
 7696.52832,  1.00058099
 7701.25342,  1.00044953
 7705.99805,  1.00090536
 7710.76270,  1.00177688
 7715.54639,  1.00134115
 7720.35010,  1.00074643
 7725.17334,  1.00071467
 7730.01611,  1.00093858
 7734.87842,  1.00131638
 7739.76025,  1.00109496
 7744.66211,  1.00076709
 7749.58350,  1.00049014
 7754.52441,  1.00096899
 7759.48486,  1.00156762
 7764.46484,  1.00097628
 7769.46484,  1.00106301
 7774.48438,  1.00126202
 7779.52344,  1.00104481
 7784.58203,  1.00145849
 7789.66016,  1.00068047
 7794.75781,  1.00013363
 7799.87549,  1.00022416
 7805.01270,  1.00052870
 7810.16943,  1.00049197
 7815.34570,  1.00039000
 7820.54199,  1.00031623
 7825.75732,  1.00017471
 7830.99268,  1.00055339
 7836.24756,  1.00072747
 7841.52197,  1.00024902
 7846.81592,  1.00029543
 7852.12988,  1.00010124
 7857.46338,  0.99962752
 7862.81641,  0.99958869
 7868.18896,  1.00032262
 7873.58105,  1.00099937
 7878.99268,  1.00052336
 7884.42432,  1.00013510
 7889.87549,  1.00013788
 7895.34619,  1.00041303
 7900.83643,  1.00015507
 7906.34668,  1.00040668
 7911.87598,  1.00061586
 7917.42529,  1.00060090
 7922.99414,  1.00025691
 7928.58252,  1.00030393
 7934.19043,  1.00015181
 7939.81836,  0.99993224
 7945.46582,  1.00011580
 7951.13281,  1.00092052
 7956.81934,  1.00125688
 7962.52539,  1.00130086
 7968.25098,  1.00085038
 7973.99658,  1.00020880
 7979.76172,  1.00119425
 7985.54639,  1.00125893
 7991.35059,  1.00020951
 7997.17480,  0.99979618
 8003.01807,  0.99979080
 8008.88135,  0.99975810
 8014.76416,  0.99975901
 8020.66650,  0.99946937
 8026.58838,  0.99926378
 8032.53027,  0.99927483
 8038.49170,  0.99978626
 8044.47217,  0.99919041
 8050.47314,  0.99817354
 8056.49316,  0.99872376
 8062.53271,  0.99917255
 8068.59229,  0.99953477
 8074.67139,  0.99936952
 8080.77002,  0.99915339
 8086.88818,  0.99893093
 8093.02588,  0.99905972
 8099.18359,  0.99875742
 8105.36084,  0.99866710
