#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#FeS: FeS
#------------------------------------------
# energy, FeS
 7142.73682,  1.00736336
 7142.88672,  1.00489438
 7143.03711,  1.00706273
 7143.18701,  1.00373936
 7143.33740,  1.00336801
 7143.48730,  1.00065921
 7143.63721,  1.00058488
 7143.78760,  1.00266723
 7143.93750,  1.00042462
 7144.08789,  0.99911015
 7144.23779,  0.99593159
 7144.38818,  1.00008413
 7144.53809,  0.99658155
 7144.68799,  0.99735534
 7144.83838,  0.99642495
 7144.98828,  0.99492736
 7145.13867,  0.99374169
 7145.28857,  0.99573935
 7145.43896,  0.99353433
 7145.58887,  0.99445044
 7145.73926,  0.99220036
 7145.88916,  0.99252614
 7146.03906,  0.99290923
 7146.18945,  0.98848038
 7146.33936,  0.98996970
 7146.48975,  0.98660633
 7146.63965,  0.98743003
 7146.79004,  0.98974877
 7146.93994,  0.98562009
 7147.08984,  0.98358200
 7147.24023,  0.98495313
 7147.39014,  0.98239697
 7147.54053,  0.98278956
 7147.69043,  0.98146896
 7147.84082,  0.97986973
 7147.99072,  0.97762189
 7148.14111,  0.97780921
 7148.29102,  0.97690089
 7148.44092,  0.97482133
 7148.59131,  0.97418568
 7148.74121,  0.97421909
 7148.89160,  0.96990637
 7149.04150,  0.97038285
 7149.19189,  0.97026552
 7149.34180,  0.96896460
 7149.49170,  0.96713154
 7149.64209,  0.96425636
 7149.79199,  0.96306454
 7149.94238,  0.96575411
 7150.09229,  0.96215880
 7150.24268,  0.96009415
 7150.39258,  0.95995906
 7150.54297,  0.95769646
 7150.69287,  0.95893809
 7150.84277,  0.95513757
 7150.99316,  0.95546682
 7151.14307,  0.95344950
 7151.29346,  0.95242560
 7151.44336,  0.94938590
 7151.59375,  0.94674749
 7151.74365,  0.94819093
 7151.89355,  0.94666726
 7152.04395,  0.94563113
 7152.19385,  0.94331594
 7152.34424,  0.94391706
 7152.49414,  0.94363545
 7152.64453,  0.94078190
 7152.79443,  0.93918990
 7152.94434,  0.93664536
 7153.09473,  0.93886550
 7153.24463,  0.93562215
 7153.39502,  0.93737333
 7153.54492,  0.93424740
 7153.69531,  0.93532660
 7153.84521,  0.93230055
 7153.99561,  0.93239115
 7154.14551,  0.93076580
 7154.29541,  0.92890438
 7154.44580,  0.93051235
 7154.59570,  0.93067438
 7154.74609,  0.92911185
 7154.89600,  0.92768936
 7155.04639,  0.92621540
 7155.19629,  0.92710187
 7155.34619,  0.92686286
 7155.49658,  0.92543664
 7155.64648,  0.92496566
 7155.79688,  0.92441915
 7155.94678,  0.92548978
 7156.09717,  0.92505398
 7156.24707,  0.92554442
 7156.39746,  0.92533348
 7156.54736,  0.92494028
 7156.69727,  0.92632568
 7156.84766,  0.92564284
 7156.99756,  0.92702326
 7157.14795,  0.92570817
 7157.29785,  0.92492509
 7157.44824,  0.92702739
 7157.59814,  0.92478185
 7157.74805,  0.92475877
 7157.89844,  0.92583046
 7158.04834,  0.92492969
 7158.19873,  0.92485092
 7158.34863,  0.92695226
 7158.49902,  0.92671946
 7158.64893,  0.92783447
 7158.79932,  0.92697731
 7158.94922,  0.92690758
 7159.09912,  0.92626202
 7159.24951,  0.92874838
 7159.39941,  0.92872814
 7159.54980,  0.93027410
 7159.69971,  0.92845181
 7159.85010,  0.93028485
 7160.00000,  0.93114714
 7161.09082,  0.93670140
 7162.20068,  0.94383366
 7163.33057,  0.94841111
 7164.47949,  0.95764933
 7165.64795,  0.96424502
 7166.83594,  0.97539469
 7168.04346,  0.98537229
 7169.27051,  0.99650537
 7170.51660,  1.00594210
 7171.78271,  1.01441971
 7173.06787,  1.02311235
 7174.37305,  1.02640172
 7175.69727,  1.03075751
 7177.04102,  1.03433802
 7178.40430,  1.03561782
 7179.78711,  1.03422029
 7181.18896,  1.03258990
 7182.61084,  1.02582204
 7184.05176,  1.02393249
 7185.51270,  1.02093711
 7186.99268,  1.01566387
 7188.49219,  1.01395570
 7190.01123,  1.01223737
 7191.54980,  0.99682908
 7193.10791,  1.00515227
 7194.68506,  1.01041911
 7196.28223,  0.98429477
 7197.89844,  0.98731913
 7199.53418,  0.98267641
 7201.18994,  0.97968274
 7202.86475,  0.97582852
 7204.55908,  0.97300555
 7206.27246,  0.97247586
 7208.00586,  0.97429996
 7209.75879,  0.97427576
 7211.53076,  0.97581256
 7213.32227,  0.97529083
 7215.13330,  0.98051453
 7216.96436,  0.98279418
 7218.81396,  0.98434850
 7220.68359,  0.98905813
 7222.57275,  0.99220399
 7224.48145,  0.99331467
 7226.40918,  0.99877166
 7228.35645,  0.99927271
 7230.32373,  1.00237389
 7232.31006,  1.00474909
 7234.31592,  1.00657465
 7236.34131,  1.00615017
 7238.38574,  1.00919661
 7240.45020,  1.00985779
 7242.53369,  1.00688964
 7244.63721,  1.00960329
 7246.75977,  1.00727682
 7248.90186,  1.00778885
 7251.06348,  1.00518763
 7253.24463,  1.00601420
 7255.44531,  1.00300140
 7257.66553,  1.00008746
 7259.90479,  0.99754851
 7262.16357,  0.99938435
 7264.44238,  0.99673857
 7266.74023,  0.99658242
 7269.05762,  0.99636856
 7271.39453,  0.99782621
 7273.75098,  0.99765337
 7276.12646,  0.99680014
 7278.52197,  0.99764952
 7280.93701,  0.99774543
 7283.37109,  0.99905409
 7285.82471,  0.99744050
 7288.29785,  1.00044569
 7290.79053,  0.99853670
 7293.30273,  0.99987539
 7295.83447,  0.99973387
 7298.38525,  0.99933013
 7300.95605,  0.99729983
 7303.54590,  0.99853264
 7306.15527,  0.99918241
 7308.78467,  0.99990274
 7311.43311,  1.00159976
 7314.10059,  1.00098435
 7316.78809,  0.99993319
 7319.49512,  1.00289040
 7322.22119,  1.00245114
 7324.96729,  1.00214780
 7327.73242,  1.00474107
 7330.51709,  1.00386580
 7333.32129,  1.00345432
 7336.14502,  1.00542075
 7338.98828,  1.00364299
 7341.85107,  1.00375990
 7344.73291,  1.00384935
 7347.63477,  1.00432238
 7350.55566,  1.00315606
 7353.49609,  1.00292292
 7356.45605,  1.00095668
 7359.43555,  0.99985446
 7362.43457,  0.99935762
 7365.45312,  0.99683137
 7368.49121,  1.00096667
 7371.54834,  1.00076707
 7374.62500,  0.99674496
 7377.72168,  0.99655240
 7380.83740,  0.99422395
 7383.97266,  0.99526371
 7387.12744,  0.99669990
 7390.30176,  0.99803613
 7393.49512,  0.99851480
 7396.70850,  0.99810529
 7399.94092,  0.99870543
 7403.19287,  0.99980911
 7406.46484,  0.99849487
 7409.75586,  1.00046489
 7413.06641,  0.99926108
 7416.39600,  0.99880016
 7419.74561,  0.99924830
 7423.11475,  1.00050257
 7426.50293,  1.00020699
 7429.91064,  0.99830190
 7433.33838,  0.99793565
 7436.78516,  0.99770535
 7440.25146,  0.99560826
 7443.73682,  0.99609084
 7447.24219,  0.99844815
 7450.76709,  0.99919790
 7454.31104,  0.99904308
 7457.87500,  0.99870376
 7461.45801,  0.99840243
 7465.06055,  0.99804305
 7468.68262,  0.99788681
 7472.32422,  0.99765276
 7475.98535,  0.99614587
 7479.66553,  0.99763443
 7483.36572,  0.99809074
 7487.08496,  0.99910871
 7490.82422,  0.99908355
 7494.58252,  1.00078054
 7498.36035,  1.00161215
 7502.15771,  1.00261463
 7505.97412,  1.00223588
 7509.81055,  1.00382136
 7513.66650,  1.00293518
 7517.54150,  1.00395813
 7521.43604,  1.00291029
 7525.35059,  1.00450064
 7529.28418,  1.00280323
 7533.23730,  1.00254650
 7537.20996,  1.00197965
 7541.20166,  1.00145092
 7545.21338,  1.00349163
 7549.24414,  1.00275457
 7553.29492,  1.00315334
 7557.36475,  1.00291641
 7561.45410,  1.00234252
 7565.56299,  1.00157783
 7569.69141,  1.00136084
 7573.83936,  1.00095891
 7578.00635,  1.00111360
 7582.19336,  1.00199681
 7586.39941,  1.00055333
 7590.62500,  1.00061211
 7594.87061,  1.00099129
 7599.13525,  0.99980825
 7603.41943,  0.99921673
 7607.72266,  0.99887593
 7612.04590,  0.99666796
 7616.38867,  0.99860600
 7620.75049,  0.99961764
 7625.13184,  0.99741350
 7629.53320,  0.99786467
 7633.95361,  0.99780062
 7638.39355,  0.99900978
 7642.85254,  0.99736778
 7647.33154,  0.99940970
 7651.83008,  0.99782646
 7656.34766,  0.99858083
 7660.88525,  0.99880627
 7665.44189,  0.99784052
 7670.01807,  0.99737257
 7674.61377,  0.99801063
 7679.22900,  0.99600212
 7683.86328,  0.98036018
 7688.51758,  1.01350043
 7693.19141,  0.98005122
 7697.88428,  0.99489208
 7702.59668,  0.99429889
 7707.32861,  1.00921294
 7712.08008,  0.97162888
 7716.85107,  0.99835983
 7721.64160,  0.99537682
 7726.45166,  0.99688266
 7731.28076,  0.99650562
 7736.12988,  0.99763187
 7740.99805,  0.99689981
 7745.88574,  0.99718050
 7750.79297,  0.99957689
 7755.71973,  0.99974020
 7760.66602,  1.00074060
 7765.63184,  1.00189268
 7770.61670,  1.00307530
 7775.62158,  1.00285442
 7780.64551,  1.00257865
 7785.68945,  1.00000670
 7790.75244,  1.00273039
 7795.83496,  1.00514877
 7800.93652,  1.00524862
 7806.05811,  1.00642171
 7811.19922,  1.00540728
 7816.35938,  1.00609026
 7821.53955,  1.00644156
 7826.73877,  1.00619080
 7831.95752,  1.00704718
 7837.19580,  1.00696645
 7842.45361,  1.00579550
 7847.73096,  1.00597677
 7853.02783,  1.00555993
 7858.34375,  1.00234864
 7863.67920,  1.00242159
 7869.03467,  1.00241933
 7874.40918,  1.00316643
 7879.80322,  1.00061658
 7885.21680,  1.00088481
 7890.64990,  1.00350967
 7896.10254,  1.00081432
 7901.57422,  1.00184904
 7907.06592,  1.00110993
 7912.57666,  1.00106944
 7918.10693,  1.00169430
 7923.65674,  1.00165330
 7929.22607,  1.00021321
 7934.81494,  1.00191550
 7940.42334,  1.00217379
 7946.05078,  1.00219881
 7951.69824,  1.00273550
 7957.36475,  1.00270666
 7963.05127,  1.00178407
 7968.75684,  1.00288987
 7974.48193,  1.00046547
 7980.22656,  1.00082019
 7985.99023,  0.99917759
 7991.77393,  0.99658568
 7997.57715,  0.99698540
 8003.39941,  0.99511227
 8009.24121,  0.99438728
 8015.10254,  0.99336468
 8020.98389,  0.99282006
 8026.88379,  0.99273839
 8032.80371,  0.99203808
 8038.74316,  0.99031054
 8044.70215,  0.99225712
 8050.68018,  0.99237949
 8056.67773,  0.99509412
 8062.69531,  0.99640857
 8068.73193,  0.99692993
 8074.78809,  1.00131224
 8080.86377,  0.99945118
 8086.95850,  1.00176177
 8093.07324,  1.00115228
 8099.20703,  1.00399469
 8105.36084,  1.00500873
