#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#Green Rust - Chloride: Green Rust - Chloride
#------------------------------------------
# energy, Green Rust - Chloride
 7122.00000,  0.75258692
 7122.25000,  0.78515438
 7122.50000,  0.81844543
 7122.75000,  0.84987079
 7123.00000,  0.88556052
 7123.25000,  0.91769299
 7123.50000,  0.94964704
 7123.75000,  0.97913942
 7124.00000,  1.01038011
 7124.25000,  1.03740064
 7124.50000,  1.06280873
 7124.75000,  1.08534209
 7125.00000,  1.10868157
 7125.25000,  1.12989091
 7125.50000,  1.14736048
 7125.75000,  1.16438960
 7126.00000,  1.18285162
 7126.25000,  1.19971060
 7126.50000,  1.21388938
 7126.75000,  1.22932710
 7127.00000,  1.24375067
 7127.25000,  1.25868535
 7127.50000,  1.27118952
 7127.75000,  1.28453676
 7128.00000,  1.29326394
 7128.25000,  1.30253109
 7128.50000,  1.30745567
 7128.75000,  1.31221422
 7129.00000,  1.31186744
 7129.25000,  1.30812558
 7129.50000,  1.30129235
 7129.75000,  1.29143706
 7130.00000,  1.27944105
 7130.25000,  1.26879386
 7130.50000,  1.25675958
 7130.75000,  1.24303108
 7131.00000,  1.22860263
 7131.25000,  1.21376539
 7131.50000,  1.20233106
 7131.75000,  1.18721971
 7132.00000,  1.17416387
 7132.25000,  1.16084000
 7132.50000,  1.14978522
 7132.75000,  1.13666961
 7133.00000,  1.12583281
 7133.25000,  1.11508325
 7133.50000,  1.10584478
 7133.75000,  1.09571891
 7134.00000,  1.08971288
 7134.25000,  1.08381286
 7134.50000,  1.07831316
 7134.75000,  1.07229967
 7135.00000,  1.06757595
 7135.25000,  1.06034932
 7135.50000,  1.05930857
 7135.75000,  1.05579930
 7136.00000,  1.05437211
 7136.25000,  1.05199690
 7136.50000,  1.05029995
 7136.75000,  1.04814034
 7137.00000,  1.04706273
 7137.25000,  1.04636129
 7137.50000,  1.04530646
 7137.75000,  1.04495198
 7138.00000,  1.04418145
 7138.25000,  1.04355441
 7138.50000,  1.04313528
 7138.75000,  1.04220229
 7139.00000,  1.04133211
 7139.25000,  1.04204285
 7139.50000,  1.04113663
 7139.75000,  1.03982374
 7140.00000,  1.03880269
 7140.25000,  1.03778027
 7140.50000,  1.03741330
 7140.75000,  1.03573863
 7141.00000,  1.03348410
 7141.25000,  1.03103153
 7141.50000,  1.02775053
 7141.75000,  1.02499705
 7142.00000,  1.02143410
 7142.25000,  1.01792414
 7142.50000,  1.01369076
 7142.75000,  1.01049841
 7143.00000,  1.00651647
 7143.25000,  1.00236791
 7143.50000,  0.99806867
 7143.75000,  0.99449848
 7144.00000,  0.98917577
 7144.25000,  0.98571686
 7144.50000,  0.98143577
 7144.75000,  0.97451426
 7145.00000,  0.96994352
 7145.25000,  0.96546965
 7145.50000,  0.96140858
 7145.75000,  0.95589869
 7146.00000,  0.95060321
 7146.25000,  0.94567767
 7146.50000,  0.94049775
 7146.75000,  0.93639420
 7147.00000,  0.93137405
 7147.25000,  0.92806150
 7147.50000,  0.92415612
 7147.75000,  0.92009700
 7148.00000,  0.91597351
 7148.25000,  0.91207825
 7148.50000,  0.90704319
 7148.75000,  0.90395644
 7149.00000,  0.90035103
 7149.25000,  0.89695757
 7149.50000,  0.89468980
 7149.75000,  0.89241426
 7150.00000,  0.88760329
 7150.25000,  0.88571355
 7150.50000,  0.88280419
 7150.75000,  0.88052699
 7151.00000,  0.87819301
 7151.25000,  0.87660062
 7151.50000,  0.87489427
 7151.75000,  0.87306490
 7152.00000,  0.87094138
 7152.25000,  0.86888912
 7152.50000,  0.86705648
 7152.75000,  0.86646700
 7153.00000,  0.86489033
 7153.25000,  0.86256787
 7153.50000,  0.86177298
 7153.75000,  0.86175093
 7154.00000,  0.86210401
 7154.25000,  0.86351981
 7154.50000,  0.86364019
 7154.75000,  0.86515370
 7155.00000,  0.86536778
 7155.25000,  0.86531698
 7155.50000,  0.86577730
 7155.75000,  0.86654004
 7156.00000,  0.86718438
 7156.25000,  0.86813036
 7156.50000,  0.86914941
 7156.75000,  0.87021462
 7157.00000,  0.87122075
 7157.25000,  0.87237633
 7157.50000,  0.87398235
 7157.75000,  0.87538170
 7158.00000,  0.87606590
 7158.25000,  0.87701667
 7158.50000,  0.87913309
 7158.75000,  0.88116576
 7159.00000,  0.88330154
 7159.25000,  0.88548818
 7159.50000,  0.88739842
 7159.75000,  0.89029813
 7160.00000,  0.89270821
 7161.09473,  0.90676011
 7162.20947,  0.92124918
 7163.34326,  0.93826278
 7164.49707,  0.95448385
 7165.67041,  0.97128639
 7166.86377,  0.98801219
 7168.07617,  1.00398530
 7169.30859,  1.02064484
 7170.56006,  1.03516303
 7171.83154,  1.04643703
 7173.12305,  1.05336806
 7174.43359,  1.05707136
 7175.76367,  1.05583553
 7177.11377,  1.05170764
 7178.48340,  1.04527743
 7179.87256,  1.03799052
 7181.28174,  1.03112352
 7182.70996,  1.02486585
 7184.15820,  1.02027047
 7185.62598,  1.01500526
 7187.11328,  1.01016812
 7188.62012,  1.00711256
 7190.14648,  1.00486112
 7191.69287,  1.00314840
 7193.25879,  1.00143288
 7194.84424,  1.00032169
 7196.44922,  0.99995089
 7198.07373,  0.99901011
 7199.71826,  0.99761789
 7201.38184,  0.99612933
 7203.06543,  0.99507764
 7204.76855,  0.99372231
 7206.49170,  0.99333218
 7208.23389,  0.99316685
 7209.99609,  0.99306820
 7211.77783,  0.99186860
 7213.57910,  0.98958117
 7215.39990,  0.98731557
 7217.24023,  0.98307565
 7219.10059,  0.97821971
 7220.98047,  0.97123048
 7222.87988,  0.96683992
 7224.79883,  0.96332902
 7226.73730,  0.96258824
 7228.69580,  0.96399595
 7230.67334,  0.96720466
 7232.67090,  0.97375727
 7234.68799,  0.98224835
 7236.72510,  0.99140431
 7238.78125,  0.99833617
 7240.85742,  1.00488824
 7242.95312,  1.00989136
 7245.06836,  1.01414335
 7247.20312,  1.01656978
 7249.35742,  1.01943735
 7251.53174,  1.02215412
 7253.72559,  1.02127254
 7255.93896,  1.02460652
 7258.17188,  1.02617159
 7260.42432,  1.02553122
 7262.69678,  1.02220846
 7264.98828,  1.02129295
 7267.29980,  1.01728946
 7269.63086,  1.01173566
 7271.98193,  1.00607936
 7274.35205,  1.00102615
 7276.74219,  0.99648430
 7279.15186,  0.99267505
 7281.58105,  0.99154193
 7284.02979,  0.99211692
 7286.49805,  0.99277359
 7288.98633,  0.99392784
 7291.49414,  0.99588893
 7294.02148,  0.99648231
 7296.56836,  0.99736886
 7299.13477,  0.99839433
 7301.72119,  0.99993903
 7304.32666,  1.00127418
 7306.95215,  1.00237743
 7309.59717,  1.00438175
 7312.26221,  1.00440931
 7314.94629,  1.00481379
 7317.65039,  1.00575691
 7320.37354,  1.00562358
 7323.11670,  1.00392336
 7325.87988,  1.00164339
 7328.66211,  0.99882134
 7331.46436,  0.99698319
 7334.28564,  0.99666978
 7337.12695,  0.99745656
 7339.98828,  0.99866199
 7342.86865,  0.99955158
 7345.76855,  0.99953705
 7348.68848,  0.99932925
 7351.62793,  0.99930672
 7354.58691,  0.99965092
 7357.56543,  1.00030666
 7360.56396,  1.00189088
 7363.58154,  1.00343417
 7366.61914,  1.00510044
 7369.67627,  1.00728163
 7372.75293,  1.00945772
 7375.84961,  1.01068749
 7378.96533,  1.01049532
 7382.10107,  1.01036393
 7385.25635,  1.00738690
 7388.43115,  1.00498080
 7391.62598,  1.00154858
 7394.83984,  0.99859779
 7398.07373,  0.99639527
 7401.32715,  0.99547706
 7404.60010,  0.99672728
 7407.89258,  0.99737310
 7411.20459,  0.99690344
 7414.53662,  0.99627248
 7417.88818,  0.99583043
 7421.25928,  0.99546049
 7424.64990,  0.99473661
 7428.06006,  0.99543191
 7431.49023,  0.99681660
 7434.93994,  0.99833601
 7438.40918,  0.99944594
 7441.89795,  1.00094371
 7445.40625,  1.00178883
 7448.93457,  1.00564938
 7452.48193,  1.00575718
 7456.04932,  1.00481758
 7459.63623,  1.00354539
 7463.24316,  1.00289238
 7466.86914,  1.00133175
 7470.51514,  0.99908936
 7474.18018,  0.99832703
 7477.86523,  0.99763445
 7481.57031,  0.99823052
 7485.29443,  0.99900669
 7489.03857,  0.99850487
 7492.80176,  0.99726522
 7496.58496,  0.99893477
 7500.38770,  0.99881162
 7504.21045,  0.99874073
 7508.05225,  0.99905007
 7511.91406,  0.99915167
 7515.79541,  1.00112787
 7519.69629,  1.00137391
 7523.61670,  1.00255126
 7527.55713,  1.00349912
 7531.51660,  1.00381635
 7535.49609,  1.00272009
 7539.49512,  1.00190967
 7543.51367,  1.00087153
 7547.55176,  1.00004173
 7551.60986,  0.99909736
 7555.68750,  0.99907230
 7559.78467,  0.99924104
 7563.90137,  0.99872314
 7568.03760,  0.99844676
 7572.19385,  0.99822157
 7576.36914,  0.99797656
 7580.56445,  0.99927482
 7584.77930,  0.99880671
 7589.01367,  0.99970051
 7593.26807,  0.99962124
 7597.54199,  0.99830914
 7601.83496,  0.99882084
 7606.14795,  1.00065600
 7610.48047,  1.00084526
 7614.83301,  1.00052080
 7619.20459,  1.00214801
 7623.59619,  1.00349711
 7628.00732,  1.00442409
 7632.43799,  1.00274883
 7636.88818,  1.00055330
 7641.35840,  1.00033791
 7645.84814,  0.99956383
 7650.35742,  0.99907751
 7654.88623,  0.99868132
 7659.43457,  1.00019241
 7664.00244,  1.00023557
 7668.59033,  0.99988801
 7673.19775,  1.00046206
 7677.82471,  1.00121418
 7682.47119,  1.00133454
 7687.13721,  1.00170408
 7691.82324,  1.00066239
 7696.52832,  1.00072744
 7701.25342,  1.00173946
 7705.99805,  1.00158157
 7710.76270,  1.00077801
 7715.54639,  0.99970171
 7720.35010,  1.00111113
 7725.17334,  0.99999196
 7730.01611,  0.99919950
 7734.87842,  0.99865559
 7739.76025,  0.99866202
 7744.66211,  0.99858507
 7749.58350,  0.99886050
 7754.52441,  0.99903125
 7759.48486,  0.99884803
 7764.46484,  0.99875048
 7769.46484,  0.99953668
 7774.48438,  0.99968358
 7779.52344,  1.00068637
 7784.58203,  0.99844982
 7789.66016,  0.99732743
 7794.75781,  0.99827775
 7799.87549,  0.99796697
 7805.01270,  0.99860992
 7810.16943,  0.99913784
 7815.34570,  1.00007121
 7820.54199,  0.99939177
 7825.75732,  0.99930801
 7830.99268,  0.99895985
 7836.24756,  0.99955264
 7841.52197,  0.99955945
 7846.81592,  0.99851475
 7852.12988,  0.99859689
 7857.46338,  0.99976174
 7862.81641,  0.99884319
 7868.18896,  0.99906035
 7873.58105,  0.99901660
 7878.99268,  1.00007209
 7884.42432,  0.99995710
 7889.87549,  1.00043001
 7895.34619,  1.00039727
 7900.83643,  1.00047355
 7906.34668,  1.00076836
 7911.87598,  1.00094587
 7917.42529,  1.00122640
 7922.99414,  0.99943926
 7928.58252,  1.00039738
 7934.19043,  1.00071092
 7939.81836,  1.00153757
 7945.46582,  0.99931131
 7951.13281,  1.00040481
 7956.81934,  1.00083944
 7962.52539,  0.99998271
 7968.25098,  1.00020764
 7973.99658,  1.00079649
 7979.76172,  1.00075322
 7985.54639,  1.00161423
 7991.35059,  1.00180947
 7997.17480,  1.00113889
 8003.01807,  0.99909112
 8008.88135,  0.99829628
 8014.76416,  0.99795715
 8020.66650,  0.99918709
 8026.58838,  1.00212774
 8032.53027,  1.00219886
 8038.49170,  1.00235943
 8044.47217,  1.00458777
 8050.47314,  1.00027093
 8056.49316,  1.00011859
 8062.53271,  0.99878379
 8068.59229,  0.99821814
 8074.67139,  0.99836285
 8080.77002,  0.99956971
 8086.88818,  0.99879723
 8093.02588,  0.99906997
 8099.18359,  0.99958131
 8105.36084,  0.99894641
