#saved Fri Feb 13 17:51:08 2026
#saving x array=energy, y array=flat
#Goethite on sand: Goethite on sand
#------------------------------------------
# energy, Goethite on sand
 7112.25000,  0.03338080
 7112.50000,  0.03800201
 7112.75000,  0.04260689
 7113.00000,  0.04624496
 7113.25000,  0.05014459
 7113.50000,  0.05341043
 7113.75000,  0.05660023
 7114.00000,  0.05916181
 7114.25000,  0.06132301
 7114.50000,  0.06182387
 7114.75000,  0.06103750
 7115.00000,  0.05945734
 7115.25000,  0.05722204
 7115.50000,  0.05591420
 7115.75000,  0.05533650
 7116.00000,  0.05539998
 7116.25000,  0.05621961
 7116.50000,  0.05725458
 7116.75000,  0.05888980
 7117.00000,  0.05995865
 7117.25000,  0.06179163
 7117.50000,  0.06343637
 7117.75000,  0.06536733
 7118.00000,  0.06718062
 7118.25000,  0.06996825
 7118.50000,  0.07216025
 7118.75000,  0.07518139
 7119.00000,  0.07879653
 7119.25000,  0.08312695
 7119.50000,  0.08862277
 7119.75000,  0.09525521
 7120.00000,  0.10282255
 7120.25000,  0.11257505
 7120.50000,  0.12324962
 7120.75000,  0.13574105
 7121.00000,  0.15045869
 7121.25000,  0.16772655
 7121.50000,  0.18775064
 7121.75000,  0.20760799
 7122.00000,  0.23206619
 7122.25000,  0.25804811
 7122.50000,  0.28780208
 7122.75000,  0.31563208
 7123.00000,  0.34726727
 7123.25000,  0.37824674
 7123.50000,  0.41012195
 7123.75000,  0.43960651
 7124.00000,  0.47178023
 7124.25000,  0.50248978
 7124.50000,  0.53627791
 7124.75000,  0.56743308
 7125.00000,  0.60508593
 7125.25000,  0.63987677
 7125.50000,  0.68078627
 7125.75000,  0.71667557
 7126.00000,  0.76204840
 7126.25000,  0.80279896
 7126.50000,  0.84940146
 7126.75000,  0.88858233
 7127.00000,  0.93625485
 7127.25000,  0.97913982
 7127.50000,  1.02535629
 7127.75000,  1.06532616
 7128.00000,  1.11317775
 7128.25000,  1.15422751
 7128.50000,  1.19848824
 7128.75000,  1.23431226
 7129.00000,  1.27410165
 7129.25000,  1.30442638
 7129.50000,  1.33134606
 7129.75000,  1.35134929
 7130.00000,  1.36871165
 7130.25000,  1.37911149
 7130.50000,  1.38588288
 7130.75000,  1.39031313
 7131.00000,  1.39065506
 7131.25000,  1.38896943
 7131.50000,  1.38576712
 7131.75000,  1.38147138
 7132.00000,  1.37749336
 7132.25000,  1.37262989
 7132.50000,  1.36732335
 7132.75000,  1.36405848
 7133.00000,  1.35956907
 7133.25000,  1.35532566
 7133.50000,  1.35177251
 7133.75000,  1.34694751
 7134.00000,  1.34027148
 7134.25000,  1.33369561
 7134.50000,  1.32709616
 7134.75000,  1.32001856
 7135.00000,  1.31179780
 7135.25000,  1.30434010
 7135.50000,  1.29747905
 7135.75000,  1.29017548
 7136.00000,  1.28328157
 7136.25000,  1.27651092
 7136.50000,  1.27066886
 7136.75000,  1.26397116
 7137.00000,  1.25840807
 7137.25000,  1.25121754
 7137.50000,  1.24491568
 7137.75000,  1.23722925
 7138.00000,  1.22970226
 7138.25000,  1.22049515
 7138.50000,  1.21177383
 7138.75000,  1.20191771
 7139.00000,  1.19266506
 7139.25000,  1.18214816
 7139.50000,  1.17286684
 7139.75000,  1.16304400
 7140.00000,  1.15393703
 7140.25000,  1.14394517
 7140.50000,  1.13658782
 7140.75000,  1.12780234
 7141.00000,  1.12018072
 7141.25000,  1.11295722
 7141.50000,  1.10751791
 7141.75000,  1.10046074
 7142.00000,  1.09457490
 7142.25000,  1.08911821
 7142.50000,  1.08463266
 7142.75000,  1.07846426
 7143.00000,  1.07459513
 7143.25000,  1.06986716
 7143.50000,  1.06644648
 7143.75000,  1.06180224
 7144.00000,  1.05817756
 7144.25000,  1.05540646
 7144.50000,  1.05246792
 7144.75000,  1.04937260
 7145.00000,  1.04647578
 7145.25000,  1.04392900
 7145.50000,  1.04199152
 7145.75000,  1.03925714
 7146.00000,  1.03627007
 7146.25000,  1.03360413
 7146.50000,  1.03132476
 7146.75000,  1.02819183
 7147.00000,  1.02471626
 7147.25000,  1.02106862
 7147.50000,  1.01719161
 7147.75000,  1.01339189
 7148.00000,  1.00790776
 7148.25000,  1.00294516
 7148.50000,  0.99789937
 7148.75000,  0.99199442
 7149.00000,  0.98524252
 7149.25000,  0.97859946
 7149.50000,  0.97096427
 7149.75000,  0.96403132
 7150.00000,  0.95632246
 7150.25000,  0.94908971
 7150.50000,  0.94111450
 7150.75000,  0.93354389
 7151.00000,  0.92580221
 7151.25000,  0.91902080
 7151.50000,  0.91197318
 7151.75000,  0.90496654
 7152.00000,  0.89868832
 7152.25000,  0.89284869
 7152.50000,  0.88670534
 7152.75000,  0.88169374
 7153.00000,  0.87599741
 7153.25000,  0.87179777
 7153.50000,  0.86708444
 7153.75000,  0.86293367
 7154.00000,  0.85847301
 7154.25000,  0.85547044
 7154.50000,  0.85167975
 7154.75000,  0.84830962
 7155.00000,  0.84415436
 7155.25000,  0.84175249
 7155.50000,  0.83822605
 7155.75000,  0.83538767
 7156.00000,  0.83195784
 7156.25000,  0.82949762
 7156.50000,  0.82650337
 7156.75000,  0.82417001
 7157.00000,  0.82152709
 7157.25000,  0.81890872
 7157.50000,  0.81673570
 7157.75000,  0.81442912
 7158.00000,  0.81245038
 7158.25000,  0.81086172
 7158.50000,  0.80912273
 7158.75000,  0.80780473
 7159.00000,  0.80643807
 7159.25000,  0.80581155
 7159.50000,  0.80505035
 7159.75000,  0.80474381
 7160.00000,  0.80444015
 7161.09473,  0.80587708
 7162.20947,  0.81149409
 7163.34326,  0.82054314
 7164.49707,  0.83383449
 7165.67041,  0.84968900
 7166.86377,  0.86811642
 7168.07617,  0.88835614
 7169.30859,  0.90984618
 7170.56006,  0.93184087
 7171.83154,  0.95475429
 7173.12305,  0.97705347
 7174.43359,  1.00090756
 7175.76367,  1.02197163
 7177.11377,  1.03331306
 7178.48340,  1.03859463
 7179.87256,  1.03996669
 7181.28174,  1.03828344
 7182.70996,  1.03539057
 7184.15820,  1.03315496
 7185.62598,  1.03182710
 7187.11328,  1.03190399
 7188.62012,  1.03179689
 7190.14648,  1.03155722
 7191.69287,  1.03074771
 7193.25879,  1.02963856
 7194.84424,  1.02868329
 7196.44922,  1.02747115
 7198.07373,  1.02621227
 7199.71826,  1.02293712
 7201.38184,  1.01881858
 7203.06543,  1.01336821
 7204.76855,  1.00705474
 7206.49170,  0.99924125
 7208.23389,  0.99175835
 7209.99609,  0.98409528
 7211.77783,  0.97723825
 7213.57910,  0.97136261
 7215.39990,  0.96668081
 7217.24023,  0.96361986
 7219.10059,  0.96142757
 7220.98047,  0.96006111
 7222.87988,  0.96033376
 7224.79883,  0.96193793
 7226.73730,  0.96506239
 7228.69580,  0.96876512
 7230.67334,  0.97190164
 7232.67090,  0.97382226
 7234.68799,  0.97522039
 7236.72510,  0.97758782
 7238.78125,  0.98008728
 7240.85742,  0.98227980
 7242.95312,  0.98414773
 7245.06836,  0.98503435
 7247.20312,  0.98468332
 7249.35742,  0.98496886
 7251.53174,  0.98535995
 7253.72559,  0.98656992
 7255.93896,  0.98997070
 7258.17188,  0.99202066
 7260.42432,  0.99168893
 7262.69678,  1.00075954
 7264.98828,  1.00562042
 7267.29980,  1.01040478
 7269.63086,  1.01442711
 7271.98193,  1.01840057
 7274.35205,  1.02172889
 7276.74219,  1.02400067
 7279.15186,  1.02518692
 7281.58105,  1.02522332
 7284.02979,  1.02328520
 7286.49805,  1.01973619
 7288.98633,  1.01506870
 7291.49414,  1.00972548
 7294.02148,  1.00428838
 7296.56836,  1.00044541
 7299.13477,  0.99737190
 7301.72119,  0.99428458
 7304.32666,  0.99186461
 7306.95215,  0.99002699
 7309.59717,  0.98886550
 7312.26221,  0.98760424
 7314.94629,  0.98723529
 7317.65039,  0.98668662
 7320.37354,  0.98763622
 7323.11670,  0.98935323
 7325.87988,  0.99294424
 7328.66211,  0.99703463
 7331.46436,  1.00003374
 7334.28564,  1.00363210
 7337.12695,  1.00617440
 7339.98828,  1.00758056
 7342.86865,  1.00811576
 7345.76855,  1.00758396
 7348.68848,  1.00552227
 7351.62793,  1.00252621
 7354.58691,  0.99983592
 7357.56543,  0.99747613
 7360.56396,  0.99525639
 7363.58154,  0.99419642
 7366.61914,  0.99370138
 7369.67627,  0.99372272
 7372.75293,  0.99490583
 7375.84961,  0.99640088
 7378.96533,  0.99837562
 7382.10107,  1.00028205
 7385.25635,  1.00278369
 7388.43115,  1.00442042
 7391.62598,  1.00543238
 7394.83984,  1.00593839
 7398.07373,  1.00634238
 7401.32715,  1.00646667
 7404.60010,  1.00690387
 7407.89258,  1.00715605
 7411.20459,  1.00727785
 7414.53662,  1.00649917
 7417.88818,  1.00540816
 7421.25928,  1.00337248
 7424.64990,  1.00155218
 7428.06006,  0.99915839
 7431.49023,  0.99737009
 7434.93994,  0.99568679
 7438.40918,  0.99495724
 7441.89795,  0.99443603
 7445.40625,  0.99412678
 7448.93457,  0.99427046
 7452.48193,  0.99530081
 7456.04932,  0.99638116
 7459.63623,  0.99750817
 7463.24316,  0.99799363
 7466.86914,  0.99885091
 7470.51514,  0.99899488
 7474.18018,  0.99941933
 7477.86523,  0.99978584
 7481.57031,  1.00045578
 7485.29443,  1.00117207
 7489.03857,  1.00171306
 7492.80176,  1.00185754
 7496.58496,  1.00195644
 7500.38770,  1.00113719
 7504.21045,  1.00010579
 7508.05225,  0.99967665
 7511.91406,  0.99969806
 7515.79541,  0.99940228
 7519.69629,  0.99934449
 7523.61670,  0.99906809
 7527.55713,  0.99861406
 7531.51660,  0.99864451
 7535.49609,  0.99841619
 7539.49512,  0.99905062
 7543.51367,  0.99973747
 7547.55176,  1.00016083
 7551.60986,  1.00030941
 7555.68750,  1.00090339
 7559.78467,  1.00150508
 7563.90137,  1.00122584
 7568.03760,  1.00079782
 7572.19385,  1.00086714
 7576.36914,  1.00090507
 7580.56445,  1.00068309
 7584.77930,  1.00083204
 7589.01367,  1.00079030
 7593.26807,  1.00044064
 7597.54199,  0.99981285
 7601.83496,  0.99942132
 7606.14795,  0.99919093
 7610.48047,  0.99934086
 7614.83301,  0.99958330
 7619.20459,  1.00009941
 7623.59619,  0.99945834
 7628.00732,  0.99894441
 7632.43799,  0.99881294
 7636.88818,  0.99873491
 7641.35840,  0.99865611
 7645.84814,  0.99836413
 7650.35742,  0.99817798
 7654.88623,  0.99868528
 7659.43457,  0.99875518
 7664.00244,  0.99922022
 7668.59033,  0.99992170
 7673.19775,  1.00025839
 7677.82471,  1.00097498
 7682.47119,  1.00077034
 7687.13721,  1.00051892
 7691.82324,  1.00093674
 7696.52832,  1.00124887
 7701.25342,  1.00180841
 7705.99805,  1.00121256
 7710.76270,  1.00091544
 7715.54639,  1.00056846
 7720.35010,  1.00020012
 7725.17334,  1.00021661
 7730.01611,  1.00024026
 7734.87842,  0.99998954
 7739.76025,  0.99935494
 7744.66211,  0.99920962
 7749.58350,  0.99941730
 7754.52441,  0.99993325
 7759.48486,  1.00055129
 7764.46484,  1.00065132
 7769.46484,  1.00025584
 7774.48438,  1.00060895
 7779.52344,  1.00118359
 7784.58203,  1.00079524
 7789.66016,  1.00069668
 7794.75781,  1.00006095
 7799.87549,  0.99966791
 7805.01270,  0.99963624
 7810.16943,  0.99995860
 7815.34570,  0.99983057
 7820.54199,  1.00006092
 7825.75732,  1.00033740
 7830.99268,  1.00011660
 7836.24756,  0.99991580
 7841.52197,  0.99933171
 7846.81592,  0.99880474
 7852.12988,  0.99891082
 7857.46338,  0.99882130
 7862.81641,  0.99898616
 7868.18896,  0.99900068
 7873.58105,  0.99930261
 7878.99268,  0.99940111
 7884.42432,  0.99958457
 7889.87549,  1.00029791
 7895.34619,  1.00156787
 7900.83643,  1.00112773
 7906.34668,  1.00047342
 7911.87598,  1.00009368
 7917.42529,  1.00072067
 7922.99414,  1.00102863
 7928.58252,  1.00078317
 7934.19043,  1.00018393
 7939.81836,  0.99966965
 7945.46582,  1.00002480
 7951.13281,  0.99967775
 7956.81934,  0.99942020
 7962.52539,  0.99956312
 7968.25098,  0.99987914
 7973.99658,  1.00035076
 7979.76172,  0.99973999
 7985.54639,  1.00041553
 7991.35059,  1.00033534
 7997.17480,  0.99930944
 8003.01807,  1.00014910
 8008.88135,  0.99922626
 8014.76416,  0.99753440
 8020.66650,  0.99650390
 8026.58838,  0.99466135
 8032.53027,  0.99320680
 8038.49170,  0.99217162
 8044.47217,  0.99157018
 8050.47314,  0.99113480
 8056.49316,  0.99112742
 8062.53271,  0.98958678
 8068.59229,  0.98738887
 8074.67139,  0.98686801
 8080.77002,  0.98630960
 8086.88818,  0.98653634
 8093.02588,  0.98674221
 8099.18359,  0.98555307
 8105.36084,  0.98444335
