#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station27_20892_3cm_026_A_fl.avg: GP17_station27_20892_3cm_026_A_fl.avg
#------------------------------------------
# energy, GP17_station27_20892_3cm_026_A_fl.avg
 6830.00000,  6.63892e-4
 6835.00000,  6.86240e-4
 6840.00000,  5.95924e-4
 6845.00000,  5.36061e-4
 6850.00000,  5.26211e-4
 6855.00000,  4.37112e-4
 6860.00000,  5.71224e-4
 6865.00000,  4.02979e-4
 6870.00000,  6.09311e-4
 6875.00000,  4.51481e-4
 6880.00000,  2.56750e-4
 6885.00000,  1.62416e-4
 6890.00000,  4.36736e-4
 6895.00000,  2.35977e-4
 6900.00000,  1.94354e-4
 6905.00000,  1.57171e-4
 6910.00000,  2.71933e-4
 6915.00000, -6.30063e-5
 6920.00000,  1.17736e-4
 6925.00000, -2.50321e-6
 6930.00000, -3.49277e-5
 6935.00000,  1.98814e-5
 6940.00000,  1.01906e-5
 6945.00000,  1.67036e-4
 6950.00000, -2.00096e-6
 6955.00000,  2.88586e-5
 6960.00000,  7.58944e-6
 6965.00000, -9.22427e-5
 6970.00000, -1.83616e-4
 6975.00000, -9.26974e-5
 6980.00000, -2.14946e-4
 6985.00000, -1.02827e-4
 6990.00000,  6.69717e-5
 6995.00000,  5.38444e-5
 7000.00000, -4.54063e-5
 7005.00000,  8.22032e-5
 7010.00000,  5.25808e-5
 7015.00000,  1.59994e-4
 7020.00000,  4.27986e-6
 7025.00000,  9.07045e-5
 7030.00000,  2.69491e-4
 7035.00000,  1.68549e-4
 7040.00000,  4.94998e-4
 7045.00000,  6.33022e-4
 7050.00000,  5.46143e-4
 7055.00000,  7.72141e-4
 7060.00000,  9.64462e-4
 7065.00000,  0.00137550
 7070.00000,  0.00180859
 7075.00000,  0.00200144
 7080.00000,  0.00244081
 7085.00000,  0.00337150
 7090.00000,  0.00400728
 7095.00000,  0.00534009
 7095.20000,  0.00550388
 7095.40000,  0.00570462
 7095.60000,  0.00540258
 7095.80000,  0.00551006
 7096.00000,  0.00579349
 7096.20000,  0.00585402
 7096.40000,  0.00586264
 7096.60000,  0.00582865
 7096.80000,  0.00608215
