#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station5_19119_7cm_018_A_fl.avg: GP17_station5_19119_7cm_018_A_fl.avg
#------------------------------------------
# energy, GP17_station5_19119_7cm_018_A_fl.avg
 6830.00000,  4.72785e-4
 6835.00000,  4.20064e-4
 6840.00000,  5.03108e-4
 6845.00000,  3.00163e-4
 6850.00000,  2.66900e-4
 6855.00000,  2.20368e-4
 6860.00000,  2.89945e-4
 6865.00000,  6.66005e-5
 6870.00000,  2.70112e-4
 6875.00000,  4.25644e-4
 6880.00000,  1.75265e-4
 6885.00000,  1.31208e-4
 6890.00000,  9.29449e-5
 6895.00000,  1.31774e-4
 6900.00000,  7.10315e-5
 6905.00000,  2.04481e-4
 6910.00000,  1.02098e-4
 6915.00000,  3.98202e-5
 6920.00000, -4.04802e-5
 6925.00000,  3.02852e-5
 6930.00000,  2.17794e-5
 6935.00000,  7.46703e-5
 6940.00000,  3.22973e-5
 6945.00000,  4.93405e-5
 6950.00000,  9.91616e-5
 6955.00000, -7.03426e-6
 6960.00000, -1.07685e-4
 6965.00000, -1.11239e-4
 6970.00000, -2.09159e-5
 6975.00000, -3.97175e-6
 6980.00000, -5.79804e-5
 6985.00000,  1.66965e-5
 6990.00000, -6.86543e-5
 6995.00000, -5.96322e-5
 7000.00000, -9.20530e-5
 7005.00000,  1.35203e-5
 7010.00000,  1.10627e-4
 7015.00000, -5.67183e-5
 7020.00000,  1.77986e-4
 7025.00000,  1.29721e-4
 7030.00000,  2.87630e-4
 7035.00000,  2.52536e-4
 7040.00000,  5.65719e-4
 7045.00000,  5.94497e-4
 7050.00000,  5.88120e-4
 7055.00000,  9.02690e-4
 7060.00000,  0.00101841
 7065.00000,  0.00127911
 7070.00000,  0.00169499
 7075.00000,  0.00198287
 7080.00000,  0.00276881
 7085.00000,  0.00323642
 7090.00000,  0.00397938
 7095.00000,  0.00537053
 7095.20000,  0.00531128
 7095.40000,  0.00523965
 7095.60000,  0.00545406
 7095.80000,  0.00548953
 7096.00000,  0.00565502
 7096.20000,  0.00567653
 7096.40000,  0.00566818
 7096.60000,  0.00589502
 7096.80000,  0.00615068
 7097.00000,  0.00611851
 7097.20000,  0.00601074
 7097.40000,  0.00620371
 7097.60000,  0.00624279
 7097.80000,  0.00633728
 7098.00000,  0.00646064
 7098.20000,  0.00675219
 7098.40000,  0.00661759
 7098.60000,  0.00664345
 7098.80000,  0.00668352
 7099.00000,  0.00689660
 7099.20000,  0.00668440
 7099.40000,  0.00708414
 7099.60000,  0.00697850
 7099.80000,  0.00721529
 7100.00000,  0.00753829
 7100.20000,  0.00748577
 7100.40000,  0.00760234
 7100.60000,  0.00746046
 7100.80000,  0.00749419
 7101.00000,  0.00797276
 7101.20000,  0.00782914
 7101.40000,  0.00810579
 7101.60000,  0.00820013
