#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station27_20892_1cm_025_A_fl.avg: GP17_station27_20892_1cm_025_A_fl.avg
#------------------------------------------
# energy, GP17_station27_20892_1cm_025_A_fl.avg
 6830.00000,  0.00275016
 6835.00000,  0.00257220
 6840.00000,  0.00246309
 6845.00000,  0.00229530
 6850.00000,  0.00228275
 6855.00000,  0.00212302
 6860.00000,  0.00210810
 6865.00000,  0.00191201
 6870.00000,  0.00196479
 6875.00000,  0.00165212
 6880.00000,  0.00157721
 6885.00000,  0.00141531
 6890.00000,  0.00120790
 6895.00000,  0.00127653
 6900.00000,  0.00121494
 6905.00000,  0.00107080
 6910.00000,  9.51840e-4
 6915.00000,  7.83675e-4
 6920.00000,  8.92347e-4
 6925.00000,  6.52538e-4
 6930.00000,  6.39991e-4
 6935.00000,  5.12180e-4
 6940.00000,  4.29833e-4
 6945.00000,  5.29759e-4
 6950.00000,  2.48754e-4
 6955.00000, -7.70261e-6
 6960.00000, -3.19438e-5
 6965.00000,  8.18377e-5
 6970.00000, -2.09388e-4
 6975.00000, -1.97648e-4
 6980.00000, -2.28369e-4
 6985.00000, -2.20317e-4
 6990.00000, -5.40517e-4
 6995.00000, -3.72685e-4
 7000.00000, -5.22833e-4
 7005.00000, -5.15466e-4
 7010.00000, -4.83971e-4
 7015.00000, -6.06725e-4
 7020.00000, -7.65775e-4
 7025.00000, -7.47767e-4
 7030.00000, -6.82820e-4
 7035.00000, -6.15239e-4
 7040.00000, -5.98021e-4
 7045.00000, -6.74574e-4
 7050.00000, -4.54009e-4
 7055.00000, -5.94885e-4
 7060.00000, -3.55934e-4
 7065.00000, -7.03094e-5
 7070.00000,  5.42716e-5
 7075.00000,  5.94448e-4
 7080.00000,  8.22494e-4
 7085.00000,  0.00176294
 7090.00000,  0.00227551
 7095.00000,  0.00362628
 7095.20000,  0.00389813
 7095.40000,  0.00363970
 7095.60000,  0.00380393
 7095.80000,  0.00378673
 7096.00000,  0.00379660
 7096.20000,  0.00396199
 7096.40000,  0.00401274
 7096.60000,  0.00415553
 7096.80000,  0.00440147
 7097.00000,  0.00435381
