#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station15_19908_5cm_037_A_fl.avg: GP17_station15_19908_5cm_037_A_fl.avg
#------------------------------------------
# energy, GP17_station15_19908_5cm_037_A_fl.avg
 6830.00000,  6.64895e-4
 6835.00000,  5.63368e-4
 6840.00000,  4.35143e-4
 6845.00000,  6.36988e-4
 6850.00000,  4.73555e-4
 6855.00000,  5.71772e-4
 6860.00000,  4.31165e-4
 6865.00000,  3.86147e-4
 6870.00000,  3.33265e-4
 6875.00000,  3.62241e-4
 6880.00000,  2.65174e-4
 6885.00000,  9.24114e-5
 6890.00000,  2.02775e-4
 6895.00000,  1.57170e-4
 6900.00000,  2.36493e-4
 6905.00000,  1.37138e-4
 6910.00000,  1.22104e-4
 6915.00000,  2.35872e-4
 6920.00000,  2.01709e-4
 6925.00000, -9.51607e-5
 6930.00000, -6.86492e-5
 6935.00000, -3.35078e-6
 6940.00000, -3.77305e-6
 6945.00000, -4.81460e-5
 6950.00000,  1.40027e-4
 6955.00000,  5.54584e-5
 6960.00000, -5.33041e-7
 6965.00000, -4.99524e-5
 6970.00000, -6.96801e-5
 6975.00000, -1.99021e-4
 6980.00000, -3.61973e-5
 6985.00000,  5.48613e-5
 6990.00000, -2.89441e-5
 6995.00000, -8.09454e-5
 7000.00000,  1.34630e-4
 7005.00000,  2.90551e-5
 7010.00000,  3.08626e-5
 7015.00000,  8.14226e-6
 7020.00000,  2.96073e-5
 7025.00000,  3.00066e-5
 7030.00000,  2.89827e-4
 7035.00000,  2.51556e-4
 7040.00000,  4.19308e-4
 7045.00000,  5.51853e-4
 7050.00000,  8.14372e-4
 7055.00000,  7.49990e-4
 7060.00000,  9.32529e-4
 7065.00000,  0.00126711
 7070.00000,  0.00175824
 7075.00000,  0.00205086
 7080.00000,  0.00256758
 7085.00000,  0.00316017
 7090.00000,  0.00408324
 7095.00000,  0.00502773
 7095.20000,  0.00526343
 7095.40000,  0.00542702
