#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station15_19908_7cm_038_A_fl.avg: GP17_station15_19908_7cm_038_A_fl.avg
#------------------------------------------
# energy, GP17_station15_19908_7cm_038_A_fl.avg
 6830.00000,  5.39089e-4
 6835.00000,  5.30330e-4
 6840.00000,  4.96241e-4
 6845.00000,  5.26565e-4
 6850.00000,  3.00017e-4
 6855.00000,  4.63512e-4
 6860.00000,  4.06322e-4
 6865.00000,  3.02692e-4
 6870.00000,  3.42847e-4
 6875.00000,  1.23477e-4
 6880.00000,  1.56093e-4
 6885.00000,  2.38286e-4
 6890.00000,  7.09658e-5
 6895.00000,  1.34462e-4
 6900.00000,  1.39515e-4
 6905.00000,  1.06812e-4
 6910.00000,  8.39407e-5
 6915.00000, -5.10520e-5
 6920.00000, -3.58061e-5
 6925.00000,  2.12970e-4
 6930.00000,  1.52584e-4
 6935.00000, -2.95127e-5
 6940.00000,  1.61544e-4
 6945.00000, -9.27403e-6
 6950.00000, -7.56310e-5
 6955.00000, -1.24980e-4
 6960.00000, -1.15645e-4
 6965.00000, -1.62641e-4
 6970.00000, -3.44902e-5
 6975.00000, -1.24852e-4
 6980.00000, -1.29328e-4
 6985.00000, -6.01022e-5
 6990.00000,  1.25225e-4
 6995.00000,  6.02554e-5
 7000.00000, -8.65585e-5
 7005.00000, -7.57154e-5
 7010.00000,  3.09643e-5
 7015.00000,  2.22383e-4
 7020.00000,  9.86087e-5
 7025.00000,  2.96541e-4
 7030.00000,  3.69024e-4
 7035.00000,  4.84208e-4
 7040.00000,  4.09226e-4
 7045.00000,  6.76035e-4
 7050.00000,  8.87840e-4
 7055.00000,  8.74679e-4
 7060.00000,  9.50539e-4
 7065.00000,  0.00149623
 7070.00000,  0.00166576
 7075.00000,  0.00195434
 7080.00000,  0.00283779
 7085.00000,  0.00328517
 7090.00000,  0.00436180
 7095.00000,  0.00532214
 7095.20000,  0.00566083
 7095.40000,  0.00566840
 7095.60000,  0.00563212
 7095.80000,  0.00581966
 7096.00000,  0.00577464
 7096.20000,  0.00591791
 7096.40000,  0.00582862
 7096.60000,  0.00601194
 7096.80000,  0.00615775
 7097.00000,  0.00640639
 7097.20000,  0.00634924
 7097.40000,  0.00639053
 7097.60000,  0.00663319
 7097.80000,  0.00656996
 7098.00000,  0.00640974
 7098.20000,  0.00672635
 7098.40000,  0.00674598
 7098.60000,  0.00678123
