#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station15_19908_1cm_035_A_fl.avg: GP17_station15_19908_1cm_035_A_fl.avg
#------------------------------------------
# energy, GP17_station15_19908_1cm_035_A_fl.avg
 6830.00000,  5.48218e-4
 6835.00000,  4.82159e-4
 6840.00000,  1.36977e-4
 6845.00000,  2.98435e-4
 6850.00000,  4.65832e-4
 6855.00000,  4.15685e-4
 6860.00000,  3.51989e-4
 6865.00000,  2.49547e-4
 6870.00000,  4.33261e-4
 6875.00000,  9.75355e-5
 6880.00000,  1.37681e-4
 6885.00000,  2.65813e-4
 6890.00000,  1.41724e-7
 6895.00000, -2.61343e-5
 6900.00000, -1.22349e-4
 6905.00000, -7.07510e-6
 6910.00000,  1.72776e-4
 6915.00000,  4.42148e-5
 6920.00000, -1.55035e-4
 6925.00000,  1.26503e-5
 6930.00000,  2.12855e-4
 6935.00000, -4.11701e-5
 6940.00000,  1.33376e-4
 6945.00000, -6.35670e-5
 6950.00000, -5.27689e-5
 6955.00000,  8.14171e-5
 6960.00000, -2.64449e-5
 6965.00000,  2.38394e-4
 6970.00000, -5.27048e-5
 6975.00000, -2.74556e-4
 6980.00000, -3.15700e-5
 6985.00000, -1.69991e-4
 6990.00000,  5.30462e-5
 6995.00000, -2.73129e-5
 7000.00000,  1.04114e-5
 7005.00000,  4.66943e-5
 7010.00000,  1.06675e-4
 7015.00000, -2.12561e-4
 7020.00000,  2.12163e-4
 7025.00000,  1.15256e-4
 7030.00000,  2.85075e-4
 7035.00000,  9.66645e-5
 7040.00000,  2.04213e-4
 7045.00000,  4.74875e-4
 7050.00000,  6.58185e-4
 7055.00000,  7.24681e-4
 7060.00000,  0.00111124
 7065.00000,  0.00142353
 7070.00000,  0.00171304
 7075.00000,  0.00202822
 7080.00000,  0.00258590
 7085.00000,  0.00301241
 7090.00000,  0.00429768
 7095.00000,  0.00539285
 7095.20000,  0.00562231
 7095.40000,  0.00580760
 7095.60000,  0.00558646
 7095.80000,  0.00571818
 7096.00000,  0.00587747
 7096.20000,  0.00597777
 7096.40000,  0.00598340
