#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station5_19119_1cm_015_A_fl.avg: GP17_station5_19119_1cm_015_A_fl.avg
#------------------------------------------
# energy, GP17_station5_19119_1cm_015_A_fl.avg
 6830.00000,  4.31164e-4
 6835.00000,  3.95386e-4
 6840.00000,  2.88248e-4
 6845.00000,  3.43704e-4
 6850.00000,  4.54355e-4
 6855.00000,  5.05384e-4
 6860.00000,  2.03522e-4
 6865.00000,  1.51577e-4
 6870.00000,  4.62615e-4
 6875.00000,  1.76405e-4
 6880.00000,  5.47471e-5
 6885.00000, -1.36735e-5
 6890.00000,  4.16608e-4
 6895.00000,  2.25957e-4
 6900.00000,  1.45283e-4
 6905.00000,  1.19185e-4
 6910.00000,  2.41986e-4
 6915.00000, -4.99079e-6
 6920.00000,  1.13486e-4
 6925.00000,  1.29195e-4
 6930.00000, -8.16383e-5
 6935.00000,  1.49080e-4
 6940.00000, -1.03870e-4
 6945.00000, -4.44998e-5
 6950.00000,  7.90227e-5
 6955.00000, -1.03905e-4
 6960.00000, -1.02715e-4
 6965.00000, -4.85968e-5
 6970.00000,  1.52877e-4
 6975.00000, -2.22303e-4
 6980.00000, -1.04650e-4
 6985.00000,  2.68019e-5
 6990.00000, -1.80118e-4
 6995.00000,  6.06912e-5
 7000.00000, -2.12277e-7
 7005.00000,  1.56159e-4
 7010.00000, -1.62652e-5
 7015.00000,  1.54047e-5
 7020.00000,  1.26055e-4
 7025.00000, -5.89990e-6
 7030.00000,  1.90837e-4
 7035.00000,  7.36655e-4
 7040.00000,  6.51758e-4
 7045.00000,  6.71483e-4
 7050.00000,  9.91480e-4
 7055.00000,  8.88769e-4
 7060.00000,  0.00135169
 7065.00000,  0.00140458
 7070.00000,  0.00165300
 7075.00000,  0.00201316
 7080.00000,  0.00266834
 7085.00000,  0.00309172
 7090.00000,  0.00425929
 7095.00000,  0.00565835
 7095.20000,  0.00548672
 7095.40000,  0.00558075
 7095.60000,  0.00574100
 7095.80000,  0.00569685
 7096.00000,  0.00562448
 7096.20000,  0.00585403
 7096.40000,  0.00587815
 7096.60000,  0.00570013
 7096.80000,  0.00600177
 7097.00000,  0.00616511
 7097.20000,  0.00614206
 7097.40000,  0.00628718
 7097.60000,  0.00574937
 7097.80000,  0.00618507
 7098.00000,  0.00634388
 7098.20000,  0.00653832
 7098.40000,  0.00632632
 7098.60000,  0.00643014
 7098.80000,  0.00666020
 7099.00000,  0.00698552
 7099.20000,  0.00683428
 7099.40000,  0.00684140
 7099.60000,  0.00690589
 7099.80000,  0.00713297
 7100.00000,  0.00712774
 7100.20000,  0.00733876
 7100.40000,  0.00741364
 7100.60000,  0.00786150
 7100.80000,  0.00760038
 7101.00000,  0.00762388
 7101.20000,  0.00782985
 7101.40000,  0.00788661
 7101.60000,  0.00827670
 7101.80000,  0.00813523
 7102.00000,  0.00838898
 7102.20000,  0.00837799
 7102.40000,  0.00877631
 7102.60000,  0.00874287
 7102.80000,  0.00907921
 7103.00000,  0.00894186
 7103.20000,  0.00930147
 7103.40000,  0.00920593
 7103.60000,  0.00937493
 7103.80000,  0.00954353
 7104.00000,  0.00980232
 7104.20000,  0.00952432
 7104.40000,  0.00991111
 7104.60000,  0.01013304
 7104.80000,  0.01012184
 7105.00000,  0.01045498
 7105.20000,  0.01087061
