#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station5_19119_5cm_017_A_fl.avg: GP17_station5_19119_5cm_017_A_fl.avg
#------------------------------------------
# energy, GP17_station5_19119_5cm_017_A_fl.avg
 6830.00000,  6.37715e-4
 6835.00000,  5.35406e-4
 6840.00000,  5.06655e-4
 6845.00000,  5.70753e-4
 6850.00000,  6.07530e-4
 6855.00000,  4.46969e-4
 6860.00000,  4.84500e-4
 6865.00000,  4.73262e-4
 6870.00000,  5.85266e-4
 6875.00000,  4.29609e-4
 6880.00000,  1.45968e-4
 6885.00000,  7.59924e-5
 6890.00000,  2.89899e-4
 6895.00000,  2.40024e-4
 6900.00000, -3.14780e-6
 6905.00000,  1.03360e-4
 6910.00000,  1.72793e-4
 6915.00000,  1.74704e-4
 6920.00000,  1.43312e-4
 6925.00000, -5.08751e-5
 6930.00000, -4.24435e-5
 6935.00000, -6.90625e-6
 6940.00000,  4.50129e-5
 6945.00000,  8.28674e-5
 6950.00000, -7.44605e-5
 6955.00000,  2.21857e-5
 6960.00000,  2.48776e-6
 6965.00000, -1.11460e-4
 6970.00000,  2.61408e-5
 6975.00000, -7.91313e-5
 6980.00000, -2.35477e-5
 6985.00000, -7.32613e-5
 6990.00000, -7.50684e-5
 6995.00000,  1.02613e-5
 7000.00000,  1.50180e-4
 7005.00000, -1.94347e-5
 7010.00000,  2.46707e-5
 7015.00000, -7.18715e-5
 7020.00000,  1.21342e-4
 7025.00000,  1.96649e-4
 7030.00000,  2.95774e-4
 7035.00000,  2.78137e-5
 7040.00000,  1.75222e-4
 7045.00000,  3.15841e-4
 7050.00000,  6.97717e-4
 7055.00000,  6.82599e-4
 7060.00000,  8.47791e-4
 7065.00000,  0.00140566
 7070.00000,  0.00148102
 7075.00000,  0.00196011
 7080.00000,  0.00222241
 7085.00000,  0.00300306
 7090.00000,  0.00398293
 7095.00000,  0.00497676
 7095.20000,  0.00495252
 7095.40000,  0.00514184
 7095.60000,  0.00527528
 7095.80000,  0.00532482
 7096.00000,  0.00522433
 7096.20000,  0.00550478
 7096.40000,  0.00539335
 7096.60000,  0.00590245
 7096.80000,  0.00574441
 7097.00000,  0.00571635
 7097.20000,  0.00572461
 7097.40000,  0.00591398
 7097.60000,  0.00580676
 7097.80000,  0.00597889
 7098.00000,  0.00624058
 7098.20000,  0.00611305
 7098.40000,  0.00635049
 7098.60000,  0.00632981
 7098.80000,  0.00630730
 7099.00000,  0.00670043
 7099.20000,  0.00637135
 7099.40000,  0.00664711
 7099.60000,  0.00663618
 7099.80000,  0.00676935
 7100.00000,  0.00704069
 7100.20000,  0.00705897
 7100.40000,  0.00702127
 7100.60000,  0.00733302
 7100.80000,  0.00728384
 7101.00000,  0.00750916
 7101.20000,  0.00789037
 7101.40000,  0.00772851
 7101.60000,  0.00797975
 7101.80000,  0.00791682
 7102.00000,  0.00801151
 7102.20000,  0.00815692
 7102.40000,  0.00826907
 7102.60000,  0.00839001
 7102.80000,  0.00851812
 7103.00000,  0.00867861
 7103.20000,  0.00892446
 7103.40000,  0.00891849
 7103.60000,  0.00908691
 7103.80000,  0.00911290
 7104.00000,  0.00947805
 7104.20000,  0.00935035
 7104.40000,  0.00965117
 7104.60000,  0.00977227
 7104.80000,  0.00980203
 7105.00000,  0.00996436
 7105.20000,  0.01015939
 7105.40000,  0.01034160
 7105.60000,  0.01042568
 7105.80000,  0.01064658
 7106.00000,  0.01065899
 7106.20000,  0.01090527
 7106.40000,  0.01127296
 7106.60000,  0.01122146
 7106.80000,  0.01177393
 7107.00000,  0.01198648
 7107.20000,  0.01228940
 7107.40000,  0.01238496
 7107.60000,  0.01250050
 7107.80000,  0.01257063
 7108.00000,  0.01285609
 7108.20000,  0.01322782
 7108.40000,  0.01363711
 7108.60000,  0.01368395
 7108.80000,  0.01423514
 7109.00000,  0.01444386
 7109.20000,  0.01468157
 7109.40000,  0.01494731
 7109.60000,  0.01537325
 7109.80000,  0.01582964
 7110.00000,  0.01641531
 7110.20000,  0.01673337
 7110.40000,  0.01716153
 7110.60000,  0.01774628
 7110.80000,  0.01885342
 7111.00000,  0.01915952
 7111.20000,  0.02052311
 7111.40000,  0.02143847
 7111.60000,  0.02306369
 7111.80000,  0.02453420
 7112.00000,  0.02660944
 7112.20000,  0.02804972
 7112.40000,  0.02995704
 7112.60000,  0.03172658
 7112.80000,  0.03405304
 7113.00000,  0.03632913
 7113.20000,  0.03961641
 7113.40000,  0.04330587
 7113.60000,  0.04733320
 7113.80000,  0.05052581
 7114.00000,  0.05271179
 7114.20000,  0.05434757
 7114.40000,  0.05528012
 7114.60000,  0.05592921
 7114.80000,  0.05681057
 7115.00000,  0.05763641
 7115.20000,  0.05899306
 7115.40000,  0.05869750
 7115.60000,  0.05784797
 7115.80000,  0.05647411
 7116.00000,  0.05384412
 7116.20000,  0.05235278
 7116.40000,  0.05193328
 7116.60000,  0.05187051
 7116.80000,  0.05223454
 7117.00000,  0.05352113
 7117.20000,  0.05586123
 7117.40000,  0.05783435
 7117.60000,  0.06126083
 7117.80000,  0.06507638
 7118.00000,  0.06956608
 7118.20000,  0.07410319
 7118.40000,  0.08056087
 7118.60000,  0.08696897
 7118.80000,  0.09462135
 7119.00000,  0.10283901
 7119.20000,  0.11184183
 7119.40000,  0.12110006
 7119.60000,  0.13164138
 7119.80000,  0.14343774
 7120.00000,  0.15717407
 7120.20000,  0.17164975
 7120.40000,  0.18866409
 7120.60000,  0.20635580
 7120.80000,  0.22590610
 7121.00000,  0.24795142
 7121.20000,  0.26763537
 7121.40000,  0.28989732
 7121.60000,  0.30916849
 7121.80000,  0.32695666
 7122.00000,  0.34561188
 7122.20000,  0.36307188
 7122.40000,  0.38024357
 7122.60000,  0.39769440
 7122.80000,  0.41645039
 7123.00000,  0.43675459
 7123.20000,  0.45963302
 7123.40000,  0.48321361
 7123.60000,  0.51087406
 7123.80000,  0.54052890
 7124.00000,  0.57144958
 7124.20000,  0.60477365
 7124.40000,  0.63871205
 7124.60000,  0.67083266
 7124.80000,  0.70670386
 7125.00000,  0.73704076
 7125.20000,  0.76691960
 7125.40000,  0.79272451
 7125.60000,  0.81850246
 7125.80000,  0.83846051
 7126.00000,  0.86149555
 7126.20000,  0.88055905
 7126.40000,  0.89864716
 7126.60000,  0.91812019
 7126.80000,  0.93771176
 7127.00000,  0.95995462
 7127.20000,  0.98198192
 7127.40000,  1.00682755
 7127.60000,  1.03275633
 7127.80000,  1.06137950
 7128.00000,  1.09178097
 7128.20000,  1.11913237
 7128.40000,  1.14972243
 7128.60000,  1.17999455
 7128.80000,  1.20581012
 7129.00000,  1.23420153
 7129.20000,  1.26016798
 7129.40000,  1.28368251
 7129.60000,  1.30554268
 7129.80000,  1.32757528
 7130.00000,  1.34133607
 7130.20000,  1.35912229
 7130.40000,  1.36677217
 7130.60000,  1.37588780
 7130.80000,  1.37904341
 7131.00000,  1.38358393
 7131.20000,  1.38255782
 7131.40000,  1.38152631
 7131.60000,  1.38078040
 7131.80000,  1.38055181
 7132.00000,  1.37789826
 7132.20000,  1.37848875
 7132.40000,  1.37771587
 7132.60000,  1.37799919
 7132.80000,  1.37585755
 7133.00000,  1.37732639
 7133.20000,  1.37410158
 7133.40000,  1.36890447
 7133.60000,  1.36437017
 7133.80000,  1.35681275
 7134.00000,  1.34771951
 7134.20000,  1.33909510
 7134.40000,  1.32927436
 7134.60000,  1.31948056
 7134.80000,  1.30846350
 7135.00000,  1.29834636
 7135.20000,  1.28472649
 7135.40000,  1.27075635
 7135.60000,  1.25738975
 7135.80000,  1.24763902
 7136.00000,  1.23530166
 7136.20000,  1.22052856
 7136.40000,  1.20819119
 7136.60000,  1.19877993
 7136.80000,  1.18660421
 7137.00000,  1.17976878
 7137.20000,  1.16925280
 7137.40000,  1.16139349
 7137.60000,  1.15384133
 7137.80000,  1.14752859
 7138.00000,  1.14140446
 7138.20000,  1.13559286
 7138.40000,  1.13033631
 7138.60000,  1.12249851
 7138.80000,  1.11926813
 7139.00000,  1.11411934
 7139.20000,  1.11045245
 7139.40000,  1.10730289
 7139.60000,  1.10372760
 7139.75000,  1.10029035
 7140.37000,  1.09029166
 7141.01000,  1.08113870
 7141.67000,  1.07374755
 7142.34000,  1.06791626
 7143.04000,  1.06082082
 7143.75000,  1.05182023
 7144.49000,  1.04422294
 7145.24000,  1.03698917
 7146.01000,  1.03457801
 7146.80000,  1.02916492
 7147.61000,  1.01871292
 7148.44000,  1.00203647
 7149.29000,  0.97713093
 7150.15000,  0.95188833
 7151.04000,  0.92469174
 7151.95000,  0.89982268
 7152.87000,  0.88148187
 7153.81000,  0.86612603
 7154.77000,  0.85731173
 7155.76000,  0.85024550
 7156.76000,  0.84328403
 7157.77000,  0.84113175
 7158.81000,  0.83964434
 7159.87000,  0.83992936
 7160.95000,  0.84318849
 7162.04000,  0.85017362
 7163.16000,  0.85849179
 7164.29000,  0.87041201
 7165.44000,  0.88371660
 7166.61000,  0.89942943
 7167.81000,  0.91332280
 7169.02000,  0.92828004
 7170.24000,  0.94184926
 7171.49000,  0.95678915
 7172.76000,  0.97364684
 7174.04000,  0.99126660
 7175.35000,  1.00930856
 7176.67000,  1.02643127
 7178.02000,  1.03791913
 7179.38000,  1.04704891
 7180.76000,  1.05302016
 7182.16000,  1.05862428
 7183.58000,  1.06069802
 7185.02000,  1.06146693
 7186.47000,  1.05695160
 7187.95000,  1.05332715
 7189.45000,  1.05083357
 7190.96000,  1.04836906
 7192.49000,  1.04308002
 7194.05000,  1.03685500
 7195.62000,  1.03217326
 7197.21000,  1.02542138
 7198.82000,  1.01784954
 7200.45000,  1.01110670
 7202.10000,  1.00285411
 7203.76000,  0.99800927
 7205.45000,  0.98999735
 7207.15000,  0.98525843
 7208.88000,  0.98003602
 7210.62000,  0.97664238
 7212.38000,  0.97330703
 7214.16000,  0.97157655
 7215.96000,  0.97023843
 7217.78000,  0.97118952
 7219.62000,  0.97344364
 7221.48000,  0.97526558
 7223.35000,  0.97846354
 7225.25000,  0.97935103
 7227.17000,  0.97994640
 7229.10000,  0.97867368
 7231.05000,  0.97658610
 7233.02000,  0.97372673
 7235.01000,  0.97509638
 7237.02000,  0.97507451
 7239.05000,  0.97728236
 7241.10000,  0.97989312
 7243.17000,  0.98535866
 7245.25000,  0.98895060
 7247.36000,  0.99376150
 7249.48000,  0.99799745
 7251.63000,  1.00207278
 7253.79000,  1.00661318
 7255.97000,  1.01021453
 7258.17000,  1.01446112
 7260.39000,  1.01824284
 7262.63000,  1.02188838
 7264.88000,  1.02219442
 7267.16000,  1.02358447
 7269.46000,  1.02220316
 7271.77000,  1.02070478
 7274.10000,  1.02043888
 7276.46000,  1.01899359
 7278.83000,  1.01860594
 7281.22000,  1.01679402
 7283.63000,  1.01485650
 7286.06000,  1.01176410
 7288.51000,  1.00863229
 7290.97000,  1.00552875
 7293.46000,  1.00203242
 7295.96000,  1.00001391
 7298.49000,  0.99724689
 7301.03000,  0.99526250
 7303.59000,  0.99275895
 7306.17000,  0.99033437
 7308.77000,  0.98957842
 7311.39000,  0.98984443
 7314.03000,  0.99034023
 7316.69000,  0.99230519
 7319.37000,  0.99353529
 7322.06000,  0.99518143
 7324.78000,  0.99735590
 7327.51000,  1.00060380
 7330.26000,  1.00208747
 7333.04000,  1.00361978
 7335.83000,  1.00416153
 7338.64000,  1.00372036
 7341.46000,  1.00255265
 7344.31000,  1.00241961
 7347.18000,  1.00123349
 7350.07000,  1.00155935
 7352.97000,  1.00179446
 7355.90000,  1.00032660
 7358.84000,  1.00019058
 7361.80000,  0.99933008
 7364.78000,  0.99807916
 7367.78000,  0.99868494
 7370.80000,  0.99966546
 7373.84000,  0.99968967
 7376.90000,  1.00117709
