#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station5_19119_15cm_023_A_fl.avg: GP17_station5_19119_15cm_023_A_fl.avg
#------------------------------------------
# energy, GP17_station5_19119_15cm_023_A_fl.avg
 6830.00000,  5.21761e-4
 6835.00000,  4.25242e-4
 6840.00000,  5.30933e-4
 6845.00000,  5.70395e-4
 6850.00000,  4.19629e-4
 6855.00000,  5.28327e-4
 6860.00000,  5.26612e-4
 6865.00000,  2.68802e-4
 6870.00000,  2.88661e-4
 6875.00000,  2.90991e-4
 6880.00000,  2.61426e-4
 6885.00000,  2.49390e-4
 6890.00000,  7.12400e-5
 6895.00000,  1.50533e-4
 6900.00000,  1.21123e-4
 6905.00000,  1.00581e-4
 6910.00000,  1.55240e-4
 6915.00000,  1.81789e-4
 6920.00000,  1.27952e-4
 6925.00000, -6.57560e-5
 6930.00000, -1.33796e-5
 6935.00000,  7.28626e-5
 6940.00000,  1.16111e-4
 6945.00000,  9.30805e-5
 6950.00000, -6.21462e-5
 6955.00000,  4.75894e-5
 6960.00000, -5.12634e-5
 6965.00000, -1.25845e-4
 6970.00000, -1.31398e-4
 6975.00000,  1.13801e-4
 6980.00000, -1.36644e-4
 6985.00000, -1.70462e-4
 6990.00000, -2.12890e-4
 6995.00000, -7.36517e-6
 7000.00000, -4.25316e-5
 7005.00000,  1.76218e-4
 7010.00000, -1.23562e-5
 7015.00000,  2.45860e-4
 7020.00000,  3.85639e-5
 7025.00000,  1.74697e-4
 7030.00000,  2.25725e-4
 7035.00000,  2.81161e-4
 7040.00000,  3.27574e-4
 7045.00000,  5.12198e-4
 7050.00000,  5.69656e-4
 7055.00000,  7.79589e-4
 7060.00000,  0.00114858
 7065.00000,  0.00131184
 7070.00000,  0.00172746
 7075.00000,  0.00198873
 7080.00000,  0.00255900
 7085.00000,  0.00331649
 7090.00000,  0.00402497
 7095.00000,  0.00521172
 7095.20000,  0.00517534
 7095.40000,  0.00543893
 7095.60000,  0.00565076
 7095.80000,  0.00547881
 7096.00000,  0.00569121
 7096.20000,  0.00557211
 7096.40000,  0.00573006
 7096.60000,  0.00582489
 7096.80000,  0.00588554
 7097.00000,  0.00599293
 7097.20000,  0.00595945
 7097.40000,  0.00602679
 7097.60000,  0.00612489
 7097.80000,  0.00617693
 7098.00000,  0.00624070
 7098.20000,  0.00650782
 7098.40000,  0.00676342
 7098.60000,  0.00681214
 7098.80000,  0.00672126
 7099.00000,  0.00681261
 7099.20000,  0.00694587
 7099.40000,  0.00712166
 7099.60000,  0.00707039
 7099.80000,  0.00716693
 7100.00000,  0.00735014
 7100.20000,  0.00728305
 7100.40000,  0.00758917
 7100.60000,  0.00746245
 7100.80000,  0.00756454
 7101.00000,  0.00770853
 7101.20000,  0.00794142
 7101.40000,  0.00800907
 7101.60000,  0.00806309
 7101.80000,  0.00837501
 7102.00000,  0.00839480
 7102.20000,  0.00842719
 7102.40000,  0.00866334
 7102.60000,  0.00877093
 7102.80000,  0.00892613
 7103.00000,  0.00894996
 7103.20000,  0.00923870
 7103.40000,  0.00917286
 7103.60000,  0.00930498
 7103.80000,  0.00947268
 7104.00000,  0.00968197
 7104.20000,  0.00972400
 7104.40000,  0.00986800
 7104.60000,  0.01010856
 7104.80000,  0.01019312
 7105.00000,  0.01017650
 7105.20000,  0.01044279
 7105.40000,  0.01064570
 7105.60000,  0.01091048
 7105.80000,  0.01091045
 7106.00000,  0.01135519
 7106.20000,  0.01142539
 7106.40000,  0.01156664
 7106.60000,  0.01170664
 7106.80000,  0.01192101
 7107.00000,  0.01211884
 7107.20000,  0.01232315
 7107.40000,  0.01258814
 7107.60000,  0.01267929
 7107.80000,  0.01294371
 7108.00000,  0.01314527
 7108.20000,  0.01370224
 7108.40000,  0.01384411
 7108.60000,  0.01435139
 7108.80000,  0.01453807
 7109.00000,  0.01502742
 7109.20000,  0.01536947
 7109.40000,  0.01533942
 7109.60000,  0.01597589
 7109.80000,  0.01604329
 7110.00000,  0.01679184
 7110.20000,  0.01733377
 7110.40000,  0.01787020
 7110.60000,  0.01832252
 7110.80000,  0.01881798
 7111.00000,  0.01987760
 7111.20000,  0.02078531
 7111.40000,  0.02197219
 7111.60000,  0.02362112
 7111.80000,  0.02524515
 7112.00000,  0.02734444
 7112.20000,  0.02893159
 7112.40000,  0.03092477
 7112.60000,  0.03214786
 7112.80000,  0.03475923
 7113.00000,  0.03702490
 7113.20000,  0.04034787
 7113.40000,  0.04389742
 7113.60000,  0.04774477
 7113.80000,  0.05151277
 7114.00000,  0.05391109
 7114.20000,  0.05526129
 7114.40000,  0.05628839
 7114.60000,  0.05719206
 7114.80000,  0.05792095
 7115.00000,  0.05924055
 7115.20000,  0.06002857
 7115.40000,  0.06072167
 7115.60000,  0.06011098
 7115.80000,  0.05883385
 7116.00000,  0.05651379
 7116.20000,  0.05511998
 7116.40000,  0.05386100
 7116.60000,  0.05388976
 7116.80000,  0.05393875
 7117.00000,  0.05568206
 7117.20000,  0.05709812
 7117.40000,  0.05898457
 7117.60000,  0.06194456
 7117.80000,  0.06589978
 7118.00000,  0.06953657
 7118.20000,  0.07472765
 7118.40000,  0.08027192
 7118.60000,  0.08687417
 7118.80000,  0.09416773
 7119.00000,  0.10204630
 7119.20000,  0.11046008
 7119.40000,  0.12029436
 7119.60000,  0.13047871
 7119.80000,  0.14231900
 7120.00000,  0.15493982
 7120.20000,  0.16916887
 7120.40000,  0.18671034
 7120.60000,  0.20489956
 7120.80000,  0.22402074
 7121.00000,  0.24618984
 7121.20000,  0.26731807
 7121.40000,  0.28905983
 7121.60000,  0.30828266
 7121.80000,  0.32691115
 7122.00000,  0.34620451
 7122.20000,  0.36319106
 7122.40000,  0.38038868
 7122.60000,  0.39834452
 7122.80000,  0.41649537
 7123.00000,  0.43625393
 7123.20000,  0.45925282
 7123.40000,  0.48292332
 7123.60000,  0.51009398
 7123.80000,  0.53886198
 7124.00000,  0.56970964
 7124.20000,  0.60383497
 7124.40000,  0.63668969
 7124.60000,  0.67033532
 7124.80000,  0.70312523
 7125.00000,  0.73478455
 7125.20000,  0.76238826
 7125.40000,  0.79045872
 7125.60000,  0.81575457
 7125.80000,  0.83690665
 7126.00000,  0.85660659
 7126.20000,  0.87495811
 7126.40000,  0.89332519
 7126.60000,  0.91339852
 7126.80000,  0.93267835
 7127.00000,  0.95337919
 7127.20000,  0.97392444
 7127.40000,  0.99923579
 7127.60000,  1.02277346
 7127.80000,  1.05271087
 7128.00000,  1.07810000
 7128.20000,  1.10576066
 7128.40000,  1.13505497
 7128.60000,  1.16450485
 7128.80000,  1.19368505
 7129.00000,  1.22037588
 7129.20000,  1.24475365
 7129.40000,  1.26844166
 7129.60000,  1.29223858
 7129.80000,  1.30988986
 7130.00000,  1.32658687
 7130.20000,  1.34360023
 7130.40000,  1.35513179
 7130.60000,  1.35869737
 7130.80000,  1.36932652
 7131.00000,  1.36957811
 7131.20000,  1.37224127
 7131.40000,  1.37058952
 7131.60000,  1.37008391
 7131.80000,  1.36913228
 7132.00000,  1.36739234
 7132.20000,  1.36555904
 7132.40000,  1.36589357
 7132.60000,  1.36487968
 7132.80000,  1.36715901
 7133.00000,  1.36393579
 7133.20000,  1.36249143
 7133.40000,  1.35853176
 7133.60000,  1.35295400
 7133.80000,  1.34783780
 7134.00000,  1.33962026
 7134.20000,  1.33133529
 7134.40000,  1.32275988
 7134.60000,  1.31231745
 7134.80000,  1.30207726
 7135.00000,  1.29191487
 7135.20000,  1.27787320
 7135.40000,  1.26758632
 7135.60000,  1.25363281
 7135.80000,  1.24184193
 7136.00000,  1.22875968
 7136.20000,  1.21513287
 7136.40000,  1.20483559
 7136.60000,  1.19343884
 7136.80000,  1.18258662
 7137.00000,  1.17562404
 7137.20000,  1.16469921
 7137.40000,  1.15703129
 7137.60000,  1.14895366
 7137.80000,  1.14246818
 7138.00000,  1.13619015
 7138.20000,  1.12906675
 7138.40000,  1.12387262
 7138.60000,  1.11935786
 7138.80000,  1.11416890
 7139.00000,  1.11020387
 7139.20000,  1.10629070
 7139.40000,  1.10199374
 7139.60000,  1.09685143
 7139.75000,  1.09520011
 7140.37000,  1.08387926
 7141.01000,  1.07995253
 7141.67000,  1.07195843
 7142.34000,  1.06677711
 7143.04000,  1.05814751
 7143.75000,  1.04848252
 7144.49000,  1.04308628
 7145.24000,  1.03633309
 7146.01000,  1.03409565
 7146.80000,  1.02752112
 7147.61000,  1.01769860
 7148.44000,  1.00196238
 7149.29000,  0.97804090
 7150.15000,  0.95056869
 7151.04000,  0.92301913
 7151.95000,  0.90115734
 7152.87000,  0.88171409
 7153.81000,  0.86606045
 7154.77000,  0.85805493
 7155.76000,  0.85160566
 7156.76000,  0.84722743
 7157.77000,  0.84307395
 7158.81000,  0.84216739
 7159.87000,  0.84165343
 7160.95000,  0.84532316
 7162.04000,  0.85184182
 7163.16000,  0.85925282
 7164.29000,  0.87156128
 7165.44000,  0.88521136
 7166.61000,  0.89913470
 7167.81000,  0.91389329
 7169.02000,  0.92847201
 7170.24000,  0.94321836
 7171.49000,  0.95870137
 7172.76000,  0.97375745
 7174.04000,  0.99080146
 7175.35000,  1.00895551
 7176.67000,  1.02836104
 7178.02000,  1.03848864
 7179.38000,  1.04653298
 7180.76000,  1.05340351
 7182.16000,  1.05726429
 7183.58000,  1.05860802
