#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station15_19908_3cm_036_A_fl.avg: GP17_station15_19908_3cm_036_A_fl.avg
#------------------------------------------
# energy, GP17_station15_19908_3cm_036_A_fl.avg
 6830.00000,  8.69080e-4
 6835.00000,  5.67683e-4
 6840.00000,  5.72131e-4
 6845.00000,  7.80122e-4
 6850.00000,  5.59051e-4
 6855.00000,  8.71465e-4
 6860.00000,  5.45011e-4
 6865.00000,  7.23498e-4
 6870.00000,  7.17438e-4
 6875.00000,  5.86595e-4
 6880.00000,  5.01876e-4
 6885.00000,  4.12257e-4
 6890.00000, -1.94957e-6
 6895.00000,  4.83493e-4
 6900.00000, -1.38701e-4
 6905.00000,  3.58109e-4
 6910.00000,  2.38430e-4
 6915.00000,  2.56822e-4
 6920.00000,  1.76649e-5
 6925.00000, -1.75721e-4
 6930.00000, -3.36584e-5
 6935.00000,  1.97217e-4
 6940.00000, -3.74661e-6
 6945.00000, -1.45098e-4
 6950.00000,  3.56123e-5
 6955.00000,  2.87944e-5
 6960.00000,  1.36302e-4
 6965.00000,  1.46610e-4
 6970.00000, -1.04217e-4
 6975.00000,  1.01197e-4
 6980.00000,  1.26712e-4
 6985.00000, -8.27395e-5
 6990.00000, -2.02822e-4
 6995.00000, -7.52077e-5
 7000.00000, -2.04788e-4
 7005.00000,  4.79629e-5
 7010.00000, -2.51365e-5
 7015.00000,  3.69119e-4
 7020.00000, -1.54058e-4
 7025.00000,  2.14938e-4
 7030.00000,  2.17113e-4
 7035.00000,  3.66955e-4
 7040.00000,  4.09646e-4
 7045.00000,  4.62997e-4
 7050.00000,  5.74799e-4
 7055.00000,  8.35077e-4
 7060.00000,  0.00100235
 7065.00000,  0.00131214
 7070.00000,  0.00149598
 7075.00000,  0.00217400
 7080.00000,  0.00237355
 7085.00000,  0.00311271
 7090.00000,  0.00381963
 7095.00000,  0.00527191
 7095.20000,  0.00548363
 7095.40000,  0.00532747
 7095.60000,  0.00540209
 7095.80000,  0.00540259
 7096.00000,  0.00555586
 7096.20000,  0.00556859
 7096.40000,  0.00596915
 7096.60000,  0.00571564
 7096.80000,  0.00596268
 7097.00000,  0.00588240
 7097.20000,  0.00614287
 7097.40000,  0.00649196
 7097.60000,  0.00610048
 7097.80000,  0.00593962
 7098.00000,  0.00624314
 7098.20000,  0.00617271
 7098.40000,  0.00646910
 7098.60000,  0.00635482
 7098.80000,  0.00675721
 7099.00000,  0.00685400
 7099.20000,  0.00697883
 7099.40000,  0.00702525
 7099.60000,  0.00692042
 7099.80000,  0.00710683
 7100.00000,  0.00721004
 7100.20000,  0.00750264
 7100.40000,  0.00749728
 7100.60000,  0.00759079
 7100.80000,  0.00761120
 7101.00000,  0.00793371
 7101.20000,  0.00765363
 7101.40000,  0.00768368
 7101.60000,  0.00827551
 7101.80000,  0.00796673
 7102.00000,  0.00801755
 7102.20000,  0.00838745
 7102.40000,  0.00832849
 7102.60000,  0.00894669
 7102.80000,  0.00856946
 7103.00000,  0.00890243
 7103.20000,  0.00942384
 7103.40000,  0.00921539
 7103.60000,  0.00906484
 7103.80000,  0.00949127
 7104.00000,  0.00942609
 7104.20000,  0.00973663
 7104.40000,  0.00986889
 7104.60000,  0.01007334
 7104.80000,  0.01002418
 7105.00000,  0.01042120
 7105.20000,  0.01072987
 7105.40000,  0.01091689
 7105.60000,  0.01068268
 7105.80000,  0.01101403
 7106.00000,  0.01117554
 7106.20000,  0.01147249
 7106.40000,  0.01143050
 7106.60000,  0.01154634
 7106.80000,  0.01194024
 7107.00000,  0.01198363
 7107.20000,  0.01219217
 7107.40000,  0.01286387
 7107.60000,  0.01286382
 7107.80000,  0.01320734
 7108.00000,  0.01331722
 7108.20000,  0.01340957
 7108.40000,  0.01371894
 7108.60000,  0.01385403
 7108.80000,  0.01443631
 7109.00000,  0.01493296
 7109.20000,  0.01506512
 7109.40000,  0.01522031
 7109.60000,  0.01600048
 7109.80000,  0.01658796
 7110.00000,  0.01703041
 7110.20000,  0.01704712
 7110.40000,  0.01793020
 7110.60000,  0.01833834
 7110.80000,  0.01918767
 7111.00000,  0.01950761
 7111.20000,  0.02044696
 7111.40000,  0.02219068
 7111.60000,  0.02329422
 7111.80000,  0.02487876
 7112.00000,  0.02691439
 7112.20000,  0.02861739
 7112.40000,  0.03031843
 7112.60000,  0.03207801
 7112.80000,  0.03488537
 7113.00000,  0.03728832
 7113.20000,  0.04020657
 7113.40000,  0.04499000
 7113.60000,  0.04917174
 7113.80000,  0.05293568
 7114.00000,  0.05608228
 7114.20000,  0.05861658
 7114.40000,  0.06000459
 7114.60000,  0.06149112
 7114.80000,  0.06266746
 7115.00000,  0.06398930
 7115.20000,  0.06461043
 7115.40000,  0.06373569
 7115.60000,  0.06216124
 7115.80000,  0.05987903
 7116.00000,  0.05764834
 7116.20000,  0.05510645
 7116.40000,  0.05467728
 7116.60000,  0.05468966
 7116.80000,  0.05465000
 7117.00000,  0.05549645
 7117.20000,  0.05779634
 7117.40000,  0.05945918
 7117.60000,  0.06245927
 7117.80000,  0.06609691
 7118.00000,  0.07068887
 7118.20000,  0.07398248
 7118.40000,  0.07926554
 7118.60000,  0.08562921
 7118.80000,  0.09340591
 7119.00000,  0.10117503
 7119.20000,  0.10802167
 7119.40000,  0.11750340
 7119.60000,  0.12651227
 7119.80000,  0.13786776
 7120.00000,  0.14964156
 7120.20000,  0.16389080
 7120.40000,  0.17923682
 7120.60000,  0.19640053
 7120.80000,  0.21489543
 7121.00000,  0.23628155
 7121.20000,  0.25670275
 7121.40000,  0.27562554
 7121.60000,  0.29578050
 7121.80000,  0.31339535
 7122.00000,  0.33100363
 7122.20000,  0.34862151
 7122.40000,  0.36391095
 7122.60000,  0.38532182
 7122.80000,  0.40249462
 7123.00000,  0.42333867
 7123.20000,  0.44658037
 7123.40000,  0.46992967
 7123.60000,  0.49808135
 7123.80000,  0.52656898
 7124.00000,  0.55641053
 7124.20000,  0.58712102
 7124.40000,  0.62222669
 7124.60000,  0.65220371
 7124.80000,  0.68603536
 7125.00000,  0.71548698
 7125.20000,  0.74286729
 7125.40000,  0.76912607
 7125.60000,  0.79305084
 7125.80000,  0.81442439
 7126.00000,  0.83753074
 7126.20000,  0.85554474
 7126.40000,  0.87450849
 7126.60000,  0.89528588
 7126.80000,  0.91351205
 7127.00000,  0.93605761
 7127.20000,  0.95784033
 7127.40000,  0.98433145
 7127.60000,  1.00848857
 7127.80000,  1.03512114
 7128.00000,  1.06453732
 7128.20000,  1.09045250
 7128.40000,  1.12319790
 7128.60000,  1.14771873
 7128.80000,  1.17773608
 7129.00000,  1.20519713
 7129.20000,  1.22974827
 7129.40000,  1.25154104
 7129.60000,  1.27437450
 7129.80000,  1.29499522
 7130.00000,  1.31065492
 7130.20000,  1.32953270
 7130.40000,  1.34013035
 7130.60000,  1.34921746
 7130.80000,  1.35613224
 7131.00000,  1.35751514
 7131.20000,  1.35757442
 7131.40000,  1.36166010
 7131.60000,  1.35579345
 7131.80000,  1.35831806
 7132.00000,  1.35584126
 7132.20000,  1.35480425
 7132.40000,  1.35269117
 7132.60000,  1.35592809
 7132.80000,  1.35180938
 7133.00000,  1.35135333
 7133.20000,  1.34825511
 7133.40000,  1.34580352
 7133.60000,  1.34071988
 7133.80000,  1.33525733
 7134.00000,  1.32867325
 7134.20000,  1.32042708
 7134.40000,  1.31352977
 7134.60000,  1.30388925
 7134.80000,  1.29485496
 7135.00000,  1.28411311
 7135.20000,  1.27726630
 7135.40000,  1.26383680
 7135.60000,  1.25011430
 7135.80000,  1.24392928
 7136.00000,  1.23267716
 7136.20000,  1.22356200
 7136.40000,  1.21111762
 7136.60000,  1.20332101
 7136.80000,  1.19230631
 7137.00000,  1.18600002
 7137.20000,  1.18064854
 7137.40000,  1.17254879
 7137.60000,  1.16297388
 7137.80000,  1.15715255
 7138.00000,  1.15152825
 7138.20000,  1.14634851
 7138.40000,  1.14290158
 7138.60000,  1.13819166
 7138.80000,  1.13449213
 7139.00000,  1.12952961
 7139.20000,  1.12382444
 7139.40000,  1.11930143
 7139.60000,  1.11677898
 7139.75000,  1.11148844
 7140.37000,  1.10178291
 7141.01000,  1.09260663
 7141.67000,  1.08561156
 7142.34000,  1.07484964
 7143.04000,  1.06974156
 7143.75000,  1.05949248
 7144.49000,  1.05390705
 7145.24000,  1.04503468
 7146.01000,  1.03949535
 7146.80000,  1.03189358
 7147.61000,  1.02328016
 7148.44000,  1.00646113
 7149.29000,  0.98893862
 7150.15000,  0.96052598
 7151.04000,  0.93671125
 7151.95000,  0.91293060
 7152.87000,  0.89501204
 7153.81000,  0.88062854
 7154.77000,  0.86714298
 7155.76000,  0.85826036
 7156.76000,  0.85133465
 7157.77000,  0.84666897
 7158.81000,  0.84504009
 7159.87000,  0.84355639
 7160.95000,  0.84414769
 7162.04000,  0.85002005
 7163.16000,  0.85866649
 7164.29000,  0.86776431
 7165.44000,  0.87905331
 7166.61000,  0.89734292
 7167.81000,  0.90850982
 7169.02000,  0.92017355
 7170.24000,  0.93782557
 7171.49000,  0.95122940
 7172.76000,  0.97338683
 7174.04000,  0.99013535
 7175.35000,  1.00817762
 7176.67000,  1.02722189
 7178.02000,  1.03728425
 7179.38000,  1.04768678
 7180.76000,  1.05271762
 7182.16000,  1.05403381
 7183.58000,  1.05853628
 7185.02000,  1.05853091
 7186.47000,  1.05593555
 7187.95000,  1.05245647
 7189.45000,  1.04831910
 7190.96000,  1.04517354
 7192.49000,  1.04215778
 7194.05000,  1.03410051
 7195.62000,  1.02862637
 7197.21000,  1.02297383
 7198.82000,  1.01717320
 7200.45000,  1.01177006
 7202.10000,  1.00367767
 7203.76000,  0.99730450
 7205.45000,  0.99385664
 7207.15000,  0.99041536
 7208.88000,  0.98537788
 7210.62000,  0.98243341
 7212.38000,  0.97720379
 7214.16000,  0.97642828
 7215.96000,  0.97615120
 7217.78000,  0.97658978
 7219.62000,  0.97820374
 7221.48000,  0.98074550
 7223.35000,  0.98168725
 7225.25000,  0.98335655
 7227.17000,  0.98107851
 7229.10000,  0.98111061
 7231.05000,  0.97869072
 7233.02000,  0.97591032
 7235.01000,  0.97399702
 7237.02000,  0.97445124
 7239.05000,  0.97814188
 7241.10000,  0.97776889
 7243.17000,  0.98319364
 7245.25000,  0.99061523
 7247.36000,  0.99100443
 7249.48000,  0.99642161
 7251.63000,  0.99931774
 7253.79000,  1.00726709
 7255.97000,  1.00837414
 7258.17000,  1.01246490
 7260.39000,  1.01737207
 7262.63000,  1.02003921
 7264.88000,  1.02223774
 7267.16000,  1.02211719
 7269.46000,  1.02440939
 7271.77000,  1.02313105
 7274.10000,  1.02089075
 7276.46000,  1.02281293
 7278.83000,  1.01999753
 7281.22000,  1.01939779
