#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station27_20892_5cm_027_A_fl.avg: GP17_station27_20892_5cm_027_A_fl.avg
#------------------------------------------
# energy, GP17_station27_20892_5cm_027_A_fl.avg
 6830.00000,  6.45935e-4
 6835.00000,  4.34752e-4
 6840.00000,  4.70657e-4
 6845.00000,  3.25208e-4
 6850.00000,  4.56690e-4
 6855.00000,  2.87932e-4
 6860.00000,  5.10652e-4
 6865.00000,  3.30142e-4
 6870.00000,  4.23490e-4
 6875.00000,  2.93841e-4
 6880.00000,  3.05705e-4
 6885.00000,  2.98990e-4
 6890.00000,  2.41219e-4
 6895.00000,  3.36713e-4
 6900.00000,  2.47830e-4
 6905.00000,  1.84744e-4
 6910.00000, -8.64670e-5
 6915.00000,  1.81018e-4
 6920.00000,  1.35486e-4
 6925.00000,  1.13362e-4
 6930.00000, -1.35369e-4
 6935.00000,  2.45423e-5
 6940.00000,  2.61170e-5
 6945.00000,  1.05268e-5
 6950.00000,  1.34181e-5
 6955.00000, -1.99222e-5
 6960.00000, -3.29767e-5
 6965.00000, -7.26563e-5
 6970.00000, -8.76126e-5
 6975.00000, -9.75950e-5
 6980.00000,  1.04497e-4
 6985.00000,  3.54616e-5
 6990.00000, -1.91569e-4
 6995.00000, -2.29542e-4
 7000.00000,  6.47628e-5
 7005.00000,  5.00991e-5
 7010.00000,  9.41959e-5
 7015.00000,  2.15779e-4
 7020.00000, -2.10048e-5
 7025.00000,  5.25943e-5
 7030.00000,  3.21298e-4
 7035.00000,  3.81048e-4
 7040.00000,  3.93790e-4
 7045.00000,  4.28768e-4
 7050.00000,  6.28812e-4
 7055.00000,  8.86739e-4
 7060.00000,  9.61703e-4
 7065.00000,  0.00155566
 7070.00000,  0.00161897
 7075.00000,  0.00219455
 7080.00000,  0.00262920
 7085.00000,  0.00317844
 7090.00000,  0.00431021
 7095.00000,  0.00544750
 7095.20000,  0.00561889
 7095.40000,  0.00561423
 7095.60000,  0.00577718
 7095.80000,  0.00572050
 7096.00000,  0.00597697
 7096.20000,  0.00585553
 7096.40000,  0.00584761
 7096.60000,  0.00576059
 7096.80000,  0.00591545
 7097.00000,  0.00623152
 7097.20000,  0.00612841
 7097.40000,  0.00634748
 7097.60000,  0.00624067
 7097.80000,  0.00615336
 7098.00000,  0.00663235
 7098.20000,  0.00640138
 7098.40000,  0.00656774
 7098.60000,  0.00673781
 7098.80000,  0.00688130
 7099.00000,  0.00701860
 7099.20000,  0.00705296
 7099.40000,  0.00729261
 7099.60000,  0.00752412
 7099.80000,  0.00737040
 7100.00000,  0.00755227
 7100.20000,  0.00739030
 7100.40000,  0.00769681
 7100.60000,  0.00772273
 7100.80000,  0.00777450
 7101.00000,  0.00803912
 7101.20000,  0.00821343
 7101.40000,  0.00827197
 7101.60000,  0.00843063
 7101.80000,  0.00845392
 7102.00000,  0.00874078
 7102.20000,  0.00884379
 7102.40000,  0.00888288
 7102.60000,  0.00896025
 7102.80000,  0.00909150
 7103.00000,  0.00917594
 7103.20000,  0.00930519
 7103.40000,  0.00959878
 7103.60000,  0.00951406
 7103.80000,  0.00969817
 7104.00000,  0.00988925
 7104.20000,  0.01012003
 7104.40000,  0.01048501
 7104.60000,  0.01028091
 7104.80000,  0.01051720
 7105.00000,  0.01090914
 7105.20000,  0.01083734
 7105.40000,  0.01084376
 7105.60000,  0.01101119
 7105.80000,  0.01139377
 7106.00000,  0.01165610
 7106.20000,  0.01153037
 7106.40000,  0.01186126
 7106.60000,  0.01196881
 7106.80000,  0.01238051
 7107.00000,  0.01270086
 7107.20000,  0.01273527
 7107.40000,  0.01314316
 7107.60000,  0.01323262
 7107.80000,  0.01350607
 7108.00000,  0.01380721
 7108.20000,  0.01439538
 7108.40000,  0.01454546
 7108.60000,  0.01474669
 7108.80000,  0.01494489
 7109.00000,  0.01536946
 7109.20000,  0.01584796
 7109.40000,  0.01597867
 7109.60000,  0.01650116
 7109.80000,  0.01708986
 7110.00000,  0.01728178
 7110.20000,  0.01793388
 7110.40000,  0.01863313
 7110.60000,  0.01927577
 7110.80000,  0.02005129
 7111.00000,  0.02115465
 7111.20000,  0.02211328
 7111.40000,  0.02346568
 7111.60000,  0.02476990
 7111.80000,  0.02708720
 7112.00000,  0.02945959
 7112.20000,  0.03138867
 7112.40000,  0.03381671
 7112.60000,  0.03593860
 7112.80000,  0.03836610
 7113.00000,  0.04088786
 7113.20000,  0.04407183
 7113.40000,  0.04785511
 7113.60000,  0.05205777
 7113.80000,  0.05682901
 7114.00000,  0.05959117
 7114.20000,  0.06203149
 7114.40000,  0.06405781
 7114.60000,  0.06531268
 7114.80000,  0.06593362
 7115.00000,  0.06649897
 7115.20000,  0.06677759
 7115.40000,  0.06586002
 7115.60000,  0.06438167
 7115.80000,  0.06250541
 7116.00000,  0.06117335
 7116.20000,  0.05908155
 7116.40000,  0.05844438
 7116.60000,  0.05895609
 7116.80000,  0.05989107
 7117.00000,  0.06173501
 7117.20000,  0.06359845
 7117.40000,  0.06664589
 7117.60000,  0.07014585
 7117.80000,  0.07393986
