#saved Fri Feb 13 20:33:51 2026
#saving x array=energy, y array=flat
#GP17_station27_20892_7cm_028_A_fl.avg: GP17_station27_20892_7cm_028_A_fl.avg
#------------------------------------------
# energy, GP17_station27_20892_7cm_028_A_fl.avg
 6830.00000,  5.85300e-4
 6835.00000,  6.01345e-4
 6840.00000,  4.26466e-4
 6845.00000,  2.87259e-4
 6850.00000,  5.76270e-4
 6855.00000,  3.50507e-4
 6860.00000,  4.86279e-4
 6865.00000,  4.14492e-4
 6870.00000,  5.33531e-4
 6875.00000,  2.22242e-4
 6880.00000,  1.19983e-4
 6885.00000,  1.77687e-4
 6890.00000,  1.71554e-4
 6895.00000,  9.43200e-5
 6900.00000,  4.25037e-5
 6905.00000, -1.60350e-5
 6910.00000,  1.92407e-4
 6915.00000,  1.01385e-4
 6920.00000,  2.45351e-4
 6925.00000,  1.26507e-4
 6930.00000,  1.21289e-5
 6935.00000, -1.22907e-4
 6940.00000, -1.03673e-4
 6945.00000,  5.35672e-6
 6950.00000, -2.08777e-4
 6955.00000, -7.23188e-5
 6960.00000,  2.46398e-5
 6965.00000, -3.70393e-5
 6970.00000,  8.85261e-5
 6975.00000, -7.20628e-6
 6980.00000, -1.59122e-4
 6985.00000,  1.28621e-5
 6990.00000, -1.31055e-4
 6995.00000,  4.10268e-5
 7000.00000,  1.91323e-4
 7005.00000,  2.96915e-5
 7010.00000,  1.43480e-4
 7015.00000, -8.39510e-5
 7020.00000,  5.15663e-6
 7025.00000,  1.61782e-4
 7030.00000,  2.19486e-4
 7035.00000,  3.10704e-4
 7040.00000,  4.34503e-4
 7045.00000,  3.97014e-4
 7050.00000,  7.11345e-4
 7055.00000,  9.58452e-4
 7060.00000,  8.57126e-4
 7065.00000,  0.00127156
 7070.00000,  0.00145983
 7075.00000,  0.00224821
 7080.00000,  0.00257186
 7085.00000,  0.00341883
 7090.00000,  0.00425657
 7095.00000,  0.00553323
 7095.20000,  0.00553983
 7095.40000,  0.00544677
 7095.60000,  0.00539871
 7095.80000,  0.00552169
 7096.00000,  0.00585774
 7096.20000,  0.00578092
 7096.40000,  0.00585332
 7096.60000,  0.00620560
 7096.80000,  0.00592309
 7097.00000,  0.00625168
 7097.20000,  0.00610067
 7097.40000,  0.00611247
 7097.60000,  0.00630028
 7097.80000,  0.00645673
 7098.00000,  0.00648462
 7098.20000,  0.00644387
 7098.40000,  0.00663040
 7098.60000,  0.00680295
 7098.80000,  0.00680214
 7099.00000,  0.00701546
 7099.20000,  0.00718021
 7099.40000,  0.00715275
 7099.60000,  0.00728767
 7099.80000,  0.00741355
 7100.00000,  0.00761730
 7100.20000,  0.00753990
 7100.40000,  0.00784400
 7100.60000,  0.00793347
 7100.80000,  0.00791554
 7101.00000,  0.00800163
 7101.20000,  0.00803374
 7101.40000,  0.00840786
 7101.60000,  0.00835420
 7101.80000,  0.00852901
 7102.00000,  0.00864223
 7102.20000,  0.00884226
 7102.40000,  0.00892957
 7102.60000,  0.00888455
 7102.80000,  0.00896873
 7103.00000,  0.00900177
 7103.20000,  0.00930955
 7103.40000,  0.00929044
 7103.60000,  0.00951240
 7103.80000,  0.00973524
 7104.00000,  0.00976019
 7104.20000,  0.01004496
 7104.40000,  0.01039773
 7104.60000,  0.01039908
 7104.80000,  0.01050671
 7105.00000,  0.01052828
 7105.20000,  0.01098473
 7105.40000,  0.01104325
 7105.60000,  0.01141089
 7105.80000,  0.01131032
 7106.00000,  0.01153356
 7106.20000,  0.01161248
 7106.40000,  0.01196030
 7106.60000,  0.01217549
 7106.80000,  0.01225481
 7107.00000,  0.01261062
 7107.20000,  0.01273906
 7107.40000,  0.01282505
 7107.60000,  0.01300653
 7107.80000,  0.01377947
 7108.00000,  0.01402356
 7108.20000,  0.01413743
 7108.40000,  0.01403264
 7108.60000,  0.01453041
 7108.80000,  0.01513726
 7109.00000,  0.01533081
 7109.20000,  0.01592240
 7109.40000,  0.01580260
 7109.60000,  0.01659620
 7109.80000,  0.01719824
 7110.00000,  0.01742619
 7110.20000,  0.01810066
 7110.40000,  0.01837949
 7110.60000,  0.01955249
 7110.80000,  0.02028907
 7111.00000,  0.02098155
 7111.20000,  0.02175857
 7111.40000,  0.02343869
 7111.60000,  0.02501282
 7111.80000,  0.02684000
 7112.00000,  0.02887100
 7112.20000,  0.03124156
 7112.40000,  0.03366178
 7112.60000,  0.03574715
 7112.80000,  0.03818297
 7113.00000,  0.04117336
 7113.20000,  0.04482568
 7113.40000,  0.04836073
 7113.60000,  0.05260775
 7113.80000,  0.05667862
 7114.00000,  0.06009493
 7114.20000,  0.06281495
 7114.40000,  0.06487697
 7114.60000,  0.06584378
 7114.80000,  0.06668596
 7115.00000,  0.06734561
 7115.20000,  0.06757738
 7115.40000,  0.06692593
 7115.60000,  0.06478672
 7115.80000,  0.06324566
 7116.00000,  0.06064718
 7116.20000,  0.05962133
 7116.40000,  0.05938009
 7116.60000,  0.05922618
 7116.80000,  0.06022146
 7117.00000,  0.06186591
 7117.20000,  0.06426012
 7117.40000,  0.06692469
 7117.60000,  0.07038957
 7117.80000,  0.07528577
 7118.00000,  0.07964516
 7118.20000,  0.08596826
 7118.40000,  0.09114170
 7118.60000,  0.09870230
 7118.80000,  0.10722219
 7119.00000,  0.11578330
 7119.20000,  0.12433361
 7119.40000,  0.13542271
 7119.60000,  0.14604664
 7119.80000,  0.15939975
 7120.00000,  0.17304776
 7120.20000,  0.18855153
 7120.40000,  0.20702785
 7120.60000,  0.22612685
 7120.80000,  0.24545304
 7121.00000,  0.26712959
 7121.20000,  0.28871635
 7121.40000,  0.31013530
 7121.60000,  0.33031232
 7121.80000,  0.34858698
 7122.00000,  0.36940582
 7122.20000,  0.38695377
 7122.40000,  0.40557043
 7122.60000,  0.42357128
 7122.80000,  0.44374586
 7123.00000,  0.46368392
 7123.20000,  0.48707639
 7123.40000,  0.51020733
 7123.60000,  0.53840701
 7123.80000,  0.56586086
 7124.00000,  0.59430098
 7124.20000,  0.62442414
 7124.40000,  0.65442953
 7124.60000,  0.68598286
 7124.80000,  0.71703077
 7125.00000,  0.74443780
 7125.20000,  0.77032862
 7125.40000,  0.79674935
 7125.60000,  0.81987270
 7125.80000,  0.84161230
 7126.00000,  0.86249320
 7126.20000,  0.88036621
 7126.40000,  0.89926473
 7126.60000,  0.91685312
 7126.80000,  0.93494689
 7127.00000,  0.95546954
 7127.20000,  0.97426497
 7127.40000,  0.99640193
 7127.60000,  1.01835733
 7127.80000,  1.04156396
 7128.00000,  1.06515331
 7128.20000,  1.08835501
 7128.40000,  1.11306309
 7128.60000,  1.13670147
 7128.80000,  1.16139481
 7129.00000,  1.18092125
 7129.20000,  1.20419159
 7129.40000,  1.22334018
 7129.60000,  1.24443677
 7129.80000,  1.26056764
 7130.00000,  1.27774365
 7130.20000,  1.29016985
 7130.40000,  1.30013772
 7130.60000,  1.30797110
 7130.80000,  1.31814994
 7131.00000,  1.32051219
 7131.20000,  1.32186854
 7131.40000,  1.32247903
 7131.60000,  1.32043493
 7131.80000,  1.32419067
 7132.00000,  1.32231337
 7132.20000,  1.32276190
 7132.40000,  1.32308774
 7132.60000,  1.32592586
 7132.80000,  1.32242926
 7133.00000,  1.32323103
 7133.20000,  1.32352738
 7133.40000,  1.32005038
 7133.60000,  1.31559199
 7133.80000,  1.31137403
 7134.00000,  1.30274973
 7134.20000,  1.29584772
 7134.40000,  1.28796923
 7134.60000,  1.27655782
 7134.80000,  1.26731031
 7135.00000,  1.25698819
 7135.20000,  1.24719600
 7135.40000,  1.23453330
 7135.60000,  1.22090395
 7135.80000,  1.21359948
 7136.00000,  1.20353246
 7136.20000,  1.19145853
 7136.40000,  1.18291260
 7136.60000,  1.17237449
 7136.80000,  1.16536928
 7137.00000,  1.15613145
 7137.20000,  1.14677584
 7137.40000,  1.14164991
 7137.60000,  1.13519912
 7137.80000,  1.13115757
 7138.00000,  1.12341136
 7138.20000,  1.11972308
 7138.40000,  1.11224672
 7138.60000,  1.11023655
 7138.80000,  1.10410463
 7139.00000,  1.10114742
 7139.20000,  1.09745908
 7139.40000,  1.09218582
 7139.60000,  1.09024429
 7139.75000,  1.08735901
 7140.37000,  1.07694609
 7141.01000,  1.06674862
 7141.67000,  1.06254681
 7142.34000,  1.05590356
