spectrum,cluster,r_factor,r_factor_w,chi_sq,weight_sum,n_refs,Biotite,Mackinawite (aged),Siderite-s,Hornblende,Augite,Mackinawite,Siderite-n,Vivianite,6L-Fhy,Ferrosmectite,Maghemite,Pyrrhotite,2L-Fhy,Ilmenite,Jarosite,Green Rust - Carbonate,Green Rust - Sulfate,Hematite,Nontronite,Lepidocrocite,Pyrite,Hematite on sand,2L-Fhy on sand,FeS,Schwertmannite,Goethite
FeXANES_GT5_Fe_Flaky1_9.001,1,0.0100,0.0109,0.0001,1.0317,3,0.1208,0.1732,0.0000,0.7060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray1_Fe_1.001,1,0.0095,0.0103,0.0001,1.0044,3,0.0842,0.0000,0.5148,0.4010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray1_Fe_2.001,1,0.0128,0.0146,0.0002,1.0121,3,0.4212,0.0000,0.0000,0.0000,0.0000,0.2022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray1_Fe_3.001,4,0.0119,0.0134,0.0002,1.0036,3,0.0000,0.0000,0.6193,0.2303,0.0000,0.1504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray1_Fe_4.001,1,0.0089,0.0102,0.0001,1.0132,3,0.0000,0.3432,0.0000,0.4479,0.0000,0.0000,0.0000,0.2089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray1_Fe_5.001,1,0.0129,0.0133,0.0002,1.0175,3,0.4484,0.3790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray1_Fe_6.001,1,0.0173,0.0175,0.0003,1.0289,3,0.4221,0.3747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray1_Fe_7.001,1,0.0129,0.0131,0.0002,1.0218,3,0.3065,0.2554,0.0000,0.0000,0.4381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray1_Fe_8.001,2,0.0097,0.0104,0.0001,1.0017,3,0.0000,0.0000,0.0000,0.3634,0.3386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_1.001,5,0.0218,0.0233,0.0004,1.0238,3,0.0000,0.4390,0.0000,0.0000,0.3987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_10.001,5,0.0129,0.0150,0.0002,1.0246,3,0.1598,0.1996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_11.001,5,0.0146,0.0170,0.0002,1.0060,3,0.0000,0.1456,0.1060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_2.001,5,0.0125,0.0136,0.0001,1.0196,3,0.1366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3660,0.4974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_3.001,2,0.0107,0.0118,0.0001,1.0438,3,0.0000,0.1193,0.0000,0.0000,0.3464,0.0000,0.0000,0.0000,0.5343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_4.001,2,0.0110,0.0123,0.0001,0.9781,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1006,0.0000,0.0000,0.0000,0.0000,0.0000,0.4569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4425
FeXANES_GT5_concentric_gray3_Fe_5.001,4,0.0151,0.0193,0.0003,1.0199,2,0.0000,0.0000,0.7252,0.0000,0.0000,0.2748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_6.001,4,0.0137,0.0175,0.0003,1.0185,3,0.0000,0.0860,0.7372,0.0000,0.0000,0.1768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_7.001,4,0.0150,0.0190,0.0003,1.0228,2,0.0000,0.0000,0.7497,0.0000,0.0000,0.2503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_8.001,1,0.0173,0.0184,0.0003,1.0312,3,0.0000,0.3632,0.0000,0.1606,0.0000,0.0000,0.0000,0.4762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_concentric_gray3_Fe_9.001,1,0.0159,0.0174,0.0002,1.0281,3,0.0000,0.4899,0.0000,0.1817,0.0000,0.0000,0.0000,0.3284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_1.001,2,0.0111,0.0119,0.0001,1.0268,3,0.0000,0.0000,0.0000,0.4513,0.0000,0.0000,0.0000,0.0000,0.3149,0.2338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_10.001,1,0.0146,0.0148,0.0003,1.0398,3,0.0000,0.0000,0.0000,0.4771,0.4354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_11.001,2,0.0129,0.0135,0.0002,1.0385,3,0.0000,0.0000,0.0000,0.6352,0.0000,0.0000,0.0000,0.0000,0.2806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_12.001,2,0.0103,0.0113,0.0001,1.0222,3,0.1071,0.0000,0.0000,0.0000,0.3161,0.0000,0.0000,0.0000,0.0000,0.5767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_13.001,2,0.0085,0.0095,0.0001,1.0204,3,0.1887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1117,0.0000,0.6995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_14.001,2,0.0096,0.0105,0.0001,1.0223,3,0.0611,0.0000,0.0000,0.0000,0.4091,0.0000,0.0000,0.0000,0.0000,0.5298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_15.001,2,0.0099,0.0106,0.0001,1.0390,3,0.1333,0.0000,0.0000,0.4566,0.0000,0.0000,0.0000,0.0000,0.0000,0.4101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_16.001,2,0.0095,0.0103,0.0001,1.0115,3,0.0000,0.0000,0.0000,0.5743,0.0000,0.0000,0.0000,0.0000,0.2487,0.1770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_17.001,1,0.0207,0.0223,0.0004,1.0173,3,0.0000,0.0000,0.0000,0.2123,0.0000,0.0000,0.0000,0.4649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3228,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_18.001,1,0.0185,0.0203,0.0004,1.0162,3,0.2328,0.4748,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_2.001,1,0.0215,0.0219,0.0005,1.0512,3,0.2055,0.0000,0.0000,0.0000,0.7311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0634,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_3.001,2,0.0103,0.0113,0.0001,1.0050,3,0.0000,0.0000,0.0000,0.1958,0.0000,0.0000,0.0000,0.0000,0.7197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0845,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_4.001,1,0.0099,0.0111,0.0001,1.0109,3,0.0000,0.4224,0.0000,0.4774,0.0000,0.0000,0.1003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_5.001,2,0.0118,0.0122,0.0001,0.9893,2,0.0000,0.0000,0.0000,0.5413,0.0000,0.0000,0.0000,0.0000,0.4587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_6.001,1,0.0067,0.0071,0.0000,1.0152,3,0.0793,0.0902,0.0000,0.0000,0.8305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_7.001,1,0.0085,0.0089,0.0001,1.0316,3,0.1979,0.0000,0.0000,0.0000,0.5505,0.0000,0.0000,0.0000,0.2516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_FeXRD_8.001,1,0.0108,0.0114,0.0001,1.0183,3,0.2589,0.0000,0.0000,0.0000,0.6476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0936,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_1.001,1,0.0113,0.0129,0.0001,1.0269,3,0.0000,0.1303,0.6381,0.0000,0.2317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_10.001,2,0.0070,0.0082,0.0000,1.0142,3,0.1191,0.0000,0.0000,0.0000,0.4344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_11.001,4,0.0151,0.0181,0.0003,1.0336,3,0.0000,0.0000,0.5842,0.0000,0.1592,0.2566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_12.001,4,0.0129,0.0161,0.0002,1.0243,3,0.0000,0.3271,0.5492,0.1237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_13.001,4,0.0170,0.0203,0.0003,1.0185,2,0.0000,0.0000,0.7052,0.0000,0.0000,0.2948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_14.001,4,0.0181,0.0225,0.0005,1.0499,3,0.2195,0.6895,0.0000,0.0000,0.0000,0.0000,0.0910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_15.001,4,0.0143,0.0177,0.0003,1.0120,2,0.0000,0.0000,0.6960,0.0000,0.0000,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_16.001,4,0.0137,0.0176,0.0003,1.0289,3,0.1228,0.5569,0.3202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_167.001,4,0.0128,0.0156,0.0002,1.0347,3,0.0000,0.2150,0.7257,0.0000,0.0000,0.0593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_18.001,4,0.0113,0.0139,0.0001,1.0129,3,0.0000,0.1745,0.6787,0.0000,0.0000,0.1468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_19.001,5,0.0118,0.0135,0.0001,1.0044,3,0.0000,0.1646,0.4011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_2.001,5,0.0119,0.0133,0.0001,1.0336,3,0.1335,0.0000,0.3175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_20.001,3,0.0120,0.0128,0.0001,1.0249,3,0.0000,0.0621,0.0000,0.0000,0.0000,0.0000,0.0000,0.4254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_21.001,5,0.0124,0.0149,0.0002,1.0517,3,0.2351,0.3432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_23.001,2,0.0102,0.0110,0.0001,1.0384,3,0.1480,0.0000,0.0000,0.0000,0.3557,0.0000,0.0000,0.0000,0.0000,0.4963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_24.001,2,0.0090,0.0101,0.0001,1.0206,3,0.0897,0.0000,0.0000,0.0000,0.4006,0.0000,0.0000,0.0000,0.5097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_25.001,2,0.0120,0.0128,0.0001,1.0261,3,0.0000,0.0000,0.0000,0.3223,0.0000,0.0000,0.0000,0.0000,0.0000,0.6089,0.0000,0.0000,0.0000,0.0000,0.0688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_26.001,2,0.0109,0.0122,0.0001,1.0085,3,0.0000,0.0000,0.0000,0.0000,0.3017,0.0000,0.0000,0.0000,0.0000,0.2029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_27.001,2,0.0112,0.0121,0.0001,1.0292,3,0.0000,0.0000,0.0000,0.3316,0.0000,0.0000,0.0000,0.0000,0.1628,0.5056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_28.001,2,0.0082,0.0094,0.0001,1.0123,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1546,0.0000,0.0000,0.0000,0.0000,0.5372,0.0000,0.0000,0.0000,0.0000,0.0000,0.3083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_29.001,4,0.0261,0.0286,0.0007,1.0527,3,0.3213,0.2548,0.0000,0.0000,0.0000,0.4239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_3.001,2,0.0079,0.0089,0.0001,0.9736,3,0.0000,0.0000,0.0000,0.0000,0.2653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3334,0.4013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_30.001,1,0.0184,0.0196,0.0003,1.0184,3,0.3053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3899,0.3048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_31.001,1,0.0092,0.0097,0.0001,1.0139,3,0.3725,0.0000,0.0000,0.0000,0.4586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1689,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_32.001,1,0.0097,0.0103,0.0001,1.0243,3,0.1128,0.2950,0.0000,0.0000,0.5922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_4.001,2,0.0136,0.0150,0.0002,1.0386,3,0.0000,0.0000,0.0000,0.3016,0.0000,0.0000,0.0000,0.0000,0.0000,0.5826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1157,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_5.001,1,0.0241,0.0255,0.0007,1.0287,3,0.3207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1040,0.0000,0.0000,0.0000,0.5753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_6.001,1,0.0215,0.0237,0.0006,1.0506,3,0.3774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4586,0.0000,0.1641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_7.001,5,0.0087,0.0101,0.0001,1.0285,3,0.0000,0.2206,0.0000,0.2876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_8.001,5,0.0100,0.0108,0.0001,1.0219,3,0.0000,0.1298,0.0000,0.0000,0.4852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky2_Fe_9.001,2,0.0108,0.0119,0.0001,1.0254,3,0.0000,0.0000,0.0000,0.0000,0.4676,0.0000,0.0000,0.0000,0.2792,0.0000,0.0000,0.0000,0.2532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky_nodule_Fe.001,4,0.0464,0.0542,0.0021,1.0178,3,0.0811,0.0000,0.0000,0.0000,0.0000,0.7548,0.0000,0.0000,0.0000,0.0000,0.1641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky_nodule_Fe_10.001,5,0.0133,0.0141,0.0002,1.0242,3,0.2692,0.1978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky_nodule_Fe_2.001,4,0.0354,0.0413,0.0011,1.0012,3,0.1539,0.0000,0.0000,0.0000,0.0000,0.5306,0.0000,0.0000,0.0000,0.0000,0.3156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky_nodule_Fe_3.001,4,0.0447,0.0511,0.0018,1.0083,3,0.1366,0.0000,0.0000,0.0000,0.0000,0.5711,0.0000,0.0000,0.0000,0.0000,0.2923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky_nodule_Fe_4.001,4,0.0426,0.0498,0.0018,1.0074,3,0.1286,0.0000,0.0000,0.0000,0.0000,0.6635,0.0000,0.0000,0.0000,0.0000,0.2078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky_nodule_Fe_5.001,4,0.0403,0.0461,0.0014,0.9969,3,0.1358,0.0000,0.0000,0.0000,0.0000,0.4956,0.0000,0.0000,0.0000,0.0000,0.3686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky_nodule_Fe_6.001,4,0.0369,0.0428,0.0012,1.0105,3,0.1663,0.0000,0.0000,0.0000,0.0000,0.5223,0.0000,0.0000,0.0000,0.0000,0.3114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky_nodule_Fe_7.001,5,0.0139,0.0159,0.0002,1.0001,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1887,0.0000,0.0000,0.1136,0.0000,0.0000,0.6977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
FeXANES_GT5_flaky_nodule_Fe_8.001,2,0.0142,0.0154,0.0002,0.9976,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1622,0.0000,0.0000,0.0000,0.0000,0.0000,0.4026,0.0000,0.0000,0.0000,0.0000,0.4352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
