#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Green Rust - Sulfate: Green Rust - Sulfate
#------------------------------------------
# energy, Green Rust - Sulfate
 7130.50000,  1.16365697
 7130.75000,  1.15241549
 7131.00000,  1.14336069
 7131.25000,  1.13245236
 7131.50000,  1.12316002
 7131.75000,  1.11347700
 7132.00000,  1.10535278
 7132.25000,  1.09659330
 7132.50000,  1.08870042
 7132.75000,  1.08119560
 7133.00000,  1.07412862
 7133.25000,  1.06729942
 7133.50000,  1.06108866
 7133.75000,  1.05535715
 7134.00000,  1.05039724
 7134.25000,  1.04554201
 7134.50000,  1.04060573
 7134.75000,  1.03689021
 7135.00000,  1.03374873
 7135.25000,  1.03034954
 7135.50000,  1.02817792
 7135.75000,  1.02569618
 7136.00000,  1.02388338
 7136.25000,  1.02191134
 7136.50000,  1.02053518
 7136.75000,  1.01944418
 7137.00000,  1.01850335
 7137.25000,  1.01830308
 7137.50000,  1.01792148
 7137.75000,  1.01821861
 7138.00000,  1.01743952
 7138.25000,  1.01755449
 7138.50000,  1.01801205
 7138.75000,  1.01773060
 7139.00000,  1.01806007
 7139.25000,  1.01805293
 7139.50000,  1.01829992
 7139.75000,  1.01782152
 7140.00000,  1.01760549
 7140.25000,  1.01719966
 7140.50000,  1.01582231
 7140.75000,  1.01482311
 7141.00000,  1.01349362
 7141.25000,  1.01096676
 7141.50000,  1.00822755
 7141.75000,  1.00673489
 7142.00000,  1.00374524
 7142.25000,  1.00072552
 7142.50000,  0.99714393
 7142.75000,  0.99396629
 7143.00000,  0.99120881
 7143.25000,  0.98763284
 7143.50000,  0.98420774
 7143.75000,  0.98101721
 7144.00000,  0.97727627
 7144.25000,  0.97397394
 7144.50000,  0.96990940
 7144.75000,  0.96681268
 7145.00000,  0.96317213
 7145.25000,  0.95953671
 7145.50000,  0.95565832
 7145.75000,  0.95201180
 7146.00000,  0.94860610
 7146.25000,  0.94501718
 7146.50000,  0.94159226
 7146.75000,  0.93876669
 7147.00000,  0.93504395
 7147.25000,  0.93238322
 7147.50000,  0.92929743
 7147.75000,  0.92741438
 7148.00000,  0.92408030
 7148.25000,  0.92144255
 7148.50000,  0.91966657
 7148.75000,  0.91741312
 7149.00000,  0.91466436
 7149.25000,  0.91276740
 7149.50000,  0.91083600
 7149.75000,  0.90893833
 7150.00000,  0.90762633
 7150.25000,  0.90624504
 7150.50000,  0.90471680
 7150.75000,  0.90347881
 7151.00000,  0.90227167
 7151.25000,  0.90118551
 7151.50000,  0.90044970
 7151.75000,  0.89985640
 7152.00000,  0.89933545
 7152.25000,  0.89858811
 7152.50000,  0.89804621
 7152.75000,  0.89831367
 7153.00000,  0.89789197
 7153.25000,  0.89809115
 7153.50000,  0.89844957
 7153.75000,  0.89863980
 7154.00000,  0.89918718
 7154.25000,  0.89952077
 7154.50000,  0.90003610
 7154.75000,  0.90064018
 7155.00000,  0.90148066
 7155.25000,  0.90310813
 7155.50000,  0.90382591
 7155.75000,  0.90518253
 7156.00000,  0.90668545
 7156.25000,  0.90857678
 7156.50000,  0.91018539
 7156.75000,  0.91178469
 7157.00000,  0.91368497
 7157.25000,  0.91548982
 7157.50000,  0.91729741
 7157.75000,  0.91933539
 7158.00000,  0.92154602
 7158.25000,  0.92405162
 7158.50000,  0.92562137
 7158.75000,  0.92811175
 7159.00000,  0.93032949
 7159.25000,  0.93247907
 7159.50000,  0.93514724
 7159.75000,  0.93708954
 7160.00000,  0.93933079
 7161.09473,  0.95118180
 7162.20947,  0.96367795
 7163.34326,  0.97604384
 7164.49707,  0.98854261
 7165.67041,  1.00082052
 7166.86377,  1.01297944
 7168.07617,  1.02530742
 7169.30859,  1.03702844
 7170.56006,  1.04792933
 7171.83154,  1.05581109
 7173.12305,  1.05977465
 7174.43359,  1.06076016
 7175.76367,  1.05964663
 7177.11377,  1.05519526
 7178.48340,  1.05024616
 7179.87256,  1.04492789
 7181.28174,  1.03973174
 7182.70996,  1.03561556
 7184.15820,  1.03166626
 7185.62598,  1.02811926
 7187.11328,  1.02508091
 7188.62012,  1.02286526
 7190.14648,  1.02138925
 7191.69287,  1.02056929
 7193.25879,  1.02067780
 7194.84424,  1.02153142
 7196.44922,  1.02217606
 7198.07373,  1.02279364
 7199.71826,  1.02323755
 7201.38184,  1.02313946
 7203.06543,  1.02319239
 7204.76855,  1.02293272
 7206.49170,  1.02285558
 7208.23389,  1.02323578
 7209.99609,  1.02411782
 7211.77783,  1.02444339
 7213.57910,  1.02411069
 7215.39990,  1.02323119
 7217.24023,  1.02089784
 7219.10059,  1.01809944
 7220.98047,  1.01512167
 7222.87988,  1.01236822
 7224.79883,  1.01110915
 7226.73730,  1.01176989
 7228.69580,  1.01483792
 7230.67334,  1.01975953
 7232.67090,  1.02590132
 7234.68799,  1.03317127
 7236.72510,  1.04012957
 7238.78125,  1.04652415
 7240.85742,  1.05215766
 7242.95312,  1.05661615
 7245.06836,  1.06009514
 7247.20312,  1.06329198
 7249.35742,  1.06598775
 7251.53174,  1.06969947
 7253.72559,  1.07090283
 7255.93896,  1.07345723
 7258.17188,  1.07585206
 7260.42432,  1.07565844
 7262.69678,  1.07325082
 7264.98828,  1.07268293
 7267.29980,  1.06997457
 7269.63086,  1.06645013
 7271.98193,  1.06286923
 7274.35205,  1.06012957
 7276.74219,  1.05839176
 7279.15186,  1.05745864
 7281.58105,  1.05797860
 7284.02979,  1.05961216
 7286.49805,  1.06130496
 7288.98633,  1.06338716
 7291.49414,  1.06512094
 7294.02148,  1.06691719
 7296.56836,  1.06910726
 7299.13477,  1.07148273
 7301.72119,  1.07348341
 7304.32666,  1.07587494
 7306.95215,  1.07852635
 7309.59717,  1.08094979
 7312.26221,  1.08261814
 7314.94629,  1.08483334
 7317.65039,  1.08631410
 7320.37354,  1.08647996
 7323.11670,  1.08581683
 7325.87988,  1.08440516
 7328.66211,  1.08340559
 7331.46436,  1.08377267
 7334.28564,  1.08540389
 7337.12695,  1.08777497
 7339.98828,  1.08956330
 7342.86865,  1.09095133
 7345.76855,  1.09264293
 7348.68848,  1.09407660
 7351.62793,  1.09597941
 7354.58691,  1.09807204
 7357.56543,  1.10061687
 7360.56396,  1.10376845
 7363.58154,  1.10595261
 7366.61914,  1.10879306
 7369.67627,  1.11154616
 7372.75293,  1.11398214
 7375.84961,  1.11621473
 7378.96533,  1.11771672
 7382.10107,  1.11800596
 7385.25635,  1.11758666
 7388.43115,  1.11636000
 7391.62598,  1.11538438
 7394.83984,  1.11408913
 7398.07373,  1.11399032
 7401.32715,  1.11545835
 7404.60010,  1.11700615
 7407.89258,  1.11879486
 7411.20459,  1.12021582
 7414.53662,  1.12118309
 7417.88818,  1.12252950
 7421.25928,  1.12418797
 7424.64990,  1.12664383
 7428.06006,  1.12895481
 7431.49023,  1.13165686
 7434.93994,  1.13496591
 7438.40918,  1.13786270
 7441.89795,  1.14105388
 7445.40625,  1.14380081
 7448.93457,  1.14692937
 7452.48193,  1.14843696
 7456.04932,  1.14894380
 7459.63623,  1.14941009
 7463.24316,  1.14992927
 7466.86914,  1.15031110
 7470.51514,  1.15107707
 7474.18018,  1.15183867
 7477.86523,  1.15387142
 7481.57031,  1.15635838
 7485.29443,  1.15817717
 7489.03857,  1.16050400
 7492.80176,  1.16224860
 7496.58496,  1.16313639
 7500.38770,  1.16453858
 7504.21045,  1.16671212
 7508.05225,  1.16874474
 7511.91406,  1.17062267
 7515.79541,  1.17326542
 7519.69629,  1.17656316
 7523.61670,  1.17952599
 7527.55713,  1.18195455
 7531.51660,  1.18375014
 7535.49609,  1.18542520
 7539.49512,  1.18711246
 7543.51367,  1.18799927
 7547.55176,  1.18934448
 7551.60986,  1.19104053
 7555.68750,  1.19290181
 7559.78467,  1.19454265
 7563.90137,  1.19615964
 7568.03760,  1.19793471
 7572.19385,  1.20005655
 7576.36914,  1.20238602
 7580.56445,  1.20473699
 7584.77930,  1.20696253
 7589.01367,  1.20912854
 7593.26807,  1.21228328
 7597.54199,  1.21495079
 7601.83496,  1.21787546
 7606.14795,  1.22071648
 7610.48047,  1.22297847
 7614.83301,  1.22583863
 7619.20459,  1.22792067
 7623.59619,  1.23096770
 7628.00732,  1.22822737
 7632.43799,  1.23380563
 7636.88818,  1.23457856
 7641.35840,  1.23671719
 7645.84814,  1.23930324
 7650.35742,  1.24098594
 7654.88623,  1.24338667
 7659.43457,  1.24527236
 7664.00244,  1.24815706
 7668.59033,  1.25007454
 7673.19775,  1.25291619
 7677.82471,  1.25508883
 7682.47119,  1.25753531
 7687.13721,  1.26046372
 7691.82324,  1.26362335
 7696.52832,  1.26579753
 7701.25342,  1.26837674
 7705.99805,  1.27176027
 7710.76270,  1.27261945
 7715.54639,  1.27580382
 7720.35010,  1.27802241
 7725.17334,  1.28066717
 7730.01611,  1.28292664
 7734.87842,  1.28582272
 7739.76025,  1.28809848
 7744.66211,  1.29037617
 7749.58350,  1.29256603
 7754.52441,  1.29533354
 7759.48486,  1.29812185
 7764.46484,  1.30065988
 7769.46484,  1.30310935
 7774.48438,  1.30589320
 7779.52344,  1.30856177
 7784.58203,  1.31191219
 7789.66016,  1.31488377
 7794.75781,  1.31718836
 7799.87549,  1.31997306
 7805.01270,  1.32281234
 7810.16943,  1.32557060
 7815.34570,  1.32794262
 7820.54199,  1.33056627
 7825.75732,  1.33330528
 7830.99268,  1.33700641
 7836.24756,  1.34033668
 7841.52197,  1.34298135
 7846.81592,  1.34604228
 7852.12988,  1.34921459
 7857.46338,  1.35093292
 7862.81641,  1.35455065
 7868.18896,  1.35760918
 7873.58105,  1.36046385
 7878.99268,  1.36333025
 7884.42432,  1.36647802
 7889.87549,  1.36869607
 7895.34619,  1.37210996
 7900.83643,  1.37519885
 7906.34668,  1.37861446
 7911.87598,  1.38168682
 7917.42529,  1.38512505
 7922.99414,  1.38861344
 7928.58252,  1.39133064
 7934.19043,  1.39406970
 7939.81836,  1.39827199
 7945.46582,  1.40066219
 7951.13281,  1.40332816
 7956.81934,  1.40599559
 7962.52539,  1.41021447
 7968.25098,  1.41298402
 7973.99658,  1.41636248
 7979.76172,  1.42001252
 7985.54639,  1.42281414
 7991.35059,  1.42626991
 7997.17480,  1.42943863
 8003.01807,  1.43233141
 8008.88135,  1.43639376
 8014.76416,  1.43967155
 8020.66650,  1.44230490
 8026.58838,  1.44586123
 8032.53027,  1.44988752
 8038.49170,  1.45318080
 8044.47217,  1.45658491
 8050.47314,  1.45990952
 8056.49316,  1.46287404
 8062.53271,  1.46626616
 8068.59229,  1.46999610
 8074.67139,  1.47277258
 8080.77002,  1.47626445
 8086.88818,  1.47965572
 8093.02588,  1.48286176
 8099.18359,  1.48619137
 8105.36084,  1.48931139
