#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Siderite-s: Siderite-s
#------------------------------------------
# energy, Siderite-s
 7113.25000,  0.08995981
 7113.50000,  0.09171368
 7113.75000,  0.09292981
 7114.00000,  0.09472641
 7114.25000,  0.09599299
 7114.50000,  0.09757308
 7114.75000,  0.09913757
 7115.00000,  0.10149922
 7115.25000,  0.10416804
 7115.50000,  0.10863162
 7115.75000,  0.11424824
 7116.00000,  0.12265385
 7116.25000,  0.13223938
 7116.50000,  0.14497410
 7116.75000,  0.15892884
 7117.00000,  0.17694347
 7117.25000,  0.19637525
 7117.50000,  0.21895670
 7117.75000,  0.24198566
 7118.00000,  0.26900755
 7118.25000,  0.29522866
 7118.50000,  0.32229341
 7118.75000,  0.35073321
 7119.00000,  0.38137627
 7119.25000,  0.41321490
 7119.50000,  0.44484067
 7119.75000,  0.47946855
 7120.00000,  0.51458062
 7120.25000,  0.55158151
 7120.50000,  0.58612695
 7120.75000,  0.62467959
 7121.00000,  0.65891438
 7121.25000,  0.69395512
 7121.50000,  0.72386495
 7121.75000,  0.75457398
 7122.00000,  0.77953497
 7122.25000,  0.80534346
 7122.50000,  0.82527570
 7122.75000,  0.84647588
 7123.00000,  0.86433770
 7123.25000,  0.88278658
 7123.50000,  0.89867785
 7123.75000,  0.91654650
 7124.00000,  0.93201519
 7124.25000,  0.94859816
 7124.50000,  0.96166367
 7124.75000,  0.97718026
 7125.00000,  0.98985743
 7125.25000,  1.00296515
 7125.50000,  1.01440530
 7125.75000,  1.02704112
 7126.00000,  1.03796999
 7126.25000,  1.04983719
 7126.50000,  1.06083142
 7126.75000,  1.07303696
 7127.00000,  1.08354174
 7127.25000,  1.09507191
 7127.50000,  1.10468314
 7127.75000,  1.11520423
 7128.00000,  1.12363782
 7128.25000,  1.13249637
 7128.50000,  1.13901064
 7128.75000,  1.14537836
 7129.00000,  1.15018569
 7129.25000,  1.15331370
 7129.50000,  1.15513904
 7129.75000,  1.15633530
 7130.00000,  1.15548608
 7130.25000,  1.15456344
 7130.50000,  1.15185647
 7130.75000,  1.14931625
 7131.00000,  1.14498002
 7131.25000,  1.14158894
 7131.50000,  1.13728677
 7131.75000,  1.13316463
 7132.00000,  1.12797783
 7132.25000,  1.12313498
 7132.50000,  1.11879297
 7132.75000,  1.11381732
 7133.00000,  1.10925647
 7133.25000,  1.10515729
 7133.50000,  1.10098650
 7133.75000,  1.09690107
 7134.00000,  1.09263362
 7134.25000,  1.08911353
 7134.50000,  1.08532216
 7134.75000,  1.08213531
 7135.00000,  1.07899692
 7135.25000,  1.07638490
 7135.50000,  1.07359265
 7135.75000,  1.07080618
 7136.00000,  1.06857064
 7136.25000,  1.06587666
 7136.50000,  1.06339155
 7136.75000,  1.06097445
 7137.00000,  1.05909026
 7137.25000,  1.05705524
 7137.50000,  1.05448059
 7137.75000,  1.05266535
 7138.00000,  1.05074227
 7138.25000,  1.04889867
 7138.50000,  1.04684895
 7138.75000,  1.04543695
 7139.00000,  1.04341636
 7139.25000,  1.04213355
 7139.50000,  1.04040169
 7139.75000,  1.03856436
 7140.00000,  1.03621148
 7140.25000,  1.03526332
 7140.50000,  1.03355926
 7140.75000,  1.03246892
 7141.00000,  1.03050798
 7141.25000,  1.02922926
 7141.50000,  1.02713638
 7141.75000,  1.02541477
 7142.00000,  1.02371839
 7142.25000,  1.02156224
 7142.50000,  1.01984471
 7142.75000,  1.01770658
 7143.00000,  1.01548859
 7143.25000,  1.01310128
 7143.50000,  1.01087750
 7143.75000,  1.00788813
 7144.00000,  1.00571605
 7144.25000,  1.00364082
 7144.50000,  1.00077344
 7144.75000,  0.99811579
 7145.00000,  0.99563922
 7145.25000,  0.99281082
 7145.50000,  0.99027421
 7145.75000,  0.98774290
 7146.00000,  0.98540672
 7146.25000,  0.98327599
 7146.50000,  0.98064718
 7146.75000,  0.97840851
 7147.00000,  0.97616623
 7147.25000,  0.97373709
 7147.50000,  0.97124866
 7147.75000,  0.96929095
 7148.00000,  0.96669306
 7148.25000,  0.96406178
 7148.50000,  0.96188030
 7148.75000,  0.95911774
 7149.00000,  0.95742278
 7149.25000,  0.95412666
 7149.50000,  0.95180593
 7149.75000,  0.94973354
 7150.00000,  0.94776294
 7150.25000,  0.94523884
 7150.50000,  0.94323693
 7150.75000,  0.94102691
 7151.00000,  0.93976772
 7151.25000,  0.93763661
 7151.50000,  0.93607379
 7151.75000,  0.93493052
 7152.00000,  0.93346179
 7152.25000,  0.93215745
 7152.50000,  0.93148505
 7152.75000,  0.93069217
 7153.00000,  0.93002432
 7153.25000,  0.92909551
 7153.50000,  0.92863805
 7153.75000,  0.92859255
 7154.00000,  0.92799479
 7154.25000,  0.92864999
 7154.50000,  0.92834686
 7154.75000,  0.92847105
 7155.00000,  0.92829502
 7155.25000,  0.92941160
 7155.50000,  0.92911853
 7155.75000,  0.92985843
 7156.00000,  0.93019349
 7156.25000,  0.93113193
 7156.50000,  0.93208906
 7156.75000,  0.93295474
 7157.00000,  0.93423713
 7157.25000,  0.93469958
 7157.50000,  0.93563157
 7157.75000,  0.93691898
 7158.00000,  0.93804495
 7158.25000,  0.93915859
 7158.50000,  0.94048613
 7158.75000,  0.94161219
 7159.00000,  0.94242144
 7159.25000,  0.94435758
 7159.50000,  0.94557859
 7159.75000,  0.94693430
 7160.00000,  0.94833621
 7161.09473,  0.95505942
 7162.20947,  0.96290632
 7163.34326,  0.97140691
 7164.49707,  0.98076189
 7165.67041,  0.99054716
 7166.86377,  1.00006012
 7168.07617,  1.00875223
 7169.30859,  1.01747035
 7170.56006,  1.02552831
 7171.83154,  1.03302066
 7173.12305,  1.03878343
 7174.43359,  1.04355773
 7175.76367,  1.04715878
 7177.11377,  1.04827748
 7178.48340,  1.04838863
 7179.87256,  1.04797630
 7181.28174,  1.04735048
 7182.70996,  1.04604836
 7184.15820,  1.04494821
 7185.62598,  1.04368627
 7187.11328,  1.04292832
 7188.62012,  1.04248788
 7190.14648,  1.04190680
 7191.69287,  1.04084397
 7193.25879,  1.03985296
 7194.84424,  1.03926968
 7196.44922,  1.03852280
 7198.07373,  1.03809447
 7199.71826,  1.03766949
 7201.38184,  1.03728238
 7203.06543,  1.03650098
 7204.76855,  1.03563860
 7206.49170,  1.03457590
 7208.23389,  1.03333311
 7209.99609,  1.03184077
 7211.77783,  1.03145486
 7213.57910,  1.03110768
 7215.39990,  1.03093070
 7217.24023,  1.03137249
 7219.10059,  1.03225178
 7220.98047,  1.03336283
 7222.87988,  1.03439773
 7224.79883,  1.03625488
 7226.73730,  1.03757764
 7228.69580,  1.03928942
 7230.67334,  1.04101688
 7232.67090,  1.04290572
 7234.68799,  1.04500118
 7236.72510,  1.04758499
 7238.78125,  1.05021625
 7240.85742,  1.05291337
 7242.95312,  1.05550228
 7245.06836,  1.05789173
 7247.20312,  1.06064594
 7249.35742,  1.06311399
 7251.53174,  1.06600484
 7253.72559,  1.06851088
 7255.93896,  1.06900923
 7258.17188,  1.07239976
 7260.42432,  1.07182923
 7262.69678,  1.07810496
 7264.98828,  1.07948017
 7267.29980,  1.08105308
 7269.63086,  1.08188339
 7271.98193,  1.08258898
 7274.35205,  1.08344970
 7276.74219,  1.08376672
 7279.15186,  1.08401880
 7281.58105,  1.08404372
 7284.02979,  1.08374777
 7286.49805,  1.08298231
 7288.98633,  1.08229693
 7291.49414,  1.08139388
 7294.02148,  1.08157023
 7296.56836,  1.08196136
 7299.13477,  1.08220340
 7301.72119,  1.08305492
 7304.32666,  1.08493508
 7306.95215,  1.08691838
 7309.59717,  1.08896649
 7312.26221,  1.09163897
 7314.94629,  1.09363582
 7317.65039,  1.09548168
 7320.37354,  1.09721583
 7323.11670,  1.09844394
 7325.87988,  1.09999099
 7328.66211,  1.10138866
 7331.46436,  1.10314492
 7334.28564,  1.10491980
 7337.12695,  1.10678064
 7339.98828,  1.10806554
 7342.86865,  1.10924262
 7345.76855,  1.11031244
 7348.68848,  1.11138409
 7351.62793,  1.11278510
 7354.58691,  1.11437282
 7357.56543,  1.11612267
 7360.56396,  1.11756341
 7363.58154,  1.11923488
 7366.61914,  1.12027026
 7369.67627,  1.12184312
 7372.75293,  1.12351162
 7375.84961,  1.12519978
 7378.96533,  1.12683296
 7382.10107,  1.12898607
 7385.25635,  1.13042569
 7388.43115,  1.13224486
 7391.62598,  1.13403322
 7394.83984,  1.13548517
 7398.07373,  1.13719685
 7401.32715,  1.13884073
 7404.60010,  1.14048815
 7407.89258,  1.14172905
 7411.20459,  1.14306065
 7414.53662,  1.14451550
 7417.88818,  1.14541053
 7421.25928,  1.14660021
 7424.64990,  1.14789379
 7428.06006,  1.14954671
 7431.49023,  1.15076644
 7434.93994,  1.15267447
 7438.40918,  1.15467180
 7441.89795,  1.15620151
 7445.40625,  1.15795083
 7448.93457,  1.15975084
 7452.48193,  1.16141817
 7456.04932,  1.16353438
 7459.63623,  1.16564569
 7463.24316,  1.16797215
 7466.86914,  1.17043419
 7470.51514,  1.17285528
 7474.18018,  1.17530666
 7477.86523,  1.17733624
 7481.57031,  1.17940407
 7485.29443,  1.18151015
 7489.03857,  1.18334212
 7492.80176,  1.18530731
 7496.58496,  1.18690713
 7500.38770,  1.18880321
 7504.21045,  1.19044737
 7508.05225,  1.19245250
 7511.91406,  1.19421026
 7515.79541,  1.19619969
 7519.69629,  1.19760825
 7523.61670,  1.20001007
 7527.55713,  1.20188850
 7531.51660,  1.20369696
 7535.49609,  1.20599356
 7539.49512,  1.20826800
 7543.51367,  1.21059872
 7547.55176,  1.21294948
 7551.60986,  1.21509641
 7555.68750,  1.21780862
 7559.78467,  1.22019920
 7563.90137,  1.22246326
 7568.03760,  1.22488150
 7572.19385,  1.22701453
 7576.36914,  1.22907749
 7580.56445,  1.23144970
 7584.77930,  1.23355681
 7589.01367,  1.23547927
 7593.26807,  1.23778687
 7597.54199,  1.23992034
 7601.83496,  1.24214841
 7606.14795,  1.24445362
 7610.48047,  1.24666514
 7614.83301,  1.24908252
 7619.20459,  1.25140261
 7623.59619,  1.25369683
 7628.00732,  1.25586823
 7632.43799,  1.25950007
 7636.88818,  1.26171877
 7641.35840,  1.26425601
 7645.84814,  1.26709199
 7650.35742,  1.26978627
 7654.88623,  1.27254073
 7659.43457,  1.27501633
 7664.00244,  1.27757885
 7668.59033,  1.28016245
 7673.19775,  1.28263680
 7677.82471,  1.28523411
 7682.47119,  1.28749908
 7687.13721,  1.29024679
 7691.82324,  1.29276753
 7696.52832,  1.29536600
 7701.25342,  1.29788727
 7705.99805,  1.30029095
 7710.76270,  1.30290960
 7715.54639,  1.30576266
 7720.35010,  1.30830253
 7725.17334,  1.31092325
 7730.01611,  1.31352939
 7734.87842,  1.31635875
 7739.76025,  1.31900118
 7744.66211,  1.32192535
 7749.58350,  1.32453368
 7754.52441,  1.32746587
 7759.48486,  1.33026463
 7764.46484,  1.33323036
 7769.46484,  1.33612677
 7774.48438,  1.33900709
 7779.52344,  1.34179115
 7784.58203,  1.34461005
 7789.66016,  1.34756984
 7794.75781,  1.35060517
 7799.87549,  1.35337634
 7805.01270,  1.35609698
 7810.16943,  1.35911075
 7815.34570,  1.36187195
 7820.54199,  1.36470611
 7825.75732,  1.36780781
 7830.99268,  1.37073821
 7836.24756,  1.37368258
 7841.52197,  1.37682476
 7846.81592,  1.37971958
 7852.12988,  1.38269637
 7857.46338,  1.38580097
 7862.81641,  1.38898574
 7868.18896,  1.39205339
 7873.58105,  1.39521005
 7878.99268,  1.39824731
 7884.42432,  1.40171239
 7889.87549,  1.40472618
 7895.34619,  1.40819682
 7900.83643,  1.41111514
 7906.34668,  1.41435428
 7911.87598,  1.41759583
 7917.42529,  1.42091300
 7922.99414,  1.42411456
 7928.58252,  1.42741500
 7934.19043,  1.43081146
 7939.81836,  1.43409970
 7945.46582,  1.43739500
 7951.13281,  1.44060476
 7956.81934,  1.44377148
 7962.52539,  1.44756457
 7968.25098,  1.45110830
 7973.99658,  1.45434653
 7979.76172,  1.45776472
 7985.54639,  1.46123881
 7991.35059,  1.46466712
 7997.17480,  1.46820709
 8003.01807,  1.47160917
 8008.88135,  1.47516333
 8014.76416,  1.47870111
 8020.66650,  1.48193651
 8026.58838,  1.48562450
 8032.53027,  1.48894191
 8038.49170,  1.49245247
 8044.47217,  1.49619422
 8050.47314,  1.49975188
 8056.49316,  1.50318949
 8062.53271,  1.50685572
 8068.59229,  1.51033027
 8074.67139,  1.51422373
 8080.77002,  1.51762834
 8086.88818,  1.52134741
 8093.02588,  1.52500600
 8099.18359,  1.52835945
 8105.36084,  1.53235407
