#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Ferrosmectite: Ferrosmectite
#------------------------------------------
# energy, Ferrosmectite
 7150.75000,  0.95968917
 7151.00000,  0.95281761
 7151.25000,  0.94610868
 7151.50000,  0.94021814
 7151.75000,  0.93423315
 7152.00000,  0.92873986
 7152.25000,  0.92311080
 7152.50000,  0.91839687
 7152.75000,  0.91294931
 7153.00000,  0.90858192
 7153.25000,  0.90335720
 7153.50000,  0.89924290
 7153.75000,  0.89485564
 7154.00000,  0.89087083
 7154.25000,  0.88643035
 7154.50000,  0.88293336
 7154.75000,  0.87920024
 7155.00000,  0.87574428
 7155.25000,  0.87212448
 7155.50000,  0.86923870
 7155.75000,  0.86561691
 7156.00000,  0.86260613
 7156.25000,  0.85980212
 7156.50000,  0.85706261
 7156.75000,  0.85450959
 7157.00000,  0.85194140
 7157.25000,  0.84950001
 7157.50000,  0.84740296
 7157.75000,  0.84504503
 7158.00000,  0.84376207
 7158.25000,  0.84166602
 7158.50000,  0.84039035
 7158.75000,  0.83864095
 7159.00000,  0.83748189
 7159.25000,  0.83630676
 7159.50000,  0.83571029
 7159.75000,  0.83480572
 7160.00000,  0.83381819
 7161.09473,  0.83385321
 7162.20947,  0.83724780
 7163.34326,  0.84467699
 7164.49707,  0.85604253
 7165.67041,  0.87129510
 7166.86377,  0.88904932
 7168.07617,  0.90893641
 7169.30859,  0.92948970
 7170.56006,  0.95040441
 7171.83154,  0.97135853
 7173.12305,  0.99269003
 7174.43359,  1.01382324
 7175.76367,  1.03068321
 7177.11377,  1.04206968
 7178.48340,  1.05082536
 7179.87256,  1.05771035
 7181.28174,  1.06203304
 7182.70996,  1.06406601
 7184.15820,  1.06372528
 7185.62598,  1.06317567
 7187.11328,  1.06213495
 7188.62012,  1.06193555
 7190.14648,  1.06103627
 7191.69287,  1.06095955
 7193.25879,  1.06076241
 7194.84424,  1.06052113
 7196.44922,  1.05937099
 7198.07373,  1.05717842
 7199.71826,  1.05329296
 7201.38184,  1.04821951
 7203.06543,  1.04285071
 7204.76855,  1.03685271
 7206.49170,  1.03076613
 7208.23389,  1.02448087
 7209.99609,  1.01806240
 7211.77783,  1.01274944
 7213.57910,  1.00883901
 7215.39990,  1.00603689
 7217.24023,  1.00534495
 7219.10059,  1.00676231
 7220.98047,  1.00924513
 7222.87988,  1.01178335
 7224.79883,  1.01385142
 7226.73730,  1.01450146
 7228.69580,  1.01409498
 7230.67334,  1.01297044
 7232.67090,  1.01184769
 7234.68799,  1.01016552
 7236.72510,  1.00855183
 7238.78125,  1.00850620
 7240.85742,  1.00945695
 7242.95312,  1.01143843
 7245.06836,  1.01497710
 7247.20312,  1.01985998
 7249.35742,  1.02574055
 7251.53174,  1.03297402
 7253.72559,  1.04059176
 7255.93896,  1.04842454
 7258.17188,  1.05563950
 7260.42432,  1.06194122
 7262.69678,  1.06739918
 7264.98828,  1.07137033
 7267.29980,  1.07450620
 7269.63086,  1.07633556
 7271.98193,  1.07835929
 7274.35205,  1.07923127
 7276.74219,  1.08038867
 7279.15186,  1.08029027
 7281.58105,  1.08034093
 7284.02979,  1.07932958
 7286.49805,  1.07750743
 7288.98633,  1.07507943
 7291.49414,  1.07150037
 7294.02148,  1.06838435
 7296.56836,  1.06423498
 7299.13477,  1.06073965
 7301.72119,  1.05814275
 7304.32666,  1.05629924
 7306.95215,  1.05574962
 7309.59717,  1.05646585
 7312.26221,  1.05814582
 7314.94629,  1.06099359
 7317.65039,  1.06414387
 7320.37354,  1.06755521
 7323.11670,  1.07101815
 7325.87988,  1.07433212
 7328.66211,  1.07668462
 7331.46436,  1.07863096
 7334.28564,  1.08012562
 7337.12695,  1.08170503
 7339.98828,  1.08209223
 7342.86865,  1.08326337
 7345.76855,  1.08366074
 7348.68848,  1.08443379
 7351.62793,  1.08519394
 7354.58691,  1.08562451
 7357.56543,  1.08665271
 7360.56396,  1.08781068
 7363.58154,  1.08910632
 7366.61914,  1.09072822
 7369.67627,  1.09284002
 7372.75293,  1.09576470
 7375.84961,  1.09859171
 7378.96533,  1.10229211
 7382.10107,  1.10549610
 7385.25635,  1.10897732
 7388.43115,  1.11159093
 7391.62598,  1.11396191
 7394.83984,  1.11616245
 7398.07373,  1.11746772
 7401.32715,  1.11813541
 7404.60010,  1.11823869
 7407.89258,  1.11768291
 7411.20459,  1.11715079
 7414.53662,  1.11588962
 7417.88818,  1.11527729
 7421.25928,  1.11487112
 7424.64990,  1.11476386
 7428.06006,  1.11507741
 7431.49023,  1.11568386
 7434.93994,  1.11689753
 7438.40918,  1.11831825
 7441.89795,  1.12034109
 7445.40625,  1.12207108
 7448.93457,  1.12452919
 7452.48193,  1.12685630
 7456.04932,  1.12945605
 7459.63623,  1.13170296
 7463.24316,  1.13486897
 7466.86914,  1.13778128
 7470.51514,  1.14062109
 7474.18018,  1.14358889
 7477.86523,  1.14626744
 7481.57031,  1.14838197
 7485.29443,  1.15016353
 7489.03857,  1.15206179
 7492.80176,  1.15349958
 7496.58496,  1.15472290
 7500.38770,  1.15568932
 7504.21045,  1.15689613
 7508.05225,  1.15756061
 7511.91406,  1.15898904
 7515.79541,  1.16061364
 7519.69629,  1.16231311
 7523.61670,  1.16461260
 7527.55713,  1.16673696
 7531.51660,  1.16919527
 7535.49609,  1.17155851
 7539.49512,  1.17357260
 7543.51367,  1.17556712
 7547.55176,  1.17808427
 7551.60986,  1.18016751
 7555.68750,  1.18215689
 7559.78467,  1.18385353
 7563.90137,  1.18558489
 7568.03760,  1.18738873
 7572.19385,  1.18910998
 7576.36914,  1.19083772
 7580.56445,  1.19278947
 7584.77930,  1.19451608
 7589.01367,  1.19608163
 7593.26807,  1.19818460
 7597.54199,  1.20005413
 7601.83496,  1.20215238
 7606.14795,  1.20419192
 7610.48047,  1.20667303
 7614.83301,  1.20886179
 7619.20459,  1.21190257
 7623.59619,  1.21475674
 7628.00732,  1.21775446
 7632.43799,  1.22054859
 7636.88818,  1.22327552
 7641.35840,  1.22620851
 7645.84814,  1.22915136
 7650.35742,  1.23202221
 7654.88623,  1.23452894
 7659.43457,  1.23726679
 7664.00244,  1.24044351
 7668.59033,  1.24123396
 7673.19775,  1.24301810
 7677.82471,  1.24570716
 7682.47119,  1.24866219
 7687.13721,  1.25012660
 7691.82324,  1.25263761
 7696.52832,  1.25494195
 7701.25342,  1.25734101
 7705.99805,  1.25971291
 7710.76270,  1.26225321
 7715.54639,  1.26510341
 7720.35010,  1.26814309
 7725.17334,  1.26995323
 7730.01611,  1.27311249
 7734.87842,  1.27506478
 7739.76025,  1.27806777
 7744.66211,  1.28134779
 7749.58350,  1.28403555
 7754.52441,  1.28709480
 7759.48486,  1.28975757
 7764.46484,  1.29260634
 7769.46484,  1.29533228
 7774.48438,  1.29837860
 7779.52344,  1.30108145
 7784.58203,  1.30393875
 7789.66016,  1.30647874
 7794.75781,  1.30960158
 7799.87549,  1.31277801
 7805.01270,  1.31579969
 7810.16943,  1.31871212
 7815.34570,  1.32160068
 7820.54199,  1.32491684
 7825.75732,  1.32791610
 7830.99268,  1.33088698
 7836.24756,  1.33388990
 7841.52197,  1.33729956
 7846.81592,  1.34050113
 7852.12988,  1.34363300
 7857.46338,  1.34712009
 7862.81641,  1.35020790
 7868.18896,  1.35342510
 7873.58105,  1.35672974
 7878.99268,  1.35977159
 7884.42432,  1.36287393
 7889.87549,  1.36586013
 7895.34619,  1.36928383
 7900.83643,  1.37296190
 7906.34668,  1.37598291
 7911.87598,  1.37969190
 7917.42529,  1.38314469
 7922.99414,  1.38685545
 7928.58252,  1.38999163
 7934.19043,  1.39318739
 7939.81836,  1.39671001
 7945.46582,  1.40022593
 7951.13281,  1.40373754
 7956.81934,  1.40736356
 7962.52539,  1.41119963
 7968.25098,  1.41507531
 7973.99658,  1.41868202
 7979.76172,  1.42253252
 7985.54639,  1.42628526
 7991.35059,  1.42986597
 7997.17480,  1.43385909
 8003.01807,  1.43748320
 8008.88135,  1.44140891
 8014.76416,  1.44517107
 8020.66650,  1.44892982
 8026.58838,  1.45264742
 8032.53027,  1.45601847
 8038.49170,  1.45975082
 8044.47217,  1.46361315
 8050.47314,  1.46716017
 8056.49316,  1.47070069
 8062.53271,  1.47428483
 8068.59229,  1.47814460
 8074.67139,  1.48193228
 8080.77002,  1.48558626
 8086.88818,  1.48940087
 8093.02588,  1.49299553
 8099.18359,  1.49709824
 8105.36084,  1.50074188
