#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Pyrrhotite: Pyrrhotite
#------------------------------------------
# energy, Pyrrhotite
 7121.25000,  0.93158571
 7121.50000,  0.93595788
 7121.75000,  0.93973194
 7122.00000,  0.94287963
 7122.25000,  0.94621512
 7122.50000,  0.95030139
 7122.75000,  0.95470732
 7123.00000,  0.95950076
 7123.25000,  0.96501660
 7123.50000,  0.97118978
 7123.75000,  0.97729346
 7124.00000,  0.98333499
 7124.25000,  0.99013009
 7124.50000,  0.99585258
 7124.75000,  1.00184397
 7125.00000,  1.00657194
 7125.25000,  1.01144608
 7125.50000,  1.01504830
 7125.75000,  1.01863757
 7126.00000,  1.02212367
 7126.25000,  1.02531486
 7126.50000,  1.02724710
 7126.75000,  1.02973920
 7127.00000,  1.03218014
 7127.25000,  1.03514314
 7127.50000,  1.03769729
 7127.75000,  1.03980054
 7128.00000,  1.04258020
 7128.25000,  1.04591506
 7128.50000,  1.04773926
 7128.75000,  1.05100762
 7129.00000,  1.05225972
 7129.25000,  1.05420169
 7129.50000,  1.05532907
 7129.75000,  1.05625250
 7130.00000,  1.05637490
 7130.25000,  1.05613362
 7130.50000,  1.05563970
 7130.75000,  1.05494700
 7131.00000,  1.05380899
 7131.25000,  1.05312179
 7131.50000,  1.05138817
 7131.75000,  1.05076694
 7132.00000,  1.04946268
 7132.25000,  1.04851154
 7132.50000,  1.04676135
 7132.75000,  1.04585029
 7133.00000,  1.04502096
 7133.25000,  1.04430682
 7133.50000,  1.04312810
 7133.75000,  1.04226656
 7134.00000,  1.04148789
 7134.25000,  1.04100733
 7134.50000,  1.04037606
 7134.75000,  1.03995496
 7135.00000,  1.03930431
 7135.25000,  1.03916496
 7135.50000,  1.03922138
 7135.75000,  1.03907954
 7136.00000,  1.03917005
 7136.25000,  1.03875961
 7136.50000,  1.03897380
 7136.75000,  1.03879850
 7137.00000,  1.03837554
 7137.25000,  1.03816875
 7137.50000,  1.03887972
 7137.75000,  1.03865181
 7138.00000,  1.03763686
 7138.25000,  1.03748870
 7138.50000,  1.03687876
 7138.75000,  1.03600541
 7139.00000,  1.03578610
 7139.25000,  1.03548329
 7139.50000,  1.03456664
 7139.75000,  1.03404454
 7140.00000,  1.03318632
 7140.25000,  1.03318836
 7140.50000,  1.03246873
 7140.75000,  1.03216882
 7141.00000,  1.03188611
 7141.25000,  1.03089229
 7141.50000,  1.03064003
 7141.75000,  1.02963668
 7142.00000,  1.02930611
 7142.25000,  1.02868478
 7142.50000,  1.02806335
 7142.75000,  1.02712474
 7143.00000,  1.02555375
 7143.25000,  1.02502937
 7143.50000,  1.02382041
 7143.75000,  1.02282711
 7144.00000,  1.02130087
 7144.25000,  1.01956777
 7144.50000,  1.01828350
 7144.75000,  1.01702419
 7145.00000,  1.01517590
 7145.25000,  1.01389267
 7145.50000,  1.01240859
 7145.75000,  1.01059272
 7146.00000,  1.00904721
 7146.25000,  1.00749010
 7146.50000,  1.00578497
 7146.75000,  1.00428959
 7147.00000,  1.00266940
 7147.25000,  1.00052631
 7147.50000,  0.99922350
 7147.75000,  0.99767344
 7148.00000,  0.99575689
 7148.25000,  0.99384987
 7148.50000,  0.99214152
 7148.75000,  0.99038688
 7149.00000,  0.98838021
 7149.25000,  0.98663727
 7149.50000,  0.98480452
 7149.75000,  0.98263046
 7150.00000,  0.98053274
 7150.25000,  0.97878058
 7150.50000,  0.97677982
 7150.75000,  0.97449037
 7151.00000,  0.97236365
 7151.25000,  0.97031379
 7151.50000,  0.96829168
 7151.75000,  0.96642009
 7152.00000,  0.96476644
 7152.25000,  0.96238894
 7152.50000,  0.96120287
 7152.75000,  0.95910961
 7153.00000,  0.95732192
 7153.25000,  0.95585513
 7153.50000,  0.95444832
 7153.75000,  0.95315059
 7154.00000,  0.95159907
 7154.25000,  0.95075897
 7154.50000,  0.94957103
 7154.75000,  0.94850750
 7155.00000,  0.94763218
 7155.25000,  0.94702774
 7155.50000,  0.94662632
 7155.75000,  0.94605108
 7156.00000,  0.94576889
 7156.25000,  0.94603880
 7156.50000,  0.94561449
 7156.75000,  0.94568344
 7157.00000,  0.94595087
 7157.25000,  0.94626304
 7157.50000,  0.94647101
 7157.75000,  0.94707083
 7158.00000,  0.94754667
 7158.25000,  0.94831057
 7158.50000,  0.94873141
 7158.75000,  0.94952607
 7159.00000,  0.95086870
 7159.25000,  0.95150882
 7159.50000,  0.95281448
 7159.75000,  0.95376369
 7160.00000,  0.95521053
 7161.09473,  0.96114789
 7162.20947,  0.96837809
 7163.34326,  0.97624182
 7164.49707,  0.98456143
 7165.67041,  0.99380875
 7166.86377,  1.00300408
 7168.07617,  1.01212213
 7169.30859,  1.02167971
 7170.56006,  1.03194290
 7171.83154,  1.04094309
 7173.12305,  1.04777786
 7174.43359,  1.05379235
 7175.76367,  1.05789261
 7177.11377,  1.06082165
 7178.48340,  1.06250923
 7179.87256,  1.06244717
 7181.28174,  1.06108452
 7182.70996,  1.05861559
 7184.15820,  1.05456337
 7185.62598,  1.05065846
 7187.11328,  1.04704525
 7188.62012,  1.04282183
 7190.14648,  1.03858226
 7191.69287,  1.03441613
 7193.25879,  1.02998525
 7194.84424,  1.02532028
 7196.44922,  1.02092649
 7198.07373,  1.01679270
 7199.71826,  1.01331275
 7201.38184,  1.01034948
 7203.06543,  1.00793324
 7204.76855,  1.00685294
 7206.49170,  1.00656351
 7208.23389,  1.00735209
 7209.99609,  1.00897649
 7211.77783,  1.01095962
 7213.57910,  1.01409326
 7215.39990,  1.01751156
 7217.24023,  1.02124124
 7219.10059,  1.02583523
 7220.98047,  1.02988023
 7222.87988,  1.03420553
 7224.79883,  1.03859103
 7226.73730,  1.04261232
 7228.69580,  1.04689435
 7230.67334,  1.05088810
 7232.67090,  1.05522110
 7234.68799,  1.05961926
 7236.72510,  1.06352416
 7238.78125,  1.06639052
 7240.85742,  1.06859561
 7242.95312,  1.06962129
 7245.06836,  1.06987082
 7247.20312,  1.06989082
 7249.35742,  1.06910379
 7251.53174,  1.06825058
 7253.72559,  1.06727504
 7255.93896,  1.06555359
 7258.17188,  1.06441223
 7260.42432,  1.06276527
 7262.69678,  1.06116680
 7264.98828,  1.05984905
 7267.29980,  1.05969300
 7269.63086,  1.05947657
 7271.98193,  1.06005038
 7274.35205,  1.06143113
 7276.74219,  1.06253614
 7279.15186,  1.06388520
 7281.58105,  1.06520692
 7284.02979,  1.06631827
 7286.49805,  1.06760882
 7288.98633,  1.06868620
 7291.49414,  1.06995481
 7294.02148,  1.07130038
 7296.56836,  1.07263570
 7299.13477,  1.07461326
 7301.72119,  1.07623241
 7304.32666,  1.07858112
 7306.95215,  1.08096909
 7309.59717,  1.08341870
 7312.26221,  1.08561713
 7314.94629,  1.08811212
 7317.65039,  1.09022282
 7320.37354,  1.09224661
 7323.11670,  1.09403994
 7325.87988,  1.09557908
 7328.66211,  1.09683264
 7331.46436,  1.09737614
 7334.28564,  1.09817497
 7337.12695,  1.09850717
 7339.98828,  1.09871124
 7342.86865,  1.09917417
 7345.76855,  1.09972484
 7348.68848,  1.10061590
 7351.62793,  1.10150468
 7354.58691,  1.10211099
 7357.56543,  1.10309975
 7360.56396,  1.10354748
 7363.58154,  1.10481178
 7366.61914,  1.10604615
 7369.67627,  1.10713882
 7372.75293,  1.10804598
 7375.84961,  1.10904109
 7378.96533,  1.11053278
 7382.10107,  1.11216132
 7385.25635,  1.11381130
 7388.43115,  1.11560310
 7391.62598,  1.11746171
 7394.83984,  1.11929547
 7398.07373,  1.12129176
 7401.32715,  1.12338740
 7404.60010,  1.12520315
 7407.89258,  1.12722380
 7411.20459,  1.12950321
 7414.53662,  1.13138299
 7417.88818,  1.13343877
 7421.25928,  1.13533193
 7424.64990,  1.13705066
 7428.06006,  1.13886386
 7431.49023,  1.14004707
 7434.93994,  1.14153711
 7438.40918,  1.14287166
 7441.89795,  1.14433767
 7445.40625,  1.14566033
 7448.93457,  1.14691484
 7452.48193,  1.14809145
 7456.04932,  1.14963217
 7459.63623,  1.15106351
 7463.24316,  1.15227712
 7466.86914,  1.15363793
 7470.51514,  1.15540915
 7474.18018,  1.15702012
 7477.86523,  1.15897615
 7481.57031,  1.16025442
 7485.29443,  1.16229819
 7489.03857,  1.16408612
 7492.80176,  1.16619578
 7496.58496,  1.16830721
 7500.38770,  1.17050430
 7504.21045,  1.17272720
 7508.05225,  1.17504913
 7511.91406,  1.17722988
 7515.79541,  1.17968606
 7519.69629,  1.18182674
 7523.61670,  1.18383348
 7527.55713,  1.18608086
 7531.51660,  1.18818198
 7535.49609,  1.19014223
 7539.49512,  1.19206189
 7543.51367,  1.19414448
 7547.55176,  1.19606425
 7551.60986,  1.19785206
 7555.68750,  1.19979494
 7559.78467,  1.20176724
 7563.90137,  1.20357568
 7568.03760,  1.20576158
 7572.19385,  1.20780403
 7576.36914,  1.20977169
 7580.56445,  1.21194622
 7584.77930,  1.21409879
 7589.01367,  1.21627126
 7593.26807,  1.21851283
 7597.54199,  1.22091236
 7601.83496,  1.22317683
 7606.14795,  1.22556467
 7610.48047,  1.22794796
 7614.83301,  1.23045929
 7619.20459,  1.23307130
 7623.59619,  1.23577137
 7628.00732,  1.23846482
 7632.43799,  1.24077915
 7636.88818,  1.24337420
 7641.35840,  1.24594875
 7645.84814,  1.24826061
 7650.35742,  1.25076525
 7654.88623,  1.25342413
 7659.43457,  1.25620877
 7664.00244,  1.25860373
 7668.59033,  1.26067417
 7673.19775,  1.26324410
 7677.82471,  1.26597717
 7682.47119,  1.26843151
 7687.13721,  1.27103201
 7691.82324,  1.27374283
 7696.52832,  1.27617202
 7701.25342,  1.27876663
 7705.99805,  1.28177548
 7710.76270,  1.28405387
 7715.54639,  1.28699581
 7720.35010,  1.28987645
 7725.17334,  1.29233892
 7730.01611,  1.29525581
 7734.87842,  1.29803785
 7739.76025,  1.30052033
 7744.66211,  1.30342326
 7749.58350,  1.30639923
 7754.52441,  1.30912235
 7759.48486,  1.31200448
 7764.46484,  1.31501568
 7769.46484,  1.31785369
 7774.48438,  1.32087775
 7779.52344,  1.32380641
 7784.58203,  1.32673186
 7789.66016,  1.32983207
 7794.75781,  1.33294378
 7799.87549,  1.33582948
 7805.01270,  1.33895343
 7810.16943,  1.34171411
 7815.34570,  1.34479539
 7820.54199,  1.34797197
 7825.75732,  1.35086101
 7830.99268,  1.35395225
 7836.24756,  1.35695504
 7841.52197,  1.36018748
 7846.81592,  1.36323441
 7852.12988,  1.36632484
 7857.46338,  1.36946645
 7862.81641,  1.37255566
 7868.18896,  1.37564083
 7873.58105,  1.37878474
 7878.99268,  1.38197288
 7884.42432,  1.38532822
 7889.87549,  1.38861198
 7895.34619,  1.39191440
 7900.83643,  1.39550624
 7906.34668,  1.39873522
 7911.87598,  1.40247665
 7917.42529,  1.40568793
 7922.99414,  1.40945775
 7928.58252,  1.41277770
 7934.19043,  1.41664967
 7939.81836,  1.42017867
 7945.46582,  1.42402754
 7951.13281,  1.42765154
 7956.81934,  1.43123836
 7962.52539,  1.43490194
 7968.25098,  1.43860385
 7973.99658,  1.44237134
 7979.76172,  1.44582238
 7985.54639,  1.44948028
 7991.35059,  1.45323339
 7997.17480,  1.45689307
 8003.01807,  1.46073516
 8008.88135,  1.46441899
 8014.76416,  1.46841730
 8020.66650,  1.47242411
 8026.58838,  1.47624334
 8032.53027,  1.48010090
 8038.49170,  1.48410938
 8044.47217,  1.48798290
 8050.47314,  1.49197058
 8056.49316,  1.49578714
 8062.53271,  1.49943487
 8068.59229,  1.50355401
 8074.67139,  1.50721449
 8080.77002,  1.51123431
 8086.88818,  1.51530292
 8093.02588,  1.51935714
 8099.18359,  1.52331855
 8105.36084,  1.52746766
