#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#2L-Fhy: 2L-Fhy
#------------------------------------------
# energy, 2L-Fhy
 7109.50000,  0.02570921
 7109.75000,  0.02753928
 7110.00000,  0.02935068
 7110.25000,  0.03204379
 7110.50000,  0.03462386
 7110.75000,  0.03853357
 7111.00000,  0.04279564
 7111.25000,  0.04865202
 7111.50000,  0.05449025
 7111.75000,  0.06188890
 7112.00000,  0.06934771
 7112.25000,  0.07677213
 7112.50000,  0.08301587
 7112.75000,  0.08910200
 7113.00000,  0.09289823
 7113.25000,  0.09510455
 7113.50000,  0.09581405
 7113.75000,  0.09497704
 7114.00000,  0.09336229
 7114.25000,  0.09122719
 7114.50000,  0.08953659
 7114.75000,  0.08812467
 7115.00000,  0.08753435
 7115.25000,  0.08761003
 7115.50000,  0.08857209
 7115.75000,  0.08979936
 7116.00000,  0.09179011
 7116.25000,  0.09366217
 7116.50000,  0.09621603
 7116.75000,  0.09874857
 7117.00000,  0.10234227
 7117.25000,  0.10527520
 7117.50000,  0.10968406
 7117.75000,  0.11414829
 7118.00000,  0.11994866
 7118.25000,  0.12599773
 7118.50000,  0.13419217
 7118.75000,  0.14288822
 7119.00000,  0.15423287
 7119.25000,  0.16512698
 7119.50000,  0.18024896
 7119.75000,  0.19571393
 7120.00000,  0.21469112
 7120.25000,  0.23346732
 7120.50000,  0.25690867
 7120.75000,  0.28033371
 7121.00000,  0.30786009
 7121.25000,  0.33347422
 7121.50000,  0.36446421
 7121.75000,  0.39396642
 7122.00000,  0.42499616
 7122.25000,  0.45245194
 7122.50000,  0.48446152
 7122.75000,  0.51280642
 7123.00000,  0.54210196
 7123.25000,  0.56828822
 7123.50000,  0.59757593
 7123.75000,  0.62487107
 7124.00000,  0.65173476
 7124.25000,  0.67904306
 7124.50000,  0.70787618
 7124.75000,  0.73712585
 7125.00000,  0.76556094
 7125.25000,  0.79423154
 7125.50000,  0.82471155
 7125.75000,  0.85552570
 7126.00000,  0.88386326
 7126.25000,  0.91260700
 7126.50000,  0.94150835
 7126.75000,  0.96990469
 7127.00000,  0.99401957
 7127.25000,  1.01923680
 7127.50000,  1.04340192
 7127.75000,  1.06577987
 7128.00000,  1.08474580
 7128.25000,  1.10378501
 7128.50000,  1.12088626
 7128.75000,  1.13782893
 7129.00000,  1.15009894
 7129.25000,  1.16520661
 7129.50000,  1.17646389
 7129.75000,  1.18763992
 7130.00000,  1.19615569
 7130.25000,  1.20523134
 7130.50000,  1.21185717
 7130.75000,  1.21773719
 7131.00000,  1.22259180
 7131.25000,  1.22608751
 7131.50000,  1.22933360
 7131.75000,  1.23063000
 7132.00000,  1.23054801
 7132.25000,  1.23010901
 7132.50000,  1.22824917
 7132.75000,  1.22572823
 7133.00000,  1.22250940
 7133.25000,  1.21935713
 7133.50000,  1.21491397
 7133.75000,  1.21063631
 7134.00000,  1.20725612
 7134.25000,  1.20279913
 7134.50000,  1.19877407
 7134.75000,  1.19426656
 7135.00000,  1.18989343
 7135.25000,  1.18612693
 7135.50000,  1.18111334
 7135.75000,  1.17692759
 7136.00000,  1.17203022
 7136.25000,  1.16810169
 7136.50000,  1.16371213
 7136.75000,  1.15995793
 7137.00000,  1.15531624
 7137.25000,  1.15118246
 7137.50000,  1.14631726
 7137.75000,  1.14224485
 7138.00000,  1.13727218
 7138.25000,  1.13165330
 7138.50000,  1.12636799
 7138.75000,  1.12185913
 7139.00000,  1.11719449
 7139.25000,  1.11244686
 7139.50000,  1.10703208
 7139.75000,  1.10244735
 7140.00000,  1.09699174
 7140.25000,  1.09208179
 7140.50000,  1.08652159
 7140.75000,  1.08202792
 7141.00000,  1.07763211
 7141.25000,  1.07398145
 7141.50000,  1.06934399
 7141.75000,  1.06605418
 7142.00000,  1.06208924
 7142.25000,  1.05925192
 7142.50000,  1.05578797
 7142.75000,  1.05290282
 7143.00000,  1.05038677
 7143.25000,  1.04825060
 7143.50000,  1.04633332
 7143.75000,  1.04370961
 7144.00000,  1.04196964
 7144.25000,  1.04073737
 7144.50000,  1.03946083
 7144.75000,  1.03739843
 7145.00000,  1.03710974
 7145.25000,  1.03627262
 7145.50000,  1.03423596
 7145.75000,  1.03293300
 7146.00000,  1.03108593
 7146.25000,  1.02946093
 7146.50000,  1.02704266
 7146.75000,  1.02547971
 7147.00000,  1.02256314
 7147.25000,  1.01971708
 7147.50000,  1.01658018
 7147.75000,  1.01329623
 7148.00000,  1.00932035
 7148.25000,  1.00491532
 7148.50000,  1.00104183
 7148.75000,  0.99677703
 7149.00000,  0.99264449
 7149.25000,  0.98854817
 7149.50000,  0.98447288
 7149.75000,  0.97979373
 7150.00000,  0.97517096
 7150.25000,  0.97057365
 7150.50000,  0.96589776
 7150.75000,  0.96161568
 7151.00000,  0.95694095
 7151.25000,  0.95262064
 7151.50000,  0.94817767
 7151.75000,  0.94488057
 7152.00000,  0.94045287
 7152.25000,  0.93592798
 7152.50000,  0.93238143
 7152.75000,  0.92943106
 7153.00000,  0.92680523
 7153.25000,  0.92300349
 7153.50000,  0.91967161
 7153.75000,  0.91660694
 7154.00000,  0.91390715
 7154.25000,  0.91134952
 7154.50000,  0.90939622
 7154.75000,  0.90607818
 7155.00000,  0.90356031
 7155.25000,  0.90104177
 7155.50000,  0.89903862
 7155.75000,  0.89692531
 7156.00000,  0.89472200
 7156.25000,  0.89283680
 7156.50000,  0.89114456
 7156.75000,  0.88919117
 7157.00000,  0.88778535
 7157.25000,  0.88651716
 7157.50000,  0.88428408
 7157.75000,  0.88338088
 7158.00000,  0.88252599
 7158.25000,  0.88089541
 7158.50000,  0.88052893
 7158.75000,  0.87873680
 7159.00000,  0.87797700
 7159.25000,  0.87791845
 7159.50000,  0.87688386
 7159.75000,  0.87644707
 7160.00000,  0.87637497
 7161.09473,  0.87713177
 7162.20947,  0.88044509
 7163.34326,  0.88656862
 7164.49707,  0.89434706
 7165.67041,  0.90427229
 7166.86377,  0.91577885
 7168.07617,  0.92871254
 7169.30859,  0.94302087
 7170.56006,  0.95725335
 7171.83154,  0.97331545
 7173.12305,  0.98915078
 7174.43359,  1.00433042
 7175.76367,  1.01606896
 7177.11377,  1.02441391
 7178.48340,  1.03050049
 7179.87256,  1.03603568
 7181.28174,  1.04028823
 7182.70996,  1.04333340
 7184.15820,  1.04483391
 7185.62598,  1.04494030
 7187.11328,  1.04498936
 7188.62012,  1.04552934
 7190.14648,  1.04527713
 7191.69287,  1.04381951
 7193.25879,  1.04316419
 7194.84424,  1.04166473
 7196.44922,  1.04000247
 7198.07373,  1.03874652
 7199.71826,  1.03624097
 7201.38184,  1.03500349
 7203.06543,  1.03263158
 7204.76855,  1.03009361
 7206.49170,  1.02694478
 7208.23389,  1.02379972
 7209.99609,  1.02105817
 7211.77783,  1.01831729
 7213.57910,  1.01646421
 7215.39990,  1.01486529
 7217.24023,  1.01446314
 7219.10059,  1.01452798
 7220.98047,  1.01524337
 7222.87988,  1.01534762
 7224.79883,  1.01596152
 7226.73730,  1.01699756
 7228.69580,  1.01722238
 7230.67334,  1.01730565
 7232.67090,  1.01800364
 7234.68799,  1.01792393
 7236.72510,  1.01787736
 7238.78125,  1.01844092
 7240.85742,  1.01873429
 7242.95312,  1.01978127
 7245.06836,  1.02113294
 7247.20312,  1.02343012
 7249.35742,  1.02679489
 7251.53174,  1.03172534
 7253.72559,  1.03424115
 7255.93896,  1.03946996
 7258.17188,  1.04514877
 7260.42432,  1.04996258
 7262.69678,  1.04956231
 7264.98828,  1.05726193
 7267.29980,  1.06128376
 7269.63086,  1.06414898
 7271.98193,  1.06620769
 7274.35205,  1.06751755
 7276.74219,  1.06847605
 7279.15186,  1.06926995
 7281.58105,  1.06917301
 7284.02979,  1.06819503
 7286.49805,  1.06736623
 7288.98633,  1.06629146
 7291.49414,  1.06447462
 7294.02148,  1.06314419
 7296.56836,  1.06111157
 7299.13477,  1.06041855
 7301.72119,  1.06007648
 7304.32666,  1.05991483
 7306.95215,  1.06010836
 7309.59717,  1.06111707
 7312.26221,  1.06229857
 7314.94629,  1.06396063
 7317.65039,  1.06557946
 7320.37354,  1.06748455
 7323.11670,  1.06937802
 7325.87988,  1.07100063
 7328.66211,  1.07287050
 7331.46436,  1.07396545
 7334.28564,  1.07497217
 7337.12695,  1.07600683
 7339.98828,  1.07687187
 7342.86865,  1.07720694
 7345.76855,  1.07761215
 7348.68848,  1.07853150
 7351.62793,  1.07891818
 7354.58691,  1.07991988
 7357.56543,  1.08090478
 7360.56396,  1.08173254
 7363.58154,  1.08343649
 7366.61914,  1.08572614
 7369.67627,  1.08772411
 7372.75293,  1.09019148
 7375.84961,  1.09173572
 7378.96533,  1.09350379
 7382.10107,  1.09539452
 7385.25635,  1.09728910
 7388.43115,  1.09915680
 7391.62598,  1.10071849
 7394.83984,  1.10247615
 7398.07373,  1.10448738
 7401.32715,  1.10563697
 7404.60010,  1.10674595
 7407.89258,  1.10822271
 7411.20459,  1.10863729
 7414.53662,  1.10940974
 7417.88818,  1.11033560
 7421.25928,  1.11008997
 7424.64990,  1.11055780
 7428.06006,  1.11124445
 7431.49023,  1.11165611
 7434.93994,  1.11339353
 7438.40918,  1.11506720
 7441.89795,  1.11584408
 7445.40625,  1.11737707
 7448.93457,  1.11918110
 7452.48193,  1.12104980
 7456.04932,  1.12299371
 7459.63623,  1.12490517
 7463.24316,  1.12647681
 7466.86914,  1.12807595
 7470.51514,  1.13021123
 7474.18018,  1.13198953
 7477.86523,  1.13324523
 7481.57031,  1.13507866
 7485.29443,  1.13644408
 7489.03857,  1.13817880
 7492.80176,  1.13979176
 7496.58496,  1.14155514
 7500.38770,  1.14323083
 7504.21045,  1.14490346
 7508.05225,  1.14655440
 7511.91406,  1.14762368
 7515.79541,  1.14915237
 7519.69629,  1.15112510
 7523.61670,  1.15299364
 7527.55713,  1.15544135
 7531.51660,  1.15799321
 7535.49609,  1.15977302
 7539.49512,  1.16188336
 7543.51367,  1.16348802
 7547.55176,  1.16510152
 7551.60986,  1.16688532
 7555.68750,  1.16830800
 7559.78467,  1.17011449
 7563.90137,  1.17186731
 7568.03760,  1.17371437
 7572.19385,  1.17540007
 7576.36914,  1.17726800
 7580.56445,  1.17919817
 7584.77930,  1.18117561
 7589.01367,  1.18321002
 7593.26807,  1.18501661
 7597.54199,  1.18722219
 7601.83496,  1.18893200
 7606.14795,  1.19149155
 7610.48047,  1.19361756
 7614.83301,  1.19588514
 7619.20459,  1.19807341
 7623.59619,  1.20180585
 7628.00732,  1.19967869
 7632.43799,  1.20556523
 7636.88818,  1.20597925
 7641.35840,  1.20793801
 7645.84814,  1.20974493
 7650.35742,  1.21235762
 7654.88623,  1.21472290
 7659.43457,  1.21690349
 7664.00244,  1.21946330
 7668.59033,  1.22131081
 7673.19775,  1.22404516
 7677.82471,  1.22625855
 7682.47119,  1.22823711
 7687.13721,  1.23036342
 7691.82324,  1.23301693
 7696.52832,  1.23560660
 7701.25342,  1.23808140
 7705.99805,  1.24033280
 7710.76270,  1.24215372
 7715.54639,  1.24440246
 7720.35010,  1.24732402
 7725.17334,  1.24961619
 7730.01611,  1.25244778
 7734.87842,  1.25439335
 7739.76025,  1.25685528
 7744.66211,  1.25959210
 7749.58350,  1.26112603
 7754.52441,  1.26407111
 7759.48486,  1.26654471
 7764.46484,  1.26907394
 7769.46484,  1.27184799
 7774.48438,  1.27407842
 7779.52344,  1.27664638
 7784.58203,  1.27908469
 7789.66016,  1.28178725
 7794.75781,  1.28430041
 7799.87549,  1.28750108
 7805.01270,  1.29022758
 7810.16943,  1.29227763
 7815.34570,  1.29510895
 7820.54199,  1.29770446
 7825.75732,  1.30039001
 7830.99268,  1.30304357
 7836.24756,  1.30602073
 7841.52197,  1.30852958
 7846.81592,  1.31137586
 7852.12988,  1.31419831
 7857.46338,  1.31763175
 7862.81641,  1.31993154
 7868.18896,  1.32271543
 7873.58105,  1.32491632
 7878.99268,  1.32777266
 7884.42432,  1.33144868
 7889.87549,  1.33400133
 7895.34619,  1.33728530
 7900.83643,  1.33974040
 7906.34668,  1.34250102
 7911.87598,  1.34571291
 7917.42529,  1.34921505
 7922.99414,  1.35209655
 7928.58252,  1.35464180
 7934.19043,  1.35782828
 7939.81836,  1.36047852
 7945.46582,  1.36374348
 7951.13281,  1.36691894
 7956.81934,  1.37000509
 7962.52539,  1.37280292
 7968.25098,  1.37571660
 7973.99658,  1.38015553
 7979.76172,  1.38248630
 7985.54639,  1.38526756
 7991.35059,  1.38805728
 7997.17480,  1.39122006
 8003.01807,  1.39486560
 8008.88135,  1.39781941
 8014.76416,  1.40111669
 8020.66650,  1.40380169
 8026.58838,  1.40706289
 8032.53027,  1.40998244
 8038.49170,  1.41410867
 8044.47217,  1.41758853
 8050.47314,  1.42104012
 8056.49316,  1.42350774
 8062.53271,  1.42659910
 8068.59229,  1.43019933
 8074.67139,  1.43282997
 8080.77002,  1.43638114
 8086.88818,  1.44000802
 8093.02588,  1.44296911
 8099.18359,  1.44651273
 8105.36084,  1.44996829
