#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Schwertmannite: Schwertmannite
#------------------------------------------
# energy, Schwertmannite
 7162.62500,  0.89206263
 7162.87500,  0.89323325
 7163.12500,  0.89355316
 7163.37500,  0.89492428
 7163.62500,  0.89618780
 7163.87500,  0.89742546
 7164.12500,  0.89912273
 7164.37500,  0.90046648
 7164.62500,  0.90211950
 7164.87500,  0.90377593
 7165.12500,  0.90555164
 7165.37500,  0.90769468
 7165.62500,  0.90961856
 7165.87500,  0.91177552
 7166.12500,  0.91377757
 7166.37500,  0.91639475
 7166.62500,  0.91862350
 7166.87500,  0.92089911
 7167.12500,  0.92344844
 7167.37500,  0.92614397
 7167.62500,  0.92866450
 7167.87500,  0.93121706
 7168.12500,  0.93423398
 7168.37500,  0.93712786
 7168.62500,  0.94008680
 7168.87500,  0.94258516
 7169.12500,  0.94572961
 7169.37500,  0.94844408
 7169.62500,  0.95127531
 7169.87500,  0.95440226
 7170.12500,  0.95742797
 7170.37500,  0.96055277
 7170.62500,  0.96317947
 7170.87500,  0.96639320
 7171.12500,  0.96939935
 7171.37500,  0.97217620
 7171.62500,  0.97507070
 7171.87500,  0.97823086
 7172.12500,  0.98097934
 7172.37500,  0.98387142
 7172.62500,  0.98671495
 7172.87500,  0.98947905
 7173.12500,  0.99225320
 7173.37500,  0.99536885
 7173.62500,  0.99835597
 7173.87500,  1.00076808
 7174.12500,  1.00386380
 7174.37500,  1.00737209
 7174.62500,  1.00993210
 7174.87500,  1.01314988
 7175.12500,  1.01597644
 7175.37500,  1.01919457
 7175.62500,  1.02197420
 7175.87500,  1.02537722
 7176.12500,  1.02829909
 7176.37500,  1.03127428
 7176.62500,  1.03364484
 7176.87500,  1.03589962
 7177.12500,  1.03759958
 7177.37500,  1.03945381
 7177.62500,  1.04112631
 7177.87500,  1.04240212
 7178.12500,  1.04393093
 7179.22119,  1.04932049
 7180.33691,  1.05382124
 7181.47266,  1.05763745
 7182.62793,  1.06079578
 7183.80273,  1.06262114
 7184.99756,  1.06359313
 7186.21143,  1.06358362
 7187.44580,  1.06332070
 7188.69922,  1.06310308
 7189.97266,  1.06351097
 7191.26514,  1.06285361
 7192.57812,  1.06201841
 7193.91016,  1.06123632
 7195.26221,  1.05969304
 7196.63379,  1.05832429
 7198.02490,  1.05724916
 7199.43604,  1.05580675
 7200.86670,  1.05468999
 7202.31689,  1.05322472
 7203.78711,  1.05155298
 7205.27637,  1.04907367
 7206.78613,  1.04654513
 7208.31494,  1.04340053
 7209.86377,  1.04065358
 7211.43164,  1.03710361
 7213.02002,  1.03437050
 7214.62744,  1.03147589
 7216.25488,  1.02897749
 7217.90186,  1.02735257
 7219.56836,  1.02666414
 7221.25488,  1.02622274
 7222.96094,  1.02648189
 7224.68652,  1.02763157
 7226.43213,  1.02862263
 7228.19678,  1.02981829
 7229.98145,  1.03134355
 7231.78613,  1.03231378
 7233.60986,  1.03322008
 7235.45361,  1.03392297
 7237.31738,  1.03465122
 7239.20020,  1.03530846
 7241.10303,  1.03714871
 7243.02539,  1.03813130
 7244.96729,  1.04100548
 7246.92920,  1.04415389
 7248.91064,  1.04719295
 7250.91162,  1.05051073
 7252.93262,  1.05388009
 7254.97266,  1.05718883
 7257.03271,  1.05943259
 7259.11279,  1.06307261
 7261.21191,  1.06598547
 7263.33105,  1.06886804
 7265.47021,  1.07125813
 7267.62842,  1.07347265
 7269.80664,  1.07564180
 7272.00439,  1.07812360
 7274.22168,  1.07963888
 7276.45898,  1.08136673
 7278.71582,  1.08324263
 7280.99219,  1.08461861
 7283.28857,  1.08546010
 7285.60400,  1.08589401
 7287.93945,  1.08528125
 7290.29492,  1.08390083
 7292.66943,  1.08292156
 7295.06396,  1.08123415
 7297.47803,  1.07974432
 7299.91211,  1.07850235
 7302.36572,  1.07763952
 7304.83887,  1.07673170
 7307.33154,  1.07640272
 7309.84424,  1.07632499
 7312.37646,  1.07668781
 7314.92822,  1.07740743
 7317.49951,  1.07863086
 7320.09082,  1.08013212
 7322.70166,  1.08173422
 7325.33252,  1.08365731
 7327.98242,  1.08563369
 7330.65234,  1.08812464
 7333.34180,  1.09039567
 7336.05127,  1.09242498
 7338.78027,  1.09480328
 7341.52881,  1.09626191
 7344.29688,  1.09714890
 7347.08496,  1.09778886
 7349.89258,  1.09815524
 7352.71973,  1.09850768
 7355.56641,  1.09901624
 7358.43311,  1.09970741
 7361.31934,  1.10075861
 7364.22559,  1.10207651
 7367.15088,  1.10333936
 7370.09619,  1.10490408
 7373.06104,  1.10608528
 7376.04590,  1.10743993
 7379.05029,  1.10890529
 7382.07422,  1.11054787
 7385.11768,  1.11240716
 7388.18115,  1.11415755
 7391.26416,  1.11646893
 7394.36670,  1.11863819
 7397.48877,  1.12092697
 7400.63086,  1.12311062
 7403.79248,  1.12512838
 7406.97363,  1.12671693
 7410.17480,  1.12790580
 7413.39551,  1.12878931
 7416.63574,  1.12914651
 7419.89600,  1.12933791
 7423.17529,  1.12936217
 7426.47510,  1.12946141
 7429.79395,  1.12987179
 7433.13232,  1.13059050
 7436.49072,  1.13150447
 7439.86914,  1.13243779
 7443.26660,  1.13368340
 7446.68408,  1.13489811
 7450.12109,  1.13648819
 7453.57764,  1.13812967
 7457.05420,  1.13993113
 7460.55029,  1.14164470
 7464.06592,  1.14382483
 7467.60156,  1.14590952
 7471.15625,  1.14813213
 7474.73096,  1.15032562
 7478.32568,  1.15277136
 7481.93945,  1.15493122
 7485.57324,  1.15702445
 7489.22656,  1.15878621
 7492.89990,  1.16039563
 7496.59277,  1.16171764
 7500.30518,  1.16301611
 7504.03711,  1.16409565
 7507.78906,  1.16556287
 7511.56055,  1.16687757
 7515.35156,  1.16849477
 7519.16211,  1.17021085
 7522.99268,  1.17185016
 7526.84277,  1.17355862
 7530.71289,  1.17532620
 7534.60205,  1.17739395
 7538.51123,  1.17922509
 7542.43994,  1.18128560
 7546.38867,  1.18323182
 7550.35693,  1.18524549
 7554.34473,  1.18725537
 7558.35205,  1.18937129
 7562.37939,  1.19148762
 7566.42627,  1.19345046
 7570.49268,  1.19555165
 7574.57861,  1.19743203
 7578.68457,  1.19914454
 7582.81006,  1.20092990
 7586.95508,  1.20252020
 7591.12012,  1.20419438
 7595.30469,  1.20583945
 7599.50879,  1.20761004
 7603.73291,  1.20926302
 7607.97607,  1.21105976
 7612.23975,  1.21299663
 7616.52246,  1.21493052
 7620.82471,  1.21690476
 7625.14697,  1.21921759
 7629.48926,  1.22125530
 7633.85059,  1.22358251
 7638.23193,  1.22543500
 7642.63281,  1.22766745
 7647.05322,  1.22991998
 7651.49365,  1.23009893
 7655.95361,  1.23462497
 7660.43311,  1.23673505
 7664.93262,  1.23915976
 7669.45117,  1.24120076
 7673.98975,  1.24357854
 7678.54834,  1.24575571
 7683.12598,  1.24803372
 7687.72363,  1.25018793
 7692.34082,  1.25230047
 7696.97803,  1.25458242
 7701.63477,  1.25687949
 7706.31104,  1.25926593
 7711.00684,  1.26140382
 7715.72266,  1.26366732
 7720.45801,  1.26585091
 7725.21289,  1.26820939
 7729.98730,  1.27052234
 7734.78174,  1.27281011
 7739.59570,  1.27521345
 7744.42969,  1.27747154
 7749.28271,  1.27992167
 7754.15576,  1.28235291
 7759.04834,  1.28471052
 7763.96094,  1.28723206
 7768.89307,  1.28977960
 7773.84473,  1.29224203
 7778.81592,  1.29488293
 7783.80713,  1.29723606
 7788.81738,  1.29949341
 7793.84814,  1.30195157
 7798.89795,  1.30441723
 7803.96777,  1.30683665
 7809.05713,  1.30947366
 7814.16602,  1.31204675
 7819.29492,  1.31456379
 7824.44336,  1.31729683
 7829.61133,  1.31987573
 7834.79932,  1.32239510
 7840.00635,  1.32508325
 7845.23340,  1.32760713
 7850.48047,  1.33019253
 7855.74658,  1.33305425
 7861.03271,  1.33574010
 7866.33838,  1.33846632
 7871.66406,  1.34107843
 7877.00928,  1.34395256
 7882.37402,  1.34663111
 7887.75830,  1.34940394
 7893.16260,  1.35213618
 7898.58643,  1.35484190
 7904.02979,  1.35777565
 7909.49268,  1.36058164
 7914.97559,  1.36347197
 7920.47803,  1.36622692
 7926.00049,  1.36912812
 7931.54199,  1.37202364
 7937.10352,  1.37492559
 7942.68457,  1.37790900
 7948.28564,  1.38087361
 7953.90625,  1.38353645
 7959.54639,  1.38637939
 7965.20605,  1.38933681
 7970.88574,  1.39230272
 7976.58447,  1.39525182
 7982.30371,  1.39823813
 7988.04199,  1.40114614
 7993.80029,  1.40408733
 7999.57812,  1.40706079
 8005.37549,  1.41008259
