#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Mackinawite (aged): Mackinawite (aged)
#------------------------------------------
# energy, Mackinawite (aged)
 7211.77783,  1.02238827
 7213.57910,  1.01465434
 7215.39990,  1.00918652
 7217.24023,  1.00402984
 7219.10059,  1.00026098
 7220.98047,  0.99581831
 7222.87988,  0.99613425
 7224.79883,  0.99648149
 7226.73730,  0.99752254
 7228.69580,  0.99945233
 7230.67334,  1.00452904
 7232.67090,  1.00830134
 7234.68799,  1.01374662
 7236.72510,  1.02091608
 7238.78125,  1.02974916
 7240.85742,  1.03812393
 7242.95312,  1.05018989
 7245.06836,  1.06188361
 7247.20312,  1.06867810
 7249.35742,  1.08059089
 7251.53174,  1.08719414
 7253.72559,  1.09422547
 7255.93896,  1.09746803
 7258.17188,  1.10330019
 7260.42432,  1.10308620
 7262.69678,  1.10317416
 7264.98828,  1.10452040
 7267.29980,  1.10264513
 7269.63086,  1.09859999
 7271.98193,  1.09668912
 7274.35205,  1.09263496
 7276.74219,  1.08993921
 7279.15186,  1.08587170
 7281.58105,  1.08549464
 7284.02979,  1.08618404
 7286.49805,  1.08333741
 7288.98633,  1.08087571
 7291.49414,  1.07875859
 7294.02148,  1.07925701
 7296.56836,  1.07717749
 7299.13477,  1.07848136
 7301.72119,  1.08127397
 7304.32666,  1.08293884
 7306.95215,  1.08458458
 7309.59717,  1.08697959
 7312.26221,  1.09239651
 7314.94629,  1.09544745
 7317.65039,  1.09881256
 7320.37354,  1.09915847
 7323.11670,  1.10255043
 7325.87988,  1.10671251
 7328.66211,  1.10974043
 7331.46436,  1.11288429
 7334.28564,  1.11575873
 7337.12695,  1.11945392
 7339.98828,  1.12206539
 7342.86865,  1.12409397
 7345.76855,  1.12513808
 7348.68848,  1.13007150
 7351.62793,  1.13352982
 7354.58691,  1.13624610
 7357.56543,  1.13587386
 7360.56396,  1.13985721
 7363.58154,  1.13965901
 7366.61914,  1.14191174
 7369.67627,  1.14382280
 7372.75293,  1.14464269
 7375.84961,  1.14693192
 7378.96533,  1.14718900
 7382.10107,  1.14679670
 7385.25635,  1.14702219
 7388.43115,  1.15084006
 7391.62598,  1.14874420
 7394.83984,  1.15228756
 7398.07373,  1.15490021
 7401.32715,  1.15667465
 7404.60010,  1.15720323
 7407.89258,  1.16007488
 7411.20459,  1.16074820
 7414.53662,  1.16413436
 7417.88818,  1.16429218
 7421.25928,  1.16596322
 7424.64990,  1.17204861
 7428.06006,  1.17189477
 7431.49023,  1.17450777
 7434.93994,  1.18047697
 7438.40918,  1.18153344
 7441.89795,  1.18717666
 7445.40625,  1.19191566
 7448.93457,  1.19460718
 7452.48193,  1.19820068
 7456.04932,  1.20021319
 7459.63623,  1.20634596
 7463.24316,  1.20871428
 7466.86914,  1.21214422
 7470.51514,  1.21507515
 7474.18018,  1.21782851
 7477.86523,  1.21910601
 7481.57031,  1.22413057
 7485.29443,  1.22351918
 7489.03857,  1.22590271
 7492.80176,  1.23042561
 7496.58496,  1.22906621
 7500.38770,  1.23251519
 7504.21045,  1.23369167
 7508.05225,  1.23656024
 7511.91406,  1.23829279
 7515.79541,  1.24057480
 7519.69629,  1.24432574
 7523.61670,  1.24547532
 7527.55713,  1.24914648
 7531.51660,  1.25128182
 7535.49609,  1.25570212
 7539.49512,  1.26044031
 7543.51367,  1.26485508
 7547.55176,  1.27009810
 7551.60986,  1.27114498
 7555.68750,  1.27582854
 7559.78467,  1.27974032
 7563.90137,  1.28487819
 7568.03760,  1.28878887
 7572.19385,  1.29451739
 7576.36914,  1.29708781
 7580.56445,  1.30039124
 7584.77930,  1.30744038
 7589.01367,  1.30885103
 7593.26807,  1.31226097
 7597.54199,  1.31556091
 7601.83496,  1.31935666
 7606.14795,  1.32445587
 7610.48047,  1.32658572
 7614.83301,  1.33081125
 7619.20459,  1.33129906
 7623.59619,  1.33763418
 7628.00732,  1.34169166
 7632.43799,  1.34375463
 7636.88818,  1.34827244
 7641.35840,  1.35206579
 7645.84814,  1.35483525
 7650.35742,  1.35940179
 7654.88623,  1.36328976
 7659.43457,  1.36885872
 7664.00244,  1.37352410
 7668.59033,  1.37669084
 7673.19775,  1.38238075
 7677.82471,  1.38560755
 7682.47119,  1.39100703
 7687.13721,  1.39694014
 7691.82324,  1.40140435
 7696.52832,  1.40694072
 7701.25342,  1.41196037
 7705.99805,  1.41497981
 7710.76270,  1.42197828
 7715.54639,  1.42644458
 7720.35010,  1.43201907
 7725.17334,  1.43580382
 7730.01611,  1.44140378
 7734.87842,  1.44508366
 7739.76025,  1.45130718
 7744.66211,  1.45750998
 7749.58350,  1.46113916
 7754.52441,  1.46688070
 7759.48486,  1.47124288
 7764.46484,  1.47566546
 7769.46484,  1.48002051
 7774.48438,  1.48575529
 7779.52344,  1.48889304
 7784.58203,  1.49879918
 7789.66016,  1.50108256
 7794.75781,  1.50686301
 7799.87549,  1.51592803
 7805.01270,  1.51710899
 7810.16943,  1.52397227
 7815.34570,  1.52821700
 7820.54199,  1.53638088
 7825.75732,  1.54076833
 7830.99268,  1.54689074
 7836.24756,  1.55315832
 7841.52197,  1.55821484
 7846.81592,  1.56577872
 7852.12988,  1.57143168
 7857.46338,  1.57780195
 7862.81641,  1.58229053
 7868.18896,  1.58965068
 7873.58105,  1.59462341
 7878.99268,  1.60110115
 7884.42432,  1.60806388
 7889.87549,  1.61474495
 7895.34619,  1.62166335
 7900.83643,  1.62693668
 7906.34668,  1.63407761
 7911.87598,  1.63943988
 7917.42529,  1.64834360
 7922.99414,  1.65440712
 7928.58252,  1.66114241
 7934.19043,  1.66719808
 7939.81836,  1.67439357
 7945.46582,  1.68026770
 7951.13281,  1.68724951
 7956.81934,  1.69547018
 7962.52539,  1.70177730
 7968.25098,  1.70844218
 7973.99658,  1.71461141
 7979.76172,  1.72336604
 7985.54639,  1.72878741
 7991.35059,  1.73813649
 7997.17480,  1.74590216
 8003.01807,  1.75042285
 8008.88135,  1.75967631
 8014.76416,  1.76741017
 8020.66650,  1.77363771
 8026.58838,  1.78157208
 8032.53027,  1.78869152
 8038.49170,  1.79676047
 8044.47217,  1.80334939
 8050.47314,  1.81031394
 8056.49316,  1.81947640
 8062.53271,  1.82706759
 8068.59229,  1.83494976
 8074.67139,  1.84303995
 8080.77002,  1.85079070
 8086.88818,  1.85933215
 8093.02588,  1.86620891
 8099.18359,  1.87499735
 8105.36084,  1.88323608
