#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Ilmenite: Ilmenite
#------------------------------------------
# energy, Ilmenite
 7122.25000,  0.51355793
 7122.50000,  0.54864171
 7122.75000,  0.58366341
 7123.00000,  0.61853289
 7123.25000,  0.64802231
 7123.50000,  0.68071098
 7123.75000,  0.70988318
 7124.00000,  0.73968896
 7124.25000,  0.76463459
 7124.50000,  0.79266351
 7124.75000,  0.81805686
 7125.00000,  0.84544610
 7125.25000,  0.86870361
 7125.50000,  0.89536116
 7125.75000,  0.91958615
 7126.00000,  0.94567634
 7126.25000,  0.96723661
 7126.50000,  0.99207098
 7126.75000,  1.01361462
 7127.00000,  1.03520974
 7127.25000,  1.05317822
 7127.50000,  1.07266920
 7127.75000,  1.08948413
 7128.00000,  1.10569377
 7128.25000,  1.11954954
 7128.50000,  1.13355832
 7128.75000,  1.14497678
 7129.00000,  1.15549806
 7129.25000,  1.16336091
 7129.50000,  1.17085152
 7129.75000,  1.17667163
 7130.00000,  1.18159496
 7130.25000,  1.18532273
 7130.50000,  1.18864661
 7130.75000,  1.19159744
 7131.00000,  1.19452374
 7131.25000,  1.19734266
 7131.50000,  1.20016172
 7131.75000,  1.20296912
 7132.00000,  1.20569140
 7132.25000,  1.20778044
 7132.50000,  1.20947940
 7132.75000,  1.21041067
 7133.00000,  1.21051729
 7133.25000,  1.21002391
 7133.50000,  1.20824502
 7133.75000,  1.20544763
 7134.00000,  1.20202626
 7134.25000,  1.19771039
 7134.50000,  1.19294881
 7134.75000,  1.18704113
 7135.00000,  1.18170301
 7135.25000,  1.17579627
 7135.50000,  1.17016459
 7135.75000,  1.16383373
 7136.00000,  1.15874440
 7136.25000,  1.15343591
 7136.50000,  1.14842326
 7136.75000,  1.14310472
 7137.00000,  1.13912383
 7137.25000,  1.13416842
 7137.50000,  1.12980711
 7137.75000,  1.12475988
 7138.00000,  1.12067645
 7138.25000,  1.11512761
 7138.50000,  1.11029995
 7138.75000,  1.10450929
 7139.00000,  1.09960810
 7139.25000,  1.09347368
 7139.50000,  1.08804214
 7139.75000,  1.08183828
 7140.00000,  1.07677992
 7140.25000,  1.07094744
 7140.50000,  1.06585242
 7140.75000,  1.06065398
 7141.00000,  1.05622149
 7141.25000,  1.05141909
 7141.50000,  1.04726602
 7141.75000,  1.04318427
 7142.00000,  1.03976973
 7142.25000,  1.03630560
 7142.50000,  1.03341009
 7142.75000,  1.03078824
 7143.00000,  1.02854058
 7143.25000,  1.02634722
 7143.50000,  1.02482764
 7143.75000,  1.02320846
 7144.00000,  1.02243834
 7144.25000,  1.02154644
 7144.50000,  1.02090373
 7144.75000,  1.02043750
 7145.00000,  1.02027146
 7145.25000,  1.02030763
 7145.50000,  1.02008905
 7145.75000,  1.01993018
 7146.00000,  1.01984658
 7146.25000,  1.01958216
 7146.50000,  1.01921478
 7146.75000,  1.01857978
 7147.00000,  1.01796442
 7147.25000,  1.01690227
 7147.50000,  1.01543544
 7147.75000,  1.01399200
 7148.00000,  1.01211706
 7148.25000,  1.00970332
 7148.50000,  1.00722303
 7148.75000,  1.00470232
 7149.00000,  1.00189857
 7149.25000,  0.99895956
 7149.50000,  0.99575937
 7149.75000,  0.99270984
 7150.00000,  0.98950844
 7150.25000,  0.98615282
 7150.50000,  0.98302836
 7150.75000,  0.98003600
 7151.00000,  0.97686295
 7151.25000,  0.97389211
 7151.50000,  0.97073823
 7151.75000,  0.96827911
 7152.00000,  0.96533629
 7152.25000,  0.96260606
 7152.50000,  0.95992369
 7152.75000,  0.95763354
 7153.00000,  0.95495010
 7153.25000,  0.95260780
 7153.50000,  0.94993461
 7153.75000,  0.94765955
 7154.00000,  0.94513528
 7154.25000,  0.94281879
 7154.50000,  0.94018006
 7154.75000,  0.93782422
 7155.00000,  0.93546658
 7155.25000,  0.93298957
 7155.50000,  0.93053615
 7155.75000,  0.92835096
 7156.00000,  0.92592596
 7156.25000,  0.92337596
 7156.50000,  0.92130860
 7156.75000,  0.91956597
 7157.00000,  0.91715839
 7157.25000,  0.91524579
 7157.50000,  0.91340898
 7157.75000,  0.91195938
 7158.00000,  0.91043558
 7158.25000,  0.90921781
 7158.50000,  0.90801726
 7158.75000,  0.90716296
 7159.00000,  0.90646609
 7159.25000,  0.90597245
 7159.50000,  0.90538677
 7159.75000,  0.90543642
 7160.00000,  0.90524102
 7161.09473,  0.90676374
 7162.20947,  0.91051462
 7163.34326,  0.91592444
 7164.49707,  0.92246786
 7165.67041,  0.92970287
 7166.86377,  0.93822093
 7168.07617,  0.94852783
 7169.30859,  0.96128809
 7170.56006,  0.97656192
 7171.83154,  0.99428394
 7173.12305,  1.01279090
 7174.43359,  1.03065997
 7175.76367,  1.04457750
 7177.11377,  1.05369048
 7178.48340,  1.05974318
 7179.87256,  1.06361404
 7181.28174,  1.06549446
 7182.70996,  1.06569973
 7184.15820,  1.06440545
 7185.62598,  1.06292259
 7187.11328,  1.06139085
 7188.62012,  1.05999312
 7190.14648,  1.05838758
 7191.69287,  1.05586941
 7193.25879,  1.05256013
 7194.84424,  1.04706216
 7196.44922,  1.04228031
 7198.07373,  1.03841759
 7199.71826,  1.03334431
 7201.38184,  1.02806732
 7203.06543,  1.02281088
 7204.76855,  1.01831847
 7206.49170,  1.01527473
 7208.23389,  1.01353257
 7209.99609,  1.01293346
 7211.77783,  1.01326862
 7213.57910,  1.01465274
 7215.39990,  1.01738916
 7217.24023,  1.02161488
 7219.10059,  1.02615196
 7220.98047,  1.03024832
 7222.87988,  1.03316336
 7224.79883,  1.03458273
 7226.73730,  1.03477869
 7228.69580,  1.03398381
 7230.67334,  1.03303253
 7232.67090,  1.03284843
 7234.68799,  1.03397789
 7236.72510,  1.03588660
 7238.78125,  1.03759958
 7240.85742,  1.03830428
 7242.95312,  1.03756258
 7245.06836,  1.03554747
 7247.20312,  1.03323065
 7249.35742,  1.03210950
 7251.53174,  1.03219259
 7253.72559,  1.03360151
 7255.93896,  1.03664993
 7258.17188,  1.04111057
 7260.42432,  1.04625120
 7262.69678,  1.05105439
 7264.98828,  1.05526052
 7267.29980,  1.05842097
 7269.63086,  1.06043749
 7271.98193,  1.06176350
 7274.35205,  1.06415329
 7276.74219,  1.06758129
 7279.15186,  1.07084995
 7281.58105,  1.07307194
 7284.02979,  1.07424953
 7286.49805,  1.07442087
 7288.98633,  1.07366610
 7291.49414,  1.07284019
 7294.02148,  1.07201666
 7296.56836,  1.07081904
 7299.13477,  1.06909357
 7301.72119,  1.06644656
 7304.32666,  1.06336789
 7306.95215,  1.06026043
 7309.59717,  1.05735173
 7312.26221,  1.05446813
 7314.94629,  1.05156111
 7317.65039,  1.04942254
 7320.37354,  1.04905672
 7323.11670,  1.05095747
 7325.87988,  1.05472203
 7328.66211,  1.06005741
 7331.46436,  1.06586640
 7334.28564,  1.07178951
 7337.12695,  1.07743899
 7339.98828,  1.08215224
 7342.86865,  1.08557164
 7345.76855,  1.08747441
 7348.68848,  1.08764671
 7351.62793,  1.08707194
 7354.58691,  1.08671189
 7357.56543,  1.08628511
 7360.56396,  1.08542110
 7363.58154,  1.08428816
 7366.61914,  1.08279876
 7369.67627,  1.08144424
 7372.75293,  1.07998667
 7375.84961,  1.07977617
 7378.96533,  1.08032208
 7382.10107,  1.08073497
 7385.25635,  1.08042666
 7388.43115,  1.08188773
 7391.62598,  1.08302143
 7394.83984,  1.08550375
 7398.07373,  1.08910311
 7401.32715,  1.09327161
 7404.60010,  1.09739114
 7407.89258,  1.10108578
 7411.20459,  1.10432718
 7414.53662,  1.10648108
 7417.88818,  1.10779313
 7421.25928,  1.10828464
 7424.64990,  1.10805147
 7428.06006,  1.10726598
 7431.49023,  1.10621813
 7434.93994,  1.10489572
 7438.40918,  1.10344204
 7441.89795,  1.10205127
 7445.40625,  1.10145932
 7448.93457,  1.10166430
 7452.48193,  1.10265505
 7456.04932,  1.10445232
 7459.63623,  1.10667576
 7463.24316,  1.10909688
 7466.86914,  1.11141182
 7470.51514,  1.11380137
 7474.18018,  1.11637643
 7477.86523,  1.11889742
 7481.57031,  1.12115014
 7485.29443,  1.12272872
 7489.03857,  1.12405766
 7492.80176,  1.12503927
 7496.58496,  1.12599549
 7500.38770,  1.12693949
 7504.21045,  1.12798948
 7508.05225,  1.12890781
 7511.91406,  1.12983615
 7515.79541,  1.13080227
 7519.69629,  1.13199288
 7523.61670,  1.13341040
 7527.55713,  1.13483995
 7531.51660,  1.13622054
 7535.49609,  1.13759788
 7539.49512,  1.13919904
 7543.51367,  1.14081666
 7547.55176,  1.14256240
 7551.60986,  1.14408786
 7555.68750,  1.14554626
 7559.78467,  1.14697420
 7563.90137,  1.14841418
 7568.03760,  1.14989876
 7572.19385,  1.15124993
 7576.36914,  1.15268136
 7580.56445,  1.15403460
 7584.77930,  1.15551825
 7589.01367,  1.15677733
 7593.26807,  1.15824789
 7597.54199,  1.15961535
 7601.83496,  1.16090087
 7606.14795,  1.16237041
 7610.48047,  1.16395827
 7614.83301,  1.16600896
 7619.20459,  1.16822330
 7623.59619,  1.17045449
 7628.00732,  1.17243029
 7632.43799,  1.17390767
 7636.88818,  1.17506008
 7641.35840,  1.17614436
 7645.84814,  1.17734282
 7650.35742,  1.17856765
 7654.88623,  1.18006993
 7659.43457,  1.18179831
 7664.00244,  1.18339033
 7668.59033,  1.18500095
 7673.19775,  1.18670135
 7677.82471,  1.18866056
 7682.47119,  1.19064856
 7687.13721,  1.19378974
 7691.82324,  1.19301321
 7696.52832,  1.19677228
 7701.25342,  1.19883789
 7705.99805,  1.20062774
 7710.76270,  1.20488763
 7715.54639,  1.20506898
 7720.35010,  1.20670980
 7725.17334,  1.20839093
 7730.01611,  1.21007337
 7734.87842,  1.21163902
 7739.76025,  1.21323829
 7744.66211,  1.21483725
 7749.58350,  1.21648564
 7754.52441,  1.21805223
 7759.48486,  1.21960203
 7764.46484,  1.22110314
 7769.46484,  1.22278143
 7774.48438,  1.22464064
 7779.52344,  1.22654634
 7784.58203,  1.22860991
 7789.66016,  1.23075361
 7794.75781,  1.23280452
 7799.87549,  1.23479158
 7805.01270,  1.23685676
 7810.16943,  1.23897312
 7815.34570,  1.24108528
 7820.54199,  1.24309098
 7825.75732,  1.24510603
 7830.99268,  1.24701153
 7836.24756,  1.24902235
 7841.52197,  1.25096103
 7846.81592,  1.25292662
 7852.12988,  1.25486255
 7857.46338,  1.25682163
 7862.81641,  1.25873122
 7868.18896,  1.26061906
 7873.58105,  1.26261799
 7878.99268,  1.26456716
 7884.42432,  1.26679900
 7889.87549,  1.26894313
 7895.34619,  1.27104260
 7900.83643,  1.27323185
 7906.34668,  1.27539814
 7911.87598,  1.27754255
 7917.42529,  1.27965877
 7922.99414,  1.28193716
 7928.58252,  1.28404460
 7934.19043,  1.28618312
 7939.81836,  1.28848365
 7945.46582,  1.29065520
 7951.13281,  1.29290581
 7956.81934,  1.29519271
 7962.52539,  1.29732141
 7968.25098,  1.29962085
 7973.99658,  1.30177909
 7979.76172,  1.30391318
 7985.54639,  1.30602847
 7991.35059,  1.30813180
 7997.17480,  1.31027409
 8003.01807,  1.31235778
 8008.88135,  1.31451811
 8014.76416,  1.31672278
 8020.66650,  1.31896012
 8026.58838,  1.32124769
 8032.53027,  1.32358925
 8038.49170,  1.32587662
 8044.47217,  1.32819212
 8050.47314,  1.33048693
 8056.49316,  1.33284659
 8062.53271,  1.33518584
 8068.59229,  1.33748699
 8074.67139,  1.33983462
 8080.77002,  1.34217953
 8086.88818,  1.34448380
 8093.02588,  1.34671726
 8099.18359,  1.34900845
 8105.36084,  1.35119479
