#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Maghemite: Maghemite
#------------------------------------------
# energy, Maghemite
 7125.37500,  0.69728645
 7125.62500,  0.71645630
 7125.87500,  0.73687678
 7126.12500,  0.75858519
 7126.37500,  0.78223792
 7126.62500,  0.80766742
 7126.87500,  0.83478343
 7127.12500,  0.86278165
 7127.37500,  0.89020706
 7127.62500,  0.91625365
 7127.87500,  0.94168488
 7128.12500,  0.96354927
 7128.37500,  0.98251128
 7128.62500,  0.99895967
 7128.87500,  1.01212517
 7129.12500,  1.02335478
 7129.37500,  1.03321266
 7129.62500,  1.04142704
 7129.87500,  1.04970989
 7130.12500,  1.05778225
 7130.37500,  1.06699313
 7130.62500,  1.07678054
 7130.87500,  1.08795723
 7131.12500,  1.10038536
 7131.37500,  1.11359141
 7131.62500,  1.12687593
 7131.87500,  1.14047603
 7132.12500,  1.15372054
 7132.37500,  1.16569707
 7132.62500,  1.17663363
 7132.87500,  1.18678582
 7133.12500,  1.19419146
 7133.37500,  1.19963111
 7133.62500,  1.20325706
 7133.87500,  1.20449833
 7134.12500,  1.20347584
 7134.37500,  1.20049226
 7134.62500,  1.19603004
 7134.87500,  1.18999642
 7135.12500,  1.18308769
 7135.37500,  1.17561561
 7135.62500,  1.16771056
 7135.87500,  1.16000099
 7136.12500,  1.15254255
 7136.37500,  1.14563372
 7136.62500,  1.13897066
 7136.87500,  1.13328027
 7137.12500,  1.12832189
 7137.37500,  1.12362627
 7137.62500,  1.12048222
 7137.87500,  1.11754357
 7138.12500,  1.11516826
 7138.37500,  1.11356705
 7138.62500,  1.11169281
 7138.87500,  1.11033028
 7139.12500,  1.10910412
 7139.37500,  1.10746791
 7139.62500,  1.10623148
 7139.87500,  1.10453818
 7140.12500,  1.10260011
 7140.37500,  1.10102709
 7140.62500,  1.09849058
 7140.87500,  1.09668426
 7141.12500,  1.09413520
 7141.37500,  1.09116863
 7141.62500,  1.08817133
 7141.87500,  1.08503710
 7142.12500,  1.08089837
 7142.37500,  1.07769277
 7142.62500,  1.07315617
 7142.87500,  1.06945587
 7143.12500,  1.06545071
 7143.37500,  1.06149673
 7143.62500,  1.05826140
 7143.87500,  1.05522182
 7144.12500,  1.05193757
 7144.37500,  1.04976320
 7144.62500,  1.04782477
 7144.87500,  1.04653743
 7145.12500,  1.04632268
 7145.37500,  1.04612712
 7145.62500,  1.04660110
 7145.87500,  1.04758297
 7146.12500,  1.04888552
 7146.37500,  1.05052093
 7146.62500,  1.05207896
 7146.87500,  1.05423035
 7147.12500,  1.05582685
 7147.37500,  1.05755664
 7147.62500,  1.05821855
 7147.87500,  1.05921661
 7148.12500,  1.05921880
 7148.37500,  1.05897778
 7148.62500,  1.05802530
 7148.87500,  1.05676677
 7149.12500,  1.05500346
 7149.37500,  1.05255814
 7149.62500,  1.04940064
 7149.87500,  1.04613394
 7150.12500,  1.04248418
 7150.37500,  1.03906219
 7150.62500,  1.03436448
 7150.87500,  1.03013329
 7151.12500,  1.02555323
 7151.37500,  1.02105018
 7151.62500,  1.01665924
 7151.87500,  1.01231776
 7152.12500,  1.00781098
 7152.37500,  1.00378709
 7152.62500,  1.00012952
 7152.87500,  0.99644285
 7153.12500,  0.99338627
 7153.37500,  0.99014958
 7153.62500,  0.98757733
 7153.87500,  0.98475387
 7154.12500,  0.98244548
 7154.37500,  0.97999062
 7154.62500,  0.97809592
 7154.87500,  0.97582899
 7155.12500,  0.97420187
 7155.37500,  0.97224644
 7155.62500,  0.97019036
 7155.87500,  0.96822428
 7156.12500,  0.96609574
 7156.37500,  0.96438497
 7156.62500,  0.96266512
 7156.87500,  0.96046692
 7157.12500,  0.95850967
 7157.37500,  0.95657288
 7157.62500,  0.95456616
 7157.87500,  0.95240970
 7158.12500,  0.95059738
 7158.37500,  0.94868422
 7158.62500,  0.94659204
 7158.87500,  0.94446049
 7159.12500,  0.94258507
 7159.37500,  0.94093522
 7159.62500,  0.93904907
 7159.87500,  0.93720083
 7160.12500,  0.93517930
 7160.37500,  0.93366247
 7160.62500,  0.93205790
 7160.87500,  0.93092894
 7161.12500,  0.92972370
 7161.37500,  0.92836826
 7161.62500,  0.92796003
 7161.87500,  0.92687171
 7162.12500,  0.92667879
 7162.37500,  0.92600889
 7162.62500,  0.92581315
 7162.87500,  0.92593090
 7163.12500,  0.92584063
 7163.37500,  0.92595738
 7163.62500,  0.92621015
 7163.87500,  0.92669595
 7164.12500,  0.92688699
 7164.37500,  0.92747335
 7164.62500,  0.92807626
 7164.87500,  0.92912714
 7165.12500,  0.93018729
 7165.37500,  0.93054762
 7165.62500,  0.93181216
 7165.87500,  0.93273475
 7166.12500,  0.93365088
 7166.37500,  0.93479250
 7166.62500,  0.93601431
 7166.87500,  0.93676906
 7167.12500,  0.93803878
 7167.37500,  0.93941234
 7167.62500,  0.94108839
 7167.87500,  0.94238349
 7168.12500,  0.94357120
 7168.37500,  0.94475591
 7168.62500,  0.94671064
 7168.87500,  0.94825277
 7169.12500,  0.94977571
 7169.37500,  0.95162097
 7169.62500,  0.95327074
 7169.87500,  0.95525284
 7170.12500,  0.95691307
 7170.37500,  0.95892689
 7170.62500,  0.96048920
 7170.87500,  0.96244047
 7171.12500,  0.96492036
 7171.37500,  0.96680626
 7171.62500,  0.96895247
 7171.87500,  0.97107303
 7172.12500,  0.97329198
 7172.37500,  0.97582351
 7172.62500,  0.97837332
 7172.87500,  0.98093785
 7173.12500,  0.98303496
 7173.37500,  0.98589062
 7173.62500,  0.98813457
 7173.87500,  0.99065837
 7174.12500,  0.99319818
 7174.37500,  0.99602502
 7174.62500,  0.99840281
 7174.87500,  1.00138321
 7175.12500,  1.00349223
 7175.37500,  1.00628926
 7175.62500,  1.00861421
 7175.87500,  1.01113247
 7176.12500,  1.01313202
 7176.37500,  1.01541152
 7176.62500,  1.01688391
 7176.87500,  1.01845031
 7177.12500,  1.02034494
 7177.37500,  1.02155938
 7177.62500,  1.02302586
 7177.87500,  1.02421594
 7178.12500,  1.02497878
 7179.22119,  1.03026585
 7180.33691,  1.03552577
 7181.47266,  1.04169430
 7182.62793,  1.04739589
 7183.80273,  1.05287448
 7184.99756,  1.05631501
 7186.21143,  1.05846885
 7187.44580,  1.05946412
 7188.69922,  1.06058543
 7189.97266,  1.06070564
 7191.26514,  1.06109292
 7192.57812,  1.06040872
 7193.91016,  1.06014279
 7195.26221,  1.05920190
 7196.63379,  1.05766559
 7198.02490,  1.05565925
 7199.43604,  1.05384606
 7200.86670,  1.05196862
 7202.31689,  1.04925209
 7203.78711,  1.04684556
 7205.27637,  1.04403745
 7206.78613,  1.04156460
 7208.31494,  1.03890939
 7209.86377,  1.03744365
 7211.43164,  1.03597966
 7213.02002,  1.03621994
 7214.62744,  1.03748811
 7216.25488,  1.03890916
 7217.90186,  1.04114479
 7219.56836,  1.04321699
 7221.25488,  1.04620952
 7222.96094,  1.04885512
 7224.68652,  1.05139338
 7226.43213,  1.05409033
 7228.19678,  1.05551268
 7229.98145,  1.05644155
 7231.78613,  1.05615355
 7233.60986,  1.05486500
 7235.45361,  1.05317916
 7237.31738,  1.05092190
 7239.20020,  1.04808806
 7241.10303,  1.04516287
 7243.02539,  1.04106246
 7244.96729,  1.03935441
 7246.92920,  1.03734844
 7248.91064,  1.03738631
 7250.91162,  1.03910318
 7252.93262,  1.04274060
 7254.97266,  1.04793435
 7257.03271,  1.04943392
 7259.11279,  1.05813984
 7261.21191,  1.06435774
 7263.33105,  1.07106273
 7265.47021,  1.07701502
 7267.62842,  1.08159806
 7269.80664,  1.08514691
 7272.00439,  1.08840302
 7274.22168,  1.09113154
 7276.45898,  1.09287279
 7278.71582,  1.09430311
 7280.99219,  1.09512229
 7283.28857,  1.09508430
 7285.60400,  1.09424423
 7287.93945,  1.09324599
 7290.29492,  1.09148959
 7292.66943,  1.08939927
 7295.06396,  1.08728452
 7297.47803,  1.08547239
 7299.91211,  1.08429365
 7302.36572,  1.08368483
 7304.83887,  1.08360467
 7307.33154,  1.08381329
 7309.84424,  1.08479842
 7312.37646,  1.08609744
 7314.92822,  1.08769535
 7317.49951,  1.09044272
 7320.09082,  1.09358326
 7322.70166,  1.09717135
 7325.33252,  1.10088312
 7327.98242,  1.10425170
 7330.65234,  1.10649870
 7333.34180,  1.10824467
 7336.05127,  1.10929012
 7338.78027,  1.10933438
 7341.52881,  1.10937322
 7344.29688,  1.10950191
 7347.08496,  1.10907165
 7349.89258,  1.10857278
 7352.71973,  1.10830570
 7355.56641,  1.10828014
 7358.43311,  1.10930284
 7361.31934,  1.11021655
 7364.22559,  1.11198696
 7367.15088,  1.11406553
 7370.09619,  1.11677022
 7373.06104,  1.11956095
 7376.04590,  1.12199821
 7379.05029,  1.12403409
 7382.07422,  1.12601289
 7385.11768,  1.12786835
 7388.18115,  1.13004643
 7391.26416,  1.13272034
 7394.36670,  1.13538454
 7397.48877,  1.13816188
 7400.63086,  1.14025990
 7403.79248,  1.14210945
 7406.97363,  1.14344333
 7410.17480,  1.14436719
 7413.39551,  1.14518198
 7416.63574,  1.14576885
 7419.89600,  1.14620556
 7423.17529,  1.14702789
 7426.47510,  1.14765032
 7429.79395,  1.14863265
 7433.13232,  1.14948172
 7436.49072,  1.15079479
 7439.86914,  1.15256204
 7443.26660,  1.15450517
 7446.68408,  1.15683775
 7450.12109,  1.15897278
 7453.57764,  1.16152154
 7457.05420,  1.16382211
 7460.55029,  1.16577894
 7464.06592,  1.16737212
 7467.60156,  1.16890014
 7471.15625,  1.17038555
 7474.73096,  1.17187281
 7478.32568,  1.17350167
 7481.93945,  1.17550906
 7485.57324,  1.17742174
 7489.22656,  1.17926026
 7492.89990,  1.18123611
 7496.59277,  1.18338228
 7500.30518,  1.18540820
 7504.03711,  1.18747742
 7507.78906,  1.18958677
 7511.56055,  1.19144903
 7515.35156,  1.19333351
 7519.16211,  1.19542332
 7522.99268,  1.19769436
 7526.84277,  1.19986425
 7530.71289,  1.20260469
 7534.60205,  1.20515378
 7538.51123,  1.20758661
 7542.43994,  1.20974998
 7546.38867,  1.21195766
 7550.35693,  1.21401508
 7554.34473,  1.21569221
 7558.35205,  1.21739355
 7562.37939,  1.21914093
 7566.42627,  1.22121330
 7570.49268,  1.22345108
 7574.57861,  1.22583546
 7578.68457,  1.22806458
 7582.81006,  1.23025290
 7586.95508,  1.23242071
 7591.12012,  1.23453554
 7595.30469,  1.23676360
 7599.50879,  1.23893187
 7603.73291,  1.24154205
 7607.97607,  1.24367173
 7612.23975,  1.24632962
 7616.52246,  1.24857775
 7620.82471,  1.25107349
 7625.14697,  1.25340151
 7629.48926,  1.25565019
 7633.85059,  1.25803928
 7638.23193,  1.26030694
 7642.63281,  1.26229249
 7647.05322,  1.26454466
 7651.49365,  1.26206087
 7655.95361,  1.26942842
 7660.43311,  1.27194063
 7664.93262,  1.27433231
 7669.45117,  1.27683121
 7673.98975,  1.27929905
 7678.54834,  1.28185839
 7683.12598,  1.28464016
 7687.72363,  1.28735013
 7692.34082,  1.29003440
 7696.97803,  1.29280916
 7701.63477,  1.29555705
 7706.31104,  1.29821041
 7711.00684,  1.30085198
 7715.72266,  1.30358687
 7720.45801,  1.30614768
 7725.21289,  1.30881053
 7729.98730,  1.31138058
 7734.78174,  1.31412614
 7739.59570,  1.31647986
 7744.42969,  1.31921139
 7749.28271,  1.32200314
 7754.15576,  1.32462736
 7759.04834,  1.32732535
 7763.96094,  1.33001445
 7768.89307,  1.33288880
 7773.84473,  1.33560806
 7778.81592,  1.33847701
 7783.80713,  1.34144646
 7788.81738,  1.34433621
 7793.84814,  1.34739255
 7798.89795,  1.35037455
 7803.96777,  1.35321675
 7809.05713,  1.35609844
 7814.16602,  1.35899116
 7819.29492,  1.36195319
 7824.44336,  1.36472260
 7829.61133,  1.36774670
 7834.79932,  1.37056327
 7840.00635,  1.37374164
 7845.23340,  1.37665928
 7850.48047,  1.37962332
 7855.74658,  1.38271614
 7861.03271,  1.38560259
 7866.33838,  1.38863338
 7871.66406,  1.39172538
 7877.00928,  1.39486360
 7882.37402,  1.39800877
 7887.75830,  1.40116078
 7893.16260,  1.40437911
 7898.58643,  1.40738417
 7904.02979,  1.41066111
 7909.49268,  1.41376988
 7914.97559,  1.41714345
 7920.47803,  1.42043158
 7926.00049,  1.42364528
 7931.54199,  1.42695874
 7937.10352,  1.43013395
 7942.68457,  1.43341539
 7948.28564,  1.43675114
 7953.90625,  1.44008683
 7959.54639,  1.44331854
 7965.20605,  1.44682786
 7970.88574,  1.45012191
 7976.58447,  1.45370166
 7982.30371,  1.45700451
 7988.04199,  1.46045240
 7993.80029,  1.46400580
 7999.57812,  1.46728282
 8005.37549,  1.47072535
