#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Hornblende: Hornblende
#------------------------------------------
# energy, Hornblende
 6880.00000,  0.00134287
 6890.23828,  0.00109597
 6900.47607,  0.00113983
 6910.71436,  7.46100e-4
 6920.95215,  5.10019e-4
 6931.19043,  6.46141e-4
 6941.42871,  3.61323e-4
 6951.66650,  3.69477e-4
 6961.90479,  1.43983e-5
 6972.14307, -2.71443e-4
 6982.38086, -1.63732e-4
 6992.61914, -3.92791e-4
 7002.85693, -6.83357e-4
 7013.09521, -5.90729e-4
 7023.33350, -7.99304e-4
 7033.57129, -5.50036e-4
 7043.80957, -4.86571e-4
 7054.04785, -3.33568e-4
 7064.28564, -2.03055e-4
 7074.52393,  7.72406e-4
 7084.76172,  0.00180082
 7095.00000,  0.00419456
 7095.25000,  0.00411779
 7095.50000,  0.00450159
 7095.75000,  0.00453361
 7096.00000,  0.00449913
 7096.25000,  0.00475949
 7096.50000,  0.00481140
 7096.75000,  0.00496467
 7097.00000,  0.00489043
 7097.25000,  0.00500148
 7097.50000,  0.00520573
 7097.75000,  0.00545538
 7098.00000,  0.00516813
 7098.25000,  0.00552504
 7098.50000,  0.00581301
 7098.75000,  0.00595861
 7099.00000,  0.00573520
 7099.25000,  0.00587849
 7099.50000,  0.00630445
 7099.75000,  0.00622119
 7100.00000,  0.00635602
 7100.25000,  0.00688654
 7100.50000,  0.00677410
 7100.75000,  0.00675436
 7101.00000,  0.00707988
 7101.25000,  0.00697424
 7101.50000,  0.00734700
 7101.75000,  0.00738833
 7102.00000,  0.00762607
 7102.25000,  0.00779448
 7102.50000,  0.00768023
 7102.75000,  0.00791994
 7103.00000,  0.00836985
 7103.25000,  0.00847260
 7103.50000,  0.00884335
 7103.75000,  0.00897048
 7104.00000,  0.00913910
 7104.25000,  0.00941294
 7104.50000,  0.00951123
 7104.75000,  0.01012143
 7105.00000,  0.01031360
 7105.25000,  0.01030943
 7105.50000,  0.01058723
 7105.75000,  0.01092930
 7106.00000,  0.01116077
 7106.25000,  0.01138075
 7106.50000,  0.01218402
 7106.75000,  0.01258149
 7107.00000,  0.01296176
 7107.25000,  0.01343196
 7107.50000,  0.01370883
 7107.75000,  0.01455287
 7108.00000,  0.01465062
 7108.25000,  0.01561235
 7108.50000,  0.01627462
 7108.75000,  0.01687621
 7109.00000,  0.01801150
 7109.25000,  0.01920202
 7109.50000,  0.02061534
 7109.75000,  0.02231672
 7110.00000,  0.02424449
 7110.25000,  0.02649758
 7110.50000,  0.02879512
 7110.75000,  0.03090090
 7111.00000,  0.03364552
 7111.25000,  0.03540827
 7111.50000,  0.03733473
 7111.75000,  0.03865632
 7112.00000,  0.04072527
 7112.25000,  0.04225111
 7112.50000,  0.04345325
 7112.75000,  0.04471853
 7113.00000,  0.04559802
 7113.25000,  0.04593795
 7113.50000,  0.04645871
 7113.75000,  0.04665438
 7114.00000,  0.04735881
 7114.25000,  0.04786672
 7114.50000,  0.04898703
 7114.75000,  0.05061869
 7115.00000,  0.05256556
 7115.25000,  0.05538790
 7115.50000,  0.05941512
 7115.75000,  0.06455153
 7116.00000,  0.07122977
 7116.25000,  0.07993810
 7116.50000,  0.08911792
 7116.75000,  0.10177764
 7117.00000,  0.11560637
 7117.25000,  0.13198741
 7117.50000,  0.14854839
 7117.75000,  0.17021700
 7118.00000,  0.19358983
 7118.25000,  0.22294703
 7118.50000,  0.25099935
 7118.75000,  0.28647078
 7119.00000,  0.32201708
 7119.25000,  0.36118799
 7119.50000,  0.39719482
 7119.75000,  0.43758631
 7120.00000,  0.46957313
 7120.25000,  0.50415603
 7120.50000,  0.53062696
 7120.75000,  0.55995078
 7121.00000,  0.58416475
 7121.25000,  0.61117160
 7121.50000,  0.63566754
 7121.75000,  0.66884300
 7122.00000,  0.69989721
 7122.25000,  0.73843977
 7122.50000,  0.77736958
 7122.75000,  0.82356053
 7123.00000,  0.86600179
 7123.25000,  0.91243627
 7123.50000,  0.95125664
 7123.75000,  0.99288457
 7124.00000,  1.02422403
 7124.25000,  1.05248435
 7124.50000,  1.07559070
 7124.75000,  1.09410723
 7125.00000,  1.10931553
 7125.25000,  1.12231195
 7125.50000,  1.13302873
 7125.75000,  1.14443926
 7126.00000,  1.15734471
 7126.25000,  1.17065232
 7126.50000,  1.18637953
 7126.75000,  1.20489854
 7127.00000,  1.22697956
 7127.25000,  1.24990588
 7127.50000,  1.27867589
 7127.75000,  1.30945106
 7128.00000,  1.34180322
 7128.25000,  1.37153190
 7128.50000,  1.40434691
 7128.75000,  1.42819644
 7129.00000,  1.44947056
 7129.25000,  1.46123754
 7129.50000,  1.46830009
 7129.75000,  1.46769889
 7130.00000,  1.45927462
 7130.25000,  1.44670976
 7130.50000,  1.43154078
 7130.75000,  1.41295863
 7131.00000,  1.39187447
 7131.25000,  1.37567509
 7131.50000,  1.35550615
 7131.75000,  1.34163326
 7132.00000,  1.32318272
 7132.25000,  1.30917563
 7132.50000,  1.29097684
 7132.75000,  1.27605723
 7133.00000,  1.25677457
 7133.25000,  1.23964692
 7133.50000,  1.21994431
 7133.75000,  1.20110771
 7134.00000,  1.18177506
 7134.25000,  1.16525019
 7134.50000,  1.14742755
 7134.75000,  1.13118190
 7135.00000,  1.11943161
 7135.25000,  1.10669404
 7135.50000,  1.09771878
 7135.75000,  1.08721808
 7136.00000,  1.07923987
 7136.25000,  1.07204618
 7136.50000,  1.06473764
 7136.75000,  1.05678894
 7137.00000,  1.05168991
 7137.25000,  1.04661914
 7137.50000,  1.04082579
 7137.75000,  1.03600203
 7138.00000,  1.03408380
 7138.25000,  1.03125744
 7138.50000,  1.03073595
 7138.75000,  1.02950787
 7139.00000,  1.02931153
 7139.25000,  1.03061078
 7139.50000,  1.03168543
 7139.75000,  1.03209233
 7140.00000,  1.03236570
 7140.25000,  1.03358615
 7140.50000,  1.03316677
 7140.75000,  1.03361949
 7141.00000,  1.03293036
 7141.25000,  1.03417524
 7141.50000,  1.03229055
 7141.75000,  1.02895913
 7142.00000,  1.02792166
 7142.25000,  1.02499532
 7142.50000,  1.02185789
 7142.75000,  1.01845835
 7143.00000,  1.01513492
 7143.25000,  1.01123291
 7143.50000,  1.00705259
 7143.75000,  1.00203755
 7144.00000,  0.99672326
 7144.25000,  0.99344453
 7144.50000,  0.98649176
 7144.75000,  0.98165844
 7145.00000,  0.97639571
 7145.25000,  0.97019221
 7145.50000,  0.96425914
 7145.75000,  0.95818061
 7146.00000,  0.95131960
 7146.25000,  0.94503864
 7146.50000,  0.93942014
 7146.75000,  0.93200093
 7147.00000,  0.92688873
 7147.25000,  0.91931348
 7147.50000,  0.91308025
 7147.75000,  0.90679456
 7148.00000,  0.90169120
 7148.25000,  0.89598663
 7148.50000,  0.88994559
 7148.75000,  0.88594810
 7149.00000,  0.88131901
 7149.25000,  0.87593491
 7149.50000,  0.87337769
 7149.75000,  0.86975141
 7150.00000,  0.86658796
 7150.25000,  0.86221489
 7150.50000,  0.86070709
 7150.75000,  0.85714470
 7151.00000,  0.85482053
 7151.25000,  0.85398785
 7151.50000,  0.85208566
 7151.75000,  0.85081868
 7152.00000,  0.84996534
 7152.25000,  0.84931021
 7152.50000,  0.84942517
 7152.75000,  0.84806418
 7153.00000,  0.84703143
 7153.25000,  0.84728634
 7153.50000,  0.84894193
 7153.75000,  0.84828697
 7154.00000,  0.84877572
 7154.25000,  0.84932571
 7154.50000,  0.85080021
 7154.75000,  0.85145818
 7155.00000,  0.85240414
 7155.25000,  0.85235731
 7155.50000,  0.85412369
 7155.75000,  0.85591287
 7156.00000,  0.85772350
 7156.25000,  0.85793252
 7156.50000,  0.86037200
 7156.75000,  0.86229712
 7157.00000,  0.86338675
 7157.25000,  0.86618442
 7157.50000,  0.86809721
 7157.75000,  0.86989703
 7158.00000,  0.87186803
 7158.25000,  0.87431511
 7158.50000,  0.87744153
 7158.75000,  0.87900604
 7159.00000,  0.88326745
 7159.25000,  0.88582537
 7159.50000,  0.88895945
 7159.75000,  0.89105998
 7160.00000,  0.89500463
 7161.09473,  0.91139064
 7162.20947,  0.92987542
 7163.34326,  0.94749780
 7164.49707,  0.96469853
 7165.67041,  0.97881113
 7166.86377,  0.98854963
 7168.07617,  0.99521227
 7169.30859,  1.00124848
 7170.56006,  1.00816017
 7171.83154,  1.01550361
 7173.12305,  1.02367264
 7174.43359,  1.03497508
 7175.76367,  1.04563183
 7177.11377,  1.05401826
 7178.48340,  1.06072232
 7179.87256,  1.06547987
 7181.28174,  1.06910794
 7182.70996,  1.06980068
 7184.15820,  1.06707606
 7185.62598,  1.06388883
 7187.11328,  1.05918123
 7188.62012,  1.05638287
 7190.14648,  1.05176073
 7191.69287,  1.04590958
 7193.25879,  1.03861462
 7194.84424,  1.03239013
 7196.44922,  1.02598574
 7198.07373,  1.01896459
 7199.71826,  1.01192846
 7201.38184,  1.00472819
 7203.06543,  0.99870635
 7204.76855,  0.99332738
 7206.49170,  0.99002764
 7208.23389,  0.98931932
 7209.99609,  0.98926838
 7211.77783,  0.99016879
 7213.57910,  0.99319360
 7215.39990,  0.99563555
 7217.24023,  0.99702661
 7219.10059,  0.99709072
 7220.98047,  0.99557671
 7222.87988,  0.99404176
 7224.79883,  0.99233646
 7226.73730,  0.99087244
 7228.69580,  0.99091932
 7230.67334,  0.99234764
 7232.67090,  0.99696924
 7234.68799,  1.00244841
 7236.72510,  1.01027320
 7238.78125,  1.01817208
 7240.85742,  1.02725941
 7242.95312,  1.03516965
 7245.06836,  1.04315858
 7247.20312,  1.04986145
 7249.35742,  1.05337452
 7251.53174,  1.05454588
 7253.72559,  1.05379045
 7255.93896,  1.05338066
 7258.17188,  1.05203088
 7260.42432,  1.05084165
 7262.69678,  1.05002744
 7264.98828,  1.04805619
 7267.29980,  1.04618276
 7269.63086,  1.04607570
 7271.98193,  1.04439940
 7274.35205,  1.04364002
 7276.74219,  1.04182907
 7279.15186,  1.04116796
 7281.58105,  1.04200943
 7284.02979,  1.04178415
 7286.49805,  1.04133775
 7288.98633,  1.04112991
 7291.49414,  1.04111763
 7294.02148,  1.04164779
 7296.56836,  1.04120734
 7299.13477,  1.04085967
 7301.72119,  1.04037305
 7304.32666,  1.03852224
 7306.95215,  1.03794499
 7309.59717,  1.03814256
 7312.26221,  1.03953196
 7314.94629,  1.04164238
 7317.65039,  1.04380964
 7320.37354,  1.04562136
 7323.11670,  1.04605367
 7325.87988,  1.04793585
 7328.66211,  1.05000088
 7331.46436,  1.05091009
 7334.28564,  1.05206622
 7337.12695,  1.05274226
 7339.98828,  1.05280672
 7342.86865,  1.05341544
 7345.76855,  1.05426723
 7348.68848,  1.05692659
 7351.62793,  1.05843847
 7354.58691,  1.05923947
 7357.56543,  1.06050591
 7360.56396,  1.06149436
 7363.58154,  1.06242732
 7366.61914,  1.06343896
 7369.67627,  1.06406692
 7372.75293,  1.06532715
 7375.84961,  1.06638258
 7378.96533,  1.06818436
 7382.10107,  1.06906956
 7385.25635,  1.06891165
 7388.43115,  1.06896877
 7391.62598,  1.06868813
 7394.83984,  1.06827532
 7398.07373,  1.06790540
 7401.32715,  1.06786693
 7404.60010,  1.06677466
 7407.89258,  1.06661201
 7411.20459,  1.06626607
 7414.53662,  1.06751884
 7417.88818,  1.06785426
 7421.25928,  1.07017886
 7424.64990,  1.07143468
 7428.06006,  1.07282211
 7431.49023,  1.07408062
 7434.93994,  1.07582944
 7438.40918,  1.07697029
 7441.89795,  1.07785546
 7445.40625,  1.07954079
 7448.93457,  1.08154506
 7452.48193,  1.08298100
 7456.04932,  1.08458447
 7459.63623,  1.08585659
 7463.24316,  1.08680963
 7466.86914,  1.08802275
 7470.51514,  1.08903062
 7474.18018,  1.08960674
 7477.86523,  1.09065886
 7481.57031,  1.09149761
 7485.29443,  1.09274304
 7489.03857,  1.09317716
 7492.80176,  1.09350580
 7496.58496,  1.09425044
 7500.38770,  1.09562961
 7504.21045,  1.09661246
 7508.05225,  1.09789965
 7511.91406,  1.09925371
 7515.79541,  1.10030896
 7519.69629,  1.10197015
 7523.61670,  1.10368921
 7527.55713,  1.10468005
 7531.51660,  1.10574487
 7535.49609,  1.10709272
 7539.49512,  1.10829624
 7543.51367,  1.10959275
 7547.55176,  1.11118943
 7551.60986,  1.11171268
 7555.68750,  1.11250570
 7559.78467,  1.11367352
 7563.90137,  1.11377030
 7568.03760,  1.11602796
 7572.19385,  1.11700605
 7576.36914,  1.11804699
 7580.56445,  1.11951484
 7584.77930,  1.12032215
 7589.01367,  1.12226905
 7593.26807,  1.12447028
 7597.54199,  1.12571689
 7601.83496,  1.12719938
 7606.14795,  1.12900577
 7610.48047,  1.12961592
 7614.83301,  1.13311875
 7619.20459,  1.13448324
 7623.59619,  1.13580583
 7628.00732,  1.13684032
 7632.43799,  1.13880094
 7636.88818,  1.14030390
 7641.35840,  1.14161410
 7645.84814,  1.14343837
 7650.35742,  1.14464657
 7654.88623,  1.14580804
 7659.43457,  1.14790455
 7664.00244,  1.14900601
 7668.59033,  1.15016443
 7673.19775,  1.15192193
 7677.82471,  1.15362978
 7682.47119,  1.15504062
 7687.13721,  1.15638909
 7691.82324,  1.15844741
 7696.52832,  1.15947557
 7701.25342,  1.16125805
 7705.99805,  1.16300259
 7710.76270,  1.16466595
 7715.54639,  1.16675613
 7720.35010,  1.16842443
 7725.17334,  1.16975116
 7730.01611,  1.17196551
 7734.87842,  1.17372164
 7739.76025,  1.17515869
 7744.66211,  1.17661949
 7749.58350,  1.17836840
 7754.52441,  1.17998649
 7759.48486,  1.18162889
 7764.46484,  1.18308959
 7769.46484,  1.18462851
 7774.48438,  1.18616755
 7779.52344,  1.18845698
 7784.58203,  1.19034830
 7789.66016,  1.19218086
 7794.75781,  1.19442525
 7799.87549,  1.19643106
 7805.01270,  1.19807671
 7810.16943,  1.19986816
 7815.34570,  1.20171748
 7820.54199,  1.20387764
 7825.75732,  1.20653015
 7830.99268,  1.20829671
 7836.24756,  1.20967304
 7841.52197,  1.21111265
 7846.81592,  1.21388404
 7852.12988,  1.21553710
 7857.46338,  1.21725231
 7862.81641,  1.21911388
 7868.18896,  1.22109524
 7873.58105,  1.22282779
 7878.99268,  1.22482379
 7884.42432,  1.22673703
 7889.87549,  1.22878965
 7895.34619,  1.23084351
 7900.83643,  1.23324492
 7906.34668,  1.23489346
 7911.87598,  1.23723092
 7917.42529,  1.23949958
 7922.99414,  1.24176037
 7928.58252,  1.24379429
 7934.19043,  1.24572925
 7939.81836,  1.24827025
 7945.46582,  1.25014485
 7951.13281,  1.25247396
 7956.81934,  1.25525409
 7962.52539,  1.25709447
 7968.25098,  1.25949733
 7973.99658,  1.26144983
 7979.76172,  1.26362424
 7985.54639,  1.26568201
 7991.35059,  1.26801190
 7997.17480,  1.27039098
 8003.01807,  1.27221367
 8008.88135,  1.27449762
 8014.76416,  1.27624295
 8020.66650,  1.27896768
 8026.58838,  1.28092906
 8032.53027,  1.28315085
 8038.49170,  1.28556944
 8044.47217,  1.28782896
 8050.47314,  1.29048374
 8056.49316,  1.29247203
 8062.53271,  1.29500613
 8068.59229,  1.29706950
 8074.67139,  1.29943685
 8080.77002,  1.30225478
 8086.88818,  1.30431072
 8093.02588,  1.30615961
 8099.18359,  1.30849003
 8105.36084,  1.31084758
