#saved Fri Feb 13 17:52:20 2026
#saving x array=energy, y array=norm
#Hematite: Hematite
#------------------------------------------
# energy, Hematite
 7139.50000,  1.11218774
 7139.75000,  1.10395602
 7140.00000,  1.09634411
 7140.25000,  1.08822984
 7140.50000,  1.08123152
 7140.75000,  1.07405947
 7141.00000,  1.06774125
 7141.25000,  1.06105854
 7141.50000,  1.05712140
 7141.75000,  1.05013707
 7142.00000,  1.04598304
 7142.25000,  1.04245172
 7142.50000,  1.03837890
 7142.75000,  1.03524964
 7143.00000,  1.03355024
 7143.25000,  1.03163359
 7143.50000,  1.02971268
 7143.75000,  1.03027473
 7144.00000,  1.02989748
 7144.25000,  1.02963755
 7144.50000,  1.02970454
 7144.75000,  1.03059412
 7145.00000,  1.03091557
 7145.25000,  1.03142048
 7145.50000,  1.03246823
 7145.75000,  1.03342577
 7146.00000,  1.03259383
 7146.25000,  1.03251237
 7146.50000,  1.03189853
 7146.75000,  1.03059426
 7147.00000,  1.02911407
 7147.25000,  1.02677980
 7147.50000,  1.02484879
 7147.75000,  1.02033088
 7148.00000,  1.01735736
 7148.25000,  1.01403407
 7148.50000,  1.00938376
 7148.75000,  1.00567142
 7149.00000,  1.00168577
 7149.25000,  0.99585507
 7149.50000,  0.99187404
 7149.75000,  0.98686290
 7150.00000,  0.98393825
 7150.25000,  0.97970337
 7150.50000,  0.97518789
 7150.75000,  0.97150533
 7151.00000,  0.96743860
 7151.25000,  0.96318901
 7151.50000,  0.96078361
 7151.75000,  0.95752329
 7152.00000,  0.95388408
 7152.25000,  0.95052090
 7152.50000,  0.94762373
 7152.75000,  0.94407649
 7153.00000,  0.94116327
 7153.25000,  0.93760563
 7153.50000,  0.93394660
 7153.75000,  0.93113198
 7154.00000,  0.92820910
 7154.25000,  0.92538335
 7154.50000,  0.92172086
 7154.75000,  0.91861293
 7155.00000,  0.91510897
 7155.25000,  0.91213934
 7155.50000,  0.90811491
 7155.75000,  0.90558454
 7156.00000,  0.90299283
 7156.25000,  0.89984788
 7156.50000,  0.89652744
 7156.75000,  0.89413797
 7157.00000,  0.89128785
 7157.25000,  0.88972122
 7157.50000,  0.88754281
 7157.75000,  0.88577053
 7158.00000,  0.88397399
 7158.25000,  0.88284254
 7158.50000,  0.88136368
 7158.75000,  0.88106916
 7159.00000,  0.88064498
 7159.25000,  0.88029187
 7159.50000,  0.88069751
 7159.75000,  0.88053296
 7160.00000,  0.88089824
 7161.09473,  0.88335099
 7162.20947,  0.88887975
 7163.34326,  0.89612823
 7164.49707,  0.90518862
 7165.67041,  0.91436985
 7166.86377,  0.92447725
 7168.07617,  0.93782973
 7169.30859,  0.95589482
 7170.56006,  0.97707229
 7171.83154,  1.00130606
 7173.12305,  1.02792911
 7174.43359,  1.05210831
 7175.76367,  1.06892245
 7177.11377,  1.07959848
 7178.48340,  1.08699467
 7179.87256,  1.09164098
 7181.28174,  1.09240127
 7182.70996,  1.09274329
 7184.15820,  1.09062039
 7185.62598,  1.08844807
 7187.11328,  1.08698315
 7188.62012,  1.08582346
 7190.14648,  1.08477130
 7191.69287,  1.08105690
 7193.25879,  1.07589532
 7194.84424,  1.07031436
 7196.44922,  1.06526306
 7198.07373,  1.05967263
 7199.71826,  1.05386098
 7201.38184,  1.04724688
 7203.06543,  1.04076705
 7204.76855,  1.03482915
 7206.49170,  1.03187880
 7208.23389,  1.02987064
 7209.99609,  1.02930563
 7211.77783,  1.02968121
 7213.57910,  1.03153815
 7215.39990,  1.03487194
 7217.24023,  1.04046944
 7219.10059,  1.04688592
 7220.98047,  1.05234226
 7222.87988,  1.05505722
 7224.79883,  1.05656488
 7226.73730,  1.05678947
 7228.69580,  1.05514913
 7230.67334,  1.05361853
 7232.67090,  1.05346399
 7234.68799,  1.05596207
 7236.72510,  1.05907963
 7238.78125,  1.06228080
 7240.85742,  1.06440314
 7242.95312,  1.06374728
 7245.06836,  1.06201674
 7247.20312,  1.05865009
 7249.35742,  1.05692211
 7251.53174,  1.05722926
 7253.72559,  1.05926177
 7255.93896,  1.06349658
 7258.17188,  1.07021235
 7260.42432,  1.07690727
 7262.69678,  1.08420721
 7264.98828,  1.09049194
 7267.29980,  1.09548083
 7269.63086,  1.09786914
 7271.98193,  1.09987551
 7274.35205,  1.10306320
 7276.74219,  1.10886993
 7279.15186,  1.11442374
 7281.58105,  1.11808259
 7284.02979,  1.12011469
 7286.49805,  1.12063055
 7288.98633,  1.12054331
 7291.49414,  1.12001555
 7294.02148,  1.11895741
 7296.56836,  1.11778274
 7299.13477,  1.11552598
 7301.72119,  1.11205047
 7304.32666,  1.10773773
 7306.95215,  1.10333180
 7309.59717,  1.09938245
 7312.26221,  1.09575898
 7314.94629,  1.09125987
 7317.65039,  1.08770485
 7320.37354,  1.08673402
 7323.11670,  1.09005843
 7325.87988,  1.09531012
 7328.66211,  1.10374647
 7331.46436,  1.11287769
 7334.28564,  1.12236496
 7337.12695,  1.13088659
 7339.98828,  1.13952571
 7342.86865,  1.14550300
 7345.76855,  1.14797578
 7348.68848,  1.14921241
 7351.62793,  1.14813246
 7354.58691,  1.14747786
 7357.56543,  1.14685335
 7360.56396,  1.14609466
 7363.58154,  1.14386839
 7366.61914,  1.14216968
 7369.67627,  1.13950487
 7372.75293,  1.13782003
 7375.84961,  1.13778369
 7378.96533,  1.13920697
 7382.10107,  1.14015287
 7385.25635,  1.14095074
 7388.43115,  1.14270161
 7391.62598,  1.14434346
 7394.83984,  1.14832417
 7398.07373,  1.15461804
 7401.32715,  1.16121495
 7404.60010,  1.16866710
 7407.89258,  1.17500347
 7411.20459,  1.18081616
 7414.53662,  1.18412515
 7417.88818,  1.18674121
 7421.25928,  1.18818717
 7424.64990,  1.18781367
 7428.06006,  1.18628963
 7431.49023,  1.18468176
 7434.93994,  1.18274143
 7438.40918,  1.18077625
 7441.89795,  1.17862755
 7445.40625,  1.17791486
 7448.93457,  1.17799052
 7452.48193,  1.17927182
 7456.04932,  1.18224867
 7459.63623,  1.18660913
 7463.24316,  1.19103104
 7466.86914,  1.19467348
 7470.51514,  1.19875643
 7474.18018,  1.20384139
 7477.86523,  1.20816909
 7481.57031,  1.21182038
 7485.29443,  1.21486473
 7489.03857,  1.21739777
 7492.80176,  1.21836437
 7496.58496,  1.22007860
 7500.38770,  1.22179022
 7504.21045,  1.22335332
 7508.05225,  1.22599185
 7511.91406,  1.22721151
 7515.79541,  1.22861821
 7519.69629,  1.23129217
 7523.61670,  1.23393021
 7527.55713,  1.23632430
 7531.51660,  1.23878752
 7535.49609,  1.24129918
 7539.49512,  1.24408177
 7543.51367,  1.24682091
 7547.55176,  1.24979925
 7551.60986,  1.25311927
 7555.68750,  1.25549774
 7559.78467,  1.25837596
 7563.90137,  1.26069487
 7568.03760,  1.26377613
 7572.19385,  1.26593285
 7576.36914,  1.26826532
 7580.56445,  1.27135138
 7584.77930,  1.27359948
 7589.01367,  1.27609054
 7593.26807,  1.27851309
 7597.54199,  1.28104622
 7601.83496,  1.28339280
 7606.14795,  1.28572813
 7610.48047,  1.28882909
 7614.83301,  1.29240753
 7619.20459,  1.29662482
 7623.59619,  1.30101467
 7628.00732,  1.30504898
 7632.43799,  1.30710967
 7636.88818,  1.30913517
 7641.35840,  1.31144728
 7645.84814,  1.31308506
 7650.35742,  1.31537858
 7654.88623,  1.31839031
 7659.43457,  1.32149195
 7664.00244,  1.32454526
 7668.59033,  1.32741323
 7673.19775,  1.33041207
 7677.82471,  1.33403685
 7682.47119,  1.33768590
 7687.13721,  1.34154047
 7691.82324,  1.34498939
 7696.52832,  1.34952480
 7701.25342,  1.35336703
 7705.99805,  1.35722792
 7710.76270,  1.36088291
 7715.54639,  1.36459476
 7720.35010,  1.36739313
 7725.17334,  1.37055885
 7730.01611,  1.37355904
 7734.87842,  1.37663942
 7739.76025,  1.37987208
 7744.66211,  1.38280522
 7749.58350,  1.38591945
 7754.52441,  1.38903642
 7759.48486,  1.39243722
 7764.46484,  1.39553049
 7769.46484,  1.39860156
 7774.48438,  1.40218442
 7779.52344,  1.40577803
 7784.58203,  1.40929366
 7789.66016,  1.41315500
 7794.75781,  1.41688814
 7799.87549,  1.42079931
 7805.01270,  1.42460053
 7810.16943,  1.42826418
 7815.34570,  1.43222454
 7820.54199,  1.43613511
 7825.75732,  1.43959167
 7830.99268,  1.44359099
 7836.24756,  1.44755987
 7841.52197,  1.45156613
 7846.81592,  1.45551349
 7852.12988,  1.45952254
 7857.46338,  1.46288706
 7862.81641,  1.46688967
 7868.18896,  1.47041577
 7873.58105,  1.47527369
 7878.99268,  1.47929559
 7884.42432,  1.48395167
 7889.87549,  1.48830073
 7895.34619,  1.49177121
 7900.83643,  1.49507616
 7906.34668,  1.49876049
 7911.87598,  1.50235943
 7917.42529,  1.50663365
 7922.99414,  1.51022371
 7928.58252,  1.51473939
 7934.19043,  1.51864117
 7939.81836,  1.52266641
 7945.46582,  1.52706653
 7951.13281,  1.53163352
 7956.81934,  1.53641005
 7962.52539,  1.54078228
 7968.25098,  1.54556757
 7973.99658,  1.54993942
 7979.76172,  1.55408691
 7985.54639,  1.55798742
 7991.35059,  1.56183122
 7997.17480,  1.56578850
 8003.01807,  1.56956897
 8008.88135,  1.57331374
 8014.76416,  1.57758488
 8020.66650,  1.58169828
 8026.58838,  1.58622778
 8032.53027,  1.59120351
 8038.49170,  1.59553082
 8044.47217,  1.60020592
 8050.47314,  1.60465407
 8056.49316,  1.60961475
 8062.53271,  1.61408298
 8068.59229,  1.61912705
 8074.67139,  1.62389800
 8080.77002,  1.62866123
 8086.88818,  1.63339243
 8093.02588,  1.63843129
 8099.18359,  1.64297598
 8105.36084,  1.64771782
