spectrum,cluster,wl_intensity,wl_energy,e0,e0_deriv,preedge_centroid,wl_ratio,edge_step,r_factor
FeXANES_GT5_flakysmooth2_Fe_4.001,5,1.1180319566666324,7130.1999999999725,7121.4200474488525,7121.3999999999805,7113.129414014158,1.181012239820173,0.9466726245249327,0.0172
FeXANES_GT5_flakysmooth2_Fe_5.001,3,1.270829184999938,7126.599999999976,7118.393539505017,7118.199999999983,,1.3061152627257429,0.9729839480995223,0.0249
FeXANES_GT5_flakysmooth2_Fe_6.001,3,1.2775934849999753,7126.599999999976,7118.4521106649745,7118.399999999983,,1.2955557089327157,0.9861355063245116,0.026
FeXANES_GT5_flakysmooth2_Fe_7.001,3,1.2991043150000983,7126.199999999976,7118.344518792742,7118.199999999983,,1.3231047692994702,0.9818605035245401,0.0243
FeXANES_GT5_flakysmooth2_Fe_8.001,3,1.2348262000002859,7125.199999999977,7118.24731284973,7118.799999999983,,1.2494286167432724,0.9883127242746778,0.0299
FeXANES_GT5_flakysmooth2_Fe_9.001,3,1.2569111650003115,7125.199999999977,7118.262019616026,7118.799999999983,,1.2624622438691802,0.9956029743496679,0.0312
FeXANES_GT5_white_gray_particles_Fe_1.001,5,1.0968419999999917,7131.399999999971,7120.82665508777,7120.799999999981,7112.860446504849,1.1669717832899094,0.9399044738749305,0.0125
FeXANES_GT5_white_gray_particles_Fe_2.001,2,1.2234689483331842,7130.799999999972,7121.744413155116,7121.3999999999805,7113.024295746713,1.27655074275607,0.9584177951999915,0.0128
FeXANES_GT5_white_gray_particles_Fe_3.001,5,1.1676918316668659,7129.999999999973,7121.693496102066,7121.59999999998,7113.003509189213,1.2450680766733362,0.9378538037749632,0.0145
FeXANES_GT5_white_gray_particles_Fe_4.001,3,1.3031786583336977,7126.999999999975,7118.432505546297,7118.399999999983,,1.3289182133114048,0.9806311970745218,0.0186
FeXANES_GT5_white_gray_particles_Fe_5.001,3,1.232459364999956,7127.399999999975,7118.245042740965,7118.199999999983,,1.2520382102663707,0.9843624219246078,0.0202
