# Results for GP17_station27_20892_5cm_027_A_fl_avg.csv "Mar-10 12:33": |chi(R)|
# =================== FEFFIT RESULTS ====================
# [[Statistics]]
#   n_function_calls     = 209
#   n_variables          = 10
#   n_data_points        = 196
#   n_independent        = 25.1597204
#   chi_square           = 12.6530255
#   reduced chi_square   = 0.83464769
#   r-factor             = 0.02325793
#   Akaike info crit     = 2.70651753
#   Bayesian info crit   = 14.9589607
#  
# [[Parameters]]
#   N_Mg302              =  0.8726241 +/- 3.6945101  (init= 3.0200000)
#   N_O203               =  5.7789384 +/- 2.0247034  (init= 4.8600000)
#   N_Si328              =  2.4811474 +/- 3.5883971  (init= 6.0000000)
#   delr_Mg302           = -0.0710379 +/- 0.1770275  (init= 0.0060000)
#   delr_O203            = -0.0088255 +/- 0.0267397  (init=-0.0175000)
#   delr_Si328           =  5.8811e-4 +/- 0.0431737  (init=-0.0163000)
#   e0                   =  6.7772323 +/- 3.9168681  (init= 5.7000000)
#   s02                  =  0.7000000 (fixed)
#   sigma2_Mg302         =  0.0026589 +/- 0.0344885  (init= 0.0050000)
#   sigma2_O203          =  0.0096923 +/- 0.0041269  (init= 0.0093500)
#   sigma2_Si328         =  0.0010000 +/- 0.0060312  (init= 0.0050000)
#  
# [[Correlations]] (unreported correlations are <  0.100)
#   N_Si328, sigma2_Si328 = -0.976
#   N_Mg302, sigma2_Mg302 =  0.970
#   delr_Mg302, sigma2_Si328 = -0.894
#   N_O203, sigma2_O203  =  0.886
#   delr_Mg302, sigma2_Mg302 =  0.880
#   N_Mg302, delr_Mg302  =  0.871
#   N_Si328, delr_Mg302  =  0.863
#   delr_O203, e0        =  0.854
#   sigma2_Mg302, sigma2_Si328 = -0.809
#   N_Si328, sigma2_Mg302 =  0.794
#   N_Mg302, sigma2_Si328 = -0.779
#   delr_Si328, sigma2_Mg302 = -0.749
#   N_Mg302, N_Si328     =  0.736
#   N_Si328, delr_Si328  = -0.702
#   delr_Mg302, delr_Si328 = -0.695
#   delr_Si328, sigma2_Si328 =  0.680
#   N_Mg302, delr_Si328  = -0.669
#   delr_Si328, e0       =  0.441
#   delr_O203, delr_Si328 =  0.343
#   N_Mg302, delr_O203   =  0.221
#   N_Mg302, e0          =  0.208
#   N_O203, e0           = -0.201
#   delr_Mg302, delr_O203 =  0.185
#   delr_Mg302, e0       =  0.178
#   N_O203, delr_Si328   = -0.165
#   delr_Si328, sigma2_O203 = -0.138
#   delr_O203, sigma2_Mg302 =  0.119
#   sigma2_Mg302, sigma2_O203 =  0.112
#   delr_O203, sigma2_O203 =  0.112
#   N_Mg302, sigma2_O203 =  0.106
#  
# [[Dataset]]
#   unique_id            = 'd6gqrcri'
#   fit space            = 'r'
#   r-range              = 0.900, 3.900
#   k-range              = 0.100, 12.750
#   k window, dk         = 'Kaiser-Bessel', 3.000
#   paths used in fit    = ['/Users/christiandewey/.larch/feff/Fe1_K_Nontronite_cif7180/feff0002.dat', '/Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0009.dat', '/Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0004.dat']
#   k-weight             = 3
#   epsilon_k            = Array(mean=0.0020687, std=0.0048798)
#   epsilon_r            = 0.3650180
#   n_independent        = 25.160
#  
# [[Paths]]
#  = Path 'Fe_O203' Fe K Edge
#     feffdat file = /Users/christiandewey/.larch/feff/Fe1_K_Nontronite_cif7180/feff0002.dat, from feff run 'Fe1_K_Nontronite_cif7180'
#     geometry  atom      x        y        z      ipot
#               Fe      -0.0000, -0.0000, -0.0000  0 (absorber)
#                O       0.6522, -1.5236, -1.1781  1
#      reff   =  2.0334000
#      degen  =  2.0000000
#      n*s02  =  4.0452569 +/- 1.4172923  := 'N_O203 * s02'
#      e0     =  6.7772323 +/- 3.9168681  := 'e0'
#      r      =  2.0245745 +/- 0.0267397  := 'reff + delr_O203'
#      deltar = -0.0088255 +/- 0.0267397  := 'delr_O203'
#      sigma2 =  0.0096923 +/- 0.0041269  := 'sigma2_O203'
# 
#  = Path 'Fe_Si328' Fe K Edge
#     feffdat file = /Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0009.dat, from feff run 'Fe2_K_Biotite_cif861'
#     geometry  atom      x        y        z      ipot
#               Fe      -0.0000, -0.0000, -0.0000  0 (absorber)
#               Si       0.3824, -1.5411, -2.8686  3
#      reff   =  3.2788000
#      degen  =  2.0000000
#      n*s02  =  1.7368032 +/- 2.5118780  := 'N_Si328 * s02'
#      e0     =  6.7772323 +/- 3.9168681  := 'e0'
#      r      =  3.2793881 +/- 0.0431737  := 'reff + delr_Si328'
#      deltar =  5.8811e-4 +/- 0.0431737  := 'delr_Si328'
#      sigma2 =  0.0010000 +/- 0.0060312  := 'sigma2_Si328'
# 
#  = Path 'Fe_Mg302' Fe K Edge
#     feffdat file = /Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0004.dat, from feff run 'Fe2_K_Biotite_cif861'
#     geometry  atom      x        y        z      ipot
#               Fe      -0.0000, -0.0000, -0.0000  0 (absorber)
#               Mg      -2.6190, -1.4241,  0.4666  5
#      reff   =  3.0174000
#      degen  =  2.0000000
#      n*s02  =  0.6108369 +/- 2.5861571  := 'N_Mg302 * s02'
#      e0     =  6.7772323 +/- 3.9168681  := 'e0'
#      r      =  2.9463621 +/- 0.1770275  := 'reff + delr_Mg302'
#      deltar = -0.0710379 +/- 0.1770275  := 'delr_Mg302'
#      sigma2 =  0.0026589 +/- 0.0344885  := 'sigma2_Mg302'
# 
# =======================================================
## 
#---------------------------------------------------------------------------
# r              expdata        model        
 0.000000000    0.004579178    0.029426972
 0.030679616    0.003986048    0.029240058
 0.061359232    0.002423281    0.028884169
 0.092038847    0.001556419    0.028878119
 0.122718463    0.003721846    0.029758426
 0.153398079    0.006129824    0.031701819
 0.184077695    0.007764456    0.034398442
 0.214757310    0.008168634    0.037293008
 0.245436926    0.007157524    0.039918953
 0.276116542    0.004839008    0.042102934
 0.306796158    0.001623071    0.044016060
 0.337475773    0.001963655    0.046086588
 0.368155389    0.005019016    0.048783987
 0.398835005    0.006935187    0.052358297
 0.429514621    0.007273725    0.056706684
 0.460194236    0.006206202    0.061466614
 0.490873852    0.005120384    0.066252975
 0.521553468    0.005943164    0.070892727
 0.552233084    0.006906981    0.075567842
 0.582912699    0.004677771    0.080822241
 0.613592315    0.007215906    0.087406483
 0.644271931    0.027648342    0.095997065
 0.674951547    0.063069058    0.106937887
 0.705631162    0.116316897    0.120170403
 0.736310778    0.189781814    0.135372983
 0.766990394    0.284748553    0.152186393
 0.797670010    0.401078743    0.170398527
 0.828349625    0.537036620    0.190029908
 0.859029241    0.689282702    0.211314158
 0.889708857    0.853062944    0.234597625
 0.920388473    1.022608768    0.260204678
 0.951068088    1.191747223    0.288326085
 0.981747704    1.354701433    0.318975532
 1.012427320    1.507036882    0.352026192
 1.043106936    1.646671299    0.387303811
 1.073786552    1.774801490    0.424692544
 1.104466167    1.896497769    0.464208457
 1.135145783    2.020596889    0.506007964
 1.165825399    2.158499357    0.550318969
 1.196505015    2.321755944    0.597306854
 1.227184630    2.518993438    0.646909786
 1.257864246    2.753361084    0.698689537
 1.288543862    3.021554577    0.751739171
 1.319223478    3.314556129    0.804669864
 1.349903093    3.619389193    0.855675776
 1.380582709    3.921057736    0.902658627
 1.411262325    4.204192900    0.943386776
 1.441941941    4.454285899    0.975665194
 1.472621556    4.658557790    0.997498274
 1.503301172    4.806552103    1.007233293
 1.533980788    4.890519182    1.003677008
 1.564660404    4.905636886    0.986180978
 1.595340019    4.850094275    0.954693272
 1.626019635    4.725053670    0.909775653
 1.656699251    4.534500032    0.852586590
 1.687378867    4.284983381    0.784831689
 1.718058482    3.985259688    0.708684540
 1.748738098    3.645838013    0.626682585
 1.779417714    3.278446585    0.541604360
 1.810097330    2.895437455    0.456336483
 1.840776945    2.509157729    0.373741067
 1.871456561    2.131324620    0.296537394
 1.902136177    1.772452063    0.227216165
 1.932815793    1.441389904    0.168008482
 1.963495408    1.145056841    0.120910721
 1.994175024    0.888480749    0.087585745
 2.024854640    0.675301024    0.068370296
 2.055534256    0.508846082    0.060145925
 2.086213872    0.393238284    0.057150448
 2.116893487    0.331452544    0.055510269
 2.147573103    0.317121051    0.055047211
 2.178252719    0.331754057    0.057951721
 2.208932335    0.356761766    0.066243073
 2.239611950    0.382415730    0.079893480
 2.270291566    0.408727390    0.097447748
 2.300971182    0.445061622    0.117435686
 2.331650798    0.508133784    0.138949795
 2.362330413    0.614760540    0.161648267
 2.393010029    0.773289953    0.185587301
 2.423689645    0.982114154    0.211013066
 2.454369261    1.233492456    0.238156857
 2.485048876    1.516726978    0.267068927
 2.515728492    1.819564530    0.297517879
 2.546408108    2.128868066    0.328961641
 2.577087724    2.431206438    0.360575665
 2.607767339    2.713527730    0.391315528
 2.638446955    2.963892748    0.419994347
 2.669126571    3.172195435    0.445363631
 2.699806187    3.330791958    0.466193232
 2.730485802    3.434969299    0.481349563
 2.761165418    3.483198967    0.489871654
 2.791845034    3.477139604    0.491043130
 2.822524650    3.421372698    0.484456302
 2.853204265    3.322878031    0.470063051
 2.883883881    3.190280414    0.448206697
 2.914563497    3.032928400    0.419629713
 2.945243113    2.859900249    0.385453810
 2.975922728    2.679069759    0.347131253
 3.006602344    2.496392187    0.306368607
 3.037281960    2.315564789    0.265025554
 3.067961576    2.138154020    0.224990588
 3.098641192    1.964163774    0.188030601
 3.129320807    1.792889276    0.155602956
 3.160000423    1.623823615    0.128618103
 3.190680039    1.457394572    0.107184044
 3.221359655    1.295387194    0.090480364
 3.252039270    1.140994455    0.076978821
 3.282718886    0.998482564    0.065010526
 3.313398502    0.872447742    0.053341052
 3.344078118    0.766638556    0.041453736
 3.374757733    0.682485531    0.029585629
 3.405437349    0.617938825    0.018880733
 3.436116965    0.567561571    0.012586647
 3.466796581    0.524221653    0.014704361
 3.497476196    0.481485517    0.020482112
 3.528155812    0.435531078    0.025443714
 3.558835428    0.386281215    0.028359149
 3.589515044    0.338228246    0.029028875
 3.620194659    0.301113766    0.027687655
 3.650874275    0.288167960    0.024839347
 3.681553891    0.307546693    0.021173493
 3.712233507    0.354310353    0.017492900
 3.742913122    0.416113171    0.014583458
 3.773592738    0.481936546    0.012897958
 3.804272354    0.544344006    0.012186837
 3.834951970    0.598764218    0.011692028
 3.865631585    0.642616480    0.010751833
 3.896311201    0.674715418    0.009078473
 3.926990817    0.694851041    0.006742334
 3.957670433    0.703454488    0.004227774
 3.988350049    0.701321252    0.003187286
 4.019029664    0.689398545    0.004989253
 4.049709280    0.668653044    0.007462000
 4.080388896    0.640027065    0.009496049
 4.111068512    0.604473428    0.010739596
 4.141748127    0.563040936    0.011067507
 4.172427743    0.516971432    0.010491050
 4.203107359    0.467769688    0.009127206
 4.233786975    0.417218035    0.007173880
 4.264466590    0.367324970    0.004889584
 4.295146206    0.320217457    0.002619717
 4.325825822    0.278008426    0.001367916
 4.356505438    0.242688875    0.002496863
 4.387185053    0.216085701    0.003858216
 4.417864669    0.199842987    0.004764290
 4.448544285    0.195235615    0.005125984
 4.479223901    0.202678256    0.004968571
 4.509903516    0.221265398    0.004374254
