# Results for GP17_station5_19119_3cm_016_A_fl.avg.csv "Mar-10 12:33": |chi(R)|
# =================== FEFFIT RESULTS ====================
# [[Statistics]]
#   n_function_calls     = 155
#   n_variables          = 10
#   n_data_points        = 196
#   n_independent        = 25.1597204
#   chi_square           = 8.01882702
#   reduced chi_square   = 0.52895613
#   r-factor             = 0.02162021
#   Akaike info crit     = -8.76893667
#   Bayesian info crit   = 3.48350651
#  
# [[Parameters]]
#   N_Mg302              =  2.1106412 +/- 6.4633146  (init= 3.0200000)
#   N_O203               =  5.9714095 +/- 1.5631511  (init= 4.8600000)
#   N_Si328              =  3.1823481 +/- 3.4917581  (init= 6.0000000)
#   delr_Mg302           =  0.0068963 +/- 0.1408887  (init= 0.0060000)
#   delr_O203            = -0.0063022 +/- 0.0203949  (init=-0.0175000)
#   delr_Si328           = -0.0073371 +/- 0.0216879  (init=-0.0163000)
#   e0                   =  6.7269033 +/- 3.2807220  (init= 5.7000000)
#   s02                  =  0.7000000 (fixed)
#   sigma2_Mg302         =  0.0097087 +/- 0.0289002  (init= 0.0050000)
#   sigma2_O203          =  0.0082122 +/- 0.0028698  (init= 0.0093500)
#   sigma2_Si328         =  0.0010000 +/- 6.7461e-4  (init= 0.0050000)
#  
# [[Correlations]] (unreported correlations are <  0.100)
#   N_Si328, sigma2_Si328 = -0.916
#   N_Mg302, sigma2_Mg302 =  0.904
#   N_O203, sigma2_O203  =  0.884
#   delr_O203, e0        =  0.870
#   N_Mg302, delr_Mg302  =  0.868
#   N_Si328, delr_Mg302  =  0.853
#   N_Mg302, N_Si328     =  0.786
#   delr_Mg302, sigma2_Mg302 =  0.755
#   delr_Si328, e0       =  0.719
#   delr_Mg302, sigma2_Si328 = -0.627
#   delr_O203, delr_Si328 =  0.622
#   N_Mg302, sigma2_Si328 = -0.564
#   N_Si328, sigma2_Mg302 =  0.554
#   N_Si328, delr_Si328  = -0.458
#   delr_Mg302, e0       = -0.441
#   delr_Si328, sigma2_Si328 =  0.418
#   N_Si328, e0          = -0.407
#   e0, sigma2_Mg302     = -0.401
#   delr_Mg302, delr_Si328 = -0.380
#   N_Mg302, e0          = -0.372
#   delr_Mg302, delr_O203 = -0.371
#   N_Si328, delr_O203   = -0.343
#   delr_O203, sigma2_Mg302 = -0.324
#   N_Mg302, delr_Si328  = -0.297
#   N_Mg302, delr_O203   = -0.297
#   sigma2_Mg302, sigma2_Si328 = -0.267
#   e0, sigma2_Si328     =  0.255
#   N_O203, e0           = -0.238
#   delr_O203, sigma2_Si328 =  0.213
#   N_O203, sigma2_Mg302 =  0.170
#   N_O203, delr_Si328   = -0.160
#   N_Mg302, N_O203      =  0.153
#   e0, sigma2_O203      = -0.138
#   sigma2_Mg302, sigma2_O203 =  0.126
#   N_Mg302, sigma2_O203 =  0.123
#   N_O203, delr_Mg302   =  0.121
#   delr_Si328, sigma2_Mg302 = -0.114
#   delr_Si328, sigma2_O203 = -0.101
#  
# [[Dataset]]
#   unique_id            = 'duly6zp2'
#   fit space            = 'r'
#   r-range              = 0.900, 3.900
#   k-range              = 0.100, 12.750
#   k window, dk         = 'Kaiser-Bessel', 3.000
#   paths used in fit    = ['/Users/christiandewey/.larch/feff/Fe1_K_Nontronite_cif7180/feff0002.dat', '/Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0009.dat', '/Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0004.dat']
#   k-weight             = 3
#   epsilon_k            = Array(mean=0.0028279, std=0.0071477)
#   epsilon_r            = 0.4989846
#   n_independent        = 25.160
#  
# [[Paths]]
#  = Path 'Fe_O203' Fe K Edge
#     feffdat file = /Users/christiandewey/.larch/feff/Fe1_K_Nontronite_cif7180/feff0002.dat, from feff run 'Fe1_K_Nontronite_cif7180'
#     geometry  atom      x        y        z      ipot
#               Fe      -0.0000, -0.0000, -0.0000  0 (absorber)
#                O       0.6522, -1.5236, -1.1781  1
#      reff   =  2.0334000
#      degen  =  2.0000000
#      n*s02  =  4.1799867 +/- 1.0942058  := 'N_O203 * s02'
#      e0     =  6.7269033 +/- 3.2807220  := 'e0'
#      r      =  2.0270978 +/- 0.0203949  := 'reff + delr_O203'
#      deltar = -0.0063022 +/- 0.0203949  := 'delr_O203'
#      sigma2 =  0.0082122 +/- 0.0028698  := 'sigma2_O203'
# 
#  = Path 'Fe_Si328' Fe K Edge
#     feffdat file = /Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0009.dat, from feff run 'Fe2_K_Biotite_cif861'
#     geometry  atom      x        y        z      ipot
#               Fe      -0.0000, -0.0000, -0.0000  0 (absorber)
#               Si       0.3824, -1.5411, -2.8686  3
#      reff   =  3.2788000
#      degen  =  2.0000000
#      n*s02  =  2.2276436 +/- 2.4442307  := 'N_Si328 * s02'
#      e0     =  6.7269033 +/- 3.2807220  := 'e0'
#      r      =  3.2714629 +/- 0.0216879  := 'reff + delr_Si328'
#      deltar = -0.0073371 +/- 0.0216879  := 'delr_Si328'
#      sigma2 =  0.0010000 +/- 6.7461e-4  := 'sigma2_Si328'
# 
#  = Path 'Fe_Mg302' Fe K Edge
#     feffdat file = /Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0004.dat, from feff run 'Fe2_K_Biotite_cif861'
#     geometry  atom      x        y        z      ipot
#               Fe      -0.0000, -0.0000, -0.0000  0 (absorber)
#               Mg      -2.6190, -1.4241,  0.4666  5
#      reff   =  3.0174000
#      degen  =  2.0000000
#      n*s02  =  1.4774488 +/- 4.5243202  := 'N_Mg302 * s02'
#      e0     =  6.7269033 +/- 3.2807220  := 'e0'
#      r      =  3.0242963 +/- 0.1408887  := 'reff + delr_Mg302'
#      deltar =  0.0068963 +/- 0.1408887  := 'delr_Mg302'
#      sigma2 =  0.0097087 +/- 0.0289002  := 'sigma2_Mg302'
# 
# =======================================================
## 
#---------------------------------------------------------------------------
# r              expdata        model        
 0.000000000    0.008281418    0.030498236
 0.030679616    0.007542595    0.030036790
 0.061359232    0.005864033    0.029008970
 0.092038847    0.005363833    0.028365432
 0.122718463    0.007752845    0.029151927
 0.153398079    0.011050187    0.031691686
 0.184077695    0.013496084    0.035321254
 0.214757310    0.014207012    0.039001239
 0.245436926    0.012840069    0.041958586
 0.276116542    0.009579816    0.043965685
 0.306796158    0.005375101    0.045383536
 0.337475773    0.004067898    0.047013534
 0.368155389    0.007654517    0.049701954
 0.398835005    0.010857072    0.053823352
 0.429514621    0.012048020    0.059053369
 0.460194236    0.010999766    0.064631405
 0.490873852    0.008512194    0.069830719
 0.521553468    0.006342736    0.074332177
 0.552233084    0.004949461    0.078418598
 0.582912699    0.003137713    0.082963286
 0.613592315    0.014728151    0.089151089
 0.644271931    0.041236102    0.097968507
 0.674951547    0.085327222    0.109762228
 0.705631162    0.150269308    0.124205656
 0.736310778    0.238160778    0.140639170
 0.766990394    0.349448704    0.158478611
 0.797670010    0.482636927    0.177480293
 0.828349625    0.634201688    0.197813844
 0.859029241    0.798758660    0.219964089
 0.889708857    0.969510360    0.244516537
 0.920388473    1.138981703    0.271918366
 0.951068088    1.300027625    0.302320385
 0.981747704    1.447068005    0.335564586
 1.012427320    1.577460508    0.371307584
 1.043106936    1.692835448    0.409213450
 1.073786552    1.800051452    0.449134933
 1.104466167    1.911189994    0.491217525
 1.135145783    2.041879489    0.535888066
 1.165825399    2.207694383    0.583722249
 1.196505015    2.419666744    0.635221875
 1.227184630    2.681088045    0.690564128
 1.257864246    2.987149631    0.749395876
 1.288543862    3.326975270    0.810727403
 1.319223478    3.686431299    0.872941990
 1.349903093    4.050473961    0.933902171
 1.380582709    4.404638109    0.991115947
 1.411262325    4.735767472    1.041927244
 1.441941941    5.032220807    1.083705560
 1.472621556    5.283778331    1.114021000
 1.503301172    5.481438365    1.130798629
 1.533980788    5.617258632    1.132449518
 1.564660404    5.684352423    1.117976493
 1.595340019    5.677092473    1.087051737
 1.626019635    5.591511226    1.040062455
 1.656699251    5.425828662    0.978120450
 1.687378867    5.181000631    0.903032253
 1.718058482    4.861168628    0.817228420
 1.748738098    4.473905369    0.723653670
 1.779417714    4.030182750    0.625623379
 1.810097330    3.544030975    0.526656216
 1.840776945    3.031900997    0.430297229
 1.871456561    2.511780595    0.339950695
 1.902136177    2.002143870    0.258747720
 1.932815793    1.520835041    0.189476841
 1.963495408    1.084008564    0.134574610
 1.994175024    0.705309406    0.095934374
 2.024854640    0.395839588    0.073558178
 2.055534256    0.168957368    0.062957726
 2.086213872    0.091451443    0.056544429
 2.116893487    0.151692947    0.049050501
 2.147573103    0.182671980    0.039301632
 2.178252719    0.168976124    0.029797488
 2.208932335    0.123042753    0.027269556
 2.239611950    0.074673168    0.035788822
 2.270291566    0.098300346    0.049872367
 2.300971182    0.177847569    0.065062366
 2.331650798    0.270650637    0.079965192
 2.362330413    0.375876254    0.094783995
 2.393010029    0.505814762    0.110671585
 2.423689645    0.675169531    0.129247162
 2.454369261    0.893396392    0.152034168
 2.485048876    1.161500956    0.179969400
 2.515728492    1.472866795    0.213189303
 2.546408108    1.815409017    0.251090558
 2.577087724    2.173608344    0.292505722
 2.607767339    2.530246976    0.335869788
 2.638446955    2.867964145    0.379347114
 2.669126571    3.170680084    0.420936255
 2.699806187    3.424850569    0.458575036
 2.730485802    3.620472936    0.490257558
 2.761165418    3.751758285    0.514163427
 2.791845034    3.817399682    0.528791444
 2.822524650    3.820394804    0.533085467
 2.853204265    3.767420227    0.526538804
 2.883883881    3.667803592    0.509264652
 2.914563497    3.532200260    0.482023210
 2.945243113    3.371151092    0.446200419
 2.975922728    3.193763762    0.403738156
 3.006602344    3.006789186    0.357019846
 3.037281960    2.814314113    0.308717370
 3.067961576    2.618140434    0.261601497
 3.098641192    2.418712346    0.218304488
 3.129320807    2.216280462    0.180999681
 3.160000423    2.011942496    0.150961163
 3.190680039    1.808280332    0.128090657
 3.221359655    1.609456405    0.110785189
 3.252039270    1.420760692    0.096536246
 3.282718886    1.247683739    0.082988114
 3.313398502    1.094667187    0.068712526
 3.344078118    0.963826293    0.053415817
 3.374757733    0.854154064    0.037889053
 3.405437349    0.761780873    0.024377143
 3.436116965    0.681453416    0.018358937
 3.466796581    0.608676233    0.023172112
 3.497476196    0.541641326    0.031253023
 3.528155812    0.482384753    0.037745214
 3.558835428    0.436828478    0.041302924
 3.589515044    0.412832028    0.041758211
 3.620194659    0.415465116    0.039507147
 3.650874275    0.442568353    0.035313028
 3.681553891    0.485943793    0.030194000
 3.712233507    0.536283814    0.025305237
 3.742913122    0.586330470    0.021692362
 3.773592738    0.631458459    0.019781383
 3.804272354    0.669222137    0.019006625
 3.834951970    0.698757557    0.018286596
 3.865631585    0.720262442    0.016779834
 3.896311201    0.734562834    0.014140197
 3.926990817    0.742744901    0.010454037
 3.957670433    0.745842521    0.006225385
 3.988350049    0.744588215    0.003420962
 4.019029664    0.739246878    0.005917569
 4.049709280    0.729552995    0.009838046
 4.080388896    0.714759873    0.013115928
 4.111068512    0.693787895    0.015265518
 4.141748127    0.665437879    0.016113266
 4.172427743    0.628624577    0.015664593
 4.203107359    0.582587278    0.014068626
 4.233786975    0.527045853    0.011592525
 4.264466590    0.462285651    0.008607863
 4.295146206    0.389169491    0.005644500
 4.325825822    0.309089193    0.003738346
 4.356505438    0.223891759    0.004226005
 4.387185053    0.135921566    0.005893255
 4.417864669    0.050032538    0.007333266
 4.448544285    0.051421441    0.008130170
 4.479223901    0.133735666    0.008196123
 4.509903516    0.214461745    0.007574327
 4.540583132    0.289535818    0.006385428
 4.571262748    0.357325396    0.004809240
 4.601942364    0.416596911    0.003110480
 4.632621979    0.466299488    0.001890573
 4.663301595    0.505507572    0.002290195
 4.693981211    0.533422023    0.003551804
 4.724660827    0.549416166    0.004697719
 4.755340442    0.553117542    0.005452712
 4.786020058    0.544511328    0.005720466
 4.816699674    0.524048563    0.005478390
 4.847379290    0.492743816    0.004760094
 4.878058905    0.452252961    0.003655344
 4.908738521    0.404931401    0.002338007
 4.939418137    0.353883391    0.001319886
 4.970097753    0.303011221    0.001835281
 5.000777369    0.257008093    0.003082359
 5.031456984    0.220979285    0.004195640
 5.062136600    0.198938627    0.004942951
 5.092816216    0.191102064    0.005225977
 5.123495832    0.192830673    0.005017603
 5.154175447    0.197371773    0.004357684
 5.184855063    0.199084864    0.003363989
 5.215534679    0.194502065    0.002293883
 5.246214295    0.182081497    0.001786073
 5.276893910    0.161790990    0.002401962
 5.307573526    0.134975007    0.003425907
 5.338253142    0.104949989    0.004297553
 5.368932758    0.079741297    0.004806764
 5.399612373    0.076091183    0.004871735
 5.430291989    0.101829581    0.004488091
 5.460971605    0.143393617    0.003718589
 5.491651221    0.190296774    0.002699490
 5.522330836    0.237903338    0.001712981
 5.553010452    0.283755947    0.001451192
 5.583690068    0.326217826    0.002141228
 5.614369684    0.364047117    0.002967859
 5.645049299    0.396251938    0.003553904
 5.675728915    0.422044102    0.003778169
 5.706408531    0.440834643    0.003612915
 5.737088147    0.452247942    0.003091937
 5.767767762    0.456141283    0.002301657
 5.798447378    0.452620612    0.001394377
 5.829126994    0.442045944    7.839833e-4
 5.859806610    0.425022429    0.001198357
 5.890486225    0.402375616    0.001897305
 5.921165841    0.375111720    0.002412185
 5.951845457    0.344365591    0.002636130
 5.982525073    0.311340329    0.002546202
 6.013204689    0.277243292    0.002168102
 6.043884304    0.243223436    0.001565288
 6.074563920    0.210314829    8.327822e-4
 6.105243536    0.179390754    2.248226e-4
 6.135923152    0.151132292    7.432332e-4
 6.166602767    0.126014604    0.001303279
 6.197282383    0.104313200    0.001660836
 6.227961999    0.086130535    0.001774817
 6.258641615    0.071438991    0.001645250
 6.289321230    0.060127972    0.001309527
 6.320000846    0.052032486    8.499839e-4
 6.350680462    0.046922712    4.871360e-4
 6.381360078    0.044472843    6.843196e-4
 6.412039693    0.044280790    0.001112672
 6.442719309    0.045980776    0.001448063
 6.473398925    0.049381926    0.001602682
 6.504078541    0.054532584    0.001548082
 6.534758156    0.061675679    0.001291269
 6.565437772    0.071125456    8.694225e-4
 6.596117388    0.083126634    3.571525e-4
 6.626797004    0.097752404    3.198427e-4
 6.657476619    0.114861683    8.356580e-4
 6.688156235    0.134101608    0.001276474
 6.718835851    0.154933333    0.001565500
 6.749515467    0.176668392    0.001666493
 6.780195082    0.198511988    0.001569722
 6.810874698    0.219612818    0.001291124
 6.841554314    0.239118373    8.700984e-4
 6.872233930    0.256232877    3.719153e-4
 6.902913545    0.270273428    2.451714e-4
 6.933593161    0.280719122    7.156071e-4
 6.964272777    0.287248007    0.001116289
 6.994952393    0.289757543    0.001380548
 7.025632009    0.288365745    0.001482052
 7.056311624    0.283392193    0.001417963
 7.086991240    0.275320356    0.001207514
 7.117670856    0.264745094    8.903727e-4
 7.148350472    0.252311522    5.315059e-4
 7.179030087    0.238653322    2.986213e-4
 7.209709703    0.224339649    4.629275e-4
 7.240389319    0.209839224    7.263288e-4
 7.271068935    0.195507566    9.233677e-4
 7.301748550    0.181598384    0.001029085
 7.332428166    0.168294070    0.001054568
 7.363107782    0.155744837    0.001030150
 7.393787398    0.144103027    9.912068e-4
 7.424467013    0.133539346    9.577849e-4
 7.455146629    0.124231072    9.198481e-4
 7.485826245    0.116319207    8.445930e-4
 7.516505861    0.109843509    6.982043e-4
 7.547185476    0.104679521    4.636698e-4
 7.577865092    0.100510240    1.692535e-4
 7.608544708    0.096853907    3.090866e-4
 7.639224324    0.093141245    7.246213e-4
 7.669903939    0.088812805    0.001133788
 7.700583555    0.083406460    0.001476237
 7.731263171    0.076619691    0.001703877
 7.761942787    0.068345143    0.001781869
 7.792622402    0.058684415    0.001694846
 7.823302018    0.047947415    0.001454370
 7.853981634    0.036651034    0.001114667
 7.884661250    0.025563638    8.277331e-4
 7.915340865    0.016014941    8.837355e-4
 7.946020481    0.011175832    0.001270970
 7.976700097    0.013798907    0.001721052
 8.007379713    0.019300958    0.002087690
 8.038059329    0.024817703    0.002300007
 8.068738944    0.030422168    0.002325190
 8.099418560    0.037262691    0.002162501
 8.130098176    0.046641537    0.001846484
 8.160777792    0.059309783    0.001460746
 8.191457407    0.075269002    0.001173637
 8.222137023    0.093999188    0.001203577
 8.252816639    0.114729977    0.001519058
 8.283496255    0.136608432    0.001893601
 8.314175870    0.158792181    0.002177859
 8.344855486    0.180508280    0.002301048
 8.375535102    0.201095124    0.002238533
 8.406214718    0.220031690    0.002001240
 8.436894333    0.236954012    0.001635956
 8.467573949    0.251658200    0.001240118
 8.498253565    0.264089891    0.001000867
 8.528933181    0.274320975    0.001102984
 8.559612796    0.282515553    0.001421484
 8.590292412    0.288888253    0.001738939
 8.620972028    0.293659358    0.001943934
 8.651651644    0.297012304    0.001990924
 8.682331259    0.299059588    0.001871675
 8.713010875    0.299822539    0.001606543
 8.743690491    0.299228424    0.001244590
 8.774370107    0.297125327    8.809581e-4
 8.805049722    0.293312066    7.095820e-4
 8.835729338    0.287577928    8.736425e-4
 8.866408954    0.279745932    0.001176900
 8.897088570    0.269713590    0.001442322
 8.927768185    0.257486387    0.001600315
 8.958447801    0.243200895    0.001626571
 8.989127417    0.227136066    0.001520879
 9.019807033    0.209712630    0.001300482
 9.050486649    0.191481318    9.982889e-4
 9.081166264    0.173100561    6.711870e-4
 9.111845880    0.155302725    4.548268e-4
 9.142525496    0.138844419    5.581366e-4
 9.173205112    0.124431803    8.369227e-4
 9.203884727    0.112612482    0.001109073
 9.234564343    0.103644994    0.001313477
 9.265243959    0.097400048    0.001424945
 9.295923575    0.093373940    0.001432561
 9.326603190    0.090840054    0.001335888
 9.357282806    0.089062322    0.001145910
 9.387962422    0.087465362    8.912962e-4
 9.418642038    0.085717445    6.429295e-4
 9.449321653    0.083742820    5.709683e-4
 9.480001269    0.081691519    7.770558e-4
 9.510680885    0.079877974    0.001094963
 9.541360501    0.078684534    0.001395534
 9.572040116    0.078431048    0.001617652
 9.602719732    0.079241547    0.001727782
 9.633399348    0.080968210    0.001711263
 9.664078964    0.083215961    0.001573840
 9.694758579    0.085450931    0.001348590
 9.725438195    0.087135348    0.001112505
 9.756117811    0.087842075    0.001004237
 9.786797427    0.087332546    0.001133736
 9.817477042    0.085599638    0.001425308
 9.848156658    0.082878419    0.001738297
 9.878836274    0.079621578    0.001980325
 9.909515890    0.076429859    0.002101637
 9.940195505    0.073930816    0.002083005
 9.970875121    0.072626442    0.001933464
