# Results for GP17_station27_20892_15cm_033_A_fl.avg.csv "Mar-10 12:32_1": |chi(R)|
# =================== FEFFIT RESULTS ====================
# [[Statistics]]
#   n_function_calls     = 174
#   n_variables          = 10
#   n_data_points        = 196
#   n_independent        = 25.1597204
#   chi_square           = 5.88276863
#   reduced chi_square   = 0.38805258
#   r-factor             = 0.01744920
#   Akaike info crit     = -16.5625286
#   Bayesian info crit   = -4.31008541
#  
# [[Parameters]]
#   N_Mg302              =  0.7520916 +/- 1.7115002  (init= 3.0200000)
#   N_O203               =  5.5514346 +/- 1.1346094  (init= 4.8600000)
#   N_Si328              =  2.5238511 +/- 1.9412387  (init= 6.0000000)
#   delr_Mg302           = -0.0724652 +/- 0.0879762  (init= 0.0060000)
#   delr_O203            = -0.0150041 +/- 0.0152582  (init=-0.0175000)
#   delr_Si328           =  0.0018487 +/- 0.0236446  (init=-0.0163000)
#   e0                   =  6.7178313 +/- 2.3036647  (init= 5.7000000)
#   s02                  =  0.7000000 (fixed)
#   sigma2_Mg302         =  0.0010000 +/- 0.0101085  (init= 0.0050000)
#   sigma2_O203          =  0.0089484 +/- 0.0023294  (init= 0.0093500)
#   sigma2_Si328         =  0.0010000 +/- 0.0235350  (init= 0.0050000)
#  
# [[Correlations]] (unreported correlations are <  0.100)
#   N_Si328, sigma2_Si328 = -0.969
#   N_Mg302, sigma2_Mg302 = -0.966
#   N_O203, sigma2_O203  =  0.884
#   delr_Mg302, sigma2_Si328 = -0.881
#   delr_Mg302, sigma2_Mg302 = -0.859
#   delr_O203, e0        =  0.851
#   N_Mg302, delr_Mg302  =  0.847
#   N_Si328, delr_Mg302  =  0.825
#   sigma2_Mg302, sigma2_Si328 =  0.791
#   N_Mg302, sigma2_Si328 = -0.751
#   N_Si328, sigma2_Mg302 = -0.745
#   delr_Si328, sigma2_Mg302 =  0.692
#   N_Mg302, N_Si328     =  0.673
#   N_Si328, delr_Si328  = -0.635
#   delr_Si328, sigma2_Si328 =  0.621
#   delr_Mg302, delr_Si328 = -0.615
#   N_Mg302, delr_Si328  = -0.593
#   delr_Si328, e0       =  0.488
#   delr_O203, delr_Si328 =  0.391
#   N_Mg302, e0          =  0.232
#   N_Mg302, delr_O203   =  0.230
#   delr_Mg302, e0       =  0.213
#   delr_Mg302, delr_O203 =  0.203
#   N_O203, e0           = -0.202
#   N_O203, delr_Si328   = -0.151
#   delr_O203, sigma2_Mg302 = -0.124
#   delr_Si328, sigma2_O203 = -0.120
#   e0, sigma2_Mg302     = -0.110
#   delr_O203, sigma2_O203 =  0.105
#  
# [[Dataset]]
#   unique_id            = 'dvhtqofk'
#   fit space            = 'r'
#   r-range              = 0.900, 3.900
#   k-range              = 0.100, 12.750
#   k window, dk         = 'Kaiser-Bessel', 3.000
#   paths used in fit    = ['/Users/christiandewey/.larch/feff/Fe1_K_Nontronite_cif7180/feff0002.dat', '/Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0009.dat', '/Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0004.dat']
#   k-weight             = 3
#   epsilon_k            = Array(mean=0.0026783, std=0.0066388)
#   epsilon_r            = 0.4725873
#   n_independent        = 25.160
#  
# [[Paths]]
#  = Path 'Fe_O203' Fe K Edge
#     feffdat file = /Users/christiandewey/.larch/feff/Fe1_K_Nontronite_cif7180/feff0002.dat, from feff run 'Fe1_K_Nontronite_cif7180'
#     geometry  atom      x        y        z      ipot
#               Fe      -0.0000, -0.0000, -0.0000  0 (absorber)
#                O       0.6522, -1.5236, -1.1781  1
#      reff   =  2.0334000
#      degen  =  2.0000000
#      n*s02  =  3.8860042 +/- 0.7942266  := 'N_O203 * s02'
#      e0     =  6.7178313 +/- 2.3036646  := 'e0'
#      r      =  2.0183959 +/- 0.0152582  := 'reff + delr_O203'
#      deltar = -0.0150041 +/- 0.0152582  := 'delr_O203'
#      sigma2 =  0.0089484 +/- 0.0023294  := 'sigma2_O203'
# 
#  = Path 'Fe_Si328' Fe K Edge
#     feffdat file = /Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0009.dat, from feff run 'Fe2_K_Biotite_cif861'
#     geometry  atom      x        y        z      ipot
#               Fe      -0.0000, -0.0000, -0.0000  0 (absorber)
#               Si       0.3824, -1.5411, -2.8686  3
#      reff   =  3.2788000
#      degen  =  2.0000000
#      n*s02  =  1.7666957 +/- 1.3588671  := 'N_Si328 * s02'
#      e0     =  6.7178313 +/- 2.3036646  := 'e0'
#      r      =  3.2806487 +/- 0.0236446  := 'reff + delr_Si328'
#      deltar =  0.0018487 +/- 0.0236446  := 'delr_Si328'
#      sigma2 =  0.0010000 +/- 0.0235350  := 'sigma2_Si328'
# 
#  = Path 'Fe_Mg302' Fe K Edge
#     feffdat file = /Users/christiandewey/.larch/feff/Fe2_K_Biotite_cif861/feff0004.dat, from feff run 'Fe2_K_Biotite_cif861'
#     geometry  atom      x        y        z      ipot
#               Fe      -0.0000, -0.0000, -0.0000  0 (absorber)
#               Mg      -2.6190, -1.4241,  0.4666  5
#      reff   =  3.0174000
#      degen  =  2.0000000
#      n*s02  =  0.5264641 +/- 1.1980501  := 'N_Mg302 * s02'
#      e0     =  6.7178313 +/- 2.3036646  := 'e0'
#      r      =  2.9449348 +/- 0.0879762  := 'reff + delr_Mg302'
#      deltar = -0.0724652 +/- 0.0879762  := 'delr_Mg302'
#      sigma2 =  0.0010000 +/- 0.0101085  := 'sigma2_Mg302'
# 
# =======================================================
## 
#---------------------------------------------------------------------------
# r              expdata        model        
 0.000000000    0.007831063    0.028892534
 0.030679616    0.007102724    0.028789112
 0.061359232    0.005378990    0.028629901
 0.092038847    0.004627694    0.028793589
 0.122718463    0.006794412    0.029670873
 0.153398079    0.009926645    0.031403879
 0.184077695    0.012272076    0.033788776
 0.214757310    0.012991010    0.036422985
 0.245436926    0.011751083    0.038941403
 0.276116542    0.008699685    0.041182700
 0.306796158    0.004647153    0.043243933
 0.337475773    0.003336844    0.045426762
 0.368155389    0.006918163    0.048087386
 0.398835005    0.009961247    0.051447755
 0.429514621    0.011055251    0.055480822
 0.460194236    0.010056857    0.059950126
 0.490873852    0.007899232    0.064571782
 0.521553468    0.006524390    0.069202373
 0.552233084    0.005893495    0.073973780
 0.582912699    0.002998164    0.079326350
 0.613592315    0.012489665    0.085909531
 0.644271931    0.038554610    0.094364989
 0.674951547    0.082457092    0.105094109
 0.705631162    0.147695717    0.118150742
 0.736310778    0.236690655    0.133311310
 0.766990394    0.350215682    0.150249356
 0.797670010    0.487018888    0.168708426
 0.828349625    0.643627019    0.188609396
 0.859029241    0.814381436    0.210073607
 0.889708857    0.991744583    0.233370171
 0.920388473    1.166900134    0.258815096
 0.951068088    1.330654955    0.286664377
 0.981747704    1.474639742    0.317044341
 1.012427320    1.592797065    0.349945051
 1.043106936    1.683125778    0.385273842
 1.073786552    1.749567851    0.422940878
 1.104466167    1.803653309    0.462936800
 1.135145783    1.864901650    0.505365179
 1.165825399    1.958230887    0.550406458
 1.196505015    2.107190401    0.598211699
 1.227184630    2.325356907    0.648748590
 1.257864246    2.611600888    0.701640828
 1.288543862    2.952035553    0.756046642
 1.319223478    3.325536314    0.810610460
 1.349903093    3.708725271    0.863499709
 1.380582709    4.079043954    0.912517253
 1.411262325    4.416353064    0.955266631
 1.441941941    4.703727740    0.989343535
 1.472621556    4.927840621    1.012529543
 1.503301172    5.079102965    1.022969363
 1.533980788    5.151634385    1.019318061
 1.564660404    5.143101176    1.000849330
 1.595340019    5.054457658    0.967519530
 1.626019635    4.889622985    0.919985533
 1.656699251    4.655120135    0.859577274
 1.687378867    4.359693789    0.788228672
 1.718058482    4.013912092    0.708373059
 1.748738098    3.629747573    0.622811473
 1.779417714    3.220127404    0.534564183
 1.810097330    2.798444229    0.446717686
 1.840776945    2.378025568    0.362281774
 1.871456561    1.971570450    0.284075057
 1.902136177    1.590574113    0.214664499
 1.932815793    1.244773562    0.156392433
 1.963495408    0.941659454    0.111485397
 1.994175024    0.686121780    0.081869170
 2.024854640    0.480357505    0.067321144
 2.055534256    0.324345945    0.062809345
 2.086213872    0.217547898    0.061479223
 2.116893487    0.161503811    0.059733487
 2.147573103    0.154740986    0.057687350
 2.178252719    0.181160887    0.057745280
 2.208932335    0.223472858    0.062704183
 2.239611950    0.274398298    0.073579792
 2.270291566    0.333848822    0.089377379
 2.300971182    0.407083371    0.108633943
 2.331650798    0.503467880    0.130376981
 2.362330413    0.633365768    0.154209907
 2.393010029    0.804174126    0.180101958
 2.423689645    1.018040654    0.208145042
 2.454369261    1.271818873    0.238350828
 2.485048876    1.558067319    0.270515512
 2.515728492    1.866171966    0.304158948
 2.546408108    2.183382459    0.338526600
 2.577087724    2.495814048    0.372633125
 2.607767339    2.789456265    0.405327325
 2.638446955    3.051171266    0.435364996
 2.669126571    3.269626606    0.461483172
 2.699806187    3.436092267    0.482473714
 2.730485802    3.545033067    0.497255786
 2.761165418    3.594439578    0.504946194
 2.791845034    3.585859800    0.504925120
 2.822524650    3.524117501    0.496893175
 2.853204265    3.416729787    0.480914628
 2.883883881    3.273065644    0.457441522
 2.914563497    3.103319839    0.427314197
 2.945243113    2.917413188    0.391735375
 2.975922728    2.723967638    0.352217139
 3.006602344    2.529529556    0.310502135
 3.037281960    2.338202922    0.268461411
 3.067961576    2.151782338    0.227970020
 3.098641192    1.970348119    0.190756588
 3.129320807    1.793150587    0.158215646
 3.160000423    1.619537248    0.131174526
 3.190680039    1.449701172    0.109654788
 3.221359655    1.285125108    0.092778726
 3.252039270    1.128698009    0.079015890
 3.282718886    0.984528762    0.066740279
 3.313398502    0.857446188    0.054770605
 3.344078118    0.752076779    0.042629182
 3.374757733    0.671384587    0.030574646
 3.405437349    0.614967606    0.019754192
 3.436116965    0.578204350    0.013296379
 3.466796581    0.553324329    0.015059920
 3.497476196    0.531876159    0.020682582
 3.528155812    0.506927426    0.025633407
 3.558835428    0.474134837    0.028592815
 3.589515044    0.431999737    0.029328025
 3.620194659    0.381965057    0.028056165
 3.650874275    0.328917106    0.025265409
 3.681553891    0.282443073    0.021626046
 3.712233507    0.257452646    0.017914751
 3.742913122    0.267479299    0.014890836
 3.773592738    0.311356054    0.013015418
 3.804272354    0.375851937    0.012106540
 3.834951970    0.448412320    0.011466126
 3.865631585    0.520953595    0.010436916
 3.896311201    0.588649612    0.008707966
 3.926990817    0.648601800    0.006321938
 3.957670433    0.699043258    0.003745813
 3.988350049    0.738867955    0.002867641
 4.019029664    0.767341377    0.004998625
 4.049709280    0.783939585    0.007605144
 4.080388896    0.788297200    0.009709788
 4.111068512    0.780245025    0.011001271
 4.141748127    0.759906681    0.011362598
 4.172427743    0.727814397    0.010805181
 4.203107359    0.685003204    0.009444932
 4.233786975    0.633050790    0.007480888
 4.264466590    0.574044900    0.005179207
 4.295146206    0.510478636    0.002912457
 4.325825822    0.445095625    0.001677519
 4.356505438    0.380733746    0.002683976
 4.387185053    0.320252056    0.004050050
 4.417864669    0.266666245    0.004992850
 4.448544285    0.223594770    0.005385981
