#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray1_Fe_1.001: FeXANES_GT5_concentric_gray1_Fe_1.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray1_Fe_1.001
 7032.05000, -0.00110762
 7037.05000,  3.87285e-4
 7042.05000,  1.94185e-4
 7047.05000, -3.28210e-5
 7052.05000, -1.38134e-4
 7057.05000, -3.36175e-4
 7062.05000, -2.55015e-4
 7067.05000, -3.42236e-4
 7072.05000, -2.01809e-4
 7077.05000,  1.50771e-4
 7082.05000,  5.73949e-4
 7087.05000,  0.00100148
 7092.05000,  0.00250689
 7097.05000,  0.00458137
 7102.05000,  0.00602791
 7102.35000,  0.00828834
 7102.65000,  0.00853678
 7102.95000,  0.00881111
 7103.25000,  0.00922793
 7103.55000,  0.00945547
 7103.85000,  0.00998193
 7104.15000,  0.00998578
 7104.45000,  0.01065742
 7104.75000,  0.01053993
 7105.05000,  0.01136757
 7105.35000,  0.01189637
 7105.65000,  0.01209611
 7105.95000,  0.01238752
 7106.25000,  0.01302337
 7106.55000,  0.01397714
 7106.85000,  0.01450485
 7107.15000,  0.01516572
 7107.45000,  0.01579812
 7107.75000,  0.01712604
 7108.05000,  0.01786076
 7108.35000,  0.01918414
 7108.65000,  0.02011973
 7108.95000,  0.02149863
 7109.25000,  0.02326995
 7109.55000,  0.02632326
 7109.85000,  0.02925486
 7110.15000,  0.03253533
 7110.45000,  0.03603109
 7110.75000,  0.04356979
 7111.05000,  0.04722983
 7111.35000,  0.05288246
 7111.65000,  0.05592452
 7111.95000,  0.05993751
 7112.25000,  0.06688804
 7112.55000,  0.07377091
 7112.85000,  0.07775824
 7113.15000,  0.08009700
 7113.45000,  0.07993529
 7113.75000,  0.07981985
 7114.05000,  0.07998558
 7114.35000,  0.07914185
 7114.65000,  0.07887173
 7114.95000,  0.08013905
 7115.25000,  0.08275399
 7115.55000,  0.08837847
 7115.85000,  0.09582201
 7116.15000,  0.10512761
 7116.45000,  0.11172216
 7116.75000,  0.13423271
 7117.05000,  0.13861461
 7117.35000,  0.16376417
 7117.65000,  0.18653851
 7117.95000,  0.22304396
 7118.25000,  0.26304063
 7118.55000,  0.30149921
 7118.85000,  0.34677274
 7119.15000,  0.36988467
 7119.45000,  0.44441375
 7119.75000,  0.49295952
 7120.05000,  0.51571822
 7120.35000,  0.57317655
 7120.65000,  0.59538850
 7120.95000,  0.62287010
 7121.25000,  0.64717668
 7121.55000,  0.67834523
 7121.85000,  0.71953166
 7122.15000,  0.75787907
 7122.45000,  0.80984798
 7122.75000,  0.84371333
 7123.05000,  0.89850344
 7123.35000,  0.93700158
 7123.65000,  0.97867251
 7123.95000,  1.00384539
 7124.25000,  1.04161264
 7124.55000,  1.06008736
 7124.85000,  1.08256961
 7125.15000,  1.10261931
 7125.45000,  1.11589761
 7125.75000,  1.12230851
 7126.05000,  1.13189605
 7126.35000,  1.14123798
 7126.65000,  1.15911516
 7126.95000,  1.17003948
 7127.25000,  1.18147497
 7127.55000,  1.20729264
 7127.85000,  1.22582855
 7128.15000,  1.24980057
 7128.45000,  1.27053690
 7128.75000,  1.28150513
 7129.05000,  1.30024479
 7129.35000,  1.30135543
 7129.65000,  1.29723541
 7129.95000,  1.29587540
 7130.25000,  1.28577532
 7130.55000,  1.27294312
 7130.85000,  1.25190285
 7131.15000,  1.23817232
 7131.45000,  1.22138650
 7131.75000,  1.20890300
 7132.05000,  1.19374354
 7133.05000,  1.18592488
 7134.05000,  1.10787316
 7135.05000,  1.08161418
 7136.05000,  1.03989406
 7137.05000,  1.02159528
 7138.05000,  1.01225417
 7139.05000,  1.01697659
 7140.05000,  1.02257662
 7141.05000,  1.02778018
 7142.05000,  1.02131204
 7143.05000,  1.01361365
 7144.05000,  0.99752599
 7145.05000,  0.98711074
 7146.05000,  0.96413765
 7147.05000,  0.94541195
 7148.05000,  0.92153270
 7149.05000,  0.90334655
 7150.05000,  0.89978608
 7151.05000,  0.88545243
 7152.05000,  0.88394660
 7153.05000,  0.88919239
 7154.05000,  0.89112442
 7155.05000,  0.90132252
 7156.05000,  0.90557838
 7157.05000,  0.91122952
 7158.05000,  0.91375647
 7159.05000,  0.92369118
 7160.05000,  0.92566312
 7161.05000,  0.93301779
 7162.05000,  0.94095802
 7163.05000,  0.96055610
 7164.05000,  0.97192479
 7165.05000,  0.98044154
 7166.05000,  0.98840437
 7167.05000,  0.99052694
 7168.05000,  0.99575093
 7169.05000,  0.99441868
 7170.05000,  0.99743372
 7171.05000,  1.00356462
 7172.05000,  1.00658082
 7173.05000,  1.01283430
 7174.05000,  1.01735263
 7175.05000,  1.02476756
 7176.05000,  1.03463492
 7177.05000,  1.03613944
 7178.05000,  1.04239587
 7179.05000,  1.04266329
 7180.05000,  1.04095205
 7181.05000,  1.04479475
 7182.05000,  1.04287429
 7183.05000,  1.04125299
 7184.05000,  1.03895986
 7185.05000,  1.03653002
 7186.05000,  1.03515906
 7187.05000,  1.02861782
 7188.05000,  1.02948980
 7189.05000,  1.02654546
 7190.05000,  1.02417348
 7191.05000,  1.01885185
 7192.05000,  1.01640633
 7193.05000,  1.01079552
 7194.05000,  1.00673425
 7195.05000,  1.00531417
 7196.05000,  1.00088496
 7197.05000,  0.99582536
 7198.05000,  0.99434143
 7199.05000,  0.98808349
 7200.05000,  0.99084480
 7201.05000,  0.99083059
 7202.05000,  0.98551531
 7203.05000,  0.98267281
 7204.05000,  0.98365549
 7205.05000,  0.97839222
 7206.05000,  0.97682839
 7207.05000,  0.97623429
 7208.05000,  0.97501810
 7209.05000,  0.97763206
 7210.05000,  0.97626975
 7211.05000,  0.97773430
 7212.05000,  0.98125722
 7213.05000,  0.98353719
 7214.05000,  0.98667222
 7215.05000,  0.98930667
 7216.05000,  0.98952626
 7217.05000,  0.98902125
 7218.05000,  0.99085292
 7219.05000,  0.99068744
 7220.05000,  0.99321047
 7221.05000,  0.99417062
 7222.05000,  0.99133305
 7223.05000,  0.99057214
 7224.05000,  0.99086593
 7225.05000,  0.98942816
 7226.05000,  0.98851196
 7227.05000,  0.98913791
 7228.05000,  0.98474673
 7229.05000,  0.98406002
 7230.05000,  0.98336531
 7231.05000,  0.98725658
 7232.05000,  0.98144672
 7233.05000,  0.98206578
 7234.05000,  0.98054891
 7235.05000,  0.97966333
 7236.05000,  0.97757021
 7237.05000,  0.97990641
 7238.05000,  0.98182237
 7239.05000,  0.98493717
 7240.05000,  0.98520464
 7241.05000,  0.99323744
 7242.05000,  0.99815882
 7243.05000,  0.99902847
 7244.05000,  0.99969591
 7245.05000,  1.00592781
 7246.05000,  1.00915188
 7247.05000,  1.01275092
 7248.05000,  1.01186372
 7249.05000,  1.01412643
 7250.05000,  1.01749384
 7251.05000,  1.01953026
 7252.05000,  1.02045915
 7253.05000,  1.02131759
 7254.05000,  1.02455683
 7255.05000,  1.03169189
 7256.05000,  1.02780990
 7257.05000,  1.02987101
 7258.05000,  1.02723772
 7259.05000,  1.03094947
 7260.05000,  1.02449089
 7261.05000,  1.02941370
 7262.05000,  1.03166395
 7263.05000,  1.07951790
 7264.05000,  1.05597917
 7265.05000,  1.00496229
 7266.05000,  1.02450925
 7267.05000,  1.02490656
 7268.05000,  1.02493603
 7269.05000,  1.02722787
 7270.05000,  1.02366047
 7271.05000,  1.01940188
 7272.05000,  1.02117478
 7273.05000,  1.01701918
 7274.05000,  1.01485005
 7275.05000,  1.01558630
 7276.05000,  1.01677873
 7277.05000,  1.01183176
 7278.05000,  1.01057616
 7279.05000,  1.00791004
 7280.05000,  1.00834450
 7281.05000,  1.00648637
 7282.05000,  1.00208520
 7283.05000,  0.99938835
 7284.05000,  1.00001999
 7285.05000,  0.99463790
 7286.05000,  0.99714487
 7287.05000,  0.99539244
 7288.05000,  0.99592046
 7289.05000,  0.99477629
 7290.05000,  0.99484617
 7291.05000,  0.99035238
 7292.05000,  0.99191530
 7293.05000,  0.98905336
 7294.05000,  0.98767046
 7295.05000,  0.98385020
 7296.05000,  0.98414589
 7297.05000,  0.98575314
 7298.05000,  0.98403784
 7299.05000,  0.98403276
 7300.05000,  0.98315720
 7301.05000,  0.97954111
 7302.05000,  0.98049064
 7303.05000,  0.98426019
 7304.05000,  0.98395280
 7305.05000,  0.98589168
 7306.05000,  0.98405078
 7307.05000,  0.98381597
 7308.05000,  0.98568300
 7309.05000,  0.98254310
 7310.05000,  0.98190342
 7311.05000,  0.98006353
 7312.05000,  0.97876691
