#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_1.001: FeXANES_GT15_flaky_gray_mix_Fe_1.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_1.001
 7032.05000, -0.00111764
 7037.05000,  3.10405e-4
 7042.05000,  1.77622e-4
 7047.05000,  6.47913e-5
 7052.05000, -9.82133e-5
 7057.05000, -3.04550e-4
 7062.05000, -5.40662e-4
 7067.05000, -1.48304e-4
 7072.05000, -1.19694e-5
 7077.05000,  7.53696e-5
 7082.05000,  4.75511e-4
 7087.05000,  0.00123659
 7092.05000,  0.00269481
 7097.05000,  0.00465686
 7102.05000,  0.00803278
 7102.35000,  0.00819031
 7102.65000,  0.00840204
 7102.95000,  0.00890130
 7103.25000,  0.00891392
 7103.55000,  0.00926200
 7103.85000,  0.00973914
 7104.15000,  0.01008793
 7104.45000,  0.01025701
 7104.75000,  0.01089559
 7105.05000,  0.01139582
 7105.35000,  0.01170322
 7105.65000,  0.01232152
 7105.95000,  0.01257046
 7106.25000,  0.01318675
 7106.55000,  0.01365907
 7106.85000,  0.01469725
 7107.15000,  0.01507603
 7107.45000,  0.01567125
 7107.75000,  0.01671185
 7108.05000,  0.01741961
 7108.35000,  0.01824165
 7108.65000,  0.02019831
 7108.95000,  0.02115625
 7109.25000,  0.02338126
 7109.55000,  0.02495583
 7109.85000,  0.03037481
 7110.15000,  0.03600711
 7110.45000,  0.04142273
 7110.75000,  0.04437270
 7111.05000,  0.04657852
 7111.35000,  0.04639047
 7111.65000,  0.04603434
 7111.95000,  0.04728486
 7112.25000,  0.04990639
 7112.55000,  0.05141442
 7112.85000,  0.05186296
 7113.15000,  0.05230733
 7113.45000,  0.05335273
 7113.75000,  0.05456426
 7114.05000,  0.05641309
 7114.35000,  0.05835032
 7114.65000,  0.05977050
 7114.95000,  0.06335259
 7115.25000,  0.06572542
 7115.55000,  0.07262488
 7115.85000,  0.07727912
 7116.15000,  0.08803136
 7116.45000,  0.10403072
 7116.75000,  0.11618133
 7117.05000,  0.14134118
 7117.35000,  0.15972567
 7117.65000,  0.19500054
 7117.95000,  0.22800609
 7118.25000,  0.26612517
 7118.55000,  0.31189191
 7118.85000,  0.36513222
 7119.15000,  0.42457723
 7119.45000,  0.48573599
 7119.75000,  0.54322882
 7120.05000,  0.58085268
 7120.35000,  0.62190725
 7120.65000,  0.64977309
 7120.95000,  0.68507577
 7121.25000,  0.70754635
 7121.55000,  0.73899466
 7121.85000,  0.75566913
 7122.15000,  0.80558895
 7122.45000,  0.85416592
 7122.75000,  0.89095793
 7123.05000,  0.96206786
 7123.35000,  1.01857635
 7123.65000,  1.07605594
 7123.95000,  1.12768232
 7124.25000,  1.16220239
 7124.55000,  1.18737820
 7124.85000,  1.19613888
 7125.15000,  1.21111761
 7125.45000,  1.21785109
 7125.75000,  1.21866962
 7126.05000,  1.22092343
