#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_1.001: FeXANES_GT15_flaky_gray_mix_Fe_1.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_1.001
 7126.35000,  1.22948346
 7126.65000,  1.23838910
 7126.95000,  1.25390236
 7127.25000,  1.27189729
 7127.55000,  1.29560082
 7127.85000,  1.30581561
 7128.15000,  1.33937644
 7128.45000,  1.35383336
 7128.75000,  1.37922019
 7129.05000,  1.38946276
 7129.35000,  1.39105839
 7129.65000,  1.38815118
 7129.95000,  1.38030729
 7130.25000,  1.36539839
 7130.55000,  1.34702955
 7130.85000,  1.31618207
 7131.15000,  1.29617809
 7131.45000,  1.26584005
 7131.75000,  1.23420911
 7132.05000,  1.22018818
 7133.05000,  1.14708051
 7134.05000,  1.08697207
 7135.05000,  1.04440199
 7136.05000,  1.01763656
 7137.05000,  0.99973397
 7138.05000,  0.99661230
 7139.05000,  0.99863943
 7140.05000,  1.01507278
 7141.05000,  1.02969567
 7142.05000,  1.03816191
 7143.05000,  1.03060271
 7144.05000,  1.01302506
 7145.05000,  0.98962890
 7146.05000,  0.95627535
 7147.05000,  0.93220843
 7148.05000,  0.90445539
 7149.05000,  0.87640203
 7150.05000,  0.86154668
 7151.05000,  0.85611376
 7152.05000,  0.85526005
 7153.05000,  0.85751791
 7154.05000,  0.86488318
 7155.05000,  0.87067249
 7156.05000,  0.88210869
 7157.05000,  0.89481157
 7158.05000,  0.90354420
 7159.05000,  0.91100573
 7160.05000,  0.92341313
 7161.05000,  0.93947003
 7162.05000,  0.94519497
 7163.05000,  0.96616286
 7164.05000,  0.97981655
 7165.05000,  0.98967407
 7166.05000,  0.99908878
 7167.05000,  1.01007591
 7168.05000,  1.01297507
 7169.05000,  1.01924149
 7170.05000,  1.02497659
 7171.05000,  1.03432290
 7172.05000,  1.03812379
 7173.05000,  1.04298792
 7174.05000,  1.05089913
 7175.05000,  1.05256524
 7176.05000,  1.05825174
 7177.05000,  1.05904016
 7178.05000,  1.05922657
 7179.05000,  1.05804334
 7180.05000,  1.05642245
 7181.05000,  1.05447984
 7182.05000,  1.05528671
 7183.05000,  1.04279697
 7184.05000,  1.04454912
 7185.05000,  1.04136191
 7186.05000,  1.03978933
 7187.05000,  1.03961973
 7188.05000,  1.03081386
 7189.05000,  1.03147530
 7190.05000,  1.03094402
 7191.05000,  1.02314125
 7192.05000,  1.02204379
 7193.05000,  1.01919094
 7194.05000,  1.01429124
 7195.05000,  1.01157653
 7196.05000,  1.00732759
 7197.05000,  1.00052574
 7198.05000,  0.99836759
 7199.05000,  0.99664021
 7200.05000,  0.98883859
 7201.05000,  0.98167095
 7202.05000,  0.98483383
 7203.05000,  0.97791463
 7204.05000,  0.97679235
 7205.05000,  0.97370166
 7206.05000,  0.97184890
 7207.05000,  0.97269379
 7208.05000,  0.97671979
 7209.05000,  0.97548148
 7210.05000,  0.97471324
 7211.05000,  0.98086857
 7212.05000,  0.97652347
 7213.05000,  0.98004013
 7214.05000,  0.98627159
 7215.05000,  0.98813811
 7216.05000,  0.99001684
 7217.05000,  0.99159432
 7218.05000,  0.99158906
 7219.05000,  0.99015007
 7220.05000,  0.98915030
 7221.05000,  0.98989086
 7222.05000,  0.98868401
 7223.05000,  0.98602638
 7224.05000,  0.98383828
 7225.05000,  0.98383159
 7226.05000,  0.98499861
 7227.05000,  0.97843272
 7228.05000,  0.98049663
 7229.05000,  0.97947081
 7230.05000,  0.97925850
 7231.05000,  0.98131126
 7232.05000,  0.98014741
 7233.05000,  0.98442403
 7234.05000,  0.98373401
 7235.05000,  0.98383676
 7236.05000,  0.98396833
 7237.05000,  0.98691168
 7238.05000,  0.98935572
 7239.05000,  0.99215352
 7240.05000,  0.99537864
 7241.05000,  0.99731205
 7242.05000,  1.00428976
 7243.05000,  1.00586197
 7244.05000,  1.00778824
 7245.05000,  1.01449048
 7246.05000,  1.01319708
 7247.05000,  1.02459298
 7248.05000,  1.02318540
 7249.05000,  1.02309727
 7250.05000,  1.02407784
 7251.05000,  1.02520058
 7252.05000,  1.02317073
 7253.05000,  1.02148714
 7254.05000,  1.02397015
 7255.05000,  1.03036253
 7256.05000,  1.02094948
 7257.05000,  1.02005906
 7258.05000,  1.02175254
 7259.05000,  1.03163814
 7260.05000,  1.02134615
 7261.05000,  1.02175456
 7262.05000,  1.02513638
 7263.05000,  1.05611031
 7264.05000,  1.03462906
 7265.05000,  1.01825006
 7266.05000,  1.01490998
 7267.05000,  1.01499238
 7268.05000,  1.01342217
 7269.05000,  1.01137148
 7270.05000,  1.00969195
 7271.05000,  1.01234416
 7272.05000,  1.01211008
 7273.05000,  1.01106997
 7274.05000,  1.00561283
 7275.05000,  1.00492463
 7276.05000,  1.00423506
 7277.05000,  1.00216433
 7278.05000,  1.00371756
 7279.05000,  1.00086712
 7280.05000,  1.00348427
 7281.05000,  0.99889715
 7282.05000,  0.99649253
 7283.05000,  0.99744529
 7284.05000,  0.99552844
 7285.05000,  0.99451927
 7286.05000,  0.99431883
 7287.05000,  0.99175362
 7288.05000,  0.99362393
 7289.05000,  0.98845526
 7290.05000,  0.98879357
 7291.05000,  0.99007122
 7292.05000,  0.99271431
 7293.05000,  0.99163882
 7294.05000,  0.98796884
 7295.05000,  0.99070077
 7296.05000,  0.99081711
 7297.05000,  0.98884270
 7298.05000,  0.98954044
 7299.05000,  0.98933665
 7300.05000,  0.99094683
 7301.05000,  0.98939281
 7302.05000,  0.99219300
 7303.05000,  0.99239765
 7304.05000,  0.99390982
 7305.05000,  0.99282962
 7306.05000,  0.99080242
 7307.05000,  0.99183608
 7308.05000,  0.99276402
 7309.05000,  0.99458087
 7310.05000,  0.99226178
 7311.05000,  0.99454992
 7312.05000,  0.99296885
