#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_FeTiXRD_striated2_3.001: FeXANES_GT15_FeTiXRD_striated2_3.001
#------------------------------------------
# energy, FeXANES_GT15_FeTiXRD_striated2_3.001
 7032.05000,  0.00127476
 7037.05000,  7.24935e-4
 7042.05000,  3.07488e-4
 7047.05000, -6.08572e-5
 7052.05000, -3.51132e-4
 7057.05000, -4.83520e-4
 7062.05000, -5.00523e-4
 7067.05000, -5.67434e-4
 7072.05000, -2.71782e-4
 7077.05000,  2.14033e-4
 7082.05000,  9.88793e-4
 7087.05000,  0.00231368
 7092.05000,  0.00452329
 7097.05000,  0.00788570
 7102.05000,  0.01370336
 7102.35000,  0.01425361
 7102.65000,  0.01475642
 7102.95000,  0.01512682
 7103.25000,  0.01521919
 7103.55000,  0.01670886
 7103.85000,  0.01697986
 7104.15000,  0.01725508
 7104.45000,  0.01829020
 7104.75000,  0.01912920
 7105.05000,  0.01952974
 7105.35000,  0.02067765
 7105.65000,  0.02115487
 7105.95000,  0.02263994
 7106.25000,  0.02321565
 7106.55000,  0.02462155
 7106.85000,  0.02562319
 7107.15000,  0.02697096
 7107.45000,  0.02819872
 7107.75000,  0.02971847
 7108.05000,  0.03135306
 7108.35000,  0.03298280
 7108.65000,  0.03500686
 7108.95000,  0.03736032
 7109.25000,  0.04020147
 7109.55000,  0.04397334
 7109.85000,  0.04863856
 7110.15000,  0.05002971
 7110.45000,  0.06363612
 7110.75000,  0.07658532
 7111.05000,  0.08563977
 7111.35000,  0.10279989
 7111.65000,  0.12180095
 7111.95000,  0.14472022
 7112.25000,  0.16830326
 7112.55000,  0.18730772
 7112.85000,  0.19720062
 7113.15000,  0.19650858
 7113.45000,  0.19087929
 7113.75000,  0.18958522
 7114.05000,  0.18399560
 7114.35000,  0.17962670
 7114.65000,  0.17976670
 7114.95000,  0.18172607
 7115.25000,  0.18387330
 7115.55000,  0.18915135
 7115.85000,  0.19608936
 7116.15000,  0.20648465
 7116.45000,  0.21630067
 7116.75000,  0.23632591
 7117.05000,  0.25576684
 7117.35000,  0.27688198
 7117.65000,  0.30078553
 7117.95000,  0.32725437
 7118.25000,  0.35820194
 7118.55000,  0.39367643
 7118.85000,  0.41406462
 7119.15000,  0.45461933
 7119.45000,  0.51886855
 7119.75000,  0.55188427
 7120.05000,  0.59647644
 7120.35000,  0.64563900
 7120.65000,  0.68499260
 7120.95000,  0.71899390
 7121.25000,  0.74152274
 7121.55000,  0.77351744
 7121.85000,  0.80561751
 7122.15000,  0.82984495
 7122.45000,  0.83874237
 7122.75000,  0.87905201
 7123.05000,  0.90023786
 7123.35000,  0.92382431
 7123.65000,  0.94065413
 7123.95000,  0.95766364
 7124.25000,  0.96916070
 7124.55000,  0.98913192
 7124.85000,  1.00253349
 7125.15000,  1.00960824
 7125.45000,  1.01727647
 7125.75000,  1.02940163
 7126.05000,  1.03313876
 7126.35000,  1.04128873
 7126.65000,  1.06050457
 7126.95000,  1.06440365
 7127.25000,  1.08045711
 7127.55000,  1.08948496
 7127.85000,  1.09917531
 7128.15000,  1.10470704
 7128.45000,  1.11597902
 7128.75000,  1.12398055
 7129.05000,  1.12461141
 7129.35000,  1.12835015
 7129.65000,  1.13190178
 7129.95000,  1.13272968
 7130.25000,  1.13466082
 7130.55000,  1.13252274
 7130.85000,  1.13123953
 7131.15000,  1.12443406
 7131.45000,  1.12357436
 7131.75000,  1.12128690
 7132.05000,  1.11447721
 7133.05000,  1.10352989
 7134.05000,  1.08605420
 7135.05000,  1.07735211
 7136.05000,  1.06762605
 7137.05000,  1.05967916
 7138.05000,  1.04872484
 7139.05000,  1.03879628
 7140.05000,  1.03499799
 7141.05000,  1.02864717
 7142.05000,  1.02684449
 7143.05000,  1.03107974
 7144.05000,  1.03225018
 7145.05000,  1.03049379
 7146.05000,  1.02404340
 7147.05000,  1.01901511
 7148.05000,  1.00999088
 7149.05000,  0.99775278
 7150.05000,  0.98895678
 7151.05000,  0.98018849
 7152.05000,  0.97354104
 7153.05000,  0.97031326
 7154.05000,  0.96348723
 7155.05000,  0.95956236
 7156.05000,  0.95678095
 7157.05000,  0.95551500
 7158.05000,  0.95167145
 7159.05000,  0.95285848
 7160.05000,  0.95420408
 7161.05000,  0.95631747
 7162.05000,  0.95847713
 7163.05000,  0.96222348
 7164.05000,  0.96560862
 7165.05000,  0.96824171
 7166.05000,  0.97393798
 7167.05000,  0.97801030
 7168.05000,  0.98259442
 7169.05000,  0.99160450
 7170.05000,  0.99205754
 7171.05000,  0.99878111
 7172.05000,  1.00316796
 7173.05000,  1.01020688
 7174.05000,  1.01255206
 7175.05000,  1.01692971
 7176.05000,  1.02019323
 7177.05000,  1.02181603
 7178.05000,  1.02812806
 7179.05000,  1.03111711
 7180.05000,  1.03202157
 7181.05000,  1.03342336
 7182.05000,  1.03241954
 7183.05000,  1.03397147
 7184.05000,  1.03328116
 7185.05000,  1.03083160
 7186.05000,  1.03230771
 7187.05000,  1.02915349
 7188.05000,  1.03225231
 7189.05000,  1.02881954
 7190.05000,  1.02916667
 7191.05000,  1.02488645
 7192.05000,  1.02504876
 7193.05000,  1.02423109
 7194.05000,  1.01922570
 7195.05000,  1.01630307
 7196.05000,  1.01369843
 7197.05000,  1.01114204
 7198.05000,  1.00988571
 7199.05000,  1.00769940
 7200.05000,  1.00454331
 7201.05000,  1.00223499
 7202.05000,  1.00141738
 7203.05000,  0.99912507
 7204.05000,  0.99702834
 7205.05000,  0.99480008
 7206.05000,  0.99256475
 7207.05000,  0.99464797
 7208.05000,  0.99426905
 7209.05000,  0.99329691
 7210.05000,  0.99416279
 7211.05000,  0.99274347
 7212.05000,  0.99168665
 7213.05000,  0.99646287
 7214.05000,  0.99648775
 7215.05000,  0.99687631
 7216.05000,  0.99860114
 7217.05000,  1.00158833
 7218.05000,  1.00249197
 7219.05000,  1.00160885
 7220.05000,  1.00273377
 7221.05000,  1.00679007
 7222.05000,  1.00491380
 7223.05000,  1.00914345
 7224.05000,  1.00642408
 7225.05000,  1.00710502
 7226.05000,  1.00888694
 7227.05000,  1.01023098
 7228.05000,  1.00977250
 7229.05000,  1.00553398
 7230.05000,  1.00461776
 7231.05000,  1.00478973
 7232.05000,  0.99907278
 7233.05000,  0.99969870
 7234.05000,  1.00015867
 7235.05000,  0.99690792
 7236.05000,  0.99722625
 7237.05000,  0.99580156
 7238.05000,  0.99107483
 7239.05000,  0.99004075
 7240.05000,  0.98963281
 7241.05000,  0.98631951
 7242.05000,  0.98546897
 7243.05000,  0.98282507
 7244.05000,  0.98294113
 7245.05000,  0.97932163
 7246.05000,  0.97914512
 7247.05000,  0.98744769
 7248.05000,  0.98340851
 7249.05000,  0.98119789
 7250.05000,  0.98144174
 7251.05000,  0.98202027
 7252.05000,  0.98298703
 7253.05000,  0.98535644
 7254.05000,  0.99415276
 7255.05000,  1.00383579
 7256.05000,  0.99222990
 7257.05000,  0.99682088
 7258.05000,  0.99682449
 7259.05000,  1.00479623
 7260.05000,  1.00327157
 7261.05000,  1.00320900
 7262.05000,  1.01121269
 7263.05000,  1.04606911
 7264.05000,  1.05738430
 7265.05000,  1.00976783
 7266.05000,  1.00617917
 7267.05000,  1.00858425
 7268.05000,  1.01879201
 7269.05000,  1.00650186
 7270.05000,  1.00856914
 7271.05000,  1.01260384
 7272.05000,  1.01866944
 7273.05000,  1.01677367
 7274.05000,  1.00957935
 7275.05000,  1.00736490
 7276.05000,  1.00784525
 7277.05000,  1.00508963
 7278.05000,  1.00946348
 7279.05000,  1.00355992
 7280.05000,  1.01151498
 7281.05000,  1.00922803
 7282.05000,  1.00369083
 7283.05000,  1.00112334
 7284.05000,  1.00278284
 7285.05000,  1.00353272
 7286.05000,  1.00145617
 7287.05000,  1.00105701
 7288.05000,  0.99940822
 7289.05000,  0.99756508
 7290.05000,  0.99884302
 7291.05000,  0.99511161
 7292.05000,  0.99769660
 7293.05000,  0.99390907
 7294.05000,  0.99441554
 7295.05000,  0.99381351
 7296.05000,  0.99093160
 7297.05000,  0.99174532
 7298.05000,  0.99118127
 7299.05000,  0.99174316
 7300.05000,  0.99313000
 7301.05000,  0.98929088
 7302.05000,  0.98736050
 7303.05000,  0.99081726
 7304.05000,  0.98866445
 7305.05000,  0.98847566
 7306.05000,  0.98601143
 7307.05000,  0.98580274
 7308.05000,  0.98633752
 7309.05000,  0.98569174
 7310.05000,  0.98612867
 7311.05000,  0.98743313
 7312.05000,  0.98521119
