#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray1_Fe_6.001: FeXANES_GT5_concentric_gray1_Fe_6.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray1_Fe_6.001
 7032.05000,  7.50309e-4
 7037.05000,  3.37754e-4
 7042.05000,  2.10040e-4
 7047.05000, -1.28702e-5
 7052.05000, -1.66623e-4
 7057.05000, -3.88751e-4
 7062.05000, -3.15944e-4
 7067.05000, -1.33018e-4
 7072.05000, -9.03464e-5
 7077.05000,  1.57010e-4
 7082.05000,  4.02750e-4
 7087.05000,  0.00117107
 7092.05000,  0.00163145
 7097.05000,  0.00449158
 7102.05000,  0.00411198
 7102.35000,  0.00852981
 7102.65000,  0.00881295
 7102.95000,  0.00898709
 7103.25000,  0.00921855
 7103.55000,  0.00967675
 7103.85000,  0.01005637
 7104.15000,  0.01056908
 7104.45000,  0.01086582
 7104.75000,  0.01131211
 7105.05000,  0.01167347
 7105.35000,  0.01205400
 7105.65000,  0.01234308
 7105.95000,  0.01328657
 7106.25000,  0.01413262
 7106.55000,  0.01450772
 7106.85000,  0.01515884
 7107.15000,  0.01600062
 7107.45000,  0.01690713
 7107.75000,  0.01771296
 7108.05000,  0.01860108
 7108.35000,  0.01927803
 7108.65000,  0.02029018
 7108.95000,  0.02295593
 7109.25000,  0.02476835
 7109.55000,  0.02895881
 7109.85000,  0.03317098
 7110.15000,  0.03897738
 7110.45000,  0.04683122
 7110.75000,  0.05532796
 7111.05000,  0.05925899
 7111.35000,  0.06849558
 7111.65000,  0.07247488
 7111.95000,  0.07786271
 7112.25000,  0.08345003
 7112.55000,  0.08485130
 7112.85000,  0.09177410
 7113.15000,  0.09291412
 7113.45000,  0.09159618
 7113.75000,  0.08881776
 7114.05000,  0.08813631
 7114.35000,  0.08948625
 7114.65000,  0.09321275
 7114.95000,  0.10049479
 7115.25000,  0.10855590
 7115.55000,  0.11994105
 7115.85000,  0.13389134
 7116.15000,  0.15098088
 7116.45000,  0.16712123
 7116.75000,  0.18946863
 7117.05000,  0.22095944
 7117.35000,  0.24167934
 7117.65000,  0.27991933
 7117.95000,  0.31575875
 7118.25000,  0.31610228
 7118.55000,  0.41100543
 7118.85000,  0.46430155
 7119.15000,  0.52230450
 7119.45000,  0.58149811
 7119.75000,  0.63760465
 7120.05000,  0.66440797
 7120.35000,  0.71055557
 7120.65000,  0.76901289
 7120.95000,  0.80301311
 7121.25000,  0.82960446
 7121.55000,  0.85943458
