#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_9.001: FeXANES_GT5_Fe_Flaky1_9.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_9.001
 7032.05000, -1.07252e-4
 7037.05000,  4.42168e-4
 7042.05000,  1.21183e-4
 7047.05000, -2.22216e-5
 7052.05000, -1.83633e-4
 7057.05000, -1.99006e-4
 7062.05000, -3.82084e-4
 7067.05000, -3.66105e-4
 7072.05000, -8.99274e-5
 7077.05000,  1.09909e-4
 7082.05000,  5.69717e-4
 7087.05000,  0.00130533
 7092.05000,  0.00159780
 7097.05000,  0.00357478
 7102.05000,  0.00668906
 7102.35000,  0.00748663
 7102.65000,  0.00762264
 7102.95000,  0.00817908
 7103.25000,  0.00850982
 7103.55000,  0.00846517
 7103.85000,  0.00884380
 7104.15000,  0.00912016
 7104.45000,  0.00950924
 7104.75000,  0.01015382
 7105.05000,  0.01043920
 7105.35000,  0.01108344
 7105.65000,  0.01140770
 7105.95000,  0.01169444
 7106.25000,  0.01234547
 7106.55000,  0.01260764
 7106.85000,  0.01310865
 7107.15000,  0.01394528
 7107.45000,  0.01448090
 7107.75000,  0.01539681
 7108.05000,  0.01627565
 7108.35000,  0.01709273
 7108.65000,  0.01836231
 7108.95000,  0.01933377
 7109.25000,  0.02131684
 7109.55000,  0.02341208
 7109.85000,  0.02652324
 7110.15000,  0.02942370
 7110.45000,  0.03552697
 7110.75000,  0.03782452
 7111.05000,  0.04287019
 7111.35000,  0.04795890
 7111.65000,  0.05145950
 7111.95000,  0.05613603
 7112.25000,  0.06134381
 7112.55000,  0.06491409
 7112.85000,  0.06642416
 7113.15000,  0.07109344
 7113.45000,  0.07160738
 7113.75000,  0.07119764
 7114.05000,  0.07137288
 7114.35000,  0.07019765
 7114.65000,  0.07042877
 7114.95000,  0.07096482
 7115.25000,  0.07331492
 7115.55000,  0.08011771
 7115.85000,  0.08668763
 7116.15000,  0.09658627
 7116.45000,  0.10937818
 7116.75000,  0.12135501
 7117.05000,  0.13894257
 7117.35000,  0.16731114
 7117.65000,  0.18625341
 7117.95000,  0.21547101
 7118.25000,  0.26015737
 7118.55000,  0.28851595
 7118.85000,  0.34954228
 7119.15000,  0.39116222
 7119.45000,  0.43231409
 7119.75000,  0.51096861
 7120.05000,  0.55838155
 7120.35000,  0.58964009
 7120.65000,  0.63382747
 7120.95000,  0.66318232
 7121.25000,  0.68298548
 7121.55000,  0.70340878
 7121.85000,  0.73509333
 7122.15000,  0.78290588
 7122.45000,  0.82707215
 7122.75000,  0.88715200
 7123.05000,  0.92336713
 7123.35000,  0.96044189
 7123.65000,  1.01710131
 7123.95000,  1.05608237
 7124.25000,  1.09084531
 7124.55000,  1.10816432
 7124.85000,  1.14349698
 7125.15000,  1.15808931
 7125.45000,  1.17538545
 7125.75000,  1.19686676
 7126.05000,  1.20598825
 7126.35000,  1.21758584
 7126.65000,  1.23231322
 7126.95000,  1.24836892
 7127.25000,  1.26812940
 7127.55000,  1.28664927
 7127.85000,  1.31291292
 7128.15000,  1.34308749
 7128.45000,  1.37700580
 7128.75000,  1.39451658
 7129.05000,  1.40470488
 7129.35000,  1.41720329
 7129.65000,  1.41475540
 7129.95000,  1.40592166
 7130.25000,  1.39104195
 7130.55000,  1.36585615
 7130.85000,  1.34476203
 7131.15000,  1.32890596
 7131.45000,  1.31059603
 7131.75000,  1.28922631
 7132.05000,  1.27775383
 7133.05000,  1.21195498
 7134.05000,  1.16844110
 7135.05000,  1.13433516
 7136.05000,  1.09947222
 7137.05000,  1.06877409
 7138.05000,  1.05121673
 7139.05000,  1.05095752
 7140.05000,  1.05639580
 7141.05000,  1.05675433
 7142.05000,  1.05665326
 7143.05000,  1.04551653
 7144.05000,  1.03908732
 7145.05000,  1.01545268
 7146.05000,  0.99266217
 7147.05000,  0.97053419
 7148.05000,  0.96507288
 7149.05000,  0.92742053
 7150.05000,  0.91262391
 7151.05000,  0.90064150
 7152.05000,  0.89623101
 7153.05000,  0.89517867
 7154.05000,  0.89618646
 7155.05000,  0.89938312
 7156.05000,  0.90166719
 7157.05000,  0.90852900
 7158.05000,  0.91775169
 7159.05000,  0.92223179
 7160.05000,  0.93526078
 7161.05000,  0.94182825
 7162.05000,  0.96080014
 7163.05000,  0.97158375
 7164.05000,  0.98399897
 7165.05000,  0.99465312
 7166.05000,  0.99941687
 7167.05000,  1.00377911
 7168.05000,  1.00815288
 7169.05000,  1.00843014
 7170.05000,  1.01397380
 7171.05000,  1.01694288
 7172.05000,  1.02113169
 7173.05000,  1.02601143
 7174.05000,  1.03283475
 7175.05000,  1.03369712
 7176.05000,  1.04156989
 7177.05000,  1.04615528
 7178.05000,  1.05153566
 7179.05000,  1.05350488
 7180.05000,  1.05519871
 7181.05000,  1.05597099
 7182.05000,  1.05691805
 7183.05000,  1.05769438
 7184.05000,  1.05938788
 7185.05000,  1.05996250
 7186.05000,  1.05384804
 7187.05000,  1.05526200
 7188.05000,  1.05273171
 7189.05000,  1.04869575
 7190.05000,  1.04678264
 7191.05000,  1.04270289
 7192.05000,  1.03987493
 7193.05000,  1.03460556
 7194.05000,  1.03087794
 7195.05000,  1.03079772
 7196.05000,  1.02078862
 7197.05000,  1.01754548
 7198.05000,  1.01080298
 7199.05000,  1.01047621
 7200.05000,  1.00795198
 7201.05000,  1.00411527
 7202.05000,  1.00132071
 7203.05000,  1.00011179
 7204.05000,  0.99401219
 7205.05000,  0.99400032
 7206.05000,  0.99029593
 7207.05000,  0.99190230
 7208.05000,  0.99135332
 7209.05000,  0.99001973
 7210.05000,  0.99225393
 7211.05000,  0.99061032
 7212.05000,  0.98885697
 7213.05000,  0.98859957
 7214.05000,  0.98975905
 7215.05000,  0.99174383
 7216.05000,  0.98926381
 7217.05000,  0.99394963
 7218.05000,  0.99414585
 7219.05000,  0.99351815
 7220.05000,  0.99790316
 7221.05000,  0.99680683
 7222.05000,  0.99768046
 7223.05000,  0.99410776
 7224.05000,  0.99876770
 7225.05000,  0.99708526
 7226.05000,  0.99224184
 7227.05000,  0.99511117
 7228.05000,  0.99140849
 7229.05000,  0.99333837
 7230.05000,  0.99502537
 7231.05000,  0.99643673
 7232.05000,  0.99055578
 7233.05000,  0.99052136
 7234.05000,  0.99598906
 7235.05000,  0.99365244
 7236.05000,  0.99346411
 7237.05000,  0.99586652
 7238.05000,  0.99301844
 7239.05000,  0.99256371
 7240.05000,  0.99585162
 7241.05000,  0.99585587
 7242.05000,  0.99796835
 7243.05000,  0.99868790
 7244.05000,  0.99952499
 7245.05000,  1.00359506
 7246.05000,  1.00367314
 7247.05000,  1.00594517
 7248.05000,  1.00521387
 7249.05000,  1.00886903
 7250.05000,  1.00702260
 7251.05000,  1.00758455
 7252.05000,  1.01270196
 7253.05000,  1.01302989
 7254.05000,  1.01782843
 7255.05000,  1.01462529
 7256.05000,  1.00876407
 7257.05000,  1.01387707
 7258.05000,  1.01533886
 7259.05000,  1.01444139
 7260.05000,  1.01400895
 7261.05000,  1.01493018
 7262.05000,  1.01558029
 7263.05000,  1.02506080
 7264.05000,  1.04681906
 7265.05000,  0.98611692
 7266.05000,  1.01298039
 7267.05000,  1.01249185
 7268.05000,  1.01354525
 7269.05000,  1.00249281
 7270.05000,  1.00778840
 7271.05000,  1.01055702
 7272.05000,  1.00939322
 7273.05000,  1.00626012
 7274.05000,  1.00134190
 7275.05000,  1.00519496
 7276.05000,  1.00357960
 7277.05000,  1.00332645
 7278.05000,  1.00242493
 7279.05000,  1.00008526
 7280.05000,  1.00303051
 7281.05000,  0.99891693
 7282.05000,  0.99697564
 7283.05000,  0.99890218
 7284.05000,  0.99679638
 7285.05000,  0.99497073
 7286.05000,  0.99338730
 7287.05000,  0.99273865
 7288.05000,  0.99352511
 7289.05000,  0.99113232
 7290.05000,  0.99256922
 7291.05000,  0.99172128
 7292.05000,  0.99405769
 7293.05000,  0.99385752
 7294.05000,  0.99409707
 7295.05000,  0.98752676
 7296.05000,  0.99074494
 7297.05000,  0.98751284
 7298.05000,  0.99268464
 7299.05000,  0.98878284
 7300.05000,  0.98987180
 7301.05000,  0.99246916
 7302.05000,  0.99124665
 7303.05000,  0.98916189
 7304.05000,  0.98822700
 7305.05000,  0.98589436
 7306.05000,  0.98847349
 7307.05000,  0.98925830
 7308.05000,  0.99025477
 7309.05000,  0.98660887
 7310.05000,  0.98592502
 7311.05000,  0.98598330
 7312.05000,  0.98722741
