#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_FeTiXRD_striated2_8.001: FeXANES_GT15_FeTiXRD_striated2_8.001
#------------------------------------------
# energy, FeXANES_GT15_FeTiXRD_striated2_8.001
 7153.05000,  0.94122980
 7154.05000,  0.95369251
 7155.05000,  0.96011163
 7156.05000,  0.96611875
 7157.05000,  0.97565180
 7158.05000,  0.98143565
 7159.05000,  0.98444041
 7160.05000,  0.99220254
 7161.05000,  0.99597500
 7162.05000,  1.00543588
 7163.05000,  1.01166161
 7164.05000,  1.02038565
 7165.05000,  1.02817714
 7166.05000,  1.03646326
 7167.05000,  1.04510993
 7168.05000,  1.04778853
 7169.05000,  1.05282964
 7170.05000,  1.05403272
 7171.05000,  1.05192948
 7172.05000,  1.05327220
 7173.05000,  1.04817562
 7174.05000,  1.04483174
 7175.05000,  1.04420946
 7176.05000,  1.04084631
 7177.05000,  1.04012549
 7178.05000,  1.04004069
 7179.05000,  1.03884923
 7180.05000,  1.03698268
 7181.05000,  1.03333016
 7182.05000,  1.03187247
 7183.05000,  1.03000684
 7184.05000,  1.02173311
 7185.05000,  1.01895444
 7186.05000,  1.01687427
 7187.05000,  1.01409775
 7188.05000,  1.01267399
 7189.05000,  1.01006694
 7190.05000,  1.01092511
 7191.05000,  1.00253019
 7192.05000,  0.99957352
 7193.05000,  0.99795589
 7194.05000,  0.99426186
 7195.05000,  0.99399784
 7196.05000,  0.99037899
 7197.05000,  0.98862975
 7198.05000,  0.98693601
 7199.05000,  0.98564535
 7200.05000,  0.98503721
 7201.05000,  0.98460015
 7202.05000,  0.98397252
 7203.05000,  0.98638885
 7204.05000,  0.98741276
 7205.05000,  0.98425249
 7206.05000,  0.98764305
 7207.05000,  0.98696691
 7208.05000,  0.98658613
 7209.05000,  0.98891392
 7210.05000,  0.98819950
 7211.05000,  0.99321493
 7212.05000,  0.99306408
 7213.05000,  0.99555983
 7214.05000,  0.99652108
 7215.05000,  0.99793282
 7216.05000,  1.00359391
 7217.05000,  1.00364173
 7218.05000,  1.00386914
 7219.05000,  1.00330562
 7220.05000,  1.00559739
 7221.05000,  1.00548692
 7222.05000,  1.00457983
 7223.05000,  1.00532846
 7224.05000,  1.00755163
 7225.05000,  1.00666989
 7226.05000,  1.00496026
 7227.05000,  1.00372779
 7228.05000,  1.00542945
 7229.05000,  1.00405115
 7230.05000,  0.99936622
 7231.05000,  1.00041068
 7232.05000,  0.99834053
 7233.05000,  0.99663780
 7234.05000,  0.99610970
 7235.05000,  0.99622918
 7236.05000,  0.99589067
 7237.05000,  0.99873042
 7238.05000,  0.99558695
 7239.05000,  0.99764189
 7240.05000,  1.00048150
 7241.05000,  1.00155422
 7242.05000,  1.00313905
 7243.05000,  1.00787369
 7244.05000,  1.00855257
 7245.05000,  1.00893873
 7246.05000,  1.01001014
 7247.05000,  1.01957873
 7248.05000,  1.01652546
 7249.05000,  1.01476207
 7250.05000,  1.01710937
 7251.05000,  1.01681256
 7252.05000,  1.01672818
 7253.05000,  1.01460855
 7254.05000,  1.01971370
 7255.05000,  1.02524056
 7256.05000,  1.01683381
 7257.05000,  1.01314398
 7258.05000,  1.01497526
 7259.05000,  1.01860186
 7260.05000,  1.01255840
 7261.05000,  1.01293146
 7262.05000,  1.01717693
 7263.05000,  1.05349528
 7264.05000,  1.04737953
 7265.05000,  1.01179540
 7266.05000,  1.00811816
 7267.05000,  1.00999576
 7268.05000,  1.01466788
 7269.05000,  1.00377259
 7270.05000,  1.00500540
 7271.05000,  1.00767329
 7272.05000,  1.00910201
 7273.05000,  1.00653755
 7274.05000,  0.99910621
 7275.05000,  0.99962344
 7276.05000,  0.99618216
 7277.05000,  0.99931674
 7278.05000,  0.99907714
 7279.05000,  0.99575642
 7280.05000,  1.00111428
 7281.05000,  0.98951137
 7282.05000,  0.99188442
 7283.05000,  0.99299503
 7284.05000,  0.99185349
 7285.05000,  0.99050833
 7286.05000,  0.98942107
 7287.05000,  0.99073798
 7288.05000,  0.98847618
 7289.05000,  0.99026061
 7290.05000,  0.98752232
 7291.05000,  0.98621496
 7292.05000,  0.98577424
 7293.05000,  0.98587982
 7294.05000,  0.98548972
 7295.05000,  0.98157931
 7296.05000,  0.98458300
 7297.05000,  0.98271831
 7298.05000,  0.98239252
 7299.05000,  0.98365447
 7300.05000,  0.98260819
 7301.05000,  0.98169186
 7302.05000,  0.98408139
 7303.05000,  0.98444893
 7304.05000,  0.98366138
 7305.05000,  0.98432299
 7306.05000,  0.98372778
 7307.05000,  0.98664080
 7308.05000,  0.98402240
 7309.05000,  0.98645416
 7310.05000,  0.98967842
 7311.05000,  0.98804180
 7312.05000,  0.98780021
