#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_8.001: FeXANES_GT5_flaky_nodule_Fe_8.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_8.001
 7126.65000,  1.02456954
 7126.95000,  1.04503134
 7127.25000,  1.06645398
 7127.55000,  1.09644699
 7127.85000,  1.11386543
 7128.15000,  1.13449004
 7128.45000,  1.15507112
 7128.75000,  1.16374429
 7129.05000,  1.17403951
 7129.35000,  1.18553347
 7129.65000,  1.18764290
 7129.95000,  1.18577376
 7130.25000,  1.18542870
 7130.55000,  1.18281102
 7130.85000,  1.17573149
 7131.15000,  1.17373954
 7131.45000,  1.17431541
 7131.75000,  1.17610418
 7132.05000,  1.17097923
 7133.05000,  1.16622301
 7134.05000,  1.15425957
 7135.05000,  1.14480350
 7136.05000,  1.13035691
 7137.05000,  1.12058293
 7138.05000,  1.10262196
 7139.05000,  1.09045070
 7140.05000,  1.07918179
 7141.05000,  1.06315349
 7142.05000,  1.05580789
 7143.05000,  1.04802353
 7144.05000,  1.04279235
 7145.05000,  1.03862069
 7146.05000,  1.03094699
 7147.05000,  1.02189910
 7148.05000,  1.00214836
 7149.05000,  0.98910892
 7150.05000,  0.97080913
 7151.05000,  0.95235513
 7152.05000,  0.93847278
 7153.05000,  0.92957101
 7154.05000,  0.91669876
 7155.05000,  0.91281206
 7156.05000,  0.90157584
 7157.05000,  0.89615588
 7158.05000,  0.89070648
 7159.05000,  0.89023561
 7160.05000,  0.88689871
 7161.05000,  0.88615888
 7162.05000,  0.89209390
 7163.05000,  0.89794544
 7164.05000,  0.90415723
 7165.05000,  0.91230472
 7166.05000,  0.92071834
 7167.05000,  0.93157599
 7168.05000,  0.94148057
 7169.05000,  0.95249455
 7170.05000,  0.95915762
 7171.05000,  0.96571664
 7172.05000,  0.98519169
 7173.05000,  1.00221796
 7174.05000,  1.01388554
 7175.05000,  1.02027947
 7176.05000,  1.02559629
 7177.05000,  1.02878761
 7178.05000,  1.03157505
 7179.05000,  1.03416261
 7180.05000,  1.03402999
 7181.05000,  1.03586560
 7182.05000,  1.03333001
 7183.05000,  1.03388912
 7184.05000,  1.03250374
 7185.05000,  1.03287911
 7186.05000,  1.03153144
 7187.05000,  1.02808565
 7188.05000,  1.02885858
 7189.05000,  1.03128602
 7190.05000,  1.03222403
 7191.05000,  1.02748579
 7192.05000,  1.02645983
 7193.05000,  1.02797379
 7194.05000,  1.02519948
 7195.05000,  1.02804972
 7196.05000,  1.02501535
 7197.05000,  1.02425814
 7198.05000,  1.02187415
 7199.05000,  1.02343443
 7200.05000,  1.02243839
 7201.05000,  1.01804003
 7202.05000,  1.01836988
 7203.05000,  1.01955975
 7204.05000,  1.01515427
 7205.05000,  1.01084451
 7206.05000,  1.01102446
 7207.05000,  1.00901191
 7208.05000,  1.00479650
 7209.05000,  1.00177996
 7210.05000,  1.00159491
 7211.05000,  0.99702245
 7212.05000,  0.99428651
 7213.05000,  0.99260298
 7214.05000,  0.98836484
 7215.05000,  0.98935990
 7216.05000,  0.98618818
 7217.05000,  0.98683106
 7218.05000,  0.98551726
 7219.05000,  0.98419718
 7220.05000,  0.98591741
 7221.05000,  0.98480302
 7222.05000,  0.98532204
 7223.05000,  0.98612790
 7224.05000,  0.98563630
 7225.05000,  0.98593188
 7226.05000,  0.98944246
 7227.05000,  0.99081544
 7228.05000,  0.99162787
 7229.05000,  0.99278726
 7230.05000,  0.99208998
 7231.05000,  0.99216323
 7232.05000,  0.99221185
 7233.05000,  0.99307053
 7234.05000,  0.99271021
 7235.05000,  0.99074848
 7236.05000,  0.99351928
 7237.05000,  0.99414406
 7238.05000,  0.99458953
 7239.05000,  0.99572780
 7240.05000,  0.99468620
 7241.05000,  0.99660445
 7242.05000,  0.99691016
 7243.05000,  0.99863320
 7244.05000,  0.99793771
 7245.05000,  0.99800026
 7246.05000,  0.99725889
 7247.05000,  1.00189210
 7248.05000,  0.99904706
 7249.05000,  0.99579559
 7250.05000,  0.99515945
 7251.05000,  0.99586712
 7252.05000,  0.99734009
 7253.05000,  0.99566385
 7254.05000,  1.00228808
 7255.05000,  1.00593122
 7256.05000,  0.99552877
 7257.05000,  0.99428453
 7258.05000,  0.99968559
 7259.05000,  1.00598624
 7260.05000,  0.99663351
 7261.05000,  1.00312928
 7262.05000,  1.00767426
 7263.05000,  1.04008407
 7264.05000,  1.04680674
 7265.05000,  0.98782070
 7266.05000,  1.00576054
 7267.05000,  1.00771916
 7268.05000,  1.01651277
 7269.05000,  1.01086119
 7270.05000,  1.01010152
 7271.05000,  1.01416251
 7272.05000,  1.01697962
 7273.05000,  1.01628572
 7274.05000,  1.00772517
 7275.05000,  1.01177718
 7276.05000,  1.01203638
 7277.05000,  1.01157560
 7278.05000,  1.01057176
 7279.05000,  1.01072834
 7280.05000,  1.01320163
 7281.05000,  1.00879186
 7282.05000,  1.00654296
 7283.05000,  1.00782897
 7284.05000,  1.00927551
 7285.05000,  1.00596390
 7286.05000,  1.00445435
 7287.05000,  1.00347956
 7288.05000,  0.99930465
 7289.05000,  0.99955098
 7290.05000,  0.99914272
 7291.05000,  0.99731346
 7292.05000,  0.99824549
 7293.05000,  0.99743164
 7294.05000,  0.99583232
 7295.05000,  0.99568718
 7296.05000,  0.99216326
 7297.05000,  0.99225969
 7298.05000,  0.99203927
 7299.05000,  0.98914803
 7300.05000,  0.98982644
 7301.05000,  0.98789416
 7302.05000,  0.98639553
 7303.05000,  0.98895608
 7304.05000,  0.98740445
 7305.05000,  0.98608723
 7306.05000,  0.98652619
 7307.05000,  0.98770483
 7308.05000,  0.98668177
 7309.05000,  0.98587030
 7310.05000,  0.98578226
 7311.05000,  0.98340203
 7312.05000,  0.98308070
