#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray3_Fe_2.001: FeXANES_GT5_concentric_gray3_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray3_Fe_2.001
 7032.05000,  0.00136067
 7037.05000,  9.40973e-4
 7042.05000,  5.77749e-4
 7047.05000,  3.12250e-4
 7052.05000,  8.25732e-6
 7057.05000, -3.57401e-4
 7062.05000, -3.39551e-4
 7067.05000, -5.82225e-4
 7072.05000, -3.77840e-4
 7077.05000, -3.42914e-4
 7082.05000,  2.34868e-4
 7087.05000,  8.66807e-4
 7092.05000,  0.00112751
 7097.05000,  0.00401668
 7102.05000,  0.00716183
 7102.35000,  0.00757475
 7102.65000,  0.00770650
 7102.95000,  0.00819394
 7103.25000,  0.00839165
 7103.55000,  0.00862769
 7103.85000,  0.00883710
 7104.15000,  0.00880502
 7104.45000,  0.00927153
 7104.75000,  0.01008150
 7105.05000,  0.01049445
 7105.35000,  0.01087587
 7105.65000,  0.01133036
 7105.95000,  0.01159728
 7106.25000,  0.01215181
 7106.55000,  0.01310464
 7106.85000,  0.01344172
 7107.15000,  0.01384313
 7107.45000,  0.01496020
 7107.75000,  0.01563958
 7108.05000,  0.01644154
 7108.35000,  0.01716683
 7108.65000,  0.01880447
 7108.95000,  0.01905337
 7109.25000,  0.02010732
 7109.55000,  0.02156257
 7109.85000,  0.02509059
 7110.15000,  0.02815424
 7110.45000,  0.03169552
 7110.75000,  0.03531363
 7111.05000,  0.04122988
 7111.35000,  0.04474999
 7111.65000,  0.05981301
 7111.95000,  0.07582691
 7112.25000,  0.08846219
 7112.55000,  0.09807600
 7112.85000,  0.10509462
 7113.15000,  0.10912019
 7113.45000,  0.10997227
 7113.75000,  0.10817265
 7114.05000,  0.10537923
 7114.35000,  0.10030850
 7114.65000,  0.09860947
 7114.95000,  0.09771696
 7115.25000,  0.09781090
 7115.55000,  0.10106362
 7115.85000,  0.10329234
 7116.15000,  0.10779267
 7116.45000,  0.11256682
 7116.75000,  0.11978906
 7117.05000,  0.12658115
 7117.35000,  0.13196474
 7117.65000,  0.13950187
 7117.95000,  0.15047892
 7118.25000,  0.16682188
 7118.55000,  0.18399832
 7118.85000,  0.20726418
 7119.15000,  0.23109025
 7119.45000,  0.25125957
 7119.75000,  0.28228263
 7120.05000,  0.30541716
 7120.35000,  0.34805731
 7120.65000,  0.37383233
 7120.95000,  0.43074223
 7121.25000,  0.46086293
 7121.55000,  0.51072878
 7121.85000,  0.54406168
 7122.15000,  0.59823547
 7122.45000,  0.62758768
 7122.75000,  0.66894551
 7123.05000,  0.71563607
 7123.35000,  0.75292972
 7123.65000,  0.77036235
 7123.95000,  0.80823877
 7124.25000,  0.84769777
 7124.55000,  0.87095921
 7124.85000,  0.90898706
 7125.15000,  0.93443333
 7125.45000,  0.96489216
 7125.75000,  0.98366587
 7126.05000,  1.01831974
 7126.35000,  1.04030753
 7126.65000,  1.05737087
 7126.95000,  1.09108327
 7127.25000,  1.11048481
 7127.55000,  1.13258687
 7127.85000,  1.15626178
 7128.15000,  1.17498582
 7128.45000,  1.18186113
 7128.75000,  1.19712286
 7129.05000,  1.20566178
 7129.35000,  1.21389060
 7129.65000,  1.22007792
 7129.95000,  1.22342402
 7130.25000,  1.22489535
 7130.55000,  1.22673052
 7130.85000,  1.23055836
 7131.15000,  1.23095269
 7131.45000,  1.23473126
 7131.75000,  1.23361878
 7132.05000,  1.23180012
 7133.05000,  1.22180302
 7134.05000,  1.19511377
 7135.05000,  1.17233901
 7136.05000,  1.15200664
 7137.05000,  1.13737143
 7138.05000,  1.12482642
 7139.05000,  1.09743745
 7140.05000,  1.08344542
 7141.05000,  1.06058610
 7142.05000,  1.05147676
 7143.05000,  1.04631574
 7144.05000,  1.04394147
 7145.05000,  1.04186107
 7146.05000,  1.03975963
 7147.05000,  1.02991111
 7148.05000,  1.01935800
 7149.05000,  0.99955234
 7150.05000,  0.98374162
 7151.05000,  0.97482038
 7152.05000,  0.95594387
 7153.05000,  0.94804415
 7154.05000,  0.94123865
 7155.05000,  0.93066828
 7156.05000,  0.91779216
 7157.05000,  0.91233036
 7158.05000,  0.90594839
 7159.05000,  0.90183030
