#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_2.001: FeXANES_GT5_Fe_Flaky1_2.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_2.001
 7129.95000,  1.36023311
 7130.25000,  1.34084523
 7130.55000,  1.32744913
 7130.85000,  1.30875642
 7131.15000,  1.29398732
 7131.45000,  1.27339127
 7131.75000,  1.26140086
 7132.05000,  1.23979521
 7133.05000,  1.19462588
 7134.05000,  1.14747992
 7135.05000,  1.09078370
 7136.05000,  1.06574212
 7137.05000,  1.04656586
 7138.05000,  1.03260077
 7139.05000,  1.03868241
 7140.05000,  1.04586959
 7141.05000,  1.04991583
 7142.05000,  1.04772031
 7143.05000,  1.03562168
 7144.05000,  1.02243164
 7145.05000,  0.99990244
 7146.05000,  0.98181163
 7147.05000,  0.96335032
 7148.05000,  0.93650765
 7149.05000,  0.91438587
 7150.05000,  0.90952038
 7151.05000,  0.89956206
 7152.05000,  0.89881418
 7153.05000,  0.90219305
 7154.05000,  0.90966595
 7155.05000,  0.91311470
 7156.05000,  0.92231213
 7157.05000,  0.92605854
 7158.05000,  0.93445058
 7159.05000,  0.93833349
 7160.05000,  0.94357544
 7161.05000,  0.94874164
 7162.05000,  0.96526128
 7163.05000,  0.97365863
 7164.05000,  0.98872461
 7165.05000,  1.00097309
 7166.05000,  1.00451075
 7167.05000,  1.01100324
 7168.05000,  1.00922935
 7169.05000,  1.01099998
 7170.05000,  1.01309783
 7171.05000,  1.01238660
 7172.05000,  1.01878021
 7173.05000,  1.02041548
 7174.05000,  1.02913439
 7175.05000,  1.03484698
 7176.05000,  1.03636476
 7177.05000,  1.04433410
 7178.05000,  1.04658322
 7179.05000,  1.04840969
 7180.05000,  1.04843033
 7181.05000,  1.05071308
 7182.05000,  1.04811412
 7183.05000,  1.04892145
 7184.05000,  1.05034585
 7185.05000,  1.04584757
 7186.05000,  1.04053721
 7187.05000,  1.03998561
 7188.05000,  1.04159874
 7189.05000,  1.03835430
 7190.05000,  1.03652398
 7191.05000,  1.03019548
 7192.05000,  1.02732198
 7193.05000,  1.02886483
 7194.05000,  1.02632379
 7195.05000,  1.02288755
 7196.05000,  1.01681782
 7197.05000,  1.01438024
 7198.05000,  1.01407803
 7199.05000,  1.01065496
 7200.05000,  1.00501449
 7201.05000,  1.00236379
 7202.05000,  1.00156841
 7203.05000,  0.99753046
 7204.05000,  0.99547564
 7205.05000,  0.99317463
 7206.05000,  0.99241217
 7207.05000,  0.99030138
 7208.05000,  0.99011548
 7209.05000,  0.99072673
 7210.05000,  0.98961977
 7211.05000,  0.98998338
 7212.05000,  0.99056601
 7213.05000,  0.99182808
 7214.05000,  0.99149511
 7215.05000,  0.99042168
 7216.05000,  0.99282590
 7217.05000,  0.99295053
 7218.05000,  0.99326015
 7219.05000,  0.99382282
 7220.05000,  0.99261205
 7221.05000,  0.98998455
 7222.05000,  0.99177372
 7223.05000,  0.99232859
 7224.05000,  0.99155874
 7225.05000,  0.99273963
 7226.05000,  0.99057911
 7227.05000,  0.98836728
 7228.05000,  0.98762808
 7229.05000,  0.98785996
 7230.05000,  0.98957659
 7231.05000,  0.98905116
 7232.05000,  0.98569637
 7233.05000,  0.98904637
 7234.05000,  0.98717646
 7235.05000,  0.98944595
 7236.05000,  0.98988611
 7237.05000,  0.98943115
 7238.05000,  0.99443014
 7239.05000,  0.99566763
 7240.05000,  0.99585633
 7241.05000,  1.00280343
 7242.05000,  1.00465213
 7243.05000,  1.00448943
 7244.05000,  1.01034695
 7245.05000,  1.01409026
 7246.05000,  1.01487116
 7247.05000,  1.01994571
 7248.05000,  1.01811500
 7249.05000,  1.01817921
 7250.05000,  1.01671350
 7251.05000,  1.01852636
 7252.05000,  1.01614347
 7253.05000,  1.01295662
 7254.05000,  1.01656335
 7255.05000,  1.01975696
 7256.05000,  1.01615205
 7257.05000,  1.01273905
 7258.05000,  1.01431126
 7259.05000,  1.01892264
 7260.05000,  1.01357255
 7261.05000,  1.01357212
 7262.05000,  1.02022422
 7263.05000,  1.04808978
 7264.05000,  1.03643540
 7265.05000,  1.01570225
 7266.05000,  1.01095573
 7267.05000,  1.00757235
 7268.05000,  1.02340162
 7269.05000,  1.00329356
 7270.05000,  1.00539183
 7271.05000,  1.01276724
 7272.05000,  1.00764912
 7273.05000,  1.00568514
 7274.05000,  0.99904516
 7275.05000,  0.99846142
 7276.05000,  0.99734551
 7277.05000,  0.99642447
 7278.05000,  0.99681683
 7279.05000,  0.99605580
 7280.05000,  1.00465413
 7281.05000,  0.99622566
 7282.05000,  0.99594587
 7283.05000,  0.99197500
 7284.05000,  0.99260649
 7285.05000,  0.98925910
 7286.05000,  0.98852299
 7287.05000,  0.98951130
 7288.05000,  0.98906019
 7289.05000,  0.99030241
 7290.05000,  0.98931116
 7291.05000,  0.99106727
 7292.05000,  0.99198130
 7293.05000,  0.99111551
 7294.05000,  0.98938464
 7295.05000,  0.98869692
 7296.05000,  0.99105361
 7297.05000,  0.99029351
 7298.05000,  0.98847958
 7299.05000,  0.98835597
 7300.05000,  0.99213000
 7301.05000,  0.99027595
 7302.05000,  0.98986037
 7303.05000,  0.98910677
 7304.05000,  0.98857221
 7305.05000,  0.98848046
 7306.05000,  0.98939943
 7307.05000,  0.98896815
 7308.05000,  0.98794945
 7309.05000,  0.98614890
 7310.05000,  0.98685896
 7311.05000,  0.98463573
 7312.05000,  0.98910873
