#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_2.001: FeXANES_GT5_Fe_Flaky1_2.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_2.001
 7032.05000, -1.66570e-4
 7037.05000,  4.34442e-4
 7042.05000,  9.30380e-5
 7047.05000, -2.67569e-5
 7052.05000, -2.19355e-4
 7057.05000, -2.28655e-4
 7062.05000, -3.11784e-4
 7067.05000, -1.08198e-4
 7072.05000, -3.32810e-4
 7077.05000,  2.29769e-4
 7082.05000,  4.70310e-4
 7087.05000,  0.00151418
 7092.05000,  0.00253470
 7097.05000,  0.00486744
 7102.05000,  0.00825199
 7102.35000,  0.00837482
 7102.65000,  0.00892105
 7102.95000,  0.00919361
 7103.25000,  0.00930920
 7103.55000,  0.00981774
 7103.85000,  0.01040741
 7104.15000,  0.01031800
 7104.45000,  0.01090765
 7104.75000,  0.01101634
 7105.05000,  0.01180903
 7105.35000,  0.01256511
 7105.65000,  0.01284218
 7105.95000,  0.01321348
 7106.25000,  0.01381261
 7106.55000,  0.01426952
 7106.85000,  0.01518545
 7107.15000,  0.01560981
 7107.45000,  0.01612737
 7107.75000,  0.01692160
 7108.05000,  0.01824241
 7108.35000,  0.01915796
 7108.65000,  0.01994704
 7108.95000,  0.02196434
 7109.25000,  0.02282083
 7109.55000,  0.02546653
 7109.85000,  0.02674419
 7110.15000,  0.03328299
 7110.45000,  0.03824018
 7110.75000,  0.04270470
 7111.05000,  0.04627870
 7111.35000,  0.04975951
 7111.65000,  0.05278834
 7111.95000,  0.05730409
 7112.25000,  0.06184124
 7112.55000,  0.06667602
 7112.85000,  0.07059180
 7113.15000,  0.07348715
 7113.45000,  0.07418365
 7113.75000,  0.07428587
 7114.05000,  0.07420238
 7114.35000,  0.07403795
 7114.65000,  0.07328366
 7114.95000,  0.07414054
 7115.25000,  0.07789682
 7115.55000,  0.08162734
 7115.85000,  0.08947239
 7116.15000,  0.09669474
 7116.45000,  0.11174553
 7116.75000,  0.12428612
 7117.05000,  0.13768211
 7117.35000,  0.15963259
 7117.65000,  0.19653231
 7117.95000,  0.22651358
 7118.25000,  0.26064272
 7118.55000,  0.29925047
 7118.85000,  0.34555362
 7119.15000,  0.37060440
 7119.45000,  0.44459157
 7119.75000,  0.48229424
 7120.05000,  0.53900127
 7120.35000,  0.57656264
 7120.65000,  0.60444062
 7120.95000,  0.64313255
 7121.25000,  0.67389989
 7121.55000,  0.70854220
 7121.85000,  0.72703785
 7122.15000,  0.77965305
 7122.45000,  0.83316601
 7122.75000,  0.84617273
 7123.05000,  0.91940339
 7123.35000,  0.94358454
 7123.65000,  0.98989651
 7123.95000,  1.05242308
 7124.25000,  1.07085921
 7124.55000,  1.10592874
 7124.85000,  1.12706038
 7125.15000,  1.14060506
 7125.45000,  1.15644469
 7125.75000,  1.16831632
 7126.05000,  1.17928046
 7126.35000,  1.18746584
 7126.65000,  1.19961778
 7126.95000,  1.20855887
 7127.25000,  1.24182834
 7127.55000,  1.26282702
 7127.85000,  1.28881491
 7128.15000,  1.30465005
 7128.45000,  1.32211642
 7128.75000,  1.34597009
 7129.05000,  1.36261319
 7129.35000,  1.36643165
 7129.65000,  1.36397699
