#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_5.001: FeXANES_GT15_flaky_gray_mix_Fe_5.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_5.001
 7032.05000, -5.38133e-4
 7037.05000,  2.02051e-4
 7042.05000,  6.84151e-5
 7047.05000,  8.19721e-5
 7052.05000, -4.75005e-5
 7057.05000, -2.44527e-4
 7062.05000, -2.27936e-4
 7067.05000, -7.23088e-5
 7072.05000, -1.86691e-4
 7077.05000,  7.01081e-5
 7082.05000,  3.56417e-4
 7087.05000,  0.00136762
 7092.05000,  0.00200688
 7097.05000,  0.00418909
 7102.05000,  0.00675558
 7102.35000,  0.00695406
 7102.65000,  0.00725446
 7102.95000,  0.00780520
 7103.25000,  0.00806481
 7103.55000,  0.00823216
 7103.85000,  0.00848406
 7104.15000,  0.00886409
 7104.45000,  0.00908044
 7104.75000,  0.00968308
 7105.05000,  0.00999433
 7105.35000,  0.01044264
 7105.65000,  0.01109955
 7105.95000,  0.01137251
 7106.25000,  0.01135369
 7106.55000,  0.01192584
 7106.85000,  0.01272859
 7107.15000,  0.01317042
 7107.45000,  0.01386248
 7107.75000,  0.01465240
 7108.05000,  0.01576039
 7108.35000,  0.01642347
 7108.65000,  0.01697225
 7108.95000,  0.01882401
 7109.25000,  0.02011433
 7109.55000,  0.02200248
 7109.85000,  0.02388873
 7110.15000,  0.02892347
 7110.45000,  0.03474455
 7110.75000,  0.04021197
 7111.05000,  0.04508620
 7111.35000,  0.04718214
 7111.65000,  0.04997421
 7111.95000,  0.05524746
 7112.25000,  0.06093199
 7112.55000,  0.06614443
 7112.85000,  0.06680633
 7113.15000,  0.07007363
 7113.45000,  0.06836592
 7113.75000,  0.06516633
 7114.05000,  0.06310181
 7114.35000,  0.06093835
 7114.65000,  0.06076619
 7114.95000,  0.06179707
 7115.25000,  0.06465462
 7115.55000,  0.07112892
 7115.85000,  0.07858590
 7116.15000,  0.08869607
 7116.45000,  0.09723464
