#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flaky_gray_mix_Fe_5.001: FeXANES_GT15_flaky_gray_mix_Fe_5.001
#------------------------------------------
# energy, FeXANES_GT15_flaky_gray_mix_Fe_5.001
 7116.75000,  0.11572627
 7117.05000,  0.13459725
 7117.35000,  0.15744246
 7117.65000,  0.18011957
 7117.95000,  0.22387262
 7118.25000,  0.26621059
 7118.55000,  0.30241030
 7118.85000,  0.32912974
 7119.15000,  0.40114079
 7119.45000,  0.46349260
 7119.75000,  0.55163556
 7120.05000,  0.60499077
 7120.35000,  0.65088282
 7120.65000,  0.65159698
 7120.95000,  0.71165396
 7121.25000,  0.74615099
 7121.55000,  0.77272664
 7121.85000,  0.79379937
 7122.15000,  0.83170032
 7122.45000,  0.88353654
 7122.75000,  0.93139436
 7123.05000,  0.97331391
 7123.35000,  1.00919946
 7123.65000,  1.04945423
 7123.95000,  1.09113732
 7124.25000,  1.11574864
 7124.55000,  1.13020411
 7124.85000,  1.13868767
 7125.15000,  1.14506649
 7125.45000,  1.14086921
 7125.75000,  1.13285454
 7126.05000,  1.13459190
 7126.35000,  1.13581463
 7126.65000,  1.14117787
 7126.95000,  1.14704257
 7127.25000,  1.15882416
 7127.55000,  1.18081081
 7127.85000,  1.20054806
 7128.15000,  1.22619063
 7128.45000,  1.25470162
 7128.75000,  1.27715724
 7129.05000,  1.29431531
 7129.35000,  1.31803251
 7129.65000,  1.32341338
 7129.95000,  1.32860540
 7130.25000,  1.31708027
 7130.55000,  1.30790016
 7130.85000,  1.30251721
 7131.15000,  1.29898081
 7131.45000,  1.28194396
 7131.75000,  1.26919677
 7132.05000,  1.25923719
 7133.05000,  1.23565854
 7134.05000,  1.16511926
 7135.05000,  1.11664730
 7136.05000,  1.09634997
 7137.05000,  1.07400836
 7138.05000,  1.04846880
 7139.05000,  1.04338937
 7140.05000,  1.01966918
 7141.05000,  1.02830060
 7142.05000,  1.03105051
 7143.05000,  1.03463914
 7144.05000,  1.03118506
 7145.05000,  1.01977437
 7146.05000,  1.01808706
 7147.05000,  0.98961702
 7148.05000,  0.97125210
 7149.05000,  0.94404231
 7150.05000,  0.92277112
 7151.05000,  0.90136723
 7152.05000,  0.89204296
 7153.05000,  0.87527554
 7154.05000,  0.86360615
 7155.05000,  0.86423660
 7156.05000,  0.86147968
 7157.05000,  0.86409889
 7158.05000,  0.87275474
 7159.05000,  0.88485328
 7160.05000,  0.89345008
 7161.05000,  0.90865457
 7162.05000,  0.91779095
 7163.05000,  0.93338100
 7164.05000,  0.94706423
 7165.05000,  0.96283392
 7166.05000,  0.96845907
 7167.05000,  0.97974995
 7168.05000,  0.98151026
 7169.05000,  0.98313221
 7170.05000,  0.99492357
 7171.05000,  0.99532773
 7172.05000,  1.00928730
 7173.05000,  1.01345830
 7174.05000,  1.02092064
 7175.05000,  1.02656461
 7176.05000,  1.03100153
 7177.05000,  1.02970763
 7178.05000,  1.03134684
 7179.05000,  1.03472670
 7180.05000,  1.03321736
 7181.05000,  1.03601606
 7182.05000,  1.03651652
 7183.05000,  1.04228820
 7184.05000,  1.04228947
 7185.05000,  1.04185703
 7186.05000,  1.03693571
 7187.05000,  1.03681447
 7188.05000,  1.03072110
 7189.05000,  1.02796474
 7190.05000,  1.01760981
 7191.05000,  1.01317105
 7192.05000,  1.00954184
 7193.05000,  1.00532293
 7194.05000,  1.00521476
 7195.05000,  1.00339144
 7196.05000,  0.99749357
 7197.05000,  0.99499041
 7198.05000,  0.99488261
 7199.05000,  0.99063075
 7200.05000,  0.98874844
 7201.05000,  0.98466287
 7202.05000,  0.98422750
 7203.05000,  0.98441685
 7204.05000,  0.98238553
 7205.05000,  0.98427926
 7206.05000,  0.97882257
 7207.05000,  0.97840703
 7208.05000,  0.97975079
 7209.05000,  0.98037667
 7210.05000,  0.98079782
 7211.05000,  0.98575313
 7212.05000,  0.98146656
 7213.05000,  0.98143483
 7214.05000,  0.98340538
 7215.05000,  0.98837504
 7216.05000,  0.98841572
 7217.05000,  0.98959794
 7218.05000,  0.99523247
 7219.05000,  0.99614925
 7220.05000,  0.99710821
 7221.05000,  0.99858344
 7222.05000,  0.99757959
 7223.05000,  0.99421191
 7224.05000,  0.99074737
 7225.05000,  0.99171864
 7226.05000,  0.99035017
 7227.05000,  0.98992951
 7228.05000,  0.98768284
 7229.05000,  0.98488616
 7230.05000,  0.98384478
 7231.05000,  0.98304877
 7232.05000,  0.98269605
 7233.05000,  0.97984152
 7234.05000,  0.98271881
 7235.05000,  0.98369064
 7236.05000,  0.98538757
 7237.05000,  0.98638311
 7238.05000,  0.99025520
 7239.05000,  0.98899738
 7240.05000,  0.99602546
 7241.05000,  0.99889001
 7242.05000,  0.99936936
 7243.05000,  1.00502566
 7244.05000,  1.00638987
 7245.05000,  1.00867398
 7246.05000,  1.01203543
 7247.05000,  1.01352596
 7248.05000,  1.01468315
 7249.05000,  1.01720517
 7250.05000,  1.02112017
 7251.05000,  1.02361692
 7252.05000,  1.02928935
 7253.05000,  1.02691409
 7254.05000,  1.02836034
 7255.05000,  1.02850295
 7256.05000,  1.01617419
 7257.05000,  1.02090263
 7258.05000,  1.02782345
 7259.05000,  1.02750903
 7260.05000,  1.02111163
 7261.05000,  1.02895956
 7262.05000,  1.02482236
 7263.05000,  1.05339174
 7264.05000,  1.03072188
 7265.05000,  1.02025738
 7266.05000,  1.01700321
 7267.05000,  1.01868568
 7268.05000,  1.01739929
 7269.05000,  1.01082946
 7270.05000,  1.01303238
 7271.05000,  1.01450781
 7272.05000,  1.00814761
 7273.05000,  1.00658390
 7274.05000,  1.00275122
 7275.05000,  1.00253467
 7276.05000,  0.99906852
 7277.05000,  0.99914968
 7278.05000,  1.00294769
 7279.05000,  1.00136827
 7280.05000,  0.99705388
 7281.05000,  0.99468273
 7282.05000,  0.99337662
 7283.05000,  0.99583180
 7284.05000,  0.99752578
 7285.05000,  0.99537449
 7286.05000,  0.99276627
 7287.05000,  0.99368661
 7288.05000,  0.99376263
 7289.05000,  0.99318802
 7290.05000,  0.99406775
 7291.05000,  0.99534208
 7292.05000,  0.99436877
 7293.05000,  0.99332380
 7294.05000,  0.99449537
 7295.05000,  0.99001360
 7296.05000,  0.99328535
 7297.05000,  0.99446315
 7298.05000,  0.99278081
 7299.05000,  0.99159811
 7300.05000,  0.98896498
 7301.05000,  0.99129947
 7302.05000,  0.99171531
 7303.05000,  0.99026889
 7304.05000,  0.99336745
 7305.05000,  0.99136978
 7306.05000,  0.98783024
 7307.05000,  0.98764363
 7308.05000,  0.98652713
 7309.05000,  0.98628114
 7310.05000,  0.99016633
 7311.05000,  0.98721446
 7312.05000,  0.98482896
