#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_16.001: FeXANES_GT5_flakysmooth2_Fe_16.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_16.001
 7032.05000,  4.66450e-4
 7037.05000,  2.84309e-4
 7042.05000,  4.01554e-5
 7047.05000, -4.52978e-5
 7052.05000, -1.76787e-4
 7057.05000, -3.07613e-4
 7062.05000, -1.23123e-5
 7067.05000, -3.49995e-4
 7072.05000,  5.67541e-4
 7077.05000,  0.00113786
 7082.05000,  0.00217203
 7087.05000,  0.00360063
 7092.05000,  0.00568255
 7097.05000,  0.00906162
 7102.05000,  0.01471393
 7102.35000,  0.01506132
 7102.65000,  0.01561822
 7102.95000,  0.01587253
 7103.25000,  0.01656231
 7103.55000,  0.01716467
 7103.85000,  0.01750489
 7104.15000,  0.01821861
 7104.45000,  0.01893682
 7104.75000,  0.01980529
 7105.05000,  0.01997835
 7105.35000,  0.02124797
 7105.65000,  0.02176977
 7105.95000,  0.02279048
 7106.25000,  0.02349069
 7106.55000,  0.02416959
 7106.85000,  0.02507559
 7107.15000,  0.02670604
 7107.45000,  0.02754547
 7107.75000,  0.02871824
 7108.05000,  0.03073819
 7108.35000,  0.03157943
 7108.65000,  0.03462390
 7108.95000,  0.03683374
 7109.25000,  0.03976116
 7109.55000,  0.04186875
 7109.85000,  0.04860609
 7110.15000,  0.05474155
 7110.45000,  0.06356008
 7110.75000,  0.07331067
 7111.05000,  0.08170297
 7111.35000,  0.09080814
 7111.65000,  0.11572744
 7111.95000,  0.13791129
 7112.25000,  0.16175043
 7112.55000,  0.17933017
 7112.85000,  0.18656595
 7113.15000,  0.18497851
 7113.45000,  0.18251468
 7113.75000,  0.17322083
 7114.05000,  0.16506793
 7114.35000,  0.16268423
 7114.65000,  0.16179923
 7114.95000,  0.16216730
 7115.25000,  0.16501035
 7115.55000,  0.16983805
 7115.85000,  0.17689202
 7116.15000,  0.18561495
 7116.45000,  0.19384050
 7116.75000,  0.20793766
 7117.05000,  0.22737786
 7117.35000,  0.24662086
 7117.65000,  0.26254046
 7117.95000,  0.28724910
 7118.25000,  0.31586255
 7118.55000,  0.35487630
 7118.85000,  0.39084803
 7119.15000,  0.42078361
 7119.45000,  0.46041930
 7119.75000,  0.51283531
 7120.05000,  0.55269907
 7120.35000,  0.59204062
 7120.65000,  0.62963881
 7120.95000,  0.65469869
 7121.25000,  0.67851467
 7121.55000,  0.71561637
 7121.85000,  0.74415439
 7122.15000,  0.77993984
 7122.45000,  0.78807160
 7122.75000,  0.83183505
 7123.05000,  0.85337441
 7123.35000,  0.88329064
 7123.65000,  0.90702555
 7123.95000,  0.91550861
 7124.25000,  0.93479868
 7124.55000,  0.95886652
 7124.85000,  0.96933119
 7125.15000,  0.98394933
 7125.45000,  0.99186428
 7125.75000,  0.99898845
 7126.05000,  1.01622877
 7126.35000,  1.02623751
 7126.65000,  1.03873590
 7126.95000,  1.05189211
 7127.25000,  1.06264827
 7127.55000,  1.07638154
 7127.85000,  1.08642301
 7128.15000,  1.10028676
 7128.45000,  1.10654163
 7128.75000,  1.11300696
 7129.05000,  1.12482712
 7129.35000,  1.12537339
 7129.65000,  1.12697209
 7129.95000,  1.12970198
 7130.25000,  1.12775672
 7130.55000,  1.12656640
 7130.85000,  1.12157792
 7131.15000,  1.11777210
 7131.45000,  1.11344606
 7131.75000,  1.11024492
 7132.05000,  1.10579909
 7133.05000,  1.08930574
 7134.05000,  1.07957211
 7135.05000,  1.06630298
 7136.05000,  1.05398420
 7137.05000,  1.04831940
 7138.05000,  1.04250367
 7139.05000,  1.03104271
 7140.05000,  1.02075471
 7141.05000,  1.01751814
 7142.05000,  1.01687045
 7143.05000,  1.01601497
 7144.05000,  1.01986055
 7145.05000,  1.01833454
 7146.05000,  1.01368056
 7147.05000,  1.00391986
 7148.05000,  0.99596451
 7149.05000,  0.98006199
 7150.05000,  0.97608973
 7151.05000,  0.96437770
 7152.05000,  0.95780569
 7153.05000,  0.95444608
 7154.05000,  0.94934944
 7155.05000,  0.94609734
 7156.05000,  0.94415753
 7157.05000,  0.93575665
 7158.05000,  0.93461567
 7159.05000,  0.93250201
 7160.05000,  0.93522138
 7161.05000,  0.93614166
 7162.05000,  0.93972696
 7163.05000,  0.94442357
 7164.05000,  0.94403085
 7165.05000,  0.94812562
 7166.05000,  0.95550946
 7167.05000,  0.95617845
 7168.05000,  0.96230865
 7169.05000,  0.97224753
 7170.05000,  0.97896608
 7171.05000,  0.98415168
 7172.05000,  0.98655054
 7173.05000,  0.99503743
 7174.05000,  0.99899938
 7175.05000,  1.00486924
 7176.05000,  1.01018122
 7177.05000,  1.00920523
 7178.05000,  1.01306148
 7179.05000,  1.01852429
 7180.05000,  1.02054854
 7181.05000,  1.02372457
 7182.05000,  1.02500503
 7183.05000,  1.02659754
 7184.05000,  1.02495350
 7185.05000,  1.02566244
 7186.05000,  1.02498782
 7187.05000,  1.02683766
 7188.05000,  1.02473555
 7189.05000,  1.02209209
 7190.05000,  1.02030836
 7191.05000,  1.01818466
 7192.05000,  1.01796742
 7193.05000,  1.01397962
 7194.05000,  1.01197861
 7195.05000,  1.01122346
 7196.05000,  1.00789412
 7197.05000,  1.00473379
 7198.05000,  1.00189100
 7199.05000,  0.99814903
 7200.05000,  0.99752052
 7201.05000,  0.99187491
 7202.05000,  0.99172444
 7203.05000,  0.98892790
 7204.05000,  0.98807717
 7205.05000,  0.98715052
 7206.05000,  0.98367505
 7207.05000,  0.98493863
 7208.05000,  0.98249821
 7209.05000,  0.98226034
 7210.05000,  0.98431848
 7211.05000,  0.98472448
 7212.05000,  0.98101137
 7213.05000,  0.98262684
 7214.05000,  0.98433630
 7215.05000,  0.98388426
 7216.05000,  0.98828313
 7217.05000,  0.98907444
 7218.05000,  0.99122046
 7219.05000,  0.99547549
 7220.05000,  0.99569264
 7221.05000,  0.99773891
 7222.05000,  1.00030834
 7223.05000,  1.00072890
 7224.05000,  1.00444749
 7225.05000,  1.00234831
 7226.05000,  1.00303389
 7227.05000,  1.00433238
 7228.05000,  1.00491267
 7229.05000,  1.00226202
 7230.05000,  1.00442258
 7231.05000,  1.00195772
 7232.05000,  0.99930486
 7233.05000,  0.99748488
 7234.05000,  0.99607866
 7235.05000,  0.99752176
 7236.05000,  0.99419025
 7237.05000,  0.99662928
 7238.05000,  0.99344553
 7239.05000,  0.99246510
 7240.05000,  0.98969273
 7241.05000,  0.98901613
 7242.05000,  0.98601120
 7243.05000,  0.98650491
 7244.05000,  0.98597806
 7245.05000,  0.98298293
 7246.05000,  0.98289330
 7247.05000,  0.98873839
 7248.05000,  0.98772322
 7249.05000,  0.98413025
 7250.05000,  0.98272129
 7251.05000,  0.98677055
 7252.05000,  0.98975681
 7253.05000,  0.98672862
 7254.05000,  0.99350011
 7255.05000,  1.00262562
 7256.05000,  0.99657489
 7257.05000,  0.99532343
 7258.05000,  1.00186272
 7259.05000,  1.00469653
 7260.05000,  1.00292009
 7261.05000,  1.00564497
 7262.05000,  1.01368291
 7263.05000,  1.04515132
 7264.05000,  1.05190131
 7265.05000,  1.01485216
 7266.05000,  1.01072178
 7267.05000,  1.01043677
 7268.05000,  1.01960962
 7269.05000,  1.00873789
 7270.05000,  1.01395419
 7271.05000,  1.01547341
 7272.05000,  1.02014001
 7273.05000,  1.01889135
 7274.05000,  1.01367679
 7275.05000,  1.00821726
 7276.05000,  1.00851710
 7277.05000,  1.00970803
 7278.05000,  1.00840834
 7279.05000,  1.00800287
 7280.05000,  1.01847941
 7281.05000,  1.00899366
 7282.05000,  1.00719767
 7283.05000,  1.00794951
 7284.05000,  1.00905682
 7285.05000,  1.00737837
 7286.05000,  1.00340077
 7287.05000,  1.00373239
 7288.05000,  1.00619435
 7289.05000,  1.00115325
 7290.05000,  1.00047836
 7291.05000,  1.00218440
 7292.05000,  0.99937266
 7293.05000,  0.99788426
 7294.05000,  0.99817255
 7295.05000,  0.99646501
 7296.05000,  0.99492001
 7297.05000,  0.99541432
 7298.05000,  0.99440284
 7299.05000,  0.99247672
 7300.05000,  0.99483004
 7301.05000,  0.99302911
 7302.05000,  0.99192323
 7303.05000,  0.99291865
 7304.05000,  0.99239884
 7305.05000,  0.99215601
 7306.05000,  0.98926845
 7307.05000,  0.98994943
 7308.05000,  0.99278325
 7309.05000,  0.99061171
 7310.05000,  0.99270298
 7311.05000,  0.99136877
 7312.05000,  0.99102231
