#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_3.001: FeXANES_GT5_flaky2_FeXRD_3.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_3.001
 7032.05000,  9.77154e-4
 7037.05000,  5.54301e-4
 7042.05000,  2.89425e-4
 7047.05000,  1.94796e-4
 7052.05000, -3.40304e-5
 7057.05000, -2.18426e-4
 7062.05000, -3.28228e-4
 7067.05000, -7.12696e-5
 7072.05000, -1.12079e-4
 7077.05000, -7.60747e-5
 7082.05000, -1.99823e-4
 7087.05000,  5.55709e-4
 7092.05000,  6.48232e-4
 7097.05000,  0.00270734
 7102.05000,  0.00546572
 7102.35000,  0.00550464
 7102.65000,  0.00552380
 7102.95000,  0.00569217
 7103.25000,  0.00612496
 7103.55000,  0.00635255
 7103.85000,  0.00667679
 7104.15000,  0.00674505
 7104.45000,  0.00712237
 7104.75000,  0.00722655
 7105.05000,  0.00775851
 7105.35000,  0.00778432
 7105.65000,  0.00820408
 7105.95000,  0.00859339
 7106.25000,  0.00888994
 7106.55000,  0.00960924
 7106.85000,  0.00959376
 7107.15000,  0.01003322
 7107.45000,  0.01080103
 7107.75000,  0.01098957
 7108.05000,  0.01203566
 7108.35000,  0.01276458
 7108.65000,  0.01331723
 7108.95000,  0.01394457
 7109.25000,  0.01491643
 7109.55000,  0.01596420
 7109.85000,  0.01768036
 7110.15000,  0.01932948
 7110.45000,  0.02171036
 7110.75000,  0.02508197
 7111.05000,  0.02869247
 7111.35000,  0.03339435
 7111.65000,  0.03682671
 7111.95000,  0.04858106
 7112.25000,  0.05635869
 7112.55000,  0.06168103
 7112.85000,  0.06878649
 7113.15000,  0.07378595
 7113.45000,  0.07492429
 7113.75000,  0.07309522
 7114.05000,  0.07300501
 7114.35000,  0.06345406
 7114.65000,  0.05989351
 7114.95000,  0.05792341
 7115.25000,  0.05752471
 7115.55000,  0.06004472
 7115.85000,  0.06166175
 7116.15000,  0.06570591
 7116.45000,  0.06859772
 7116.75000,  0.07632710
 7117.05000,  0.07961751
 7117.35000,  0.08996036
 7117.65000,  0.09866708
 7117.95000,  0.10707263
 7118.25000,  0.12191468
 7118.55000,  0.13267996
 7118.85000,  0.15026769
 7119.15000,  0.17018955
 7119.45000,  0.19175737
 7119.75000,  0.21473065
 7120.05000,  0.24718336
 7120.35000,  0.27435738
 7120.65000,  0.29649841
 7120.95000,  0.32751878
 7121.25000,  0.36069388
 7121.55000,  0.39546922
 7121.85000,  0.43668573
 7122.15000,  0.47912377
 7122.45000,  0.53463411
 7122.75000,  0.56966340
 7123.05000,  0.62365032
 7123.35000,  0.66315379
 7123.65000,  0.69115576
 7123.95000,  0.73872817
 7124.25000,  0.76642834
 7124.55000,  0.81139996
 7124.85000,  0.85046067
 7125.15000,  0.88690829
 7125.45000,  0.90425004
 7125.75000,  0.96501505
 7126.05000,  1.00459361
 7126.35000,  1.04380941
 7126.65000,  1.07493653
 7126.95000,  1.12236896
 7127.25000,  1.14094330
 7127.55000,  1.18321849
 7127.85000,  1.22511792
 7128.15000,  1.24718517
 7128.45000,  1.26934440
 7128.75000,  1.29299693
 7129.05000,  1.30241001
 7129.35000,  1.31828450
 7129.65000,  1.32033301
 7129.95000,  1.32499307
 7130.25000,  1.32900351
 7130.55000,  1.33969151
 7130.85000,  1.34137758
 7131.15000,  1.34950219
 7131.45000,  1.36001132
 7131.75000,  1.35836333
 7132.05000,  1.36094890
 7133.05000,  1.34007818
 7134.05000,  1.29236209
 7135.05000,  1.24760695
 7136.05000,  1.20960518
 7137.05000,  1.18243535
 7138.05000,  1.17654883
 7139.05000,  1.14252955
 7140.05000,  1.11331685
 7141.05000,  1.09191090
 7142.05000,  1.07533626
 7143.05000,  1.06101106
 7144.05000,  1.05848564
 7145.05000,  1.05402850
 7146.05000,  1.04187833
 7147.05000,  1.02580408
 7148.05000,  1.00125696
 7149.05000,  0.97381519
 7150.05000,  0.94910314
 7151.05000,  0.93044206
 7152.05000,  0.91912942
 7153.05000,  0.90702257
 7154.05000,  0.89016104
 7155.05000,  0.87709831
 7156.05000,  0.86911196
 7157.05000,  0.86012850
 7158.05000,  0.85475857
 7159.05000,  0.85419643
 7160.05000,  0.85644355
 7161.05000,  0.85795843
 7162.05000,  0.86393049
 7163.05000,  0.87338263
 7164.05000,  0.88069449
 7165.05000,  0.88455306
 7166.05000,  0.89972340
 7167.05000,  0.91212944
 7168.05000,  0.92555752
 7169.05000,  0.93829527
 7170.05000,  0.94522634
 7171.05000,  0.95986959
 7172.05000,  0.97541917
 7173.05000,  0.98896359
 7174.05000,  1.00137126
 7175.05000,  1.01556848
 7176.05000,  1.02446126
 7177.05000,  1.02968332
 7178.05000,  1.03352996
 7179.05000,  1.03467403
