#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_FeTiXRD_striated2_2.001: FeXANES_GT15_FeTiXRD_striated2_2.001
#------------------------------------------
# energy, FeXANES_GT15_FeTiXRD_striated2_2.001
 7142.05000,  1.02493497
 7143.05000,  1.02925802
 7144.05000,  1.02685374
 7145.05000,  1.02414599
 7146.05000,  1.02264736
 7147.05000,  1.01758549
 7148.05000,  1.00342794
 7149.05000,  1.00058049
 7150.05000,  0.98598389
 7151.05000,  0.98027522
 7152.05000,  0.97494058
 7153.05000,  0.96983171
 7154.05000,  0.96637716
 7155.05000,  0.95781906
 7156.05000,  0.95674326
 7157.05000,  0.95243027
 7158.05000,  0.95016678
 7159.05000,  0.95221821
 7160.05000,  0.95153236
 7161.05000,  0.95470783
 7162.05000,  0.95898599
 7163.05000,  0.96034865
 7164.05000,  0.96449918
 7165.05000,  0.97226429
 7166.05000,  0.97131040
 7167.05000,  0.97718355
 7168.05000,  0.98434021
 7169.05000,  0.98817265
 7170.05000,  0.99408409
 7171.05000,  1.00205618
 7172.05000,  1.00580616
 7173.05000,  1.01261804
 7174.05000,  1.01552264
 7175.05000,  1.01927401
 7176.05000,  1.02127406
 7177.05000,  1.02154235
 7178.05000,  1.02510983
 7179.05000,  1.02960748
 7180.05000,  1.03237937
 7181.05000,  1.03370602
 7182.05000,  1.03393174
 7183.05000,  1.03491435
 7184.05000,  1.03493933
 7185.05000,  1.03178366
 7186.05000,  1.03096455
 7187.05000,  1.03215926
 7188.05000,  1.03103593
 7189.05000,  1.02912938
 7190.05000,  1.02715224
 7191.05000,  1.02608672
 7192.05000,  1.02282440
 7193.05000,  1.01966593
 7194.05000,  1.01898693
 7195.05000,  1.01671549
 7196.05000,  1.01439470
 7197.05000,  1.01073332
 7198.05000,  1.00757152
 7199.05000,  1.00570591
 7200.05000,  1.00245995
 7201.05000,  0.99970829
 7202.05000,  0.99749961
 7203.05000,  0.99583470
 7204.05000,  0.99400758
 7205.05000,  0.99363640
 7206.05000,  0.98863341
 7207.05000,  0.99031322
 7208.05000,  0.98955580
 7209.05000,  0.99060876
 7210.05000,  0.99140619
 7211.05000,  0.99334408
 7212.05000,  0.99206769
 7213.05000,  0.98998568
 7214.05000,  0.99222196
 7215.05000,  0.99423499
 7216.05000,  0.99670144
 7217.05000,  0.99883045
 7218.05000,  1.00094702
 7219.05000,  0.99907608
 7220.05000,  1.00221436
 7221.05000,  1.00325237
 7222.05000,  1.00451149
 7223.05000,  1.00630645
 7224.05000,  1.00696503
 7225.05000,  1.00773555
 7226.05000,  1.00675319
 7227.05000,  1.00770920
 7228.05000,  1.00822971
 7229.05000,  1.00767408
 7230.05000,  1.00552783
 7231.05000,  1.00834847
 7232.05000,  1.00120928
 7233.05000,  1.00013720
 7234.05000,  1.00235045
 7235.05000,  0.99998530
 7236.05000,  0.99859337
 7237.05000,  0.99945465
 7238.05000,  0.99666469
 7239.05000,  0.99534233
 7240.05000,  0.99478053
 7241.05000,  0.99043123
 7242.05000,  0.99233175
 7243.05000,  0.99124669
 7244.05000,  0.98744266
 7245.05000,  0.98694100
 7246.05000,  0.98646188
 7247.05000,  0.99134219
 7248.05000,  0.98972537
 7249.05000,  0.98714171
 7250.05000,  0.98698039
 7251.05000,  0.98766865
 7252.05000,  0.98827676
 7253.05000,  0.98922450
 7254.05000,  0.99967229
 7255.05000,  1.00534683
 7256.05000,  0.99463373
 7257.05000,  0.99564375
 7258.05000,  1.00024702
 7259.05000,  1.00843930
 7260.05000,  1.00239869
 7261.05000,  1.00346273
 7262.05000,  1.01224769
 7263.05000,  1.05550979
 7264.05000,  1.05745456
 7265.05000,  1.00952810
 7266.05000,  1.00712105
 7267.05000,  1.00760425
 7268.05000,  1.01459478
 7269.05000,  1.00707359
 7270.05000,  1.00594809
 7271.05000,  1.01071330
 7272.05000,  1.01793574
 7273.05000,  1.01462889
 7274.05000,  1.00573711
 7275.05000,  1.00409780
 7276.05000,  1.00636931
 7277.05000,  1.00369790
 7278.05000,  1.00410316
 7279.05000,  1.00677445
 7280.05000,  1.01096320
 7281.05000,  1.00318246
 7282.05000,  1.00262887
 7283.05000,  1.00385649
 7284.05000,  1.00146265
 7285.05000,  1.00023465
 7286.05000,  1.00027519
 7287.05000,  0.99896371
 7288.05000,  0.99965007
 7289.05000,  0.99701560
 7290.05000,  0.99706849
 7291.05000,  0.99400050
 7292.05000,  0.99442292
 7293.05000,  0.99384712
 7294.05000,  0.99234941
 7295.05000,  0.99130887
 7296.05000,  0.99024238
 7297.05000,  0.99082509
 7298.05000,  0.98705639
 7299.05000,  0.98869750
 7300.05000,  0.98940202
 7301.05000,  0.98913101
 7302.05000,  0.98770241
 7303.05000,  0.98629003
 7304.05000,  0.98470874
 7305.05000,  0.98377962
 7306.05000,  0.98400266
 7307.05000,  0.98465692
 7308.05000,  0.98411020
 7309.05000,  0.98500056
 7310.05000,  0.98312734
 7311.05000,  0.98294016
 7312.05000,  0.98466414
