#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_FeTiXRD_striated2_2.001: FeXANES_GT15_FeTiXRD_striated2_2.001
#------------------------------------------
# energy, FeXANES_GT15_FeTiXRD_striated2_2.001
 7032.05000,  4.36902e-5
 7037.05000,  5.02542e-4
 7042.05000,  3.86840e-4
 7047.05000,  3.56134e-5
 7052.05000, -1.77065e-4
 7057.05000, -5.06041e-4
 7062.05000, -3.10445e-4
 7067.05000, -6.32040e-4
 7072.05000, -2.97612e-4
 7077.05000, -5.41166e-4
 7082.05000,  0.00153937
 7087.05000,  0.00262969
 7092.05000,  0.00394975
 7097.05000,  0.00878728
 7102.05000,  0.01357463
 7102.35000,  0.01571104
 7102.65000,  0.01615837
 7102.95000,  0.01635171
 7103.25000,  0.01746474
 7103.55000,  0.01799404
 7103.85000,  0.01841526
 7104.15000,  0.01938187
 7104.45000,  0.02015302
 7104.75000,  0.02103219
 7105.05000,  0.02165516
 7105.35000,  0.02219817
 7105.65000,  0.02365349
 7105.95000,  0.02463691
 7106.25000,  0.02542343
 7106.55000,  0.02657075
 7106.85000,  0.02695694
 7107.15000,  0.02904137
 7107.45000,  0.02999097
 7107.75000,  0.03213913
 7108.05000,  0.03320828
 7108.35000,  0.03563974
 7108.65000,  0.03820854
 7108.95000,  0.04082490
 7109.25000,  0.04296439
 7109.55000,  0.04829232
 7109.85000,  0.04828760
 7110.15000,  0.05711196
 7110.45000,  0.06757373
 7110.75000,  0.07545438
 7111.05000,  0.08991827
 7111.35000,  0.10023523
 7111.65000,  0.12612216
 7111.95000,  0.14944694
 7112.25000,  0.17330148
 7112.55000,  0.18675694
 7112.85000,  0.20029835
 7113.15000,  0.20033131
 7113.45000,  0.19466928
 7113.75000,  0.19478897
 7114.05000,  0.18767220
 7114.35000,  0.18572954
 7114.65000,  0.18515170
 7114.95000,  0.18701189
 7115.25000,  0.18919446
 7115.55000,  0.19338030
 7115.85000,  0.19970935
 7116.15000,  0.21140750
 7116.45000,  0.21498315
 7116.75000,  0.23974474
 7117.05000,  0.26057706
 7117.35000,  0.28123470
 7117.65000,  0.30614706
 7117.95000,  0.32019880
 7118.25000,  0.35698727
 7118.55000,  0.38169968
 7118.85000,  0.42877420
 7119.15000,  0.47052578
 7119.45000,  0.52531905
 7119.75000,  0.56898048
 7120.05000,  0.60167160
 7120.35000,  0.65150524
 7120.65000,  0.68113792
 7120.95000,  0.71382714
 7121.25000,  0.74788939
 7121.55000,  0.78253976
 7121.85000,  0.80307115
 7122.15000,  0.83781148
 7122.45000,  0.85958532
 7122.75000,  0.87186409
 7123.05000,  0.90217555
 7123.35000,  0.91922127
 7123.65000,  0.94248232
 7123.95000,  0.96297707
 7124.25000,  0.98052529
 7124.55000,  0.99084846
 7124.85000,  1.00618804
 7125.15000,  1.01551134
 7125.45000,  1.02198150
 7125.75000,  1.03332265
 7126.05000,  1.04152258
 7126.35000,  1.05114398
 7126.65000,  1.06059930
 7126.95000,  1.06956052
 7127.25000,  1.08246378
 7127.55000,  1.09409557
 7127.85000,  1.10124539
 7128.15000,  1.10582633
 7128.45000,  1.11950439
 7128.75000,  1.12315976
 7129.05000,  1.12960594
 7129.35000,  1.13035578
 7129.65000,  1.12904191
 7129.95000,  1.13252569
 7130.25000,  1.13298409
 7130.55000,  1.12908113
 7130.85000,  1.12622486
 7131.15000,  1.12464800
 7131.45000,  1.11899632
 7131.75000,  1.11615281
 7132.05000,  1.11293587
 7133.05000,  1.10299725
 7134.05000,  1.08234931
 7135.05000,  1.06902186
 7136.05000,  1.06599749
 7137.05000,  1.05649885
 7138.05000,  1.04884454
 7139.05000,  1.03914407
 7140.05000,  1.03215659
 7141.05000,  1.02583004
