#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray1_Fe_2.001: FeXANES_GT5_concentric_gray1_Fe_2.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray1_Fe_2.001
 7032.05000,  3.99230e-4
 7037.05000,  1.61427e-4
 7042.05000,  2.66989e-5
 7047.05000, -1.44552e-4
 7052.05000, -7.21718e-5
 7057.05000, -1.08897e-4
 7062.05000, -8.95377e-5
 7067.05000,  2.27033e-4
 7072.05000,  6.31101e-4
 7077.05000,  8.05468e-4
 7082.05000,  0.00179282
 7087.05000,  0.00237030
 7092.05000,  0.00441192
 7097.05000,  0.00741199
 7102.05000,  0.01156876
 7102.35000,  0.01207349
 7102.65000,  0.01224918
 7102.95000,  0.01285802
 7103.25000,  0.01319251
 7103.55000,  0.01364864
 7103.85000,  0.01409963
 7104.15000,  0.01477126
 7104.45000,  0.01500949
 7104.75000,  0.01579745
 7105.05000,  0.01579433
 7105.35000,  0.01714406
 7105.65000,  0.01752532
 7105.95000,  0.01812227
 7106.25000,  0.01909332
 7106.55000,  0.01972382
 7106.85000,  0.02055572
 7107.15000,  0.02196915
 7107.45000,  0.02278130
 7107.75000,  0.02404791
 7108.05000,  0.02528064
 7108.35000,  0.02689522
 7108.65000,  0.02735023
 7108.95000,  0.02930154
 7109.25000,  0.03278113
 7109.55000,  0.03530319
 7109.85000,  0.03961733
 7110.15000,  0.04704580
 7110.45000,  0.05543644
 7110.75000,  0.06572200
 7111.05000,  0.07261406
 7111.35000,  0.07831498
 7111.65000,  0.08713539
 7111.95000,  0.09666849
 7112.25000,  0.10651462
 7112.55000,  0.11341116
 7112.85000,  0.12253410
 7113.15000,  0.12405438
 7113.45000,  0.12372285
 7113.75000,  0.12241362
 7114.05000,  0.12281041
 7114.35000,  0.12592467
 7114.65000,  0.12706411
 7114.95000,  0.13339839
 7115.25000,  0.13747601
 7115.55000,  0.14492511
 7115.85000,  0.15542407
 7116.15000,  0.16910898
 7116.45000,  0.18436641
 7116.75000,  0.19858488
 7117.05000,  0.21955415
 7117.35000,  0.24989750
 7117.65000,  0.26381203
 7117.95000,  0.29681054
 7118.25000,  0.33714012
 7118.55000,  0.37644611
 7118.85000,  0.42033943
 7119.15000,  0.45679201
 7119.45000,  0.52021975
 7119.75000,  0.56673570
 7120.05000,  0.61144464
 7120.35000,  0.64065342
 7120.65000,  0.68743766
 7120.95000,  0.71281418
 7121.25000,  0.74983236
 7121.55000,  0.77203117
 7121.85000,  0.80869940
 7122.15000,  0.82715210
 7122.45000,  0.87112056
 7122.75000,  0.90516354
 7123.05000,  0.93184263
 7123.35000,  0.96116561
 7123.65000,  0.99849365
 7123.95000,  1.02155405
 7124.25000,  1.04080214
 7124.55000,  1.04932260
 7124.85000,  1.07286825
 7125.15000,  1.08001277
 7125.45000,  1.09126785
 7125.75000,  1.09864980
 7126.05000,  1.10869421
 7126.35000,  1.11759561
 7126.65000,  1.12951680
 7126.95000,  1.14368525
 7127.25000,  1.15964388
 7127.55000,  1.17864385
 7127.85000,  1.19636543
 7128.15000,  1.21402520
 7128.45000,  1.22682651
 7128.75000,  1.23632362
 7129.05000,  1.24911687
 7129.35000,  1.25077771
 7129.65000,  1.25051825
 7129.95000,  1.24639618
 7130.25000,  1.23595105
 7130.55000,  1.22185569
 7130.85000,  1.20994698
 7131.15000,  1.20293731
 7131.45000,  1.18911110
 7131.75000,  1.17871669
 7132.05000,  1.16912485
 7133.05000,  1.12676982
 7134.05000,  1.09197714
 7135.05000,  1.06733386
 7136.05000,  1.04942102
 7137.05000,  1.03483693
 7138.05000,  1.02560620
 7139.05000,  1.01953761
 7140.05000,  1.01595183
 7141.05000,  1.01651890
 7142.05000,  1.01817114
 7143.05000,  1.01401926
 7144.05000,  1.01115735
 7145.05000,  1.00112167
 7146.05000,  0.98928423
 7147.05000,  0.97533008
 7148.05000,  0.95602688
 7149.05000,  0.94210925
 7150.05000,  0.93809312
 7151.05000,  0.93094455
 7152.05000,  0.92614723
 7153.05000,  0.92618491
 7154.05000,  0.92197953
 7155.05000,  0.92038184
 7156.05000,  0.92379250
 7157.05000,  0.92643049
 7158.05000,  0.92563043
 7159.05000,  0.92936920
 7160.05000,  0.93858614
 7161.05000,  0.94420762
