#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_Fe_4.001: FeXANES_GT5_flaky2_Fe_4.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_Fe_4.001
 7032.05000,  0.00178362
 7037.05000,  0.00146354
 7042.05000,  9.86581e-4
 7047.05000,  6.20764e-4
 7052.05000,  2.81507e-4
 7057.05000, -1.75215e-5
 7062.05000, -1.71905e-4
 7067.05000, -5.59670e-4
 7072.05000, -4.93840e-4
 7077.05000, -4.85146e-4
 7082.05000, -2.26925e-4
 7087.05000, -1.84567e-6
 7092.05000,  0.00105458
 7097.05000,  0.00235941
 7102.05000,  0.00394217
 7102.35000,  0.00461101
 7102.65000,  0.00489993
 7102.95000,  0.00516526
 7103.25000,  0.00520342
 7103.55000,  0.00547411
 7103.85000,  0.00595498
 7104.15000,  0.00605394
 7104.45000,  0.00651375
 7104.75000,  0.00675934
 7105.05000,  0.00688431
 7105.35000,  0.00712319
 7105.65000,  0.00743027
 7105.95000,  0.00795431
 7106.25000,  0.00837809
 7106.55000,  0.00848736
 7106.85000,  0.00895262
 7107.15000,  0.00898077
 7107.45000,  0.00983995
 7107.75000,  0.01005827
 7108.05000,  0.01093953
 7108.35000,  0.01139282
 7108.65000,  0.01226052
 7108.95000,  0.01275176
 7109.25000,  0.01341473
 7109.55000,  0.01489487
 7109.85000,  0.01629829
 7110.15000,  0.01771551
 7110.45000,  0.01998909
 7110.75000,  0.02197833
 7111.05000,  0.02613426
 7111.35000,  0.02814757
 7111.65000,  0.03260462
 7111.95000,  0.04137974
 7112.25000,  0.04657447
 7112.55000,  0.04907906
 7112.85000,  0.05080518
 7113.15000,  0.05173149
 7113.45000,  0.05277917
 7113.75000,  0.05531969
 7114.05000,  0.05553970
 7114.35000,  0.05452592
 7114.65000,  0.05071935
 7114.95000,  0.04691025
 7115.25000,  0.04673304
 7115.55000,  0.04715893
 7115.85000,  0.04725564
 7116.15000,  0.05243964
 7116.45000,  0.05713323
 7116.75000,  0.06230361
 7117.05000,  0.06869503
 7117.35000,  0.07650507
 7117.65000,  0.08142979
 7117.95000,  0.09373654
 7118.25000,  0.10279475
 7118.55000,  0.12015460
 7118.85000,  0.14133270
 7119.15000,  0.16197160
 7119.45000,  0.17422014
 7119.75000,  0.21189910
 7120.05000,  0.23771252
 7120.35000,  0.25836386
 7120.65000,  0.29076182
 7120.95000,  0.31738731
 7121.25000,  0.34498931
 7121.55000,  0.36738241
 7121.85000,  0.41026096
 7122.15000,  0.45295810
 7122.45000,  0.50156971
