#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_Fe_28.001: FeXANES_GT5_flaky2_Fe_28.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_Fe_28.001
 7032.05000,  0.00112847
 7037.05000,  6.87468e-4
 7042.05000,  5.03635e-4
 7047.05000,  1.16495e-4
 7052.05000, -1.36418e-5
 7057.05000, -1.84047e-4
 7062.05000, -2.83761e-4
 7067.05000, -3.57653e-4
 7072.05000, -3.74825e-4
 7077.05000, -1.17357e-4
 7082.05000, -5.62915e-5
 7087.05000,  7.67446e-4
 7092.05000,  0.00145080
 7097.05000,  0.00278262
 7102.05000,  0.00519886
 7102.35000,  0.00627583
 7102.65000,  0.00646877
 7102.95000,  0.00674338
 7103.25000,  0.00681764
 7103.55000,  0.00680306
 7103.85000,  0.00754087
 7104.15000,  0.00771533
 7104.45000,  0.00822203
 7104.75000,  0.00847079
 7105.05000,  0.00863759
 7105.35000,  0.00917523
 7105.65000,  0.00937381
 7105.95000,  0.00976524
 7106.25000,  0.01025540
 7106.55000,  0.01107772
 7106.85000,  0.01134618
 7107.15000,  0.01134481
 7107.45000,  0.01232979
 7107.75000,  0.01278624
 7108.05000,  0.01319172
 7108.35000,  0.01422007
 7108.65000,  0.01507553
 7108.95000,  0.01596478
 7109.25000,  0.01660555
 7109.55000,  0.01829386
 7109.85000,  0.01962082
 7110.15000,  0.02139579
 7110.45000,  0.02477125
 7110.75000,  0.02839953
 7111.05000,  0.03285100
 7111.35000,  0.03893454
 7111.65000,  0.04312650
 7111.95000,  0.05839661
 7112.25000,  0.06450268
 7112.55000,  0.07992681
 7112.85000,  0.08568299
 7113.15000,  0.08894741
 7113.45000,  0.08911135
 7113.75000,  0.08616999
 7114.05000,  0.08165665
 7114.35000,  0.07432043
 7114.65000,  0.07215804
 7114.95000,  0.06857149
 7115.25000,  0.06903127
 7115.55000,  0.06904637
 7115.85000,  0.07323203
 7116.15000,  0.07808746
 7116.45000,  0.08263640
 7116.75000,  0.08718872
 7117.05000,  0.09286354
 7117.35000,  0.09836537
 7117.65000,  0.10680797
 7117.95000,  0.11644933
 7118.25000,  0.12412332
 7118.55000,  0.13949929
 7118.85000,  0.15123924
 7119.15000,  0.17258108
 7119.45000,  0.17792643
 7119.75000,  0.21523533
 7120.05000,  0.23548599
 7120.35000,  0.26964094
 7120.65000,  0.28445958
 7120.95000,  0.32571901
 7121.25000,  0.35936683
 7121.55000,  0.40660428
 7121.85000,  0.44639872
 7122.15000,  0.47901360
 7122.45000,  0.52071060
 7122.75000,  0.56940774
 7123.05000,  0.60725571
 7123.35000,  0.62724049
 7123.65000,  0.67762172
 7123.95000,  0.71158461
 7124.25000,  0.74684797
 7124.55000,  0.77831745
 7124.85000,  0.80479034
 7125.15000,  0.83908723
 7125.45000,  0.88098728
 7125.75000,  0.91375296
 7126.05000,  0.94820666
 7126.35000,  0.98058838
 7126.65000,  1.01643762
 7126.95000,  1.04287360
 7127.25000,  1.08151384
 7127.55000,  1.09451096
 7127.85000,  1.12921091
 7128.15000,  1.15986799
 7128.45000,  1.18029396
 7128.75000,  1.19753742
 7129.05000,  1.21027396
 7129.35000,  1.22074027
 7129.65000,  1.23120662
 7129.95000,  1.23291300
 7130.25000,  1.23880141
 7130.55000,  1.23860057
 7130.85000,  1.23465057
 7131.15000,  1.23600614
 7131.45000,  1.23331389
 7131.75000,  1.23314889
 7132.05000,  1.22917602
 7133.05000,  1.21143904
 7134.05000,  1.19698815
 7135.05000,  1.17987247
 7136.05000,  1.16656907
 7137.05000,  1.15481741
 7138.05000,  1.13751904
 7139.05000,  1.12685025
 7140.05000,  1.09924232
 7141.05000,  1.08212345
 7142.05000,  1.06864337
 7143.05000,  1.05798663
 7144.05000,  1.04938683
 7145.05000,  1.03898115
 7146.05000,  1.03274455
 7147.05000,  1.02219138
 7148.05000,  1.00471893
 7149.05000,  0.98745688
 7150.05000,  0.97009910
 7151.05000,  0.95144600
 7152.05000,  0.94062717
 7153.05000,  0.92558929
 7154.05000,  0.91338936
 7155.05000,  0.89998963
 7156.05000,  0.89432364
 7157.05000,  0.88425531
 7158.05000,  0.88019501
 7159.05000,  0.87892890
 7160.05000,  0.88012911
 7161.05000,  0.88142519
 7162.05000,  0.88699179
 7163.05000,  0.89187127
 7164.05000,  0.90093542
 7165.05000,  0.90934126
 7166.05000,  0.91627441
 7167.05000,  0.93196866
 7168.05000,  0.94200109
 7169.05000,  0.94981243
 7170.05000,  0.96114064
 7171.05000,  0.96912240
 7172.05000,  0.98209413
 7173.05000,  0.99466285
 7174.05000,  1.00583637
 7175.05000,  1.01750991
 7176.05000,  1.02069965
 7177.05000,  1.02420034
 7178.05000,  1.02832582
 7179.05000,  1.03029516
 7180.05000,  1.03124410
 7181.05000,  1.03255032
