#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_17.001: FeXANES_GT5_flaky2_FeXRD_17.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_17.001
 7032.05000,  5.16508e-4
 7037.05000,  3.10037e-4
 7042.05000,  3.80861e-5
 7047.05000, -6.22049e-6
 7052.05000, -1.79408e-4
 7057.05000, -2.83679e-4
 7062.05000, -1.80081e-4
 7067.05000,  1.10743e-5
 7072.05000, -4.63918e-5
 7077.05000,  2.23252e-4
 7082.05000,  1.13332e-4
 7087.05000,  0.00125657
 7092.05000,  0.00264337
 7097.05000,  0.00406546
 7102.05000,  0.00620177
 7102.35000,  0.00846045
 7102.65000,  0.00837675
 7102.95000,  0.00893739
 7103.25000,  0.00933586
 7103.55000,  0.00950951
 7103.85000,  0.00999578
 7104.15000,  0.01014382
 7104.45000,  0.01039049
 7104.75000,  0.01109465
 7105.05000,  0.01165185
 7105.35000,  0.01175900
 7105.65000,  0.01249210
 7105.95000,  0.01296000
 7106.25000,  0.01360333
 7106.55000,  0.01448662
 7106.85000,  0.01495945
 7107.15000,  0.01595485
 7107.45000,  0.01692836
 7107.75000,  0.01758649
 7108.05000,  0.01855871
 7108.35000,  0.01992909
 7108.65000,  0.02172118
 7108.95000,  0.02225374
 7109.25000,  0.02593529
 7109.55000,  0.02940081
 7109.85000,  0.03314547
 7110.15000,  0.04146714
 7110.45000,  0.05157244
 7110.75000,  0.06374656
 7111.05000,  0.06817373
 7111.35000,  0.07919473
 7111.65000,  0.07993071
 7111.95000,  0.07790732
 7112.25000,  0.07692681
 7112.55000,  0.07699357
 7112.85000,  0.07698357
 7113.15000,  0.07583320
 7113.45000,  0.07458085
 7113.75000,  0.07255967
 7114.05000,  0.07205855
 7114.35000,  0.07226392
 7114.65000,  0.07923644
 7114.95000,  0.08675684
 7115.25000,  0.09701548
 7115.55000,  0.10781972
 7115.85000,  0.13037154
 7116.15000,  0.14812130
 7116.45000,  0.16748214
 7116.75000,  0.21434164
 7117.05000,  0.25315150
 7117.35000,  0.28638422
 7117.65000,  0.34493431
 7117.95000,  0.39630765
 7118.25000,  0.42517159
 7118.55000,  0.50200831
 7118.85000,  0.55195790
 7119.15000,  0.58485157
 7119.45000,  0.63565218
 7119.75000,  0.66366047
 7120.05000,  0.70468807
 7120.35000,  0.72712942
 7120.65000,  0.74839501
 7120.95000,  0.78155701
 7121.25000,  0.81421024
 7121.55000,  0.84222359
 7121.85000,  0.85990357
 7122.15000,  0.89919684
 7122.45000,  0.93203170
 7122.75000,  0.97615147
 7123.05000,  1.01118279
 7123.35000,  1.04530225
 7123.65000,  1.07356573
 7123.95000,  1.09633585
 7124.25000,  1.12660036
 7124.55000,  1.14449672
 7124.85000,  1.16242391
 7125.15000,  1.17095431
 7125.45000,  1.18596204
 7125.75000,  1.19512582
 7126.05000,  1.20125785
 7126.35000,  1.20179930
 7126.65000,  1.21150407
 7126.95000,  1.21270370
 7127.25000,  1.21805190
 7127.55000,  1.22237100
 7127.85000,  1.22257487
 7128.15000,  1.22602353
 7128.45000,  1.22809754
 7128.75000,  1.22966756
 7129.05000,  1.22832497
 7129.35000,  1.22645607
 7129.65000,  1.22393762
 7129.95000,  1.21835084
 7130.25000,  1.21572555
 7130.55000,  1.20822866
 7130.85000,  1.19809923
 7131.15000,  1.19004599
 7131.45000,  1.18803816
 7131.75000,  1.17868361
 7132.05000,  1.17339038
