#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_1.001: FeXANES_GT5_flakysmooth2_Fe_1.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_1.001
 7032.05000,  0.00126708
 7037.05000,  7.03774e-4
 7042.05000,  3.43176e-4
 7047.05000, -2.86873e-5
 7052.05000, -3.26340e-4
 7057.05000, -5.79300e-4
 7062.05000, -5.31414e-4
 7067.05000, -5.46327e-4
 7072.05000, -2.71239e-4
 7077.05000,  2.83093e-4
 7082.05000,  9.53264e-4
 7087.05000,  0.00238959
 7092.05000,  0.00424412
 7097.05000,  0.00748178
 7102.05000,  0.00844801
 7102.35000,  0.01389679
 7102.65000,  0.01479007
 7102.95000,  0.01513079
 7103.25000,  0.01578698
 7103.55000,  0.01640752
 7103.85000,  0.01682634
 7104.15000,  0.01720162
 7104.45000,  0.01811973
 7104.75000,  0.01892722
 7105.05000,  0.01962225
 7105.35000,  0.02065553
 7105.65000,  0.02132687
 7105.95000,  0.02227961
 7106.25000,  0.02332377
 7106.55000,  0.02426411
 7106.85000,  0.02519106
 7107.15000,  0.02697265
 7107.45000,  0.02765857
 7107.75000,  0.02956284
 7108.05000,  0.03077503
 7108.35000,  0.03165922
 7108.65000,  0.03449042
 7108.95000,  0.03763787
 7109.25000,  0.03992288
 7109.55000,  0.04485301
 7109.85000,  0.04989542
 7110.15000,  0.05331073
 7110.45000,  0.06364533
 7110.75000,  0.07428563
 7111.05000,  0.08253000
 7111.35000,  0.09953200
 7111.65000,  0.11235024
 7111.95000,  0.14649424
 7112.25000,  0.17240807
 7112.55000,  0.19201400
 7112.85000,  0.20162219
 7113.15000,  0.20008570
 7113.45000,  0.19194483
 7113.75000,  0.18418255
 7114.05000,  0.18064106
 7114.35000,  0.17576591
 7114.65000,  0.17576643
 7114.95000,  0.17626940
 7115.25000,  0.17776649
 7115.55000,  0.18215986
 7115.85000,  0.18880338
 7116.15000,  0.20054323
 7116.45000,  0.21371621
 7116.75000,  0.23025180
 7117.05000,  0.24930491
 7117.35000,  0.27011552
 7117.65000,  0.28281478
 7117.95000,  0.32287260
 7118.25000,  0.33879696
 7118.55000,  0.39018195
 7118.85000,  0.43048557
 7119.15000,  0.46230001
 7119.45000,  0.50769138
 7119.75000,  0.56170967
 7120.05000,  0.60353653
 7120.35000,  0.64381166
 7120.65000,  0.65216292
 7120.95000,  0.71364508
 7121.25000,  0.74350958
 7121.55000,  0.77258831
 7121.85000,  0.79503074
 7122.15000,  0.81638042
 7122.45000,  0.84190348
 7122.75000,  0.87283488
 7123.05000,  0.89610939
 7123.35000,  0.91871425
 7123.65000,  0.93732271
 7123.95000,  0.95745553
 7124.25000,  0.97025227
 7124.55000,  0.98228210
 7124.85000,  0.99725073
 7125.15000,  1.00748245
 7125.45000,  1.01586374
 7125.75000,  1.02674874
 7126.05000,  1.03628538
 7126.35000,  1.04014263
 7126.65000,  1.05248517
 7126.95000,  1.06297811
 7127.25000,  1.07359148
 7127.55000,  1.07887671
 7127.85000,  1.09484828
 7128.15000,  1.10446579
 7128.45000,  1.11136565
 7128.75000,  1.11922672
 7129.05000,  1.12516377
 7129.35000,  1.12555394
 7129.65000,  1.12607819
 7129.95000,  1.12673095
 7130.25000,  1.12875774
