#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_5.001: FeXANES_GT5_Fe_Flaky1_5.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_5.001
 7236.05000,  0.99287261
 7237.05000,  0.99670527
 7238.05000,  0.99834281
 7239.05000,  0.99849239
 7240.05000,  0.99871122
 7241.05000,  1.00234386
 7242.05000,  1.00697957
 7243.05000,  1.00784306
 7244.05000,  1.01101266
 7245.05000,  1.01306976
 7246.05000,  1.01387080
 7247.05000,  1.02267556
 7248.05000,  1.01425017
 7249.05000,  1.01300839
 7250.05000,  1.01468607
 7251.05000,  1.01548039
 7252.05000,  1.01469986
 7253.05000,  1.01315570
 7254.05000,  1.01795486
 7255.05000,  1.02197619
 7256.05000,  1.01395863
 7257.05000,  1.01364672
 7258.05000,  1.01549715
 7259.05000,  1.02180553
 7260.05000,  1.01234320
 7261.05000,  1.01338522
 7262.05000,  1.01587163
 7263.05000,  1.06404371
 7264.05000,  1.03500453
 7265.05000,  0.98535957
 7266.05000,  1.00700052
 7267.05000,  1.00626171
 7268.05000,  1.00981448
 7269.05000,  0.99816976
 7270.05000,  1.00225217
 7271.05000,  1.00237133
 7272.05000,  1.00439347
 7273.05000,  1.00556039
 7274.05000,  0.99944249
 7275.05000,  1.00319744
 7276.05000,  0.99629983
 7277.05000,  0.99739911
 7278.05000,  0.99733303
 7279.05000,  0.99777631
 7280.05000,  0.99828972
 7281.05000,  0.99631871
 7282.05000,  0.99764254
 7283.05000,  0.99202696
 7284.05000,  0.99284922
 7285.05000,  0.99203462
 7286.05000,  0.99268889
 7287.05000,  0.99481729
 7288.05000,  0.99116169
 7289.05000,  0.99401055
 7290.05000,  0.99140124
 7291.05000,  0.98964465
 7292.05000,  0.99174047
 7293.05000,  0.98964728
 7294.05000,  0.99149900
 7295.05000,  0.99008003
 7296.05000,  0.98975217
 7297.05000,  0.98933952
 7298.05000,  0.99211754
 7299.05000,  0.98798909
 7300.05000,  0.99111385
 7301.05000,  0.99071539
 7302.05000,  0.99036391
 7303.05000,  0.99003652
 7304.05000,  0.98803715
 7305.05000,  0.99049755
 7306.05000,  0.98952351
 7307.05000,  0.98946066
 7308.05000,  0.98923187
 7309.05000,  0.98822487
 7310.05000,  0.98931065
 7311.05000,  0.99160337
 7312.05000,  0.99043472
