#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_Fe_20.001: FeXANES_GT5_flaky2_Fe_20.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_Fe_20.001
 7032.05000,  6.58010e-4
 7037.05000,  4.40262e-4
 7042.05000,  1.42678e-4
 7047.05000, -9.34525e-5
 7052.05000, -1.35006e-4
 7057.05000, -2.65611e-4
 7062.05000, -4.65429e-4
 7067.05000, -1.58576e-4
 7072.05000, -3.16935e-5
 7077.05000,  8.93088e-5
 7082.05000,  4.77520e-4
 7087.05000,  0.00141198
 7092.05000,  0.00179817
 7097.05000,  0.00356926
 7102.05000,  0.00812911
 7102.35000,  0.00841120
 7102.65000,  0.00891552
 7102.95000,  0.00907670
 7103.25000,  0.00955869
 7103.55000,  0.00978931
 7103.85000,  0.01018121
 7104.15000,  0.01068835
 7104.45000,  0.01095176
 7104.75000,  0.01156105
 7105.05000,  0.01176575
 7105.35000,  0.01265135
 7105.65000,  0.01263805
 7105.95000,  0.01345396
 7106.25000,  0.01392417
 7106.55000,  0.01465883
 7106.85000,  0.01543179
 7107.15000,  0.01631531
 7107.45000,  0.01756470
 7107.75000,  0.01831788
 7108.05000,  0.01949632
 7108.35000,  0.02045885
 7108.65000,  0.02168591
 7108.95000,  0.02387789
 7109.25000,  0.02457058
 7109.55000,  0.02923745
 7109.85000,  0.03344880
 7110.15000,  0.04026870
 7110.45000,  0.04757483
 7110.75000,  0.05157619
 7111.05000,  0.06125920
 7111.35000,  0.06648908
 7111.65000,  0.07017784
 7111.95000,  0.07196445
 7112.25000,  0.07362452
 7112.55000,  0.08061389
 7112.85000,  0.08406448
 7113.15000,  0.08461616
 7113.45000,  0.08355014
 7113.75000,  0.08254635
 7114.05000,  0.08318563
 7114.35000,  0.08508881
 7114.65000,  0.08917288
 7114.95000,  0.09385201
 7115.25000,  0.10110755
 7115.55000,  0.11021717
 7115.85000,  0.12219648
 7116.15000,  0.13885459
 7116.45000,  0.15963247
 7116.75000,  0.16567312
 7117.05000,  0.21199433
 7117.35000,  0.24747297
 7117.65000,  0.28585638
 7117.95000,  0.33228157
 7118.25000,  0.38054002
 7118.55000,  0.40594203
 7118.85000,  0.46859487
 7119.15000,  0.53007305
 7119.45000,  0.57876142
 7119.75000,  0.62426857
 7120.05000,  0.65705888
 7120.35000,  0.68716658
 7120.65000,  0.74473920
 7120.95000,  0.77898451
 7121.25000,  0.81300064
 7121.55000,  0.84605468
 7121.85000,  0.87400694
 7122.15000,  0.90196521
 7122.45000,  0.96263845
 7122.75000,  1.00628926
 7123.05000,  1.04204067
 7123.35000,  1.09766336
 7123.65000,  1.13958502
 7123.95000,  1.17395453
 7124.25000,  1.19416930
 7124.55000,  1.22190525
 7124.85000,  1.24012287
 7125.15000,  1.27842421
 7125.45000,  1.29630162
 7125.75000,  1.30345516
 7126.05000,  1.30647883
 7126.35000,  1.30251157
 7126.65000,  1.29038581
 7126.95000,  1.27915862
 7127.25000,  1.26439807
 7127.55000,  1.25466188
 7127.85000,  1.24923041
 7128.15000,  1.24450403
 7128.45000,  1.24456083
 7128.75000,  1.23813322
 7129.05000,  1.23824740
 7129.35000,  1.23105488
 7129.65000,  1.22768290
 7129.95000,  1.22168028
 7130.25000,  1.21223301
 7130.55000,  1.20511794
 7130.85000,  1.19041254
 7131.15000,  1.17319552
 7131.45000,  1.16467697
 7131.75000,  1.15309010
 7132.05000,  1.13408417
 7133.05000,  1.09903115
 7134.05000,  1.05929906
 7135.05000,  1.04888853
 7136.05000,  1.04812299
 7137.05000,  1.05249494
 7138.05000,  1.05413270
 7139.05000,  1.05088668
 7140.05000,  1.03676795
 7141.05000,  1.02117923
 7142.05000,  1.01040388
 7143.05000,  1.00689893
 7144.05000,  0.98771049
 7145.05000,  0.97428725
 7146.05000,  0.95949126
 7147.05000,  0.93977665
 7148.05000,  0.92622617
 7149.05000,  0.90939306
 7150.05000,  0.90570153
 7151.05000,  0.90191300
 7152.05000,  0.90171818
 7153.05000,  0.90596948
 7154.05000,  0.90879191
 7155.05000,  0.91125505
 7156.05000,  0.91795161
 7157.05000,  0.92237759
 7158.05000,  0.92421286
 7159.05000,  0.93404436
 7160.05000,  0.94390426
 7161.05000,  0.94763199
 7162.05000,  0.96202733
 7163.05000,  0.96963410
 7164.05000,  0.98203489
 7165.05000,  0.99452843
 7166.05000,  1.00570425
 7167.05000,  1.01879767
 7168.05000,  1.02719416
 7169.05000,  1.02950671
 7170.05000,  1.03665385
 7171.05000,  1.04396113
 7172.05000,  1.04717229
 7173.05000,  1.04904184
 7174.05000,  1.05076083
 7175.05000,  1.05224950
 7176.05000,  1.05148207
 7177.05000,  1.05156218
 7178.05000,  1.04938085
 7179.05000,  1.04864985
 7180.05000,  1.04820672
 7181.05000,  1.04735358
 7182.05000,  1.04532637
 7183.05000,  1.04191868
 7184.05000,  1.03682963
 7185.05000,  1.03183124
 7186.05000,  1.02991776
 7187.05000,  1.02629118
 7188.05000,  1.02171534
 7189.05000,  1.02016508
 7190.05000,  1.01362839
 7191.05000,  1.01301046
 7192.05000,  1.00889914
 7193.05000,  1.00741030
 7194.05000,  1.00226882
 7195.05000,  1.00014975
 7196.05000,  0.99938916
 7197.05000,  0.99252094
 7198.05000,  0.99223884
 7199.05000,  0.98842073
 7200.05000,  0.98842073
 7201.05000,  0.98671548
 7202.05000,  0.98484873
 7203.05000,  0.98463430
 7204.05000,  0.98362153
 7205.05000,  0.98534544
 7206.05000,  0.98642253
 7207.05000,  0.98440640
 7208.05000,  0.98508026
 7209.05000,  0.99126080
 7210.05000,  0.99168369
 7211.05000,  0.99401382
 7212.05000,  0.99695238
 7213.05000,  0.99859370
 7214.05000,  1.00130565
 7215.05000,  1.00230328
 7216.05000,  1.00277537
 7217.05000,  1.00807207
 7218.05000,  1.00760549
 7219.05000,  1.01021835
 7220.05000,  1.00940037
 7221.05000,  1.01045006
 7222.05000,  1.00943774
 7223.05000,  1.00820926
 7224.05000,  1.00715192
 7225.05000,  1.00792253
 7226.05000,  1.00501876
 7227.05000,  1.00639849
 7228.05000,  1.00298622
 7229.05000,  1.00122359
 7230.05000,  1.00208870
 7231.05000,  0.99894352
 7232.05000,  0.99871216
 7233.05000,  0.99535623
 7234.05000,  0.99511172
 7235.05000,  0.99452869
 7236.05000,  0.99220259
 7237.05000,  0.99149652
 7238.05000,  0.99223346
 7239.05000,  0.99266773
 7240.05000,  0.99282393
 7241.05000,  0.98872418
 7242.05000,  0.99330820
 7243.05000,  0.99472135
 7244.05000,  0.99575251
 7245.05000,  0.99662139
 7246.05000,  0.99787488
 7247.05000,  1.00255825
 7248.05000,  1.00286751
 7249.05000,  1.00214605
 7250.05000,  1.00403240
 7251.05000,  1.00537782
 7252.05000,  1.00540266
 7253.05000,  1.00896150
 7254.05000,  1.01507401
 7255.05000,  1.01380222
 7256.05000,  1.00620508
 7257.05000,  1.01482052
 7258.05000,  1.01628989
 7259.05000,  1.01560303
 7260.05000,  1.01563434
 7261.05000,  1.01784765
 7262.05000,  1.01714915
 7263.05000,  1.02528939
 7264.05000,  1.02925597
 7265.05000,  0.99148736
 7266.05000,  1.01057552
 7267.05000,  1.01433236
 7268.05000,  1.01792844
