#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_5.001: FeXANES_GT5_flaky2_FeXRD_5.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_5.001
 7032.05000,  9.89029e-4
 7037.05000,  5.88855e-4
 7042.05000,  4.62597e-4
 7047.05000,  1.51537e-4
 7052.05000,  2.38544e-4
 7057.05000, -9.12973e-5
 7062.05000, -6.45300e-4
 7067.05000, -4.25108e-4
 7072.05000, -3.75568e-4
 7077.05000, -3.01433e-4
 7082.05000,  1.58814e-4
 7087.05000,  8.27215e-4
 7092.05000,  0.00147499
 7097.05000,  0.00247966
 7102.05000,  0.00460766
 7102.35000,  0.00494588
 7102.65000,  0.00559530
 7102.95000,  0.00535045
 7103.25000,  0.00561951
 7103.55000,  0.00613516
 7103.85000,  0.00609716
 7104.15000,  0.00660792
 7104.45000,  0.00694638
 7104.75000,  0.00683425
 7105.05000,  0.00682238
 7105.35000,  0.00733896
 7105.65000,  0.00793243
 7105.95000,  0.00831489
 7106.25000,  0.00834178
 7106.55000,  0.00866333
 7106.85000,  0.00954624
 7107.15000,  0.00936742
 7107.45000,  0.01018758
 7107.75000,  0.01104436
 7108.05000,  0.01144837
 7108.35000,  0.01214354
 7108.65000,  0.01265023
 7108.95000,  0.01358666
 7109.25000,  0.01476472
 7109.55000,  0.01629383
 7109.85000,  0.01821073
 7110.15000,  0.02037144
 7110.45000,  0.02426206
 7110.75000,  0.02545670
 7111.05000,  0.03021288
 7111.35000,  0.03370745
 7111.65000,  0.03901267
 7111.95000,  0.04454145
 7112.25000,  0.05113629
 7112.55000,  0.05550378
 7112.85000,  0.05905483
 7113.15000,  0.06059088
 7113.45000,  0.06074347
 7113.75000,  0.06179864
 7114.05000,  0.06043819
 7114.35000,  0.05937921
 7114.65000,  0.05691929
 7114.95000,  0.05814907
 7115.25000,  0.05941143
 7115.55000,  0.06152773
 7115.85000,  0.06675992
 7116.15000,  0.06994651
 7116.45000,  0.07765302
 7116.75000,  0.08909899
 7117.05000,  0.10252108
 7117.35000,  0.11405678
 7117.65000,  0.12545607
 7117.95000,  0.13756671
 7118.25000,  0.16579889
 7118.55000,  0.19029355
 7118.85000,  0.21656629
 7119.15000,  0.24786199
 7119.45000,  0.28293288
 7119.75000,  0.32053835
 7120.05000,  0.35843754
 7120.35000,  0.38971639
 7120.65000,  0.42157855
 7120.95000,  0.44577819
 7121.25000,  0.47482010
 7121.55000,  0.51329721
 7121.85000,  0.53800621
 7122.15000,  0.57649180
 7122.45000,  0.63119988
 7122.75000,  0.67842577
 7123.05000,  0.71248788
 7123.35000,  0.76856870
 7123.65000,  0.81063576
 7123.95000,  0.84913187
 7124.25000,  0.88747541
 7124.55000,  0.91306960
 7124.85000,  0.95055049
 7125.15000,  0.97649914
 7125.45000,  0.99606545
 7125.75000,  1.02209538
 7126.05000,  1.06693969
 7126.35000,  1.09873775
 7126.65000,  1.13653047
 7126.95000,  1.17323032
 7127.25000,  1.21125840
 7127.55000,  1.23906267
 7127.85000,  1.27663985
 7128.15000,  1.30358065
 7128.45000,  1.33185726
 7128.75000,  1.34021988
 7129.05000,  1.35816226
 7129.35000,  1.36831925
 7129.65000,  1.37438748
 7129.95000,  1.38030056
 7130.25000,  1.37360011
 7130.55000,  1.36723351
 7130.85000,  1.36429121
 7131.15000,  1.35221214
 7131.45000,  1.34263605
 7131.75000,  1.33280706
 7132.05000,  1.32380278
 7133.05000,  1.27302667
 7134.05000,  1.22982390
 7135.05000,  1.17902161
 7136.05000,  1.13315712
 7137.05000,  1.09825866
 7138.05000,  1.07593585
 7139.05000,  1.06482965
 7140.05000,  1.05788397
 7141.05000,  1.04582604
 7142.05000,  1.03852476
 7143.05000,  1.03081761
 7144.05000,  1.01853922
 7145.05000,  1.01252856
 7146.05000,  0.99894620
 7147.05000,  0.97858776
 7148.05000,  0.95318465
 7149.05000,  0.92585833
 7150.05000,  0.90960986
 7151.05000,  0.88485861
 7152.05000,  0.87993271
 7153.05000,  0.87201032
 7154.05000,  0.86280443
 7155.05000,  0.85740655
 7156.05000,  0.84772098
 7157.05000,  0.84754958
 7158.05000,  0.84761541
 7159.05000,  0.84952938
 7160.05000,  0.84968636
 7161.05000,  0.85447644
 7162.05000,  0.86282751
 7163.05000,  0.87610444
 7164.05000,  0.88709265
 7165.05000,  0.89184347
 7166.05000,  0.90344431
 7167.05000,  0.91563201
 7168.05000,  0.92610374
 7169.05000,  0.93869034
 7170.05000,  0.94432252
 7171.05000,  0.96216079
 7172.05000,  0.97037300
 7173.05000,  0.98273027
 7174.05000,  0.99537287
 7175.05000,  1.00202985
 7176.05000,  1.01417853
 7177.05000,  1.01579172
 7178.05000,  1.01527548
 7179.05000,  1.03226797
 7180.05000,  1.03635271
 7181.05000,  1.02876643
 7182.05000,  1.03365038
 7183.05000,  1.03761913
 7184.05000,  1.03500618
 7185.05000,  1.03435980
 7186.05000,  1.03194178
 7187.05000,  1.02849564
 7188.05000,  1.02416446
 7189.05000,  1.02074239
 7190.05000,  1.01900046
 7191.05000,  1.01641867
 7192.05000,  1.01175428
 7193.05000,  1.01007675
 7194.05000,  1.01379080
 7195.05000,  1.01096422
 7196.05000,  1.01075761
 7197.05000,  1.01149594
 7198.05000,  1.01264427
 7199.05000,  1.00577863
 7200.05000,  1.00558060
 7201.05000,  1.00144256
 7202.05000,  1.00242532
 7203.05000,  1.00340803
 7204.05000,  1.00139262
 7205.05000,  0.99720763
 7206.05000,  0.99610075
 7207.05000,  0.99673064
 7208.05000,  0.98669029
 7209.05000,  0.98298646
 7210.05000,  0.98122404
 7211.05000,  0.97956118
 7212.05000,  0.97786420
 7213.05000,  0.97730489
 7214.05000,  0.97455669
 7215.05000,  0.97425898
 7216.05000,  0.97355598
 7217.05000,  0.97399181
